"StockCode","year","RDSpendSum","RDSpendSumRatio","RDPerson","RDPersonRatio","Amount"
300239,"2018",16790489.92,3.71,71,10.13,702
300239,"2019",17330078.65,3.52,73,10.2,716
300239,"2020",15147258.13,3.37,72,10.67,682
300239,"2021",24077103.34,3.93,73,9.69,1409
300239,"2022",39472620.22,4.18,154,11.36,1480
300239,"2023",41573155.78,4.27,138,10.24,1441
300254,"2011",10888400,3.5,NA,NA,NA
300254,"2012",16245142.92,4.49,NA,NA,NA
300254,"2013",22893779.04,4.46,NA,NA,NA
300254,"2014",27207826.33,4.16,NA,NA,NA
300254,"2015",33693770.04,4.93,267,13.28,2011
300254,"2016",38416576.09,5.15,267,14.09,1968
300254,"2017",45398642.06,4.84,278,15.93,1791
300254,"2018",70118942.07,6.17,282,16.94,1707
300254,"2019",55908002.87,4.94,227,17.39,1314
300254,"2020",63494151.55,7.49,226,16.98,1331
300254,"2021",68432605.01,7.36,222,18.64,1191
300254,"2022",58244213.95,7.03,202,16.59,1217
300254,"2023",61296694.55,7.67,233,18.88,1234
300255,"2011",13342100,3.15,NA,NA,NA
300255,"2012",17833333.23,3.1,NA,NA,NA
300255,"2013",41799215.75,5.93,NA,NA,NA
300255,"2014",37699958.79,4.65,NA,NA,705
300255,"2015",40312161.87,4.4,92,12.25,751
300255,"2015",40312161.87,4.4,92,12.25,1098
300255,"2016",69189584.24,6.19,110,15.65,703
300255,"2017",92585624.98,6.52,103,12.75,808
300255,"2018",119067025.6,7.2,185,20,938
300255,"2019",163347552.04,7.89,194,19.34,1003
300255,"2020",169625399,7.18,197,17.31,1138
300255,"2021",219515411.99,7.4,247,18.91,1512
300255,"2022",210080300.23,8.99,237,16.64,1591
300255,"2023",234390329.02,16.62,218,15.46,1673
300267,"2011",10458400,3.36,66,16.34,NA
300267,"2011",28024300,4.61,NA,NA,NA
300267,"2012",37849392.72,4.54,NA,NA,NA
300267,"2013",36066792.57,3.57,NA,NA,NA
300267,"2014",67999852.99,4.96,NA,NA,1147
300267,"2015",75646529.11,4.31,183,11.93,1534
300267,"2016",96528348.76,3.26,215,12.66,1698
300267,"2017",78901667.89,2.79,135,9.14,1477
300267,"2018",56474771.11,2.4,135,9.09,1485
300267,"2019",55119667.28,2.01,131,10.19,1286
300267,"2020",48067842.73,2.02,158,9.57,1651
300267,"2021",49018677.67,2.19,159,9.86,1612
300267,"2022",48146348.68,2.57,167,11.16,1497
300267,"2023",57437725.13,3.22,173,11.56,1497
300289,"2011",7540200,6.69,88,33.21,278
300289,"2011",16215817.16,6.43,NA,NA,278
300289,"2012",23089796.43,7.28,NA,NA,NA
300289,"2013",24379738.34,7.09,NA,NA,NA
300289,"2014",27995839.12,5.21,NA,NA,NA
300289,"2015",29428054.71,4.32,63,14.09,621
300289,"2016",31450798.67,5.9,82,18.43,586
300289,"2017",36775097.3,6.38,104,19.19,538
300289,"2018",39972009.89,6.1,115,20.91,562
300289,"2019",48313050.19,9.38,90,17.58,502
300289,"2020",38471479.75,8.16,83,17.47,548
300289,"2021",32754483.34,5.81,79,16.84,677
300289,"2022",34957360.92,4.95,73,14.07,522
300289,"2023",36873572.7,7.99,83,15.43,540
300294,"2011",8871400,4.51,45,NA,NA
300294,"2012",11055557.3,4.86,NA,NA,465
300294,"2013",14218313.62,5.8,NA,NA,653
300294,"2014",16643659.66,3.8,NA,NA,786
300294,"2015",30612289.47,5.64,131,10.12,1295
300294,"2016",54011088.42,5.71,156,11.43,1365
300294,"2017",59224793.68,4.06,167,10.25,1629
300294,"2018",78227627.97,3.19,174,10.7,1626
300294,"2019",132160494.41,4.54,196,12.17,1611
300294,"2020",126112303.02,5.02,204,12.61,1618
300294,"2021",89876669.62,3.39,215,13.01,1652
300294,"2022",77174985.45,2.8,220,13.02,1690
300294,"2023",103286616.45,3.89,226,15.65,1444
300357,"2011",5346050.35,5.18,NA,NA,NA
300357,"2012",7505785.61,5.09,NA,NA,NA
300357,"2013",6892464.13,7.86,57,12.5,560
300357,"2013",13416111.37,6.93,NA,NA,560
300357,"2014",13197407.74,5.51,NA,NA,586
300357,"2015",16452139.56,6.16,62,10.15,612
300357,"2016",17836444.93,5.72,58,10.18,702
300357,"2017",24185394.3,6.27,50,10.16,718
300357,"2018",38618758.2,7.71,96,10.65,901
300357,"2019",68737867.79,10.75,162,15.18,1236
300357,"2020",78638873.55,12.36,248,18.25,1492
300357,"2021",102025193,12.63,237,15.93,1648
300357,"2022",116665722.78,13.02,282,17.54,1730
300357,"2023",122885976.56,14.49,344,20.13,1883
300363,"2011",24288826.07,NA,NA,NA,NA
300363,"2012",33385521.21,NA,NA,NA,NA
300363,"2013",15787576.16,NA,139,14.39,NA
300363,"2013",40986447.43,5.58,NA,NA,NA
300363,"2014",42552171.04,4.31,NA,NA,NA
300363,"2015",50344386.1,4.93,166,10.46,1587
300363,"2016",62602019.39,4.72,162,9.38,1727
300363,"2017",75329150.61,6.36,253,14.19,2022
300363,"2018",76195735.79,6.43,282,17.17,1960
300363,"2019",122553651.71,7.9,393,18.92,2590
300363,"2020",157839168.24,7.62,599,22.73,3559
300363,"2021",263822606.48,8.5,913,24.14,4420
300363,"2022",519509086.31,7.38,1330,24.94,6266
300363,"2023",452225229.9,12.33,1244,25.31,6162
300381,"2011",8236600,3.05,NA,NA,NA
300381,"2012",14275400,4.23,NA,NA,NA
300381,"2013",6112200,3.77,73,16.51,NA
300381,"2013",14460825.77,4.03,NA,NA,NA
300381,"2014",18864661.71,5.24,NA,NA,687
300381,"2015",37573017.82,5.34,274,12.14,2255
300381,"2016",98639882.23,6.52,334,12.89,2592
300381,"2017",93931075.15,6.27,344,14.33,2822
300381,"2018",90749245.65,5.13,323,12.37,2566
300381,"2019",111640772.97,5.45,394,19.75,2540
300381,"2020",122829511.84,6.41,373,13.2,2828
300381,"2021",129779628.15,6.86,409,14.57,2807
300381,"2022",99866098.05,8.51,192,16.72,1148
300381,"2023",99815349.52,12.54,198,17.69,1119
300391,"2011",12070700,5.41,108,NA,NA
300391,"2011",NA,NA,62,17.22,NA
300391,"2012",NA,NA,80,20.05,NA
300391,"2012",16155400,7.17,96,NA,NA
300391,"2013",18360700,7.19,74,NA,NA
300391,"2013",NA,NA,91,21.16,NA
300391,"2014",16166575.49,6.64,NA,NA,NA
300391,"2015",21541010.57,11.26,115,15.56,739
300391,"2016",25425226.89,10.83,132,18.23,724
300391,"2017",33888711.88,4.55,218,18.79,1160
300391,"2018",33492264.64,3.8,210,18.03,1165
300391,"2019",47865058.09,6.6,196,17.85,1098
300391,"2020",43155449.34,3.55,257,14.17,1814
300391,"2021",39363616.29,1.67,221,13.98,1581
300391,"2022",25758873.45,1.59,54,8.81,613
300391,"2023",7660845.44,0.64,58,9.73,596
300401,"2011",19143500,5.96,NA,NA,NA
300401,"2012",15050500,6.66,NA,NA,NA
300401,"2013",12319100,6.68,33,11.19,NA
300401,"2014",2116900,6.97,NA,NA,253
300401,"2014",11012837.55,6.93,NA,NA,253
300401,"2015",14387845.07,9.51,41,11,328
300401,"2015",14387845.07,9.51,41,11,328
300401,"2016",16434638.64,4.99,60,12.96,461
300401,"2017",22102535.26,5.26,78,16.63,463
300401,"2018",30511965.76,4.62,90,18.25,493
300401,"2019",42757358.87,5.95,97,18.48,525
300401,"2020",29736199.23,4.84,99,19.6,505
300401,"2021",68545827.04,6.14,137,18.46,742
300401,"2022",83522135.46,5.89,159,18.73,849
300401,"2023",101008263.18,9.23,217,29.85,943
300406,"2011",11833200,4.29,NA,NA,NA
300406,"2012",19857100,5.22,NA,NA,NA
300406,"2013",19156100,4.31,NA,NA,NA
300406,"2014",13716500,5.93,NA,NA,229
300406,"2014",26148544.68,5.14,NA,NA,229
300406,"2015",26605808.12,4.7,49,19.76,248
300406,"2016",42899082.36,6.43,70,23.73,328
300406,"2017",53201789.14,7.66,119,29.1,456
300406,"2018",61037070.67,7.88,181,42.69,451
300406,"2019",70315492.7,8.36,226,42.72,529
300406,"2020",79055482.9,9.32,257,28.34,907
300406,"2021",127008278.01,7.94,237,24.53,967
300406,"2022",137199751.31,9.08,287,26.23,1094
300406,"2023",162898782.94,9.35,339,32.88,1031
300434,"2012",12986700,4.92,NA,NA,NA
300434,"2013",12077700,5.06,NA,NA,NA
300434,"2014",9724500,5.63,27,16.56,NA
300434,"2015",8822961.72,7.53,29,18,159
300434,"2016",10380762.25,6.39,38,22,175
300434,"2017",19728748.85,2.8,245,14.87,1648
300434,"2018",27924816.9,2.88,237,14.66,1617
300434,"2019",28540624.97,2.84,229,13.61,1682
300434,"2020",27838826.86,3.58,249,14.14,1761
300434,"2021",37451005.46,3.55,325,16.8,1935
300434,"2022",39184819.23,3.15,308,16.4,1878
300434,"2023",50011112.66,4.14,305,15.55,1962
300436,"2012",14965800,11.9,NA,NA,NA
300436,"2013",15555000,8.73,NA,NA,NA
300436,"2014",17974300,7.06,70,16.55,NA
300436,"2015",26260619.98,8.5,79,17.56,428
300436,"2016",68193085.84,21.8,82,15.05,539
300436,"2017",75332543.46,25.44,93,16.64,550
300436,"2018",113965423.49,28.32,123,14.78,816
300436,"2019",70047843.42,16.88,76,11.16,668
300436,"2020",59139862.52,16.05,82,11.58,718
300436,"2021",66163779.93,17.86,89,10.19,863
300436,"2022",186977168.74,48.47,112,12.33,898
300436,"2023",314223016.83,74.33,91,10.36,812
300439,"2012",13295300,4.06,NA,NA,NA
300439,"2013",17504000,4.05,NA,NA,NA
300439,"2014",24191400,4.05,155,20.18,NA
300439,"2015",39930812.92,5.85,204,22.06,958
300439,"2016",57857610.33,5.48,210,16.61,1264
300439,"2017",92568410.23,5.13,255,11.02,2018
300439,"2018",109640346.03,3.5,302,10.55,2863
300439,"2019",128260150.8,4.09,306,12.77,2397
300439,"2020",135480907.09,5.89,308,12.81,2405
300439,"2021",150683995.48,6.69,378,15.71,2406
300439,"2022",171783728.65,6.9,402,16.26,2473
300439,"2023",149801308.32,7.94,378,17.47,2164
300452,"2012",6979800,NA,NA,NA,NA
300452,"2013",6598500,NA,NA,NA,NA
300452,"2014",7511100,NA,61,12.27,NA
300452,"2015",7337763.99,2.83,66,12.84,517
300452,"2016",7984433.7,2.79,67,11.73,574
300452,"2017",8595360.36,2.53,81,13.8,590
300452,"2017",8595400,3.06,NA,NA,590
300452,"2018",14199113.31,3.31,122,15.4,792
300452,"2019",16191595.83,3.49,125,14.9,844
300452,"2020",18116809.34,3.41,169,19.67,859
300452,"2021",26800984.71,4.35,162,18.31,885
300452,"2022",34425442.89,4.89,160,17.82,905
300452,"2023",41952772.69,5,160,16.65,969
300463,"2012",18912800,8.18,NA,NA,NA
300463,"2013",28268300,8.95,NA,NA,NA
300463,"2014",43772200,10.55,NA,NA,NA
300463,"2015",57257263.65,5.38,191,16.44,1166
300463,"2016",85940549.15,5.77,352,22.12,1591
300463,"2017",108817220.56,5.52,413,20.94,1972
300463,"2018",162780173.27,6.06,428,18.98,2255
300463,"2019",189370579.73,5.88,535,22.74,2353
300463,"2020",235010308.62,6.34,767,29.2,2627
300463,"2021",264280125.9,6.64,906,31.23,2901
300463,"2022",338418237.96,9.38,1023,33.92,3016
300463,"2023",414022148.44,14.3,1172,34.86,3362
300482,"2012",27920400,12.26,89,14.13,NA
300482,"2013",29661500,11.95,115,15.97,NA
300482,"2014",36649400,10.03,137,14.62,NA
300482,"2015",45605672.23,10.64,185,16.71,1110
300482,"2016",61723888.98,11.28,269,22.64,1188
300482,"2017",105897509.4,9.24,398,19.94,1996
300482,"2018",151056094.63,9.15,457,20.29,2252
300482,"2019",189967795.6,9.17,532,21.49,2476
300482,"2020",319370924.24,11.36,706,24.13,2926
300482,"2021",459038743.99,13.66,831,24.36,3411
300482,"2022",446853040.79,7.87,805,23.27,3459
300482,"2023",421806674.03,15.26,755,22.17,3404
300485,"2012",14863900,3.75,NA,NA,NA
300485,"2013",16349200,3.4,NA,NA,NA
300485,"2014",32511700,5.51,NA,NA,NA
300485,"2015",42506452.69,7,97,22,442
300485,"2016",88902351.85,14.43,88,18,556
300485,"2017",26107041.49,3.48,88,20.56,494
300485,"2018",52716548.22,3.69,84,18.92,512
300485,"2019",66323835.13,5.57,89,18.94,609
300485,"2020",96718990.89,8.84,106,17.07,621
300485,"2021",116490435.66,11.09,109,18.7,584
300485,"2022",126179729.79,17.18,107,19.1,559
300485,"2023",102630567.5,21.54,113,21.3,532
300497,"2012",13110500,3.64,NA,NA,NA
300497,"2013",13992100,3.16,NA,NA,NA
300497,"2014",17865900,3.5,NA,NA,NA
300497,"2015",8370400,3.36,114,13.09,943
300497,"2015",18331460.23,3.16,149,15.8,943
300497,"2016",30901215.75,4.05,144,11.81,1219
300497,"2017",43508793.54,4.54,156,11.63,1341
300497,"2018",52877362.33,4.54,206,14.58,1413
300497,"2019",59456016.15,4.39,287,19.66,1460
300497,"2020",77542435.12,5.19,271,16.85,1608
300497,"2021",78511845.69,5.49,301,16.28,1849
300497,"2022",77450427.53,4.7,359,16.48,2179
300497,"2023",97453168.04,6.05,333,16.96,1963
300501,"2012",10136200,4.82,NA,NA,NA
300501,"2013",15703100,5.66,NA,NA,NA
300501,"2014",16156800,5.57,NA,NA,NA
300501,"2015",12648100,5.88,30,11.9,251
300501,"2015",16778496.9,5.71,32,12.75,251
300501,"2016",16362021.73,5.43,60,17.7,241
300501,"2017",16865268.9,4.49,58,13.78,257
300501,"2018",23264042.48,4.59,87,16.83,297
300501,"2019",26436702.08,4.26,79,13.08,335
300501,"2020",24294381.87,3.4,85,14.94,578
300501,"2021",32877686.18,3.84,85,12.09,688
300501,"2022",44490523.83,4.39,112,13.74,815
300501,"2023",50351367.93,4.93,125,13.95,896
300519,"2013",12848600,4.8,NA,NA,NA
300519,"2014",11310800,3.87,NA,NA,NA
300519,"2015",14109300,4.53,62,18.73,NA
300519,"2016",15220317.27,4.83,62,18.73,331
300519,"2017",18665399.44,6,64,19.51,340
300519,"2018",17774016.35,6.43,64,20,328
300519,"2019",15896839.91,5.46,58,18.3,394
300519,"2020",12010112.78,4.24,52,16.2,375
300519,"2021",13519575.52,4.21,48,15.19,385
300519,"2022",15549292.08,4.42,48,15.58,308
300519,"2023",15134245.96,5.6,50,15.87,315
300534,"2013",8110000,3.55,NA,NA,NA
300534,"2014",9809400,3.78,NA,NA,NA
300534,"2015",10190300,3.86,NA,NA,NA
300534,"2016",3907600,3.21,33,12.31,264
300534,"2016",6355722.2,2.36,33,12.5,264
300534,"2017",6135696.96,2.28,30,11.36,264
300534,"2018",6731895.43,3.31,29,11.15,260
300534,"2019",7411569.17,3.1,30,9.9,303
300534,"2020",5974493.54,2.34,29,9.73,298
300534,"2021",6696661.49,2.33,28,9.27,302
300534,"2022",9374296.8,2.27,28,8.54,320
300534,"2023",30173437.91,2.79,73,15.9,763
300558,"2013",65455900,13.62,127,23.92,NA
300558,"2014",88269300,12.53,146,23.66,NA
300558,"2015",119943700,13.11,151,21.21,NA
300558,"2016",73735700,14.22,174,21.78,859
300558,"2016",161503143.73,15.63,246,30.3,859
300558,"2017",380639832.72,37.09,253,25.71,992
300558,"2018",590032478.32,48.2,359,30.95,1274
300558,"2019",674585005.59,43.41,466,35.09,1390
300558,"2020",742390944.68,39.69,510,34.79,1563
300558,"2021",860589138.87,38.32,575,34.29,1809
300558,"2022",977304654.67,41.12,647,32.99,2100
300558,"2023",1002050474.27,40.8,562,29.03,1952
300573,"2013",11939200,5.46,NA,NA,NA
300573,"2014",11313100,4.44,NA,NA,NA
300573,"2015",17894400,6.23,NA,NA,NA
300573,"2016",9090300,5.5,58,10.36,581
300573,"2016",19585581.59,5.78,64,11.02,581
300573,"2017",31837042.1,8.84,88,11.64,756
300573,"2018",40967958.07,9.5,91,11.12,858
300573,"2019",55207154.37,10.18,113,12.99,987
300573,"2020",83557928.48,12.13,121,10.98,1102
300573,"2021",117856709.61,11.47,172,13.44,1279
300573,"2022",190199971.05,15.22,191,10.83,1763
300573,"2023",181628508.46,12.38,239,11.98,1995
300583,"2013",10092565.89,3.56,NA,NA,NA
300583,"2014",16824800.76,3.23,NA,NA,NA
300583,"2015",22673015.54,3.39,NA,NA,NA
300583,"2016",10271322.24,3.9,60,12.17,545
300583,"2016",19147340.98,3.37,61,11.15,545
300583,"2017",31664867.93,4.03,62,9.97,622
300583,"2018",39420833.11,3.75,59,8.56,686
300583,"2019",55785893.15,5.78,158,15.35,1029
300583,"2020",45007850.59,4.93,172,15.49,1110
300583,"2021",49730559.44,4.14,182,15.96,1140
300583,"2022",50205293.08,3.83,177,13.44,1317
300583,"2023",55076380.87,4.3,193,16.08,1200
300584,"2013",12510600,7.38,NA,NA,NA
300584,"2014",15948700,8.07,NA,NA,NA
300584,"2015",18227100,8.25,NA,NA,NA
300584,"2016",9997000,8.29,68,15.93,426
300584,"2016",23627406.14,8.41,71,16.67,426
300584,"2017",35461240.25,7.79,75,16.3,460
300584,"2018",49766776.55,6.99,76,15.02,557
300584,"2019",59902814.23,6.48,90,13.18,677
300584,"2020",51142736.4,7.24,69,11.26,619
300584,"2021",57878319.26,10.01,60,10.66,563
300584,"2022",34884000.84,6.63,60,10.73,562
300584,"2023",61941370.12,11.96,64,11.68,553
300601,"2013",41135800,17.06,NA,NA,NA
300601,"2014",63749300,21.57,NA,NA,NA
300601,"2015",65254200,14.69,NA,NA,NA
300601,"2016",23113100,11.49,79,11.06,771
300601,"2016",63303009.67,11.47,88,11.41,771
300601,"2017",119275170.23,10.27,120,12.02,998
300601,"2018",176778056.85,8.76,130,11.34,1146
300601,"2019",215452675.75,11.09,244,18.26,1336
300601,"2020",273400954.82,12.09,425,20.8,2043
300601,"2021",738466777.18,20.22,460,18.81,2445
300601,"2022",993557913.5,31.47,465,23.04,2018
300601,"2023",542193696.12,15.59,360,18.93,1902
300630,"2014",16795800,10.21,NA,NA,NA
300630,"2015",21106500,10.41,NA,NA,NA
300630,"2016",25209000,10.16,NA,NA,NA
300630,"2017",63304196.17,19.49,115,27.38,415
300630,"2018",146440928.14,23.47,176,31.77,554
300630,"2019",204370369.87,21.51,258,36.44,708
300630,"2020",283151872.64,23.82,322,37.97,848
300630,"2021",269797095.98,17.88,455,37.26,1221
300630,"2022",538551995.88,29.81,550,36.18,1522
300630,"2023",573526787.48,43.97,516,32.97,1565
300636,"2014",9398400,4.42,NA,NA,NA
300636,"2015",14362300,5.23,NA,NA,NA
300636,"2016",12740400,5.09,150,22.29,NA
300636,"2017",12520495.93,4.22,161,24.43,659
300636,"2018",25359340.36,9.49,199,26.93,739
300636,"2019",36333434.12,8.8,230,24.42,942
300636,"2020",35300660.48,8.11,304,31.5,965
300636,"2021",39021536.18,6.59,371,34.48,1076
300636,"2022",60911777.6,8.46,446,34.84,1280
300636,"2023",63151225.15,8.75,259,19.02,1362
300639,"2014",17705000,6.7,NA,NA,NA
300639,"2015",31510500,9.14,NA,NA,NA
300639,"2016",31872700,8,218,25.35,NA
300639,"2017",37817048.77,7.89,218,21.54,1012
300639,"2018",49553671.79,8.54,263,22.29,1180
300639,"2019",61861144.62,8.48,251,18.73,1340
300639,"2020",82172496.26,6.07,358,21.8,1642
300639,"2021",125223334.03,4.68,509,21.6,2356
300639,"2022",256272217.87,4.58,715,21.41,3339
300639,"2023",151174598.21,13.69,628,23.53,2669
300642,"2014",18625500,15.76,NA,NA,NA
300642,"2015",18134000,10.71,NA,NA,NA
300642,"2016",21769300,9.42,55,NA,NA
300642,"2017",29647930.4,9.79,59,18.85,313
300642,"2018",39998077.87,10.96,79,20.52,385
300642,"2019",51988757.14,11.78,82,17.15,478
300642,"2020",61468240.12,12.56,130,19.88,654
300642,"2021",72711166.62,11.11,128,15.8,810
300642,"2022",79327541.98,11.08,123,17.32,726
300642,"2023",77722883.86,14.32,96,16.72,590
300683,"2014",16850900,3.08,NA,NA,NA
300683,"2015",25046200,3.7,NA,NA,NA
300683,"2016",30034900,3.91,56,19.31,NA
300683,"2017",24497690.88,3.27,60,21.66,311
300683,"2018",29857003.83,5.05,87,13.2,659
300683,"2019",62649772.71,10.1,190,24.93,762
300683,"2020",86121439.95,16.43,454,50.44,900
300683,"2021",103166247.23,16.78,458,40.07,1143
300683,"2022",124133224.72,18.03,583,43.31,1346
300683,"2023",149680430.31,24.85,691,45.46,1520
300685,"2014",20396500,19.1,NA,NA,NA
300685,"2015",33777400,19.1,NA,NA,NA
300685,"2016",49313100,19.54,137,33.33,NA
300685,"2017",50828141.89,15.39,147,35.42,415
300685,"2018",78336287.73,17.84,198,36.6,541
300685,"2019",93754196.37,16.21,228,34.86,654
300685,"2020",115105224.14,15.8,274,32.62,840
300685,"2021",156118520.25,17.02,451,41.15,1096
300685,"2022",174531875.84,20.72,465,42.23,1101
300685,"2023",203217283.53,19.47,503,44.95,1119
300702,"2014",31076100,4,NA,NA,NA
300702,"2015",41407600,4.93,NA,NA,NA
300702,"2016",58730500,5.43,NA,NA,NA
300702,"2017",30246500,4.97,303,11.42,2663
300702,"2017",59209844.34,4.98,275,10.33,2663
300702,"2018",79459801.86,5.42,397,13.72,2893
300702,"2019",112254684.15,5.32,497,15.2,3270
300702,"2020",179065203.96,6.92,722,16.76,4309
300702,"2021",227400161.91,8.94,765,15.33,4991
300702,"2022",288506758,10.82,799,15.76,5070
300702,"2023",276079278.77,10.92,693,14.78,4690
300705,"2014",21245900,7.97,NA,NA,NA
300705,"2015",24271800,8.36,NA,NA,NA
300705,"2016",18069000,4.8,NA,NA,NA
300705,"2017",12095200,5.62,212,31.69,729
300705,"2017",28566957.32,5.34,253,34.71,729
300705,"2018",57494757.39,7.17,266,30.86,862
300705,"2019",109800156.23,11.88,353,31.43,1123
300705,"2020",81677477,8.35,384,30.16,1273
300705,"2021",146262500.75,8.99,460,31.72,1450
300705,"2022",209869954.96,9.02,430,26.28,1636
300705,"2023",266925200.53,9.99,469,24.78,1893
300723,"2014",35334700,4.46,NA,NA,NA
300723,"2015",43068300,4.19,NA,NA,NA
300723,"2016",63966700,5.11,NA,NA,NA
300723,"2017",22703800,3.39,50,8.9,591
300723,"2017",83566265.48,6.05,56,9.48,591
300723,"2018",91381465.64,6.39,115,26.74,829
300723,"2019",98048513.48,5.99,222,24.32,913
300723,"2020",135343816.64,8.08,202,21.49,940
300723,"2021",142323018.12,6.47,261,23.75,1099
300723,"2022",189780369.75,8.32,312,22.51,1415
300723,"2023",301367619.64,12.04,402,23.99,1737
300832,"2017",NA,NA,NA,NA,NA
300832,"2018",NA,NA,NA,NA,NA
300832,"2019",NA,NA,288,16.36,NA
300832,"2020",150583900.44,6.86,341,17.5,1949
300832,"2021",215045139.82,8.45,456,19.84,2298
300832,"2022",317710346.15,10.43,600,21.29,2818
300832,"2023",366047059.25,9.31,693,26.38,2627
300841,"2017",4274000,1.63,NA,NA,NA
300841,"2018",18922900,3.38,NA,NA,NA
300841,"2019",22785800,4.11,NA,NA,NA
300841,"2020",58253859.41,5.61,53,12.99,408
300841,"2021",78875462.38,6.1,107,18.2,657
300841,"2022",179941306.14,12.44,117,17.38,793
300841,"2023",253025564.84,16.04,119,17.71,675
300871,"2017",17952300,4.49,73,13.88,NA
300871,"2018",20356200,4.83,87,16.42,NA
300871,"2019",21108700,4.94,77,15.81,NA
300871,"2020",28381969.31,3.65,103,15.06,869
300871,"2021",46887602.94,4.71,118,14.25,840
300871,"2022",40138389.37,3.92,133,13.9,1324
300871,"2023",44597573.76,4.37,181,16.95,1516
300878,"2017",15828500,3.89,74,8.18,NA
300878,"2018",16399800,2.84,81,8.53,NA
300878,"2019",21160200,3.3,85,9.05,NA
300878,"2020",20408872.4,3.28,88,17.02,1049
300878,"2021",37015323.92,5.85,95,15.75,1100
300878,"2022",39320428.4,7.4,98,17.74,1082
300878,"2023",42798186.43,8.24,102,16.43,1159
300942,"2017",23955700,17.37,84,30.77,NA
300942,"2018",24420900,11.92,94,26.7,NA
300942,"2019",33685200,14.08,126,25.93,NA
300942,"2020",18847500,14.32,140,24.87,476
300942,"2020",40462593.95,15.66,133,27.94,476
300942,"2021",72432063.38,12.12,172,26.46,665
300942,"2022",111417764.52,16.22,200,31,681
300942,"2023",53143295.11,20.91,104,26.74,428
300966,"2017",23464400,7.03,NA,NA,NA
300966,"2018",27104100,6.2,NA,NA,NA
300966,"2019",26055700,5.61,NA,NA,NA
300966,"2020",6416500,3.18,42,9.88,452
300966,"2020",21604139.08,4.62,46,10.22,452
300966,"2021",37123309.71,6.28,50,10.72,485
300966,"2022",45147487.65,7.47,119,22.16,537
300966,"2023",38098898.41,6.73,126,19.97,659
301075,"2018",16196200,4.64,50,NA,NA
301075,"2019",26648800,5.93,62,NA,NA
301075,"2020",23351800,4.76,67,22.48,NA
301075,"2021",24067136.11,4.54,64,21.4,299
301075,"2022",26452560.84,6.6,62,19.5,318
301075,"2023",23995269.4,7.18,59,14.94,395
301089,"2018",13448859.53,3.44,NA,NA,NA
301089,"2019",15524052.17,4.02,NA,NA,NA
301089,"2020",18824804.16,3.57,129,9.65,NA
301089,"2021",20972191.14,4.17,121,8.83,1576
301089,"2022",31019544.38,3.95,144,9.65,1496
301089,"2023",51249522.21,6.13,336,21.68,1550
301093,"2018",20969500,4.84,NA,NA,NA
301093,"2019",19828400,4.31,NA,NA,NA
301093,"2020",23663300,5.3,85,12.69,NA
301093,"2021",42077958.86,5.13,104,12.08,861
301093,"2022",36685661.87,6.28,118,13.45,877
301093,"2023",36182578.05,5.81,126,13.55,930
301111,"2018",7041100,2.42,48,NA,NA
301111,"2019",7816800,2.47,55,NA,NA
301111,"2020",10549600,3.09,55,NA,NA
301111,"2021",5351100,3.2,57,11.9,461
301111,"2021",10866555.59,3.11,54,11.84,461
301111,"2022",9160037.51,3.23,51,10.43,496
301111,"2023",8441854.3,2.89,59,11.3,533
301130,"2018",20553600,7.34,NA,NA,NA
301130,"2019",16562500,5.1,NA,NA,NA
301130,"2020",4365700,1.52,NA,NA,NA
301130,"2021",7856800,5.77,46,17.23,279
301130,"2021",13314146.04,4.66,48,17.2,279
301130,"2022",11742523.72,4.6,50,18.25,274
301130,"2023",8699811.69,3.86,49,18.22,269
301201,"2018",9486600,4.67,NA,NA,NA
301201,"2019",12108200,4.12,NA,NA,NA
301201,"2020",18984400,5.09,62,NA,NA
301201,"2021",7663800,3.93,64,13.65,606
301201,"2021",17223853.64,4.14,61,13.23,606
301201,"2022",19443309.22,4.73,84,16.67,687
301201,"2023",27464739.25,6.63,91,17.2,643
301207,"2018",52976500,6.6,NA,NA,NA
301207,"2019",73042000,6.96,NA,NA,NA
301207,"2020",110937500,4.57,NA,NA,NA
301207,"2021",79317400,727.3,202,22.88,917
301207,"2021",147073764.22,8.04,194,21.16,917
301207,"2022",136276778.35,7.46,174,22.54,772
301207,"2023",93213263.95,3.87,159,20.65,770
301211,"2018",20870300,4.04,NA,NA,NA
301211,"2019",24994700,3.79,NA,NA,NA
301211,"2020",22975600,3.87,NA,NA,NA
301211,"2021",7856800,2.84,116,11.95,947
301211,"2021",18281035.54,3.38,105,11.95,947
301211,"2022",19844831.98,3.85,111,11.92,953
301211,"2023",52774555.54,7.96,131,12.94,1012
301246,"2019",53873300,3.36,NA,NA,NA
301246,"2020",44535600,3.42,NA,NA,NA
301246,"2021",48712300,3.09,NA,NA,NA
301246,"2022",25925000,2.88,182,8.74,2330
301246,"2022",64009857.78,3.1,188,8.7,2330
301246,"2023",68816103.15,3.35,201,9.64,2247
301258,"2018",20743500,5.53,NA,NA,NA
301258,"2019",18385500,4.06,NA,NA,NA
301258,"2020",22875500,4.8,NA,NA,NA
301258,"2021",14349200,5.57,77,17.34,466
301258,"2021",28514243.16,5.47,79,16.95,466
301258,"2022",41367939.55,7.28,106,20.27,523
301258,"2023",40702734.1,8.32,105,19.3,544
301277,"2019",17123600,4.21,77,12.73,NA
