"StockCode","year","RDSpendSum","RDSpendSumRatio","RDPerson","RDPersonRatio","Amount"
2688,"2015",27478870.72,2.2,196,11.26,1740
2688,"2016",47263597.15,3.16,253,12.25,2066
2688,"2017",66236960.59,4.54,252,11.5,2188
2688,"2018",67437574,4.14,233,10.75,2175
2688,"2019",83125940.19,4.66,202,9.65,2090
2688,"2020",79499200,4.38,250,11.89,2120
2688,"2021",87289569.25,4.2,242,11.08,2185
2688,"2022",122010847.05,5.75,252,11.28,2292
2688,"2023",115265443.63,5.3,265,11.44,2330
2693,"2011",7897100,5.92,65,19.94,NA
2693,"2012",18330831.83,14.14,NA,NA,NA
2693,"2013",10247046.89,6.85,NA,NA,NA
2693,"2014",17578947.77,10.91,NA,NA,NA
2693,"2015",34739232.6,15.04,66,11.32,559
2693,"2016",46057639.67,31.73,73,12.87,543
2693,"2017",20566623.03,8.33,62,12.84,570
2693,"2018",20482203.1,6.07,56,14.21,483
2693,"2019",49949821.4,14.41,59,19.03,353
2693,"2020",62342434.06,23.14,71,21.85,413
2693,"2021",35493819.15,11.08,95,22.84,445
2693,"2022",37216294.81,13.55,72,17.02,481
2693,"2023",34110034.71,14.46,75,15.5,542
2728,"2011",15625100,NA,NA,NA,NA
2728,"2012",16322300,NA,NA,NA,NA
2728,"2013",16831000,NA,NA,NA,NA
2728,"2014",17982787.22,5.22,NA,NA,NA
2728,"2015",28444418.43,5.51,113,11.08,1020
2728,"2016",53338323.68,8.13,128,10.58,1202
2728,"2017",48437354.6,7.05,143,12.03,1189
2728,"2018",53299384.34,6.02,182,14.22,1280
2728,"2019",74767372.32,8.12,195,14.33,1361
2728,"2020",41592661.04,6.57,201,16.37,1228
2728,"2021",45522741.03,6,199,16.58,1200
2728,"2022",43401780.87,4.9,191,15.37,1243
2728,"2023",53167141.27,4.98,213,15.82,1346
2737,"2011",27115600,1.74,NA,NA,NA
2737,"2012",29035600,1.64,NA,NA,NA
2737,"2013",31329400,1.44,NA,NA,NA
2737,"2014",18878400,1.5,320,7.25,4887
2737,"2014",39676701.26,1.46,NA,NA,4887
2737,"2015",47982374.83,1.58,484,8.75,5533
2737,"2016",62053236.11,1.84,497,8.95,5553
2737,"2017",103534773.71,2.69,650,11.2,5801
2737,"2018",121913564.33,2.73,657,11.06,5940
2737,"2019",118251842.36,2.71,654,11.33,5772
2737,"2020",113563500.26,3.28,560,9.96,5621
2737,"2021",132065176.99,2.96,535,9.49,5636
2737,"2022",94614417.97,1.86,448,8.49,5278
2737,"2023",128647229.2,2.26,447,7.74,5776
2750,"2011",7204300,5.3,NA,NA,NA
2750,"2012",6986600,4.58,NA,NA,NA
2750,"2013",7703100,4.75,NA,NA,NA
2750,"2014",5143000,4.19,68,25.85,263
2750,"2014",9463700,5.05,NA,NA,263
2750,"2015",9536359.39,5.26,45,14.8,301
2750,"2016",21082194.09,9.43,42,18.92,228
2750,"2017",27205327.32,8.94,41,17.98,226
2750,"2018",37051152.43,11.03,39,16.38,254
2750,"2019",29300459.07,10.64,48,15.48,274
2750,"2020",20708234.07,8.15,56,13.3,486
2750,"2021",24950735.61,3.55,62,12,538
2750,"2022",28775619.4,23.4,67,25.57,281
2750,"2023",33699485.26,38.9,67,23.51,297
2755,"2012",16230600,NA,NA,NA,NA
2755,"2013",19445400,NA,NA,NA,NA
2755,"2014",13292900,NA,NA,NA,NA
2755,"2015",20976300.08,7.54,173,48.2,411
2755,"2016",8928957.89,5.01,125,31.81,404
2755,"2017",21276496.04,5.81,148,27.77,533
2755,"2018",290268335.99,7.38,360,22.99,1566
2755,"2019",392569048.35,8.69,461,22.5,2049
2755,"2020",407998104.44,10.79,435,27.15,1601
2755,"2021",414122833.37,13.33,375,27.82,1344
2755,"2022",722965350.17,38.61,372,30.62,1212
2755,"2023",594041323.09,41.15,339,34.63,976
2773,"2012",85842800,6.45,NA,NA,NA
2773,"2013",79526600,5.39,NA,NA,NA
2773,"2014",84143300,5.02,NA,NA,NA
2773,"2014",NA,NA,295,8.16,NA
2773,"2015",115449480.69,5.57,273,7.38,3701
2773,"2016",146269610.42,5.76,362,8.18,4388
2773,"2017",349853881.36,12.56,407,9.04,4500
2773,"2018",348861949.84,11.96,433,9.88,4382
2773,"2019",787522114.7,24.18,485,11.54,4201
2773,"2020",954922362.28,28.98,534,13.76,3882
2773,"2021",1028734679.69,28.53,534,13.88,3848
2773,"2022",435006851.08,12.84,507,12.53,4058
2773,"2023",452483880.84,11.43,569,13.5,4289
2793,"2013",16389600,3.46,NA,NA,NA
2793,"2014",21564600,4.01,NA,NA,NA
2793,"2015",22302600,3.82,111,11.68,NA
2793,"2016",24294613.32,3.81,121,10.58,1144
2793,"2017",30948100.7,3.74,140,11.39,1229
2793,"2018",33353721.78,3.57,143,10.17,1406
2793,"2019",485845847,6.4,502,6.99,7177
2793,"2020",463020085.52,7.6,454,7.28,6239
2793,"2021",407615796.81,6.29,378,5.91,6393
2793,"2022",330541402.11,9.21,135,2.95,4582
2793,"2023",233924322.23,9.9,113,3.34,3388
2817,"2013",6734100,NA,NA,NA,NA
2817,"2014",7973500,NA,NA,NA,NA
2817,"2015",9453500,NA,NA,NA,NA
2817,"2016",2638600,NA,NA,NA,650
2817,"2016",8964112.42,3.16,65,10,650
2817,"2017",10374490.95,3.63,73,10.34,720
2817,"2018",13139290.57,4.46,72,10.88,662
2817,"2019",12774858.8,3.92,70,10.51,666
2817,"2020",9348494.75,2.93,72,10.3,699
2817,"2021",13439131.79,3.54,85,11.35,749
2817,"2022",14980970.94,3.5,81,11.95,681
2817,"2023",15766550.47,3.41,76,11.86,645
2821,"2013",44243300,8.15,NA,NA,NA
2821,"2014",52742900,7.36,NA,NA,NA
2821,"2015",65095200,7.84,NA,NA,NA
2821,"2016",32007800,6.8,553,32.13,1996
2821,"2016",70479976.69,6.39,834,40.88,1996
2821,"2017",97236584.82,6.83,1164,43.37,2682
2821,"2018",155177743.99,8.46,1468,44.61,3291
2821,"2019",192521782.74,7.83,1838,47.86,3840
2821,"2020",258934279.73,8.22,2607,47.6,5477
2821,"2021",387478327.6,8.35,3381,47.45,7126
2821,"2022",708890862.87,6.91,4656,47.91,9719
2821,"2023",707863601.38,9.05,4752,48.55,9788
2826,"2013",11137600,5.05,NA,NA,NA
2826,"2014",16409000,5.68,NA,NA,NA
2826,"2015",5541400,1.6,NA,NA,NA
2826,"2016",1445300,0.73,40,4.74,743
2826,"2016",3787199.62,0.84,45,6.04,743
2826,"2017",10784896.31,2.84,54,7.39,731
2826,"2018",18844946.49,3.86,55,14.59,377
2826,"2019",9320170.13,1.68,50,11.88,421
2826,"2020",9521061.03,1.58,51,11.59,440
2826,"2021",9313942.01,1.28,50,11.63,430
2826,"2022",13953738.55,1.63,46,10.29,447
2826,"2023",12075151.59,1.81,41,9.34,439
2864,"2014",8027604.51,NA,NA,NA,NA
2864,"2015",7729805.82,NA,NA,NA,NA
2864,"2016",5415287.66,NA,NA,NA,NA
2864,"2017",2746087.7,NA,57,10.16,570
2864,"2017",7228662.57,1.92,49,10,570
2864,"2018",8290622.32,1.69,55,10.28,641
2864,"2018",8290622.32,2.24,NA,NA,641
2864,"2019",13078072.06,2.14,62,10.2,721
2864,"2020",12970834.41,1.94,51,8.13,859
2864,"2021",14026426.59,1.58,67,10.57,901
2864,"2022",18233617.47,1.87,69,10.82,935
2864,"2023",20256386.31,2.07,69,10.83,864
2868,"2014",11770500,4.18,NA,NA,NA
2868,"2014",NA,NA,54,NA,NA
2868,"2015",NA,NA,50,NA,NA
2868,"2015",13015600,3.48,NA,NA,NA
2868,"2016",13171300,3.36,NA,NA,NA
2868,"2016",NA,NA,47,9.55,NA
2868,"2017",14106896.1,3.76,53,10.58,501
2868,"2018",14566625.09,4.23,59,11.22,526
2868,"2019",18549953.82,6.11,63,10.96,575
2868,"2020",19913133.94,6.46,67,10.21,656
2868,"2021",24821183.37,6.83,82,11.19,733
2868,"2022",21824916.67,6.62,86,10.91,788
2868,"2023",27530726.83,5.43,164,16.53,992
2872,"2014",19126300,4.08,47,2.18,NA
2872,"2015",21179100,3.69,55,2.68,NA
2872,"2016",35118400,5.75,79,3.85,NA
2872,"2017",33857937.24,1.5,94,3.63,2588
2872,"2018",39782371.67,1.83,90,3.62,2485
2872,"2019",49277833.93,2.94,74,3.42,2162
2872,"2020",22456265.11,1.87,55,3.12,1763
2872,"2021",29246325.1,3.97,71,5.43,1307
2872,"2022",34269392.62,5.65,71,5.34,1330
2872,"2023",30916051.19,5.34,65,5.04,1289
2873,"2014",15622000,3.44,NA,NA,NA
2873,"2015",15822800,3.03,NA,NA,NA
2873,"2016",20145200,3.18,NA,NA,NA
2873,"2017",23595669.15,3.46,136,10.82,1291
2873,"2018",31968464.18,4.6,154,10.12,1906
2873,"2019",30823012.06,3.99,131,11.32,1309
2873,"2020",28430751.42,3.79,144,13.66,1086
2873,"2021",28889535.84,2.98,142,13.94,1080
2873,"2022",34450753.48,3.17,173,18.62,961
2873,"2023",56610394.85,5.93,213,10.88,2127
2880,"2014",13778900,3.04,244,NA,NA
2880,"2015",19779200,3.95,250,NA,NA
2880,"2016",24774200,4.38,273,NA,NA
2880,"2017",25626115.53,4.11,54,7.38,730
2880,"2018",36817234.62,5.35,47,10.76,711
2880,"2019",41530079.54,5.06,39,10.4,682
2880,"2020",45096657.99,4.99,65,16.33,714
2880,"2021",47795916.52,5.27,70,17.24,759
2880,"2022",40820206.51,6.11,83,20.44,796
2880,"2023",77896582.44,7.43,89,21.29,846
2898,"2014",8131400,4.57,NA,NA,NA
2898,"2015",13469600,5.67,NA,NA,NA
2898,"2016",28805400,11.26,NA,NA,NA
2898,"2017",10760300,7.52,33,8.09,408
2898,"2017",20770377.46,5.7,42,10.29,408
2898,"2018",25930425.61,5.94,48,10.34,451
2898,"2019",31426346.77,10.71,76,19.19,388
2898,"2020",32307377.93,26.77,67,18.98,353
2898,"2021",31601901.36,12.79,72,17.78,405
2898,"2022",28136219.86,10.65,78,16.81,476
2898,"2023",42641319.22,13.73,81,16.77,490
2900,"2014",50610400,7.43,NA,NA,NA
2900,"2015",54015700,6.98,NA,NA,NA
2900,"2016",49035500,6.44,NA,NA,NA
2900,"2017",30346900,7.95,208,13.98,1564
2900,"2017",69352369.13,6.04,227,14.51,1564
2900,"2018",79006367.32,3.64,280,16.51,1696
2900,"2019",112448442.13,5.35,347,18.83,1843
2900,"2020",112019203.81,8.37,295,17.61,1675
2900,"2021",99921817.05,10.56,290,19.09,1519
2900,"2022",99836960.26,9.71,300,17.43,1721
2900,"2023",140758736.13,11.86,306,14.47,2115
2907,"2014",14717100,3.46,NA,NA,NA
2907,"2015",34549000,7.36,NA,NA,NA
2907,"2016",19034600,3.45,NA,NA,NA
2907,"2017",5129400,1.8,104,11.04,977
2907,"2017",11475990.52,1.94,112,11.46,977
2907,"2018",26216233.85,3.73,140,12.28,1140
2907,"2019",34974095.34,4.15,230,14.81,1553
2907,"2020",52120418.49,5.91,255,16.78,1520
2907,"2021",93663512.07,11.07,291,19.84,1467
2907,"2022",93267542.12,11.88,297,20.97,1416
2907,"2023",117741527.93,17.03,326,23.1,1411
2923,"2014",16123281.25,NA,NA,NA,NA
2923,"2015",18634771.02,NA,NA,NA,NA
2923,"2016",30050130.07,NA,NA,NA,NA
2923,"2017",16534154.91,NA,NA,NA,1045
2923,"2017",44692614.86,5.73,160,19.21,1045
2923,"2018",66023227.66,6.32,195,16.93,1169
2923,"2019",114541213.74,8.42,215,15.96,1347
2923,"2020",102465687.77,8.18,245,16.57,1479
2923,"2021",92139638.34,7.74,229,14.62,1594
2923,"2022",95590525.16,6.97,237,12.53,1891
2923,"2023",129443236.42,10.02,281,14.45,1945
2932,"2015",8737400,9.16,NA,NA,NA
2932,"2016",20981000,14.88,269,22.64,NA
2932,"2017",25613500,15.51,109,29.54,NA
2932,"2018",27103503.46,15.37,126,29.1,433
2932,"2019",36955855.51,20.4,171,27.45,623
2932,"2020",69931601.11,7.29,229,31.63,822
2932,"2021",132744887.84,4.69,251,21.94,1193
2932,"2022",388360167.34,3.69,344,26.7,1736
2932,"2023",141415136.54,18.87,345,32.46,1742
2940,"2015",40625500,5.25,NA,NA,NA
2940,"2016",46835900,6.97,NA,NA,NA
2940,"2017",40965300,4.69,65,NA,NA
2940,"2018",11605800,1.89,NA,NA,901
2940,"2018",46209487.45,3.68,83,9.21,901
2940,"2019",37347141.06,2.67,79,9.07,889
2940,"2020",43877077.63,3.4,83,9.12,933
2940,"2021",52553078.23,3.81,102,11.58,881
2940,"2022",112621640.27,7.18,167,17.02,981
2940,"2023",172368619.45,10.6,198,15.29,1290
2950,"2015",34387200,3.23,NA,NA,NA
2950,"2016",38374800,3.35,NA,NA,NA
2950,"2017",45411800,3.4,NA,NA,NA
2950,"2018",30136500,2.78,NA,NA,4526
2950,"2018",NA,NA,92,2.1,4526
2950,"2018",49738691.35,2.45,391,8.63,4526
2950,"2019",59712943.48,2.54,391,8,4886
2950,"2020",118126622.52,3.08,390,7.18,5426
2950,"2021",94577732.16,3.23,459,9.25,4964
2950,"2022",107735053.2,2.56,473,9,5257
2950,"2023",77366283.59,2.81,460,9.14,4680
300006,"2011",41004500,7.68,NA,NA,NA
300006,"2012",41940366.32,6.64,NA,NA,NA
300006,"2013",90869265.73,11.97,NA,NA,NA
300006,"2014",69321344.71,7.6,NA,NA,NA
300006,"2015",65843411.17,6.83,112,6.89,1625
300006,"2016",54979639.57,5.55,84,5.54,1514
300006,"2017",54850755.17,4.28,113,7.75,1458
300006,"2018",66700688.69,4.27,112,8.49,1347
300006,"2019",58297006.69,3.14,110,7.31,1512
300006,"2020",73853905.55,4.66,124,8.62,1455
300006,"2021",117973974.19,9.63,119,12.73,945
300006,"2022",102161660.16,11.55,119,13.15,972
300006,"2023",113500891.4,12.67,81,10.13,853
300009,"2011",22420066.36,8.37,NA,NA,938
300009,"2012",23449030.88,6.94,NA,NA,NA
300009,"2013",25698959.96,5.97,NA,NA,NA
300009,"2014",86239539.27,15.9,NA,NA,1210
300009,"2015",42194234.49,6.64,148,12.05,1228
300009,"2015",42194234.49,6.64,148,12.05,1228
300009,"2016",77964341.88,9.18,306,19.79,1546
300009,"2017",130725058.86,11.92,332,20.04,1657
300009,"2018",167954022.15,11.49,420,21.07,1993
300009,"2019",252095983.51,14.72,533,23.22,2295
300009,"2020",212449405.37,12.49,538,22.57,2384
300009,"2021",211214613.72,9.74,412,15.15,2719
300009,"2022",196615094.2,8.43,470,15.65,3003
300009,"2023",257743838.56,8.99,479,16.04,2986
300016,"2011",8308300,4.22,NA,NA,NA
300016,"2012",14307963.25,5.22,NA,NA,NA
300016,"2013",11791244.64,3.56,NA,NA,NA
300016,"2014",16913857.29,3.84,NA,NA,NA
300016,"2015",38281667.61,7.79,104,16.86,617
300016,"2016",29935431.93,6,53,13.86,412
300016,"2017",22246705.6,4.26,58,12.58,461
300016,"2018",25958965.59,4.27,71,13.27,541
300016,"2019",59452593.13,7.26,88,13.73,619
300016,"2020",60023311.56,7.25,107,12.94,827
300016,"2021",51593248.72,6.11,132,14.59,905
300016,"2022",99764743.4,13.03,173,18.74,923
300016,"2023",122328869.24,13.73,226,23.74,952
300026,"2011",41012700,7.3,NA,NA,582
300026,"2012",45190151.98,3.68,NA,NA,797
300026,"2013",78502593.72,3.74,NA,NA,959
300026,"2014",88448827.84,3.09,NA,NA,NA
300026,"2015",115404472.82,3.45,565,10.9,5183
300026,"2016",163651126.53,4.23,672,11.04,6089
300026,"2017",165903190.03,4.92,592,11.03,5369
300026,"2018",193911245.05,4.59,686,12.5,5487
300026,"2019",237658443.89,4.75,863,15.71,5493
300026,"2020",254913022.41,3.93,909,15.72,5784
300026,"2021",292124381.18,3.81,962,15.72,6120
300026,"2022",334488261.22,5.03,1143,18.6,6146
300026,"2023",300736365.63,4.92,1039,17.58,5910
300039,"2011",29071104.88,3.55,NA,NA,931
300039,"2012",40847836.42,3.71,NA,NA,924
300039,"2013",50918420.19,3.85,NA,NA,1130
300039,"2014",59022853.24,3.99,NA,NA,NA
300039,"2015",58776142.75,4.21,409,25.9,1579
300039,"2016",53389339.63,3.57,525,31.18,1684
300039,"2017",77448777.57,4.93,515,30.28,1701
300039,"2018",47499765.92,3.17,503,30.07,1673
300039,"2019",54563083.16,3.85,511,30.04,1701
300039,"2020",59118892.81,6.51,470,28.66,1640
300039,"2021",79319562.82,7.21,450,31.42,1432
300039,"2022",52965567.16,4.73,442,32.03,1380
300039,"2023",95871852.02,6.01,409,30.87,1325
300049,"2011",17122200,5.68,NA,NA,NA
300049,"2012",33739625,8.28,NA,NA,NA
300049,"2013",45015859.9,8.6,NA,NA,NA
300049,"2014",24030112.52,3.72,NA,NA,NA
300049,"2015",57083519.72,9.45,79,13.64,579
300049,"2016",66049313.59,7.99,116,19.05,619
300049,"2017",86113094.43,10.13,133,20.45,649
300049,"2018",104705096.95,12.08,97,15.49,626
300049,"2019",103029933.22,12.39,117,22.54,519
300049,"2020",101669971.81,12.59,82,16.14,508
300049,"2021",98668071.46,10.98,77,11.94,645
300049,"2022",102552713.02,10.17,82,11.05,742
300049,"2023",126155994.57,10.93,86,12.23,703
300086,"2011",18676200,6.09,NA,NA,NA
300086,"2012",14371845.52,3.9,NA,NA,821
300086,"2013",11212480.61,3.62,NA,NA,929
300086,"2014",12435896.27,3.04,NA,NA,1003
300086,"2015",30060143.93,7.34,99,11.25,880
300086,"2016",14231533.8,3.02,140,16.34,857
300086,"2017",10371068.27,2.16,155,18.59,834
300086,"2018",34509144.11,3.91,552,34.78,1587
300086,"2019",22460168.03,2.23,399,27.48,1452
300086,"2020",19462659.92,2.11,404,29.97,1348
300086,"2021",20782367.88,2.48,110,13,872
300086,"2022",30258990.77,5.65,134,15.9,843
300086,"2023",24972251.84,3.38,111,14.78,751
300108,"2011",5227800,4.13,NA,NA,438
300108,"2012",5779667.65,3.61,NA,NA,NA
300108,"2012",5779667.65,4.07,NA,NA,NA
300108,"2013",5356866.1,4.16,NA,NA,NA
300108,"2014",19854184.08,5.78,NA,NA,NA
300108,"2015",15394734.81,2.27,82,10.61,773
300108,"2016",16937980.15,2.27,81,10.93,743
300108,"2017",20220062.06,2.89,120,14.6,822
300108,"2018",17838280.13,1.89,139,9,1544
300108,"2019",90937988.2,8.53,173,12.37,1399
300108,"2020",15330316.67,2.36,147,10.99,1338
300108,"2021",11264141.84,1.64,136,11.9,1166
300108,"2022",17997376.97,3.68,127,11.31,1170
300108,"2023",12944883.74,3.74,137,14.27,1101
300110,"2011",18009900,4.44,NA,NA,1502
300110,"2012",20268800.13,3.61,NA,NA,NA
300110,"2013",47421392.48,5.47,NA,NA,NA
300110,"2014",49625441.91,5.41,NA,NA,3349
300110,"2015",54007259.85,4.88,368,11.9,3251
300110,"2016",52831559.68,4.23,351,14.14,2162
300110,"2017",49821214.75,3.8,278,11.66,2639
300110,"2018",56020108.97,4.05,293,11.2,2617
300110,"2019",62700402.22,4.29,271,10.67,2539
300110,"2020",55217072.93,3.42,315,12.44,2532
300110,"2021",67104533.55,4.3,354,15.79,2242
300110,"2022",63010087.16,3.89,327,14.44,2264
300110,"2023",90326325.72,5.52,319,11.9,2681
300111,"2011",94469800,4.87,NA,NA,NA
300111,"2012",30281217.41,2.47,NA,NA,NA
300111,"2013",38069168.67,3.39,NA,NA,NA
300111,"2014",44758265.66,2.72,NA,NA,NA
300111,"2015",51218312.94,2.81,155,10.34,1499
300111,"2016",58170159.92,3.63,132,10.34,1276
300111,"2017",41276682.75,2.7,149,12.44,1198
300111,"2018",18211803.12,2.77,73,12.13,609
300111,"2019",26103529.59,3.12,155,18.9,899
300111,"2020",11336940.57,3.95,57,19.66,287
300111,"2021",12267865.82,4.13,63,22.58,294
300111,"2022",14193070.42,4.23,73,24.75,319
300111,"2023",19106671.48,5.65,69,21.43,322
300119,"2011",32388340.73,5.51,NA,NA,1694
300119,"2012",51604004.76,7.86,NA,NA,1851
300119,"2013",57563434.39,7.63,NA,NA,1977
300119,"2014",56473888.29,9.65,NA,NA,1881
300119,"2015",72909929.69,9.2,268,13.72,1954
300119,"2016",105897181.79,10.92,294,14.56,2019
300119,"2017",108941440.44,10.4,281,14.35,1958
300119,"2018",98322661.67,8.26,311,15.68,1984
300119,"2019",114361258.76,7.8,290,14.15,2050
300119,"2020",154563262,7.73,360,15.93,2260
300119,"2021",151631979.07,7.55,365,13.51,2701
300119,"2022",168372422.9,8.08,324,13.08,2478
300119,"2023",232833363.76,10.35,331,13.26,2496
300122,"2011",48956600,7.79,NA,NA,NA
300122,"2012",25106027.11,3.28,NA,NA,NA
300122,"2013",54258996.78,6.95,NA,NA,NA
300122,"2014",60611394.42,7.57,NA,NA,NA
300122,"2015",74219552.74,10.41,176,15.64,NA
300122,"2016",75622937.02,16.96,206,15.77,1306
300122,"2017",93641062.79,6.97,246,13.58,1811
300122,"2018",169517024.19,3.24,271,11.27,2405
300122,"2019",258903384.5,2.45,328,11.04,2972
300122,"2020",480550074.99,3.16,414,12.25,3380
300122,"2021",813971655.07,2.66,566,11.79,4800
300122,"2022",1113371642.56,2.91,807,14.07,5735
300122,"2023",1345164387.14,2.54,927,14.16,6545
300142,"2011",41234200,8.7,NA,NA,NA
300142,"2012",66410429.71,12.35,NA,NA,NA
300142,"2013",69107794.12,11.85,NA,NA,NA
300142,"2014",226344376.81,31.48,NA,NA,1412
300142,"2015",267633087.13,26.6,231,18.19,1270
300142,"2016",310949356.81,52.61,210,17.11,1227
300142,"2017",333235028.54,49.87,217,17.11,1225
300142,"2018",380197773.19,43.25,140,12.86,1089
300142,"2019",258498428.83,23.06,139,11.24,1237
300142,"2020",315851619.04,10.75,164,11.07,1481
300142,"2021",753888828.16,21.77,175,9.38,1866
300142,"2022",1052809554.89,20.7,179,7.96,2249
300142,"2023",910610389.88,22.14,216,9.05,2388
300143,"2011",5243462.06,4.3,NA,NA,965
300143,"2012",5173184.89,4.28,NA,NA,1282
300143,"2012",5173184.89,2.09,NA,NA,1282
300143,"2013",7851288.36,3.08,NA,NA,NA
300143,"2014",6447239.83,2.09,NA,NA,NA
300143,"2015",3552965.85,1.27,28,2.45,1270
300143,"2016",14194748.84,3.28,50,4.63,1080
300143,"2017",7735428.55,2.35,10,1.36,734
300143,"2018",10107183.65,2.01,15,1.26,1189
300143,"2019",11232849.38,1.96,19,1.61,1196
300143,"2020",17813202.02,2.69,36,2.65,1360
300143,"2021",28863569.44,2.65,46,2.57,1791
300143,"2022",28032252.26,2.42,111,5.29,2098
300143,"2023",52238723.57,3.55,120,5.29,2271
300147,"2011",27866700,4.52,NA,NA,NA
300147,"2012",41580133.29,5.19,NA,NA,NA
300147,"2013",61895559.75,4.91,NA,NA,NA
300147,"2014",68069750.76,4.47,NA,NA,NA
300147,"2015",93462554.01,6.38,604,20.01,3018
300147,"2016",105009703.75,5.64,607,16.79,3616
300147,"2017",102971208.17,4.71,631,18.06,3494
300147,"2018",112868911.75,4.51,634,17.8,3561
300147,"2019",110818384.08,3.98,577,20.55,2808
300147,"2020",143513169.17,4.67,627,18.85,3326
300147,"2021",136635079.2,4.6,606,18.03,3378
300147,"2022",133932747.77,6.12,203,8.4,2417
300147,"2023",123323635.2,5.36,187,7.07,2644
300158,"2011",44836400,5.24,NA,NA,1721
300158,"2012",56524300,4.08,NA,NA,3135
300158,"2013",52489499.97,3.16,NA,NA,3349
300158,"2014",55510106.6,2.89,NA,NA,3416
300158,"2015",62608203.59,2.77,134,3.9,3435
300158,"2016",87380645.82,2.66,162,4,4042
300158,"2017",155544359.09,4.17,225,5.75,3913
300158,"2018",151917396.91,4.44,251,6.7,3746
300158,"2019",179321673.6,4.08,293,7.59,3861
300158,"2020",182784953.78,3.77,319,7,4557
300158,"2021",258078185.52,5.07,332,8.05,4123
300158,"2022",202661932.59,5.44,338,9.15,3693
300158,"2023",200276926.52,5.52,375,10.49,3576
300181,"2011",11572000,4.14,NA,NA,971
300181,"2012",12648707.41,3.68,NA,NA,1104
300181,"2013",19291335.71,4.6,NA,NA,1236
300181,"2014",17589556.78,3.42,NA,NA,1327
300181,"2015",22493163.95,3.35,148,8.55,1734
300181,"2016",22480878.01,2.68,152,8.37,1815
300181,"2017",26187844.92,3.3,161,8.62,1867
300181,"2018",35219711.14,4.82,138,8.08,1713
300181,"2019",27157823.2,2.98,152,8.57,1773
300181,"2020",30386918.42,2.79,222,11.15,1991
300181,"2021",45633291.42,3.13,230,10.79,2132
300181,"2022",65356875.08,3.62,237,9.65,2455
300181,"2023",83377709.76,4.29,253,9.42,2687
300186,"2011",31825000,4.45,NA,NA,1088
300186,"2012",41862084.59,4.94,NA,NA,1139
300186,"2013",49763972.44,4.62,NA,NA,1366
300186,"2014",54849765.61,5.39,NA,NA,NA
300194,"2011",21536700,6.01,NA,NA,1034
300194,"2012",22370602.64,5.33,NA,NA,1074
300194,"2013",30116487.32,8.42,NA,NA,1169
300194,"2014",35188461.87,7.84,NA,NA,1235
300194,"2015",51844118.61,7.32,248,12.56,1975
300194,"2016",78298468.6,6.04,316,10.22,3070
300194,"2017",95565986.85,4.57,389,12.8,3025
300194,"2018",106888798.53,4,403,13.3,3030
300194,"2019",138200290.29,4.97,414,13.86,2986
300194,"2020",119746652.74,5.06,391,12.81,3052
300194,"2021",181692740.7,7.41,555,18.48,3004
300194,"2022",165218332.43,6.82,565,17.5,3229
300194,"2023",178094283.82,6.73,626,19.02,3292
300199,"2011",14604506.1,8.81,NA,NA,333
300199,"2012",24557617.64,10.87,NA,NA,349
300199,"2013",34726267.15,11.52,NA,NA,406
300199,"2014",46026625.43,10.97,NA,NA,NA
300199,"2015",51786301.68,6.74,210,25.42,826
300199,"2016",60364304.84,7.06,254,29.67,856
300199,"2017",89416514.34,7.17,236,25.46,927
300199,"2018",191215472.53,15.12,307,28.99,1059
300199,"2019",261109938.45,42.51,314,29.9,976
300199,"2020",124250407.38,17.22,241,25.61,941
300199,"2021",132564030.61,18.01,217,24.51,885
300199,"2022",187143774.58,26.57,203,20.8,975
300199,"2023",193936703.04,44.96,191,21.34,895
300204,"2011",13506600,6.56,NA,NA,376
300204,"2012",28920965.09,5.2,NA,NA,534
300204,"2013",48551661.53,5.44,NA,NA,727
300204,"2014",44686095.24,4.09,NA,NA,720
300204,"2015",56095536.36,4.5,127,17.61,721
300204,"2015",56095536.36,4.5,127,17.61,721
300204,"2016",75331703.58,5.37,185,26.77,691
300204,"2017",92134151.49,6.64,183,26.99,678
300204,"2018",129960757.79,16.12,238,27.55,864
300204,"2019",165772564.77,25.06,273,31.52,866
300204,"2020",250229643.03,58.85,299,35.81,835
300204,"2021",347489749.17,59.47,316,36.2,873
300204,"2022",384445863.53,70.03,262,32.63,803
300204,"2023",448003437.75,123.02,122,21.98,555
300233,"2011",26544547.68,3.37,NA,NA,1333
300233,"2012",40233146.24,5.03,NA,NA,NA
300233,"2013",50783909.19,5.59,NA,NA,NA
300233,"2014",49683408.51,4.73,NA,NA,NA
300233,"2015",61011381.17,5.18,296,14.12,2118
300233,"2016",59424078.05,4.18,338,14.02,2382
300233,"2017",149063677.92,5.35,416,15,2769
300233,"2018",301244556.04,10.01,461,15.75,2852
300233,"2019",386884819.71,13.84,467,15.45,3023
300233,"2020",264086365.35,8.92,497,15.53,3393
300233,"2021",251343751.56,8.01,516,15.18,3400
300233,"2022",252126641.05,7.19,525,13.25,3963
300233,"2023",278349568.48,7.87,540,14.19,3806
300239,"2011",7257200,3.5,NA,NA,334
300239,"2012",8902911.12,3.48,NA,NA,379
300239,"2013",15216116.61,3.98,NA,NA,409
300239,"2014",13015912.37,5.18,NA,NA,434
300239,"2015",10245463.98,3.51,59,11.82,503
300239,"2016",12877789.63,4.07,67,11.24,596
300239,"2017",14400074.2,4.04,68,10.63,641
