Name,Firm,Price,Volume,Count
碳酸钙D3颗粒,北京康远制药有限公司,46.54,3g,12.0
替吉奥片,齐鲁制药有限公司,1667.18,,
替吉奥片,齐鲁制药有限公司,1335.71,5mg,28.0
头孢克洛缓释片,湖南百草制药有限公司,25.62,375mg,6.0
头孢克肟片,浙江巨泰药业有限公司,20.3,0.2g,6.0
维A酸乳膏,上海通用药业股份有限公司,5.99,10g,
乌苯美司片,西安万隆制药股份有限公司,218.21,30mg,12.0
乌苯美司片,西安万隆制药股份有限公司,111.9,30mg,6.0
五海瘿瘤丸,安阳路德药业有限责任公司,58.26,5g,10.0
吸入用七氟烷,鲁南贝特制药有限公司,707.41,100ml,1
小柴胡胶囊,浙江海正药业股份有限公司,33.62,0.4g,36.0
小青龙合剂,吉林省集安益盛药业股份有限公司,26.43,10ml,20.0
心可舒丸,吉林吉春制药股份有限公司,41.47,1.9g,96.0
心脉通胶囊,贵州益佰制药股份有限公司,28.35,0.48g,36.0
血栓心脉宁胶囊,吉林华康药业股份有限公司,26.55,0.5g,40.0
血液滤过置换液,华仁药业股份有限公司,56.85,2000ml,
烟酰胺葡萄糖注射液,青海夏都医药有限公司,38.71,250ml,
盐酸氨基葡萄糖片,四川绿叶宝光药业股份有限公司,35.09,0.24g,30.0
盐酸帕罗西汀片,北京万生药业有限责任公司,65.02,20mg,20.0
盐酸文拉法辛胶囊,成都倍特药业有限公司,42.23,25mg,24.0
盐酸伊立替康注射液,海南锦瑞制药有限公司,471.67,2ml,
玉屏风胶囊,江苏吉贝尔药业股份有限公司,37.29,5g,36.0
玉屏风胶囊,江苏吉贝尔药业股份有限公司,21.17,5g,20.0
玉泉胶囊,因科瑞斯药业（营口）有限公司,39.45,0.5g,40.0
注射用阿奇霉素,江苏金丝利药业有限公司,11.99,0.5g,1.0
注射用奥美拉唑钠,江苏金丝利药业有限公司,8.57,40mg,1.0
注射用单磷酸阿糖腺苷,海南锦瑞制药有限公司,24.51,0.1g,
注射用单磷酸阿糖腺苷,海南锦瑞制药有限公司,44.84,0.2g,
注射用单硝酸异山梨酯,瑞阳制药有限公司,30.89,50mg,1.0
注射用环磷腺苷葡胺,无锡凯夫制药有限公司,14.8,30mg,1.0
注射用环磷腺苷葡胺,无锡凯夫制药有限公司,25.81,60mg,1.0
注射用环磷腺苷葡胺,无锡凯夫制药有限公司,32.93,90mg,1.0
注射用甲磺酸加贝酯,重庆华森制药股份有限公司,37.53,0.1g,
注射用克林霉素磷酸酯,峨眉山通惠制药有限公司,5.64,0.3g,
注射用克林霉素磷酸酯,峨眉山通惠制药有限公司,9.21,0.6g,
注射用硫酸特布他林,北京四环科宝制药有限公司,14.21,0.25mg,4.0
注射用奈达铂,江苏奥赛康药业股份有限公司,161.27,20mg,
注射用哌拉西林钠他唑巴坦钠（8:1）,海南通用三洋药业有限公司,17.5,1.125g,
注射用哌拉西林钠他唑巴坦钠（8:1）,海南通用三洋药业有限公司,27.04,2.25g,
注射用哌拉西林钠他唑巴坦钠（8:1）,海南通用三洋药业有限公司,43.43,4.5g,
注射用哌拉西林钠他唑巴坦钠（8:1）,海南通用三洋药业有限公司,9.63,0.5625g,
注射用泮托拉唑钠,杭州中美华东制药有限公司,31.59,40mg,
注射用泮托拉唑钠,江苏奥赛康药业股份有限公司,28.85,40mg,
注射用泮托拉唑钠,江苏金丝利药业有限公司,13.02,40mg,1.0
注射用泮托拉唑钠,山西威奇达光明制药有限公司,20.39,40mg,
注射用泮托拉唑钠,无锡凯夫制药有限公司,31.21,40mg,
注射用培美曲塞二钠,南京先声东元制药有限公司,870,0.1g,
注射用培美曲塞二钠,南京先声东元制药有限公司,1654.54,0.2g,
注射用替考拉宁,浙江医药股份有限公司新昌制药厂,158.26,0.2g,
注射用头孢呋辛钠,深圳信立泰药业股份有限公司,7.29,0.75g,
注射用头孢呋辛钠,深圳致君制药有限公司,30.6,3.0g,
注射用头孢曲松钠,台湾泛生制药厂股份有限公司,55.69,2.0g,
注射用西咪替丁,福安药业集团湖北人民制药有限公司,2.55,0.2g,
注射用西咪替丁,福安药业集团湖北人民制药有限公司,3.59,0.4g,
注射用盐酸表柔比星,北京协和药厂,95.5,10mg,
注射用唑来膦酸浓溶液,Novartis Pharma Schweiz AG (Novartis Pharma Stein AG),2404,5ml,1.0
左乙拉西坦片,重庆圣华曦药业股份有限公司,176.46,0.5g,30.0
注射用头孢呋辛钠,广州白云山天心制药股份有限公司,14.65,1.5g,
注射用头孢呋辛钠,广州白云山天心制药股份有限公司,23,2.0g,1.0
注射用头孢呋辛钠,广州白云山天心制药股份有限公司,12.57,1g,1.0
雌二醇凝胶,BESINS HEALTHCARE BENELUX(Besins Manufacturing Belgium),67.4,30g,
雌二醇凝胶,BESINS HEALTHCARE BENELUX(Besins Manufacturing Belgium),114.75,80g,
丹参注射液,正大青春宝药业有限公司,5.03,10ml,1.0
硫酸沙丁胺醇雾化吸入溶液,上海信谊金朱药业有限公司,12.36,2.5ml,
血栓通胶囊,哈尔滨珍宝制药有限公司,27.62,0.18g,20.0
阿奇霉素片,上海现代制药股份有限公司,4.25,250mg,6.0
吡拉西坦氯化钠注射液,江苏晨牌药业集团股份有限公司,23.19,10g,
吡拉西坦氯化钠注射液,江苏晨牌药业集团股份有限公司,30.53,20g,
参麦注射液,大理药业股份有限公司,41.5,50ml,1.0
丹七胶囊,福州闽海药业有限公司,29.29,0.3g,60.0
厄多司坦分散片,山东罗欣药业集团股份有限公司,19.21,150mg,12.0
厄多司坦胶囊,上海普康药业有限公司,16.65,300mg,6.0
厄多司坦胶囊,上海普康药业有限公司,32.46,300mg,12.0
法莫替丁注射液,江苏康缘药业股份有限公司,0.88,20mg,
泛影葡胺注射液,湖南汉森制药股份有限公司,16.27,12g,
氟康唑胶囊,正大青春宝药业有限公司,7.5,150mg,1.0
复方氨基酸注射液（18AA-Ⅱ）,华瑞制药有限公司,27.43,250ml,
复方氯唑沙宗片,江苏苏中药业集团股份有限公司,14.31,550mg,24.0
复方托吡卡胺滴眼液,参天制药株式会社（参天制药（中国）有限公司分装）,15.65,10ml,
复方维生素（3）注射液,山西普德药业股份有限公司,103.78,5ml,
复方消化酶片,"Daewoong Pharmaceutical Co.,Ltd（Daewoong Pharmaceutical Co.,Ltd）",70.07,,20.0
葛根汤片,瑞阳制药有限公司,18.75,0.4g,36.0
骨肽注射液,长春普华制药股份有限公司,19.04,10ml,
冠脉宁片,吉林华康药业股份有限公司,21.39,500mg,36.0
冠脉宁片,吉林华康药业股份有限公司,28.06,500mg,48.0
活血止痛胶囊,江西百神昌诺药业有限公司,17.1,250mg,48.0
活血止痛胶囊,江西百神昌诺药业有限公司,20.53,250mg,60.0
加替沙星氯化钠注射液,西安万隆制药股份有限公司,21.43,200mg,
甲磺酸氨氯地平片,昆明赛诺制药有限公司,40.6,5mg,28.0
精氨酸布洛芬颗粒,海南赞邦制药有限公司,48.9,0.6g,12.0
坎地沙坦酯胶囊,江苏苏中药业集团股份有限公司,19.87,4mg,14.0
宽胸气雾剂,浙江南洋药业有限公司,200,69mg,
拉坦前列素滴眼液,"Taejoon Pharm. Co., Ltd.（Taejoon Pharm. Co., Ltd.）",114,2.5ml,
利肺片,三普药业有限公司,25.81,0.25g,24.0
慢肝养阴片,北京麦迪海药业有限责任公司,30.6,0.4g,36.0
慢肝养阴片,北京麦迪海药业有限责任公司,51,0.4g,60.0
强力碘溶液,湖南康尔佳制药股份有限公司,9.2,100ml,1.0
强力枇杷露,哈尔滨市康隆药业有限责任公司,56.79,300ml,1.0
强力枇杷露,哈尔滨市康隆药业有限责任公司,31.6,200ml,1.0
清热通淋片,江西杏林白马药业有限公司,22.6,0.39g,36.0
清热通淋片,江西杏林白马药业有限公司,27.3,0.39g,48.0
曲安奈德鼻喷雾剂,昆明源瑞制药有限公司,41.05,,240.0
人参健脾片,河北百善药业有限公司,42.41,0.51g,24.0
人参健脾片,河北百善药业有限公司,82.7,0.51g,48.0
人参健脾片,河北百善药业有限公司,21.75,0.51g,12.0
人参健脾片,河北百善药业有限公司,161.26,0.51g,96.0
人参健脾片,河北百善药业有限公司,122.23,0.51g,72.0
伤湿止痛膏,湖北康源药业有限公司,8.6,,10.0
伤湿止痛膏,湖北康源药业有限公司,17.2,,10.0
舒筋活血胶囊,湖南安邦制药有限公司,26.29,0.38g,45.0
舒筋活血胶囊,湖南安邦制药有限公司,33.9,0.38g,60.0
脱氧核苷酸钠片,上海丽珠制药有限公司,52.3,20mg,50.0
妥布霉素滴眼液,成都恒瑞制药有限公司,5.83,15mg,
妥布霉素地塞米松滴眼液,成都恒瑞制药有限公司,13.5,15mg,
西尼地平软胶囊,大连美创药业有限公司,28.6,5mg,14.0
西尼地平软胶囊,大连美创药业有限公司,42.26,5mg,21.0
西尼地平软胶囊,大连美创药业有限公司,55.77,5mg,28.0
细辛脑片,江苏吉贝尔药业股份有限公司,32.35,30mg,48.0
小金丸,北京同仁堂股份有限公司同仁堂制药厂,28.23,3g,2.0
盐酸曲美他嗪片,北京万生药业有限责任公司,30.1,20mg,30.0
盐酸曲美他嗪片,北京万生药业有限责任公司,58.7,20mg,60.0
盐酸曲美他嗪片,北京万生药业有限责任公司,86.75,20mg,90.0
胰激肽原酶肠溶片,河南灵佑药业股份有限公司,20.35,,24.0
右旋糖酐70甘油滴眼液,江西珍视明药业有限公司,49.26,15ml,
元胡止痛软胶囊,江苏德福康缘医药有限公司,42.19,0.5g,48.0
障眼明胶囊,广东省惠州市中药厂有限公司,29.53,0.4g,36.0
重组人粒细胞刺激因子注射液,北京四环生物制药有限公司,173.5,0.9ml,
猪源纤维蛋白粘合剂,广州倍绣生物技术有限公司,1740.32,5ml,
猪源纤维蛋白粘合剂,广州倍绣生物技术有限公司,1058,2.5ml,
注射用奥美拉唑钠,江苏康缘药业股份有限公司,8.9,40mg,1.0
注射用复方维生素（3）,山西普德药业股份有限公司,103.78,10mg,
注射用更昔洛韦,成都天台山制药有限公司,9.24,250mg,
注射用甲磺酸帕珠沙星,四川百利药业有限责任公司,55,500mg,
注射用赖氨匹林,海南皇隆制药股份有限公司,3.16,0.9g,
注射用泮托拉唑钠,成都天台山制药有限公司,39.04,42.3mg,
注射用泮托拉唑钠,海南卫康制药（潜山）有限公司,44.8,60mg,
注射用泮托拉唑钠,杭州中美华东制药有限公司,37.65,80mg,
注射用泮托拉唑钠,华润双鹤药业股份有限公司,26.5,40mg,
注射用泮托拉唑钠,山东绿叶制药有限公司,19.6,40mg,
注射用青霉素钠,苏州二叶制药有限公司,0.36,,1.0
注射用青霉素钠,苏州二叶制药有限公司,0.55,,1.0
注射用头孢呋辛钠,南昌立健药业有限公司,4.61,1.5g,1.0
注射用头孢呋辛钠,南昌立健药业有限公司,7.83,3g,1.0
注射用头孢呋辛钠,南昌立健药业有限公司,8.1,2.5g,1.0
注射用头孢呋辛钠,南昌立健药业有限公司,1.97,500mg,1.0
注射用头孢哌酮钠舒巴坦钠,丽珠集团丽珠制药厂,8,1.0g,
注射用头孢他啶,苏州中化药品工业有限公司,14.26,1.5g,
注射用头孢西丁钠,深圳信立泰药业股份有限公司,28,1.0g,
注射用脂溶性维生素（Ⅱ）,华北制药股份有限公司,32.5,,
甲磺酸双氢麦角毒碱片,天津华津制药有限公司,21.65,1mg,30.0
阿法骨化醇软胶囊,上海信谊延安药业有限公司,40.33,,20.0
阿立哌唑片,上海中西制药有限公司,26.24,10mg,7.0
阿仑膦酸钠片,北京万生药业有限责任公司,48.99,70mg,4.0
硫酸阿米卡星氯化钠注射液,浙江莎普爱思药业股份有限公司,5.84,400mg,
阿莫西林克拉维酸钾分散片(7:1),哈药集团制药总厂,17.29,228.5mg,12.0
阿莫西林克拉维酸钾分散片(7:1),哈药集团制药总厂,33.71,228.5mg,24.0
阿莫西林克拉维酸钾片(2:1),国药集团威奇达药业有限公司(原:山西仟源),5.62,375mg,6.0
阿莫西林克拉维酸钾片(2:1),国药集团威奇达药业有限公司(原:山西仟源),8.3,375mg,9.0
阿莫西林克拉维酸钾片(4:1),南京先声东元制药有限公司,12.88,312.5mg,10.0
阿莫西林克拉维酸钾片(4:1),南京先声东元制药有限公司,15.35,312.5mg,12.0
阿莫西林克拉维酸钾片(4:1),浙江亚太药业股份有限公司,10.57,156.25mg,12.0
阿莫西林克拉维酸钾片(4:1),浙江亚太药业股份有限公司,15.62,156.25mg,18.0
注射用阿莫西林钠克拉维酸钾,广州白云山天心制药股份有限公司,15.27,1.2g,1.0
注射用阿莫西林钠克拉维酸钾,哈药集团制药总厂,5.5,0.3g,1.0
注射用阿莫西林钠克拉维酸钾,海南海灵化学制药有限公司,14.45,1.2g,1.0
注射用阿莫西林钠克拉维酸钾,上海上药新亚药业有限公司,4.59,1.2g,1.0
阿奇霉素分散片,宜昌东阳光长江药业股份有限公司,2.1,250mg,6.0
阿奇霉素颗粒,山东罗欣药业集团股份有限公司,2.78,250mg,2.0
阿奇霉素颗粒,四川百利药业有限责任公司,7.75,125mg,12.0
阿奇霉素颗粒(Ⅱ),沈阳金龙药业有限公司,——,100mg,9.0
阿奇霉素片,深圳海王药业有限公司,5.44,125mg,12.0
硫酸阿托品眼膏,上海通用药业股份有限公司,2.97,2g,1.0
阿昔洛韦分散片,湖北四环制药有限公司,1.63,100mg,24.0
阿昔洛韦分散片,湖北四环制药有限公司,2.41,100mg,36.0
阿昔洛韦分散片,湖北四环制药有限公司,3.18,100mg,48.0
安脑片,哈尔滨蒲公英药业有限公司,——,500mg,8.0
安脑丸,哈尔滨蒲公英药业有限公司,——,3g,2.0
安脑丸,哈尔滨蒲公英药业有限公司,——,3g,4.0
安脑丸,哈尔滨蒲公英药业有限公司,51.64,3g,6.0
盐酸氨基葡萄糖胶囊,浙江诚意药业股份有限公司,81.05,240mg,90.0
氨甲环酸片,上海信谊万象药业股份有限公司,21.4,250mg,30.0
氨甲环酸注射液,海南通用康力制药有限公司,1.76,250mg,
氨甲环酸注射液,海南通用康力制药有限公司,4.09,500mg,
注射用氨甲环酸,浙江金华康恩贝生物制药有限公司,23.93,1g,1.0
苯磺酸氨氯地平分散片,南通久和药业有限公司,——,5mg,20.0
苯磺酸氨氯地平分散片,南通久和药业有限公司,——,5mg,30.0
苯磺酸氨氯地平胶囊,丽珠集团丽珠制药厂,10.92,5mg,7.0
苯磺酸氨氯地平胶囊,南通华山药业有限公司,30.48,5mg,20.0
苯磺酸氨氯地平片,北京万生药业有限责任公司,18.61,5mg,21.0
苯磺酸氨氯地平片,北京万生药业有限责任公司,24.55,5mg,28.0
苯磺酸氨氯地平片,康普药业股份有限公司,——,5mg,14.0
苯磺酸氨氯地平片,康普药业股份有限公司,5.02,5mg,21.0
苯磺酸氨氯地平片,康普药业股份有限公司,——,5mg,28.0
苯磺酸氨氯地平片,山东凤凰制药股份有限公司,27.1,10mg,14.0
马来酸氨氯地平分散片,江苏万高药业有限公司,27.19,5mg,20.0
马来酸氨氯地平分散片,江苏万高药业有限公司,32.41,5mg,24.0
盐酸氨溴索葡萄糖注射液,上海华源安徽锦辉制药有限公司,5.23,30mg,
盐酸氨溴索注射液,上海勃林格殷格翰药业有限公司,27.99,15mg,5.0
盐酸氨溴索注射液,云南龙海天然植物药业有限公司,26.75,30mg,5.0
盐酸氨溴索注射液,浙江康恩贝制药股份有限公司,3.61,15mg,
注射用盐酸胺碘酮,浙江尖峰药业有限公司,19.68,150mg,1.0
盐酸昂丹司琼片,福安药业集团宁波天衡制药有限公司,119.19,4mg,10.0
奥美拉唑肠溶胶囊,海南海力制药有限公司,31.63,40mg,24.0
奥美拉唑肠溶片,开开援生制药股份有限公司,14.11,10mg,36.0
奥美拉唑肠溶片,上海信谊天平药业有限公司,10.23,20mg,28.0
注射用奥美拉唑钠,上海上药第一生化药业有限公司,28.89,40mg,1.0
注射用奥美拉唑钠,石药集团欧意药业有限公司,19.74,40mg,1.0
奥扎格雷钠氯化钠注射液,山东华鲁制药有限公司,25.19,80mg,
奥扎格雷钠氯化钠注射液,山东华鲁制药有限公司,28.08,80mg,
奥扎格雷钠氯化钠注射液,山东华鲁制药有限公司,27.37,80mg,
奥扎格雷钠氯化钠注射液,山东华鲁制药有限公司,29.44,80mg,
奥扎格雷钠葡萄糖注射液,山东华鲁制药有限公司,25.76,80mg,
注射用奥扎格雷钠,丹东医创药业有限责任公司,7.77,20mg,1.0
注射用奥扎格雷钠,丹东医创药业有限责任公司,19.76,40mg,1.0
注射用奥扎格雷钠,丹东医创药业有限责任公司,41.99,80mg,1.0
八珍胶囊,吉林省大峻药业股份有限公司,13.82,400mg,24.0
八珍胶囊,吉林省大峻药业股份有限公司,26.94,400mg,48.0
八珍胶囊,吉林省华威药业有限公司,26.21,400mg,48.0
八珍胶囊,吉林省华威药业有限公司,19.87,400mg,36.0
八珍胶囊,吉林省华威药业有限公司,13.44,400mg,24.0
八珍胶囊,江西杏林白马药业有限公司,26.5,400mg,36.0
百癣夏塔热片,陕西东泰制药有限公司,27.52,300mg,60.0
百癣夏塔热片,陕西东泰制药有限公司,34.12,300mg,75.0
胞磷胆碱钠氯化钠注射液,华仁药业(日照)有限公司(原：山东洁晶),——,500mg,
胞磷胆碱钠注射液,苏州天马医药集团天吉生物制药有限公司,2.67,500mg,
注射用胞磷胆碱钠,晋城海斯制药有限公司,4.31,500mg,1.0
盐酸贝那普利片,北京诺华制药有限公司,41.71,10mg,14.0
盐酸贝那普利片,深圳信立泰药业股份有限公司,30.56,5mg,28.0
苯溴马隆片,宜昌东阳光长江药业股份有限公司,20.16,50mg,10.0
鼻渊舒口服液,成都华神集团股份有限公司制药厂,12.97,10ml,6.0
鼻渊舒口服液,成都华神集团股份有限公司制药厂,21.22,10ml,10.0
盐酸吡格列酮分散片,陕西紫光辰济药业有限公司,12.37,15mg,7.0
盐酸吡格列酮分散片,陕西紫光辰济药业有限公司,24.12,15mg,14.0
盐酸吡格列酮分散片,贵州天安药业股份有限公司,20.74,30mg,7.0
盐酸吡格列酮分散片,贵州天安药业股份有限公司,40.44,30mg,14.0
盐酸吡格列酮分散片,江苏万邦生化医药股份有限公司,46.4,15mg,30.0
盐酸吡格列酮胶囊,广东罗特制药有限公司,22.22,15mg,14.0
盐酸吡格列酮片,北京太洋药业有限公司,41.88,30mg,14.0
吡拉西坦氯化钠注射液,辰欣药业股份有限公司(原：鲁抗辰欣),7.25,8g,
吡拉西坦氯化钠注射液,上海华源安徽锦辉制药有限公司,3.33,8g,
注射用吡拉西坦,海南皇隆制药股份有限公司,3.62,4g,1.0
注射用吡拉西坦,海南皇隆制药股份有限公司,5.55,8g,1.0
萆薢分清丸,吉林紫鑫药业股份有限公司,25.44,6g,6.0
萆薢分清丸,吉林紫鑫药业股份有限公司,41.61,6g,10.0
冰黄肤乐软膏,西藏芝芝药业有限公司,17.58,20g,1.0
冰栀伤痛气雾剂,贵州安泰药业有限公司,26.39,60g,
丙泊酚注射液,北京费森尤斯卡比医药有限公司,33.14,200mg,
丙泊酚注射液,广东嘉博制药有限公司,19.8,200mg,
