"Name","Firm","Price","Strength","Count","unit_price","Year","Area","Drug_ID","Firm_ID"
"阿托伐他汀钙片","北京嘉林药业股份有限公司",25.58,"20mg",7,8.89,2015,"安徽",254,151
"阿托伐他汀钙片","辉瑞制药有限公司",62.23,"10mg",10,3.558,2015,"安徽",254,664
"厄贝沙坦片","深圳市海滨制药有限公司",9.66,"75mg",28,0.69,2015,"安徽",35,570
"厄贝沙坦片","浙江华海药业股份有限公司",19.32,"75mg",12,0.69,2015,"安徽",35,499
"厄贝沙坦片","浙江海正药业股份有限公司",8.28,"0.15g",7,1,2015,"安徽",35,519
"厄贝沙坦片","江苏恒瑞医药股份有限公司",7,"0.15g",7,4.38,2015,"安徽",35,442
"厄贝沙坦片","赛诺菲（杭州）制药有限公司",30.66,"0.15g",12,1.95,2015,"安徽",35,662
"恩替卡韦分散片","安徽贝克生物制药有限公司",62.89,"0.5mg",7,16.85714,2015,"安徽",92,289
"恩替卡韦分散片","正大天晴药业集团股份有限公司",118,"1.0mg",7,24.77143,2015,"安徽",92,413
"恩替卡韦分散片","山东鲁抗医药股份有限公司",173.4,"0.5mg",12,13.07,2015,"安徽",92,313
"恩替卡韦胶囊","南京正大天晴制药有限公司",156.84,"0.5mg",7,12.1,2015,"安徽",94,189
"恩替卡韦胶囊","福建广生堂药业股份有限公司",84.7,"0.5mg",7,16.51714,2015,"安徽",94,630
"伏立康唑片","成都华神集团股份有限公司制药厂",84.9,"0.25g",8,6.90875,2015,"安徽",9,370
"克拉霉素片","上海雅培制药有限公司",55.27,"0.25g",6,0.498333,2015,"安徽",11,107
"克拉霉素片","河南天方药业股份有限公司",2.99,"50mg",12,0.291667,2015,"安徽",11,485
"克拉霉素片","江苏恒瑞医药股份有限公司",3.5,"1mg",60,0.566,2015,"安徽",11,442
"利培酮片","浙江华海药业股份有限公司",33.96,"1mg",30,0.722667,2015,"安徽",13,499
"利培酮片","齐鲁制药有限公司",21.68,"2mg",20,2.2715,2015,"安徽",13,712
"利培酮片","常州四药制药有限公司",45.43,"3mg",10,2.731,2015,"安徽",13,331
"利培酮片","齐鲁制药有限公司",27.31,"20mg",48,0.597708,2015,"安徽",13,712
"单硝酸异山梨酯缓释片","齐鲁制药有限公司",25.2,"40mg",24,1.308333,2015,"安徽",22,712
"单硝酸异山梨酯缓释片","齐鲁制药有限公司",31.4,"40mg",24,1.870833,2015,"安徽",22,712
"单硝酸异山梨酯缓释片","鲁南贝特制药有限公司",44.9,"50mg",10,1.45,2015,"安徽",22,707
"单硝酸异山梨酯缓释片","华润双鹤药业股份有限公司",14.5,"60mg",10,1.645,2015,"安徽",22,176
"单硝酸异山梨酯缓释片","山德士（中国）制药有限公司",16.45,"40mg",20,1.01,2015,"安徽",22,315
"单硝酸异山梨酯缓释胶囊","珠海润都制药股份有限公司",20.2,"50mg",20,1.198,2015,"安徽",23,611
"单硝酸异山梨酯缓释胶囊","珠海润都制药股份有限公司",23.96,"40mg",12,1.335833,2015,"安徽",23,611
"卡培他滨片","江苏恒瑞医药股份有限公司",100,"0.5g",12,32.11667,2015,"安徽",30,442
"卡培他滨片","上海罗氏制药有限公司",385.4,"0.15g",12,2.666667,2015,"安徽",30,102
"厄贝沙坦片","深圳市海滨制药有限公司",9.66,"75mg",28,0.69,2015,"安徽",35,570
"厄贝沙坦片","浙江华海药业股份有限公司",19.32,"75mg",12,0.69,2015,"安徽",35,499
"厄贝沙坦片","浙江海正药业股份有限公司",8.28,"0.15g",7,1,2015,"安徽",35,519
"厄贝沙坦片","江苏恒瑞医药股份有限公司",7,"0.15g",7,4.38,2015,"安徽",35,442
"厄贝沙坦片","赛诺菲（杭州）制药有限公司",30.66,"0.15g",12,1.95,2015,"安徽",35,662
"吸入用异丙托溴铵溶液","德国Boehringer Ingelheim Pharma GmbH &Co.KG",4.45,"5mg/2.5ml",1,5.03,2015,"安徽",43,361
"吸入用硫酸沙丁胺醇溶液","GlaxoSmithKline Australia Pty Ltd",5.03,"7.2mg",10,0.755,2015,"安徽",44,26
"坎地沙坦酯片","重庆圣华曦药业股份有限公司",28.12,"4mg",14,1.382143,2015,"安徽",46,681
"坎地沙坦酯片","福州屏山制药有限公司",19.35,"4mg",14,1.47,2015,"安徽",46,627
"坎地沙坦酯片","重庆圣华曦药业股份有限公司",20.58,"4mg",7,1.47,2015,"安徽",46,681
"坎地沙坦酯片","广州白云山天心制药股份有限公司",10.29,"8mg",12,1.916667,2015,"安徽",46,349
"坎地沙坦酯片","迪沙药业集团有限公司",23,"8mg",7,4.92,2015,"安徽",46,672
"坎地沙坦酯片","天津武田药品有限公司",34.44,"10ml:0.1g",1,9.39,2015,"安徽",46,266
"多索茶碱注射液","黑龙江福和华星制药集团股份有限公司",9.39,"10ml:0.1g",1,9.05,2015,"安徽",50,708
"多索茶碱注射液","宁波天衡药业股份有限公司",9.05,"10ml:0.2g",1,13.97,2015,"安徽",50,279
"多索茶碱注射液","黑龙江福和华星制药集团股份有限公司",13.97,"20ml:0.3g",1,19.05,2015,"安徽",50,708
"多索茶碱注射液","黑龙江福和华星制药集团股份有限公司",19.05,"0.5ml:20mg",1,200.97,2015,"安徽",50,708
"多西他赛注射液","江苏奥赛康药业股份有限公司",200.97,"0.5ml:20mg",1,323,2015,"安徽",51,438
"多西他赛注射液","江苏恒瑞医药股份有限公司",323,"0.5ml:20mg",1,200.97,2015,"安徽",51,442
"多西他赛注射液","齐鲁制药有限公司",200.97,"1.5ml:60mg",1,990,2015,"安徽",51,712
"多西他赛注射液","江苏恒瑞医药股份有限公司",990,"1ml:20mg",1,200.97,2015,"安徽",51,442
"多西他赛注射液","江苏奥赛康药业股份有限公司",200.97,"1ml:40mg",1,331.8,2015,"安徽",51,438
"多西他赛注射液","江苏奥赛康药业股份有限公司",331.8,"1ml:40mg",1,341.65,2015,"安徽",51,438
"多西他赛注射液","齐鲁制药有限公司",341.65,"2ml:80mg",1,929,2015,"安徽",51,712
"多西他赛注射液","辰欣药业股份有限公司",929,"0.25g",4,5.005,2015,"安徽",51,665
"头孢丙烯分散片","上海美优制药有限公司",20.02,"0.25g",6,5.005,2015,"安徽",52,103
"头孢丙烯分散片","广州白云山制药股份有限公司广州白云山制药总厂",30.03,"0.25g",8,3.8,2015,"安徽",52,347
"头孢丙烯片","南京亿华药业有限公司",30.4,"0.25g",10,3.211,2015,"安徽",53,180
"头孢丙烯片","扬子江药业集团有限公司",32.11,"0.25g",6,2.633333,2015,"安徽",53,390
"头孢丙烯片","苏州东瑞制药有限公司",15.8,"0.5g",6,6.56,2015,"安徽",53,637
"头孢丙烯片","汕头金石制药总厂",39.36,"0.25g",12,1.5,2015,"安徽",53,425
"头孢克洛胶囊","深圳立健药业有限公司",18,"0.25g",6,0.6,2015,"安徽",54,572
"头孢克洛胶囊","海口市制药厂有限公司",3.6,"0.5g",6,3.166667,2015,"安徽",54,560
"头孢克洛胶囊","苏州中化药品工业有限公司",19,"0.125g",24,0.64,2015,"安徽",54,638
"头孢呋辛酯片","华北制药河北华民药业有限责任公司",15.36,"0.125g",12,1.595833,2015,"安徽",55,170
"头孢呋辛酯片","深圳致君制药有限公司",19.15,"0.125g",24,0.495833,2015,"安徽",55,574
"头孢呋辛酯片","成都倍特药业有限公司",11.9,"0.25g",12,0.783333,2015,"安徽",55,366
"头孢呋辛酯片","广州白云山天心制药股份有限公司",9.4,"0.25g",12,2.7125,2015,"安徽",55,349
"头孢呋辛酯片","深圳致君制药有限公司",32.55,"0.5g",6,4.833333,2015,"安徽",55,574
"头孢呋辛酯片","苏州中化药品工业有限公司",29,"0.25g",10,0.5,2015,"安徽",55,638
"奥沙利铂注射液","江苏恒瑞医药股份有限公司",433,"20ml:40mg",1,233.65,2015,"安徽",64,442
"奥沙利铂注射液","深圳海王药业有限公司",233.65,"10mg",5,5.96,2015,"安徽",64,571
"孟鲁司特钠片","四川大冢制药有限公司",29.8,"10mg",6,6.256667,2015,"安徽",68,224
"孟鲁司特钠片","鲁南贝特制药有限公司",37.54,"10mg",5,7.38,2015,"安徽",68,707
"孟鲁司特钠片","杭州默沙东制药有限公司",36.9,"0.5g:4mg",7,6.782857,2015,"安徽",68,410
"孟鲁司特钠颗粒","杭州默沙东制药有限公司",47.48,"0.1g",30,1.705667,2015,"安徽",69,410
"富马酸喹硫平片","湖南洞庭药业股份有限公司",51.17,"0.1g",12,0.306667,2015,"安徽",71,598
"恩替卡韦分散片","安徽贝克生物制药有限公司",62.89,"0.5mg",7,16.85714,2015,"安徽",92,289
"恩替卡韦分散片","正大天晴药业集团股份有限公司",118,"1.0mg",7,24.77143,2015,"安徽",92,413
"恩替卡韦分散片","山东鲁抗医药股份有限公司",173.4,"0.5mg",12,13.07,2015,"安徽",92,313
"恩替卡韦胶囊","南京正大天晴制药有限公司",156.84,"0.5mg",7,12.1,2015,"安徽",94,189
"恩替卡韦胶囊","福建广生堂药业股份有限公司",84.7,"0.5mg",7,16.51714,2015,"安徽",94,630
"替吉奥胶囊","齐鲁制药有限公司",621.45,"20mg",42,39.9,2015,"安徽",97,712
"替吉奥胶囊","山东新时代药业有限公司",1675.8,"25mg",42,17.55286,2015,"安徽",97,304
"替吉奥胶囊","齐鲁制药有限公司",737.22,"25mg",36,47.71944,2015,"安徽",97,712
"替吉奥胶囊","山东新时代药业有限公司",1717.9,"80mg",7,5.341429,2015,"安徽",97,304
"替米沙坦片","上海勃林格殷格翰药业有限公司",37.39,"2.5mg",10,12.2,2015,"安徽",100,79
"来曲唑片","浙江海正药业股份有限公司",122,"2.5mg",10,12.2,2015,"安徽",102,519
"来曲唑片","江苏恒瑞医药股份有限公司",122,"5mg",20,1.279,2015,"安徽",102,442
"枸橼酸莫沙必利片","亚宝药业集团股份有限公司",12.7,"5mg",36,0.841944,2015,"安徽",106,123
"枸橼酸莫沙必利片","鲁南贝特制药有限公司",30.31,"5mg",24,0.529167,2015,"安徽",106,707
"枸橼酸莫沙必利片","江苏豪森药业股份有限公司",12.7,"5mg",40,0.475,2015,"安徽",106,456
"格列吡嗪控释片","北京红林制药有限公司",26.25,"5mg",24,1.37,2015,"安徽",109,164
"格列吡嗪控释片","淄博万杰制药有限公司",32.88,"1mg",12,1.014167,2015,"安徽",109,564
"格列齐特缓释片","施维雅（天津）制药有限公司",83.85,"100ml:0.2g:0.9g",1,1.35,2015,"安徽",113,397
"氟康唑氯化钠注射液","河南科伦药业有限公司",1.35,"100ml:0.2g:0.9g",1,1.2,2015,"安徽",117,488
"氟康唑氯化钠注射液","蚌埠丰原涂山制药有限公司",1.2,"100ml:0.2g:0.9g",1,1.9,2015,"安徽",117,649
"氟康唑氯化钠注射液","浙江天瑞药业有限公司",1.9,"100ml:0.2g:0.9g",1,3.25,2015,"安徽",117,503
"氟康唑氯化钠注射液","浙江天瑞药业有限公司",3.25,"100ml:0.2g:0.9g",1,6.9,2015,"安徽",117,503
"氟康唑氯化钠注射液","安徽双鹤药业有限责任公司",6.9,"100ml:0.2g:0.9g",1,5.49,2015,"安徽",117,285
"氟康唑氯化钠注射液","湖南康源制药有限公司",5.49,"100ml:0.2g:0.9g",1,9.97,2015,"安徽",117,594
"氟康唑氯化钠注射液","辰欣药业股份有限公司",9.97,"0.15g",3,1.063333,2015,"安徽",117,665
"氟康唑胶囊","辅仁药业集团有限公司",3.19,"0.15g",6,1.166667,2015,"安徽",119,663
"氟康唑胶囊","海南葫芦娃制药有限公司",7,"0.1g",6,0.76,2015,"安徽",119,553
"氟康唑胶囊","辅仁药业集团有限公司",4.56,"0.1g",12,0.76,2015,"安徽",119,663
"氟康唑胶囊","山东绿因药业有限公司",9.12,"50mg",6,0.408333,2015,"安徽",119,308
"氟康唑胶囊","齐鲁制药有限公司",2.45,"50mg",6,0.185,2015,"安徽",119,712
"氟康唑胶囊","宜昌长江药业有限公司",1.11,"0.15g",6,4.875,2015,"安徽",119,294
"氟康唑片","石家庄四药有限公司",29.25,"50mg",3,0.563333,2015,"安徽",118,618
"氟康唑片","四川科伦药业股份有限公司",1.69,"0.1g",7,4.482857,2015,"安徽",118,236
"氯沙坦钾片","浙江华海药业股份有限公司",31.38,"50mg",7,2.571429,2015,"安徽",125,499
"氯沙坦钾片","山德士（中国）制药有限公司",18,"50mg",14,2.571429,2015,"安徽",125,315
"氯沙坦钾片","浙江华海药业股份有限公司",36,"10mg",6,3.166667,2015,"安徽",125,499
"氯雷他定片","上海先灵葆雅制药有限公司",19,"30mg",1,35.4,2015,"安徽",126,76
"注射用兰索拉唑","上海新亚药业有限公司",35.4,"30mg",1,51,2015,"安徽",129,90
"注射用兰索拉唑","江苏奥赛康药业股份有限公司",51,"30mg",1,35,2015,"安徽",129,438
"注射用兰索拉唑","南京海辰药业股份有限公司",35,"0.75g",1,30.34,2015,"安徽",129,190
"注射用头孢他啶","海南海灵化学制药有限公司",30.34,"1.5g",1,51.58,2015,"安徽",132,546
"注射用头孢他啶","海南海灵化学制药有限公司",51.58,"2.0g",1,64.21,2015,"安徽",132,546
"注射用头孢他啶","海南海灵化学制药有限公司",64.21,"2.0g",1,4.18,2015,"安徽",132,546
"注射用头孢他啶","悦康药业集团有限公司",4.18,"0.5g",1,1.13,2015,"安徽",132,363
"注射用头孢呋辛钠","山东罗欣药业股份有限公司",0.47,"0.25g",1,4.64,2015,"安徽",134,309
"注射用头孢呋辛钠","广州白云山天心制药股份有限公司",4.64,"0.5g",1,0.84,2015,"安徽",134,349
"注射用头孢呋辛钠","悦康药业集团有限公司",0.84,"0.75g",1,0.93,2015,"安徽",134,363
"注射用头孢呋辛钠","山东罗欣药业股份有限公司",0.93,"0.75g",1,23.6,2015,"安徽",134,309
"注射用头孢呋辛钠","GLAXOSMITHKLINE MANUFACTURING S.p.A.",23.6,"1.0g",1,1.43,2015,"安徽",134,28
"注射用头孢呋辛钠","悦康药业集团有限公司",1.43,"1.25g",1,16.7,2015,"安徽",134,363
"注射用头孢呋辛钠","广州白云山制药股份有限公司广州白云山制药总厂",16.7,"1.25g",1,16.7,2015,"安徽",134,347
"注射用头孢呋辛钠","海南灵康制药有限公司",16.7,"1.5g",1,1.87,2015,"安徽",134,548
"注射用头孢呋辛钠","山东罗欣药业股份有限公司",1.87,"1.75g",1,13.9,2015,"安徽",134,309
"注射用头孢呋辛钠","国药集团威奇达药业有限公司",13.9,"2.0g",1,2.43,2015,"安徽",134,244
"注射用头孢呋辛钠","悦康药业集团有限公司",2.43,"2.5g",1,7.8,2015,"安徽",134,363
"注射用头孢呋辛钠","苏州中化药品工业有限公司",7.8,"3.0g",1,9.38,2015,"安徽",134,638
"注射用头孢呋辛钠","深圳致君制药有限公司",9.38,"1.5g",1,43.61,2015,"安徽",134,574
"注射用头孢呋辛钠","意大利依赛特大药厂（EssetiFarmaceutici s.r.l.）",43.61,"1.0g",1,1.15,2015,"安徽",134,365
"注射用头孢唑林钠","华北制药河北华民药业有限责任公司",1.15,"2.0g",1,2.51,2015,"安徽",135,170
"注射用头孢唑林钠","哈药集团制药总厂",2.51,"0.25g",1,0.6,2015,"安徽",135,220
"注射用头孢曲松钠","山东鲁抗医药股份有限公司",0.6,"0.25g",1,0.63,2015,"安徽",136,313
"注射用头孢曲松钠","山东罗欣药业股份有限公司",0.63,"0.25g",1,20,2015,"安徽",136,309
"注射用头孢曲松钠","上海罗氏制药有限公司",20,"0.5g",1,0.69,2015,"安徽",136,102
"注射用头孢曲松钠","哈药集团制药总厂",0.69,"0.75g",1,2.33,2015,"安徽",136,220
"注射用头孢曲松钠","开封豫港制药有限公司",2.33,"1.0g",1,0.92,2015,"安徽",136,357
"注射用头孢曲松钠","湖南科伦制药有限公司",0.92,"1.5g",1,1.3,2015,"安徽",136,599
"注射用头孢曲松钠","悦康药业集团有限公司",1.3,"2.0g",1,1.6,2015,"安徽",136,363
"注射用头孢曲松钠","悦康药业集团有限公司",1.6,"2.5g",1,3.67,2015,"安徽",136,363
"注射用头孢曲松钠","山东罗欣药业股份有限公司",3.67,"3.0g",1,4.22,2015,"安徽",136,309
"注射用头孢曲松钠","山东罗欣药业股份有限公司",4.22,"4.0g",1,8.39,2015,"安徽",136,309
"注射用头孢曲松钠","开封豫港制药有限公司",8.39,"0.5g",1,3.35,2015,"安徽",136,357
"注射用头孢曲松钠","华北制药河北华民药业有限责任公司",3.35,"3.0g",1,4.2,2015,"安徽",136,170
"注射用头孢曲松钠","海南葫芦娃制药有限公司",4.2,"1.0g",1,1.15,2015,"安徽",136,553
"注射用头孢唑林钠","华北制药河北华民药业有限责任公司",1.15,"2.0g",1,2.51,2015,"安徽",135,170
"注射用头孢唑林钠","哈药集团制药总厂",2.51,"0.25g",1,0.6,2015,"安徽",135,220
"注射用头孢曲松钠","山东鲁抗医药股份有限公司",0.6,"0.25g",1,0.63,2015,"安徽",136,313
"注射用头孢曲松钠","山东罗欣药业股份有限公司",0.63,"0.25g",1,20,2015,"安徽",136,309
"注射用头孢曲松钠","上海罗氏制药有限公司",20,"0.5g",1,0.69,2015,"安徽",136,102
"注射用头孢曲松钠","哈药集团制药总厂",0.69,"0.75g",1,2.33,2015,"安徽",136,220
"注射用头孢曲松钠","开封豫港制药有限公司",2.33,"1.0g",1,0.92,2015,"安徽",136,357
"注射用头孢曲松钠","湖南科伦制药有限公司",0.92,"1.5g",1,1.3,2015,"安徽",136,599
"注射用头孢曲松钠","悦康药业集团有限公司",1.3,"2.0g",1,1.6,2015,"安徽",136,363
"注射用头孢曲松钠","悦康药业集团有限公司",1.6,"2.5g",1,3.67,2015,"安徽",136,363
"注射用头孢曲松钠","山东罗欣药业股份有限公司",3.67,"3.0g",1,4.22,2015,"安徽",136,309
"注射用头孢曲松钠","山东罗欣药业股份有限公司",4.22,"4.0g",1,8.39,2015,"安徽",136,309
"注射用头孢曲松钠","开封豫港制药有限公司",8.39,"0.5g",1,3.35,2015,"安徽",136,357
"注射用头孢曲松钠","华北制药河北华民药业有限责任公司",3.35,"3.0g",1,4.2,2015,"安徽",136,170
"注射用头孢曲松钠","海南葫芦娃制药有限公司",4.2,"0.1g",1,187.85,2015,"安徽",136,553
"注射用奥沙利铂","江苏奥赛康药业股份有限公司",187.85,"0.1g",1,379,2015,"安徽",137,438
"注射用奥沙利铂","江苏恒瑞医药股份有限公司",379,"0.1g",1,177.77,2015,"安徽",137,442
"注射用奥沙利铂","齐鲁制药（海南）有限公司",177.77,"50mg",1,55,2015,"安徽",137,711
"注射用奥沙利铂","山东新时代药业有限公司",55,"50mg",1,222.94,2015,"安徽",137,304
"注射用奥沙利铂","江苏恒瑞医药股份有限公司",222.94,"0.125g",1,3.42,2015,"安徽",137,442
"注射用更昔洛韦","海口奇力制药股份有限公司",3.42,"0.25g",1,1.58,2015,"安徽",139,559
"注射用更昔洛韦","悦康药业集团有限公司",1.58,"0.5g",1,32.89,2015,"安徽",139,363
"注射用更昔洛韦","山东北大高科华泰制药有限公司",32.89,"50mg",1,7.28,2015,"安徽",139,299
"注射用更昔洛韦","湖北科益药业股份有限公司",7.28,"50mg",1,1.7,2015,"安徽",139,584
"注射用更昔洛韦","海口奇力制药股份有限公司",1.7,"50mg",1,5.4,2015,"安徽",139,559
"注射用更昔洛韦","山东罗欣药业股份有限公司",5.4,"40mg",1,7.2,2015,"安徽",139,309
"注射用泮托拉唑钠","哈尔滨誉衡药业股份有限公司",7.2,"40mg",1,7.2,2015,"安徽",141,216
"注射用泮托拉唑钠","华润双鹤药业股份有限公司",7.2,"40mg",1,16.98,2015,"安徽",141,176
"注射用泮托拉唑钠","无锡凯夫制药有限公司",16.98,"60mg",1,37.6,2015,"安徽",141,398
"注射用泮托拉唑钠","海南卫康制药（潜山）有限公司",37.6,"60mg",1,16.25,2015,"安徽",141,537
"注射用泮托拉唑钠","江苏奥赛康药业股份有限公司",16.25,"60mg",1,14.7,2015,"安徽",141,438
"注射用泮托拉唑钠","哈药集团三精加滨药业有限公司",14.7,"80mg",1,46.86,2015,"安徽",141,217
"注射用泮托拉唑钠","海南卫康制药（潜山）有限公司",46.86,"80mg",1,18,2015,"安徽",141,537
"注射用泮托拉唑钠","江苏奥赛康药业股份有限公司",18,"80mg",1,21.23,2015,"安徽",141,438
"注射用泮托拉唑钠","武汉人福药业有限责任公司",21.23,"0.2g",1,185,2015,"安徽",141,418
"注射用盐酸吉西他滨","江苏豪森药业股份有限公司",185,"0.2g",1,84.22,2015,"安徽",142,456
"注射用盐酸吉西他滨","江苏奥赛康药业股份有限公司",84.22,"0.2g",1,82,2015,"安徽",142,438
"注射用盐酸吉西他滨","齐鲁制药（海南）有限公司",82,"1.0g",1,838.04,2015,"安徽",142,711
"注射用盐酸吉西他滨","江苏豪森药业股份有限公司",838.04,"1.0g",1,281.1,2015,"安徽",142,456
"注射用盐酸吉西他滨","齐鲁制药（海南）有限公司",281.1,"1.6mg",1,95.8,2015,"安徽",142,711
"注射用胸腺法新","哈药集团生物工程有限公司",95.8,"1.6mg",1,125.18,2015,"安徽",146,221
"注射用胸腺法新","成都地奥九泓制药厂",125.18,"0.125g",1,0.95,2015,"安徽",146,372
"注射用阿奇霉素","山东罗欣药业股份有限公司",0.95,"0.1g",1,2.4,2015,"安徽",148,309
"注射用阿奇霉素","湖北午时药业股份有限公司",2.4,"0.25g",1,0.85,2015,"安徽",148,576
"注射用阿奇霉素","湖南科伦制药有限公司",0.85,"0.5g",1,1.5,2015,"安徽",148,599
"注射用阿奇霉素","悦康药业集团有限公司",1.5,"20mg",14,1.814286,2015,"安徽",148,363
"泮托拉唑钠肠溶片","湖南九典制药有限公司",25.4,"40mg",14,4.021429,2015,"安徽",150,587
"泮托拉唑钠肠溶片","辽宁诺维诺制药股份有限公司",56.3,"5ml:15mg(0.3%)",1,37.31,2015,"安徽",150,669
"玻璃酸钠滴眼液","参天制药（中国）有限公司",37.31,"7ml:7mg(0.1%)",1,21.6,2015,"安徽",152,202
"玻璃酸钠滴眼液","珠海联邦制药股份有限公司中山分公司",21.6,"0.5mg",30,0.61,2015,"安徽",152,613
"瑞格列奈片","北京万生药业有限责任公司",18.3,"0.5mg",60,0.61,2015,"安徽",155,142
"瑞格列奈片","江苏豪森药业股份有限公司",36.6,"0.5mg",60,0.547667,2015,"安徽",155,456
"瑞格列奈片","北京北陆药业股份有限公司",32.86,"1.0mg",30,2.066333,2015,"安徽",155,146
"瑞格列奈片","德国Boehringer Ingelheim Pharma GmbH & Co.KG",61.99,"1mg",60,1.0065,2015,"安徽",155,360
"瑞格列奈片","江苏豪森药业股份有限公司",60.39,"1mg",30,1.006333,2015,"安徽",155,456
"瑞格列奈片","天津市康瑞药业有限公司",30.19,"2.0mg",30,2.397,2015,"安徽",155,263
"瑞格列奈片","德国Boehringer Ingelheim Pharma GmbH & Co.KG",71.91,"2mg",60,1.711,2015,"安徽",155,360
"瑞格列奈片","江苏豪森药业股份有限公司",102.66,"0.5mg",20,0.799,2015,"安徽",155,456
"甲钴胺片","华北制药股份有限公司",15.98,"0.5mg",24,0.25,2015,"安徽",161,171
"甲钴胺片","江西青峰药业有限公司",6,"0.5g",20,1.197,2015,"安徽",161,466
"盐酸二甲双胍片","中美上海施贵宝制药有限公司",23.94,"0.85g",20,1.529,2015,"安徽",164,115
"盐酸二甲双胍片","中美上海施贵宝制药有限公司",30.58,"0.5g",10,2.312,2015,"安徽",164,115
"盐酸坦索罗辛缓释胶囊","安斯泰来制药（中国）有限公司",55.67,"5mg",10,5.224,2015,"安徽",169,290
"盐酸多奈哌齐片","江苏豪森药业股份有限公司",52.24,"5mg",12,5.224167,2015,"安徽",170,456
"盐酸多奈哌齐片","贵州圣济堂制药有限公司",62.69,"5mg",7,5.224286,2015,"安徽",170,657
"盐酸多奈哌齐片","重庆植恩药业有限公司",36.57,"20mg",30,0.616667,2015,"安徽",170,683
"盐酸曲美他嗪片","南京恒生制药有限公司",18.5,"20mg",30,0.903333,2015,"安徽",182,186
"盐酸曲美他嗪片","瑞阳制药有限公司",27.1,"20mg",30,1.489667,2015,"安徽",182,615
"盐酸曲美他嗪片","施维雅（天津）制药有限公司",44.69,"20mg",30,1.086667,2015,"安徽",182,397
"盐酸氨基葡萄糖片","四川新斯顿制药有限责任公司",41.16,"0.75g(以盐酸氨基葡萄糖计)",12,3.13,2015,"安徽",186,226
"盐酸氨基葡萄糖片","江苏正大清江制药有限公司",37.56,"0.24g(以盐酸氨基葡萄糖计)",20,1.17,2015,"安徽",186,446
"盐酸氨基葡萄糖胶囊","浙江诚意药业股份有限公司",23.4,"0.75g(以盐酸氨基葡萄糖计)",20,2.078,2015,"安徽",187,522
"盐酸氨基葡萄糖胶囊","香港澳美制药厂",41.56,"1ml:7.5mg",1,3.19,2015,"安徽",187,704
"盐酸氨溴索注射液","河北爱尔海泰制药有限公司",3.19,"2ml:15mg",1,2.82,2015,"安徽",189,483
"盐酸氨溴索注射液","山东方明药业集团股份有限公司",2.82,"2ml:15mg",1,5.24,2015,"安徽",189,305
"盐酸氨溴索注射液","山东罗欣药业股份有限公司",5.24,"2ml:15mg",1,6.07,2015,"安徽",189,309
"盐酸氨溴索注射液","上海勃林格殷格翰药业有限公司",6.07,"4ml:30mg",1,4.99,2015,"安徽",189,79
"盐酸氨溴索注射液","成都天台山制药有限公司",4.99,"4ml:30mg",1,8.2,2015,"安徽",189,374
"盐酸氨溴索注射液","国药集团国瑞药业有限公司",8.2,"30mg",20,0.6,2015,"安徽",189,243
"盐酸氨溴索片","山德士（中国）制药有限公司",12,"1mg",28,0.414286,2015,"安徽",190,315
"盐酸特拉唑嗪片","上海长城药业有限公司",11.6,"1mg",28,0.185714,2015,"安徽",193,106
"盐酸特拉唑嗪片","苏州东瑞制药有限公司",5.2,"2mg",28,0.315714,2015,"安徽",193,637
"盐酸特拉唑嗪片","苏州东瑞制药有限公司",8.84,"2mg",20,0.329,2015,"安徽",193,637
"盐酸特拉唑嗪片","常州制药厂有限公司",6.58,"1mg",24,0.3775,2015,"安徽",193,329
"盐酸特拉唑嗪胶囊","齐鲁制药有限公司",9.06,"2mg",12,0.333333,2015,"安徽",194,712
"盐酸特拉唑嗪胶囊","扬州市三药制药有限公司",4,"2mg",20,0.41,2015,"安徽",194,393
"盐酸特拉唑嗪胶囊","重庆华森制药有限公司",8.2,"2mg",14,0.34,2015,"安徽",194,678
"盐酸特拉唑嗪胶囊","国药集团国瑞药业有限公司",4.76,"0.125g",6,3.408333,2015,"安徽",194,243
"盐酸特比萘芬片","保定天浩制药有限公司",20.45,"0.125g",6,3.833333,2015,"安徽",195,132
"盐酸特比萘芬片","齐鲁制药有限公司",23,"0.125g",6,3.381667,2015,"安徽",195,712
"盐酸特比萘芬片","湖北恒安药业有限公司",20.29,"0.25g",7,13.35714,2015,"安徽",195,580
"盐酸特比萘芬片","北京诺华制药有限公司",93.5,"0.25g",14,5.617143,2015,"安徽",195,165
"盐酸特比萘芬片","南京臣功制药股份有限公司",78.64,"10ml:0.1g",1,20.28,2015,"安徽",195,191
"盐酸罗哌卡因注射液","江苏恒瑞医药股份有限公司",20.28,"10ml:0.1g",1,46.74,2015,"安徽",197,442
"盐酸罗哌卡因注射液","AstraZeneca AB",46.74,"10ml:50mg",1,19.02,2015,"安徽",197,3
"盐酸罗哌卡因注射液","广东嘉博制药有限公司",19.02,"10ml:75mg",1,22,2015,"安徽",197,338
"盐酸罗哌卡因注射液","齐鲁制药有限公司",22,"10ml:75mg",1,22,2015,"安徽",197,712
"盐酸罗哌卡因注射液","广东嘉博制药有限公司",22,"10mg",14,1.678571,2015,"安徽",197,338
"盐酸贝那普利片","上海新亚药业闵行有限公司",23.5,"10mg",10,1.678,2015,"安徽",205,91
"盐酸贝那普利片","成都地奥制药集团有限公司",16.78,"10mg",14,1.805714,2015,"安徽",205,373
