,Name,Firm,Price,Strength,Count,unit_price,Year,Area
640,辛伐他汀片,海正辉瑞制药有限公司,13.43,20mg,10,1.343,2015,Shanghai
641,辛伐他汀片,湖北广济药业股份有限公司,8.03,20mg,7,1.14714285714286,2015,Shanghai
642,辛伐他汀片,湖北广济药业股份有限公司,9.13,20mg,8,1.14125,2015,Shanghai
643,辛伐他汀片,湖北广济药业股份有限公司,15.65,20mg,14,1.11785714285714,2015,Shanghai
644,辛伐他汀片,湖北广济药业股份有限公司,17.8,20mg,16,1.1125,2015,Shanghai
645,辛伐他汀片,江苏福邦药业有限公司,13.9,10mg,20,0.695,2015,Shanghai
646,辛伐他汀片,江苏福邦药业有限公司,6.98,10mg,10,0.698,2015,Shanghai
647,辛伐他汀片,江苏黄河药业股份有限公司,7.74,10mg,10,0.774,2015,Shanghai
648,辛伐他汀片,江苏黄河药业股份有限公司,9.22,10mg,12,0.768333333333333,2015,Shanghai
649,辛伐他汀片,江苏康缘药业股份有限公司,2.18,10mg,10,0.218,2015,Shanghai
650,辛伐他汀片,江苏联环药业股份有限公司,12.8,10mg,10,1.28,2015,Shanghai
651,辛伐他汀片,江苏联环药业股份有限公司,25.1,20mg,10,2.51,2015,Shanghai
652,辛伐他汀片,江苏平光制药（焦作）有限公司,7.8,,1,7.8,2015,Shanghai
653,辛伐他汀片,鲁南贝特制药有限公司,21.89,5mg,24,0.912083333333333,2015,Shanghai
654,辛伐他汀片,山德士（中国）制药有限公司,8,20mg,10,0.8,2015,Shanghai
655,辛伐他汀片,山德士（中国）制药有限公司,8.78,40mg,10,0.878,2015,Shanghai
656,辛伐他汀片,山东方明药业集团股份有限公司,7.74,10mg,10,0.774,2015,Shanghai
657,辛伐他汀片,山东方明药业集团股份有限公司,9.22,10mg,12,0.768333333333333,2015,Shanghai
658,辛伐他汀片,山东方明药业集团股份有限公司,10.7,10mg,14,0.764285714285714,2015,Shanghai
659,辛伐他汀片,山东方明药业集团股份有限公司,20.78,10mg,28,0.742142857142857,2015,Shanghai
660,辛伐他汀片,山东凤凰制药股份有限公司,9.94,10mg,14,0.71,2015,Shanghai
661,辛伐他汀片,山东凤凰制药股份有限公司,14.02,10mg,20,0.701,2015,Shanghai
662,辛伐他汀片,山东罗欣药业集团股份有限公司,5.39,10mg,10,0.539,2015,Shanghai
663,辛伐他汀片,山东罗欣药业集团股份有限公司,12.61,20mg,10,1.261,2015,Shanghai
664,辛伐他汀片,山东罗欣药业集团股份有限公司司,6.26,5mg,20,0.313,2015,Shanghai
665,辛伐他汀片,山西云鹏制药有限公司,10.51,10mg,20,0.5255,2015,Shanghai
666,辛伐他汀片,国药集团汕头金石制药有限公司,7.74,10mg,10,0.774,2015,Shanghai
667,辛伐他汀片,国药集团汕头金石制药有限公司,13.13,20mg,10,1.313,2015,Shanghai
668,辛伐他汀片,上海天赐福生物工程有限公司,32.88,40mg,12,2.74,2015,Shanghai
669,辛伐他汀片,上海信谊万象药业股份有限公司,9.9,10mg,10,0.99,2015,Shanghai
670,辛伐他汀片,上海信谊万象药业股份有限公司,18.78,20mg,14,1.34142857142857,2015,Shanghai
671,辛伐他汀片,世贸天阶制药（江苏）有限责任公司,6.72,10mg,10,0.672,2015,Shanghai
672,辛伐他汀片,苏州第壹制药有限公司,15.6,20mg,20,0.78,2015,Shanghai
673,辛伐他汀片,苏州俞氏药业有限公司,8,20mg,14,0.571428571428571,2015,Shanghai
674,辛伐他汀片,天方药业有限公司,5,10mg,10,0.5,2015,Shanghai
675,辛伐他汀片,天方药业有限公司,8,20mg,10,0.8,2015,Shanghai
676,辛伐他汀片,天津怀仁制药有限公司,16.35,20mg,21,0.778571428571429,2015,Shanghai
677,辛伐他汀片,天津怀仁制药有限公司,11.06,20mg,14,0.79,2015,Shanghai
678,辛伐他汀片,遂成药业股份有限公司,5.39,10mg,10,0.539,2015,Shanghai
679,辛伐他汀片,烟台只楚药业有限公司,2.8,10mg,10,0.28,2015,Shanghai
680,辛伐他汀片,浙江贝得药业有限公司,3.1,10mg,20,0.155,2015,Shanghai
681,辛伐他汀片,浙江贝得药业有限公司,1.8,10mg,10,0.18,2015,Shanghai
682,辛伐他汀片,浙江贝得药业有限公司,2.55,10mg,14,0.182142857142857,2015,Shanghai
683,辛伐他汀片,浙江京新药业股份有限公司,20.4,40mg,7,2.91428571428571,2015,Shanghai
684,辛伐他汀片,浙江京新药业股份有限公司,18.78,20mg,14,1.34142857142857,2015,Shanghai
685,辛伐他汀片,浙江京新药业股份有限公司,9.63,20mg,7,1.37571428571429,2015,Shanghai
686,辛伐他汀片,浙江京新药业股份有限公司,10.7,10mg,14,0.764285714285714,2015,Shanghai
687,辛伐他汀片,浙江京新药业股份有限公司,5.48,10mg,7,0.782857142857143,2015,Shanghai
688,辛伐他汀片,浙江南洋药业有限公司,6.43,10mg,12,0.535833333333333,2015,Shanghai
689,辛伐他汀片,浙江天瑞药业有限公司,7.46,10mg,14,0.532857142857143,2015,Shanghai
690,辛伐他汀片,涿州东乐制药有限公司,26.65,40mg,10,2.665,2015,Shanghai
691,注射用胸腺法新,SciClone Pharmaceuticals Italy S.R.L(Patheon Italia S.p.A.),567,1.6mg,1,567,2015,Shanghai
692,注射用胸腺法新,成都地奥九泓制药厂,127.38,1.6mg,1,127.38,2015,Shanghai
693,注射用胸腺法新,成都圣诺生物制药有限公司,106.92,1.6mg,1,106.92,2015,Shanghai
694,注射用胸腺法新,哈药集团生物工程有限公司,120.98,1.6mg,1,120.98,2015,Shanghai
695,注射用胸腺法新,海南双成药业股份有限公司,123.8,1.6mg,1,123.8,2015,Shanghai
696,注射用胸腺法新,海南中和药业有限公司,122.48,1.6mg,1,122.48,2015,Shanghai
697,注射用胸腺法新,上海第一生化药业有限公司,127.12,1.6mg,1,127.12,2015,Shanghai
698,注射用胸腺法新,苏州天马医药集团天吉生物制药有限公司,106.92,1.6mg,1,106.92,2015,Shanghai
699,吸入用异丙托溴铵溶液,Boehringer Ingelheim Pharma GmbH & Co. KG(Laboratoire Unither),38.26,2ml,1,38.26,2015,Shanghai
700,吸入用异丙托溴铵溶液,Boehringer Ingelheim Pharma GmbH & Co. KG(Laboratoire Unither),50.09,2ml,1,50.09,2015,Shanghai
701,脂肪乳氨基酸（17）葡萄糖（11%）注射液,华瑞制药有限公司,305.22,1440ml,1,305.22,2015,Shanghai
702,脂肪乳氨基酸（17）葡萄糖（11%）注射液,华瑞制药有限公司,345.22,1920ml,1,345.22,2015,Shanghai
703,阿托伐他汀钙片,浙江新东港药业股份有限公司,42.74,10mg,14,3.05285714285714,2016,Shanghai
704,苯磺酸氨氯地平片,北京红林制药有限公司,7.12,5mg,28,0.254285714285714,2016,Shanghai
705,玻璃酸钠滴眼液,参天制药株式会社（参天制药（中国）有限公司分装）,4.8,0.4ml,1,4.8,2016,Shanghai
706,玻璃酸钠滴眼液,千寿制药株式会社（千寿制药株式会社 福崎工厂）Senju Pharmaceutical Co.，Ltd.(Senju Pharmaceutical Co.，Ltd. Pukusaki Plant),22.89,5mg,1,22.89,2016,Shanghai
707,单硝酸异山梨酯缓释片,乐普药业股份有限公司,22.86,40mg,24,0.9525,2016,Shanghai
708,厄贝沙坦氢氯噻嗪片,浙江华圣爱诺药业有限公司,28.91,150mg,12,2.40916666666667,2016,Shanghai
709,厄贝沙坦氢氯噻嗪片,浙江华圣爱诺药业有限公司,33.54,150mg,14,2.39571428571429,2016,Shanghai
710,恩替卡韦分散片,安徽贝克生物制药有限公司,185.37,0.5mg,14,13.2407142857143,2016,Shanghai
711,恩替卡韦分散片,安徽贝克生物制药有限公司,92.71,0.5mg,7,13.2442857142857,2016,Shanghai
712,氟康唑片,乐普药业股份有限公司,11.65,100mg,6,1.94166666666667,2016,Shanghai
713,氟康唑片,乐普药业股份有限公司,6.09,50mg,6,1.015,2016,Shanghai
714,格列齐特缓释片,LES LABORATOIRES SERVIER INDUSTRIE （施维雅天津制药有限公司分装）,39.95,60mg,15,2.66333333333333,2016,Shanghai
715,卡培他滨片,齐鲁制药有限公司,77.37,0.15g,10,7.737,2016,Shanghai
716,克拉霉素片,杭州中美华东制药有限公司,9.3,0.25g,6,1.55,2016,Shanghai
717,利奈唑胺葡萄糖注射液,江苏豪森药业股份有限公司,92.17,100ml,1,92.17,2016,Shanghai
718,硫酸氢氯吡格雷片,深圳信立泰药业股份有限公司,68.55,25mg,20,3.4275,2016,Shanghai
719,瑞格列奈片,北京万生药业有限责任公司,18.22,0.5mg,30,0.607333333333333,2016,Shanghai
720,瑞格列奈片,北京万生药业有限责任公司,32.42,1.0mg,30,1.08066666666667,2016,Shanghai
721,盐酸氨基葡萄糖片,四川绿叶宝光药业股份有限公司,35.09,0.24g,30,1.16966666666667,2016,Shanghai
722,盐酸帕罗西汀片,北京万生药业有限责任公司,65.02,20mg,20,3.251,2016,Shanghai
723,注射用阿奇霉素,江苏金丝利药业有限公司,11.99,0.5g,1,11.99,2016,Shanghai
724,注射用泮托拉唑钠,杭州中美华东制药有限公司,31.59,40mg,NA,NA,2016,Shanghai
725,注射用泮托拉唑钠,江苏奥赛康药业股份有限公司,28.85,40mg,NA,NA,2016,Shanghai
726,注射用泮托拉唑钠,江苏金丝利药业有限公司,13.02,40mg,1,13.02,2016,Shanghai
727,注射用泮托拉唑钠,山西威奇达光明制药有限公司,20.39,40mg,NA,NA,2016,Shanghai
728,注射用泮托拉唑钠,无锡凯夫制药有限公司,31.21,40mg,NA,NA,2016,Shanghai
729,注射用培美曲塞二钠,南京先声东元制药有限公司,870,0.1g,NA,NA,2016,Shanghai
730,注射用培美曲塞二钠,南京先声东元制药有限公司,1654.54,0.2g,NA,NA,2016,Shanghai
731,注射用头孢呋辛钠,深圳信立泰药业股份有限公司,7.29,0.75g,NA,NA,2016,Shanghai
732,注射用头孢呋辛钠,深圳致君制药有限公司,30.6,3.0g,NA,NA,2016,Shanghai
733,注射用头孢曲松钠,台湾泛生制药厂股份有限公司,55.69,2.0g,NA,NA,2016,Shanghai
734,左乙拉西坦片,重庆圣华曦药业股份有限公司,176.46,0.5g,30,5.882,2016,Shanghai
735,注射用头孢呋辛钠,广州白云山天心制药股份有限公司,14.65,1.5g,NA,NA,2016,Shanghai
736,注射用头孢呋辛钠,广州白云山天心制药股份有限公司,23,2.0g,1,23,2016,Shanghai
737,注射用头孢呋辛钠,广州白云山天心制药股份有限公司,12.57,1g,1,12.57,2016,Shanghai
738,阿奇霉素片,上海现代制药股份有限公司,4.25,250mg,6,0.708333333333333,2016,Shanghai
739,氟康唑胶囊,正大青春宝药业有限公司,7.5,150mg,1,7.5,2016,Shanghai
740,盐酸曲美他嗪片,北京万生药业有限责任公司,30.1,20mg,30,1.00333333333333,2016,Shanghai
741,盐酸曲美他嗪片,北京万生药业有限责任公司,58.7,20mg,60,0.978333333333333,2016,Shanghai
742,盐酸曲美他嗪片,北京万生药业有限责任公司,86.75,20mg,90,0.963888888888889,2016,Shanghai
743,注射用更昔洛韦,成都天台山制药有限公司,9.24,250mg,NA,NA,2016,Shanghai
744,注射用泮托拉唑钠,成都天台山制药有限公司,39.04,42.3mg,NA,NA,2016,Shanghai
745,注射用泮托拉唑钠,海南卫康制药（潜山）有限公司,44.8,60mg,NA,NA,2016,Shanghai
746,注射用泮托拉唑钠,杭州中美华东制药有限公司,37.65,80mg,NA,NA,2016,Shanghai
747,注射用泮托拉唑钠,华润双鹤药业股份有限公司,26.5,40mg,NA,NA,2016,Shanghai
748,注射用泮托拉唑钠,山东绿叶制药有限公司,19.6,40mg,NA,NA,2016,Shanghai
749,注射用头孢呋辛钠,南昌立健药业有限公司,4.61,1.5g,1,4.61,2016,Shanghai
750,注射用头孢呋辛钠,南昌立健药业有限公司,7.83,3g,1,7.83,2016,Shanghai
751,注射用头孢呋辛钠,南昌立健药业有限公司,8.1,2.5g,1,8.1,2016,Shanghai
752,注射用头孢呋辛钠,南昌立健药业有限公司,1.97,500mg,1,1.97,2016,Shanghai
753,注射用头孢他啶,苏州中化药品工业有限公司,14.26,1.5g,NA,NA,2016,Shanghai
754,阿法骨化醇软胶囊,上海信谊延安药业有限公司,40.33,,20,2.0165,2016,Shanghai
755,阿立哌唑片,上海中西制药有限公司,26.24,10mg,7,3.74857142857143,2016,Shanghai
756,阿奇霉素片,深圳海王药业有限公司,5.44,125mg,12,0.453333333333333,2016,Shanghai
757,盐酸氨基葡萄糖胶囊,浙江诚意药业股份有限公司,81.05,240mg,90,0.900555555555556,2016,Shanghai
758,苯磺酸氨氯地平片,北京万生药业有限责任公司,18.61,5mg,21,0.886190476190476,2016,Shanghai
759,苯磺酸氨氯地平片,北京万生药业有限责任公司,24.55,5mg,28,0.876785714285714,2016,Shanghai
760,苯磺酸氨氯地平片,康普药业股份有限公司,NA,5mg,14,NA,2016,Shanghai
761,苯磺酸氨氯地平片,康普药业股份有限公司,5.02,5mg,21,0.239047619047619,2016,Shanghai
762,苯磺酸氨氯地平片,康普药业股份有限公司,NA,5mg,28,NA,2016,Shanghai
763,苯磺酸氨氯地平片,山东凤凰制药股份有限公司,27.1,10mg,14,1.93571428571429,2016,Shanghai
764,盐酸氨溴索注射液,上海勃林格殷格翰药业有限公司,27.99,15mg,5,5.598,2016,Shanghai
765,盐酸氨溴索注射液,云南龙海天然植物药业有限公司,26.75,30mg,5,5.35,2016,Shanghai
766,盐酸氨溴索注射液,浙江康恩贝制药股份有限公司,3.61,15mg,NA,NA,2016,Shanghai
767,奥美拉唑肠溶胶囊,海南海力制药有限公司,31.63,40mg,24,1.31791666666667,2016,Shanghai
768,盐酸贝那普利片,北京诺华制药有限公司,41.71,10mg,14,2.97928571428571,2016,Shanghai
769,盐酸贝那普利片,深圳信立泰药业股份有限公司,30.56,5mg,28,1.09142857142857,2016,Shanghai
770,布洛芬颗粒,石药集团欧意药业有限公司,NA,200mg,10,NA,2016,Shanghai
771,布洛芬颗粒,石药集团欧意药业有限公司,NA,200mg,24,NA,2016,Shanghai
772,单硝酸异山梨酯缓释胶囊,珠海润都制药股份有限公司(原：润都民彤),14.61,50mg,10,1.461,2016,Shanghai
773,单硝酸异山梨酯缓释胶囊,珠海润都制药股份有限公司(原：润都民彤),28.48,50mg,20,1.424,2016,Shanghai
774,单硝酸异山梨酯缓释片,河北医科大学制药厂,19.79,50mg,14,1.41357142857143,2016,Shanghai
775,单硝酸异山梨酯缓释片,鲁南贝特制药有限公司,47.2,40mg,24,1.96666666666667,2016,Shanghai
776,单硝酸异山梨酯缓释片,山东齐都药业有限公司,24.97,60mg,14,1.78357142857143,2016,Shanghai
777,厄贝沙坦片,海正辉瑞制药有限公司,6.87,150mg,6,1.145,2016,Shanghai
778,厄贝沙坦片,江苏恒瑞医药股份有限公司,22.76,150mg,14,1.62571428571429,2016,Shanghai
779,厄贝沙坦片,修正药业集团股份有限公司,28.58,150mg,14,2.04142857142857,2016,Shanghai
780,厄贝沙坦片,修正药业集团股份有限公司,59.56,150mg,30,1.98533333333333,2016,Shanghai
781,厄贝沙坦氢氯噻嗪片,南京正大天晴制药有限公司,18.46,150mg,7,2.63714285714286,2016,Shanghai
782,厄贝沙坦氢氯噻嗪片,南京正大天晴制药有限公司,36,5mg,14,2.57142857142857,2016,Shanghai
783,厄贝沙坦氢氯噻嗪片,赛诺菲(杭州)制药有限公司,32.22,150mg,7,4.60285714285714,2016,Shanghai
784,氟康唑胶囊,江苏亚邦爱普森药业有限公司,11.3,150mg,12,0.941666666666667,2016,Shanghai
785,氟康唑胶囊,康普药业股份有限公司,NA,50mg,12,NA,2016,Shanghai
786,氟康唑胶囊,上海中西三维药业有限公司,3.01,50mg,3,1.00333333333333,2016,Shanghai
787,氟康唑胶囊,宜昌东阳光长江药业股份有限公司,1.14,50mg,6,0.19,2016,Shanghai
788,氟康唑胶囊,宜昌东阳光长江药业股份有限公司,1.86,50mg,10,0.186,2016,Shanghai
789,氟康唑氯化钠注射液,安徽环球药业股份有限公司,5.8,200mg,NA,NA,2016,Shanghai
790,氟康唑氯化钠注射液,四川科伦药业股份有限公司,3.72,200mg,NA,NA,2016,Shanghai
791,氟康唑片,四川科伦药业股份有限公司(原:四川珍珠),1.7,50mg,6,0.283333333333333,2016,Shanghai
792,福辛普利钠片,浙江华海药业股份有限公司,30,10mg,14,2.14285714285714,2016,Shanghai
793,格列美脲片,赛诺菲(北京)制药有限公司,68.88,2mg,15,4.592,2016,Shanghai
794,聚乙二醇4000散,湖南华纳大药厂股份有限公司,23.14,10g,10,2.314,2016,Shanghai
795,聚乙二醇4000散,重庆赛诺生物药业股份有限公司,22.87,10g,10,2.287,2016,Shanghai
796,坎地沙坦酯片,迪沙药业集团有限公司,40.43,8mg,18,2.24611111111111,2016,Shanghai
797,克拉霉素片,上海雅培制药有限公司,60.26,250mg,8,7.5325,2016,Shanghai
798,富马酸喹硫平片,苏州第壹制药有限公司,47.25,100mg,30,1.575,2016,Shanghai
799,利培酮片,北京天衡药物研究院南阳天衡制药厂,15.53,1mg,20,0.7765,2016,Shanghai
800,利培酮片,北京天衡药物研究院南阳天衡制药厂,22.95,1mg,30,0.765,2016,Shanghai
801,利培酮片,常州四药制药有限公司,45.49,2mg,20,2.2745,2016,Shanghai
802,利培酮片,江苏恩华药业股份有限公司,34.48,1mg,40,0.862,2016,Shanghai
803,利培酮片,齐鲁制药有限公司,12.19,1mg,20,0.6095,2016,Shanghai
804,利培酮片,齐鲁制药有限公司,18.02,1mg,30,0.600666666666667,2016,Shanghai
805,利培酮片,浙江华海药业股份有限公司,25.1,1mg,60,0.418333333333333,2016,Shanghai
806,氯沙坦钾片,浙江华海药业股份有限公司,21.64,50mg,7,3.09142857142857,2016,Shanghai
807,氯沙坦钾片,浙江华海药业股份有限公司,42.2,50mg,14,3.01428571428571,2016,Shanghai
808,米索前列醇片,上海新华联制药有限公司,5.57,0.2mg,3,1.85666666666667,2016,Shanghai
809,枸橼酸莫沙必利片,江苏豪森药业股份有限公司,6.63,5mg,12,0.5525,2016,Shanghai
810,枸橼酸莫沙必利片,江苏豪森药业股份有限公司,12.92,5mg,24,0.538333333333333,2016,Shanghai
811,枸橼酸莫沙必利片,住友制药(苏州)有限公司,20.95,5mg,10,2.095,2016,Shanghai
812,盐酸帕罗西汀片,浙江华海药业股份有限公司,75.84,20mg,20,3.792,2016,Shanghai
813,盐酸帕罗西汀片,浙江尖峰药业有限公司,52.59,20mg,12,4.3825,2016,Shanghai
814,瑞格列奈片,江苏豪森药业股份有限公司,18.21,0.5mg,30,0.607,2016,Shanghai
815,瑞格列奈片,江苏豪森药业股份有限公司,35.51,0.5mg,60,0.591833333333333,2016,Shanghai
816,瑞格列奈片,江苏豪森药业股份有限公司,28.19,1mg,30,0.939666666666667,2016,Shanghai
817,盐酸舍曲林片,浙江京新药业股份有限公司,52.89,50mg,28,1.88892857142857,2016,Shanghai
818,盐酸特拉唑嗪片,苏州东瑞制药有限公司,6.49,2mg,28,0.231785714285714,2016,Shanghai
819,头孢丙烯片,珠海联邦制药股份有限公司中山分公司,22.81,250mg,6,3.80166666666667,2016,Shanghai
820,头孢克洛胶囊,广州南新制药有限公司,33.59,250mg,10,3.359,2016,Shanghai
821,头孢克洛胶囊,华北制药河北华民药业有限责任公司,7.39,250mg,12,0.615833333333333,2016,Shanghai
822,头孢拉定胶囊,扬子江药业集团有限公司,14.45,250mg,24,0.602083333333333,2016,Shanghai
823,注射用头孢他啶,哈药集团制药总厂,7.75,1.0g,1,7.75,2016,Shanghai
824,注射用头孢他啶,山东罗欣药业集团股份有限公司,3.28,0.5g,1,3.28,2016,Shanghai
825,注射用头孢他啶,苏州东瑞制药有限公司,4.01,0.5g,1,4.01,2016,Shanghai
826,注射用头孢他啶,苏州二叶制药有限公司,3.63,0.5g,1,3.63,2016,Shanghai
827,注射用头孢他啶,珠海联邦制药股份有限公司中山分公司,8.5,1.0g,1,8.5,2016,Shanghai
828,注射用头孢唑林钠,哈药集团制药总厂,3.7,2g,1,3.7,2016,Shanghai
829,盐酸西替利嗪片,比利时联合化工集团医药部(瑞士),17.13,10mg,5,3.426,2016,Shanghai
830,盐酸西替利嗪片,比利时联合化工集团医药部(瑞士),33.4,10mg,10,3.34,2016,Shanghai
831,缬沙坦胶囊,海南澳美华制药有限公司,23.79,160mg,7,3.39857142857143,2016,Shanghai
832,缬沙坦胶囊,华润赛科药业有限责任公司,NA,80mg,24,NA,2016,Shanghai
833,缬沙坦片,常州四药制药有限公司,19.94,40mg,14,1.42428571428571,2016,Shanghai
834,辛伐他汀片,康普药业股份有限公司,8.64,10mg,14,0.617142857142857,2016,Shanghai
835,辛伐他汀片,浙江京新药业股份有限公司,39.66,40mg,14,2.83285714285714,2016,Shanghai
836,紫杉醇注射液,哈尔滨三联药业股份有限公司,304.22,60mg,NA,NA,2016,Shanghai
837,紫杉醇注射液,海正辉瑞制药有限公司,NA,30mg,NA,NA,2016,Shanghai
838,紫杉醇注射液,江苏奥赛康药业股份有限公司,136.73,30mg,NA,NA,2016,Shanghai
839,硫酸氢氯吡格雷片,乐普药业股份有限公司,46.57,75mg,7,6.65285714285714,2016,Shanghai
840,硫酸氢氯吡格雷片,乐普药业股份有限公司,28.82,25mg,10,2.882,2016,Shanghai
841,注射用头孢他啶,"Antibióticos do Brasil Ltda.(Antibióticos do
Brasil Ltda.)",29.83,1.0g,1,29.83,2017,Shanghai
842,头孢地尼胶囊,"Astellas Pharma Tech Co.,Ltd. Takaoka
Plant(广州白云山光华制药股份有限公司分包装)",52.86,100mg,6,8.81,2017,Shanghai
843,头孢地尼胶囊,"Astellas Pharma Tech Co.,Ltd. Takaoka
Plant(广州白云山光华制药股份有限公司分包装)",86.47,100mg,10,8.647,2017,Shanghai
844,丙泊酚中/长链脂肪乳注射液,B.Braun Melsungen AG（B.Braun Melsungen AG）,81.18,20ml,1,81.18,2017,Shanghai
845,丙泊酚中/长链脂肪乳注射液,B.Braun Melsungen AG（B.Braun Melsungen AG）,168.2,50ml,1,168.2,2017,Shanghai
846,丙泊酚中/长链脂肪乳注射液,B.Braun Melsungen AG（B.Braun Melsungen AG）,81.18,20ml,1,81.18,2017,Shanghai
847,利伐沙班片,Bayer Pharma AG,342.33,10mg,5,68.466,2017,Shanghai
848,盐酸莫西沙星氯化钠注射液,"Bayer Pharma AG(拜耳医药保健有限公司广州分公
司分包装)",246.96,400mg,1,246.96,2017,Shanghai
849,吸入用异丙托溴铵溶液,"Boehringer Ingelheim Pharma GmbH & Co.
KG(Laboratoire Unither)",46.39,2ml,1,46.39,2017,Shanghai
850,紫杉醇注射液,"Bristol-Myers Squibb S.R.L.(Corden Pharma
Latina S.P.A.)",860.18,30mg,1,860.18,2017,Shanghai
851,羟苯磺酸钙胶囊,"Ebewe Pharma Ges.m.b.H.Nfg.KG (Klocke Pharma
Service)",139.34,0.5g,60,2.32233333333333,2017,Shanghai
852,羟苯磺酸钙胶囊,"Ebewe Pharma Ges.m.b.H.Nfg.KG (Klocke Pharma
Service)",48.35,0.5g,20,2.4175,2017,Shanghai
853,丙泊酚中/长链脂肪乳注射液,"Fresenius Kabi Austria GmbH(北京费森尤斯卡比
医药有限公司分装）",299.26,50ml,1,299.26,2017,Shanghai
854,丙泊酚中/长链脂肪乳注射液,"Fresenius Kabi Austria GmbH（北京费森尤斯卡比
医药有限公司分装）",68.52,20ml,1,68.52,2017,Shanghai
855,氢溴酸西酞普兰片,Hexal AG （Salutas Pharma GmbH）,42.15,20mg,14,3.01071428571429,2017,Shanghai
856,阿托伐他汀钙片,"Lek Pharmaceuticals d.d（山德士（中国）制药有
限公司分装）",53.36,20mg,10,5.336,2017,Shanghai
857,孟鲁司特钠片,"Merck Sharp & Dohme Limited（杭州默沙东制药有
限公司分装）",35.99,10mg,5,7.198,2017,Shanghai
858,辛伐他汀片,"Merck Sharp & Dohme Limited（杭州默沙东制药有
限公司分装）",41.55,20mg,14,2.96785714285714,2017,Shanghai
859,辛伐他汀片,"Merck Sharp & Dohme Limited（杭州默沙东制药有
限公司分装）",26.13,40mg,5,5.226,2017,Shanghai
860,替莫唑胺胶囊,Merck Sharp & Dohme Ltd(Orion Corporation),1062.89,20mg,5,212.578,2017,Shanghai
861,替莫唑胺胶囊,Merck Sharp & Dohme Ltd(Orion Corporation),3969.12,100mg,5,793.824,2017,Shanghai
862,利培酮片,"Novartis （Bangladesh） Limited （Novartis
（Bangladesh） Limited）",13.9,1mg,20,0.695,2017,Shanghai
863,塞来昔布胶囊,"Pfizer Pharmaceuticals LLC（辉瑞制药有限公司
进口分装）",34.48,200mg,6,5.74666666666667,2017,Shanghai
864,利奈唑胺片,"Pharmacia & Upjohn Company(Pfizer
Pharmaceuticals LLC)",3894.09,0.6g,10,389.409,2017,Shanghai
865,注射用更昔洛韦,"Roche Pharma(Schweiz)Ltd.( F.Hoffmann-La
Roche Ltd. )",329.46,500mg,1,329.46,2017,Shanghai
866,硫酸氨基葡萄糖胶囊,ROTTAPHARM S.P.A(Rottapharm Ltd),52.16,0.25g,20,2.608,2017,Shanghai
867,氨磺必利片,"Sanofi Winthrop Industrie （  诺菲（杭州）制
药有限公司分装）",262.95,200mg,20,13.1475,2017,Shanghai
868,注射用胸腺法新,"SciClone Pharmaceuticals Italy S.R.L(Patheon
Italia S.p.A.)",517.39,1.6mg,1,517.39,2017,Shanghai
869,硫辛酸注射液,"STADApharm GmbH（Hameln Pharmaceuticals
GmbH）",59.03,12ml,1,59.03,2017,Shanghai
870,泮托拉唑钠肠溶片,"Takeda GmbH（Takeda GmbH production site
Oranienburg）",68.95,40mg,7,9.85,2017,Shanghai
871,泮托拉唑钠肠溶片,"Takeda GmbH（Takeda GmbH production site
Oranienburg）",134.46,40mg,14,9.60428571428571,2017,Shanghai
872,苯磺顺阿曲库铵注射液,"THE WELLCOME FOUNDATION LTD(GLAXOSMITHKLINE
MANUFACTURING SPA)",109.04,10mg,1,109.04,2017,Shanghai
873,注射用艾司奥美拉唑钠,阿斯利康制药有限公司,108.86,40mg,1,108.86,2017,Shanghai
874,艾司奥美拉唑镁肠溶片,阿斯利康制药有限公司,69.47,20mg,7,9.92428571428571,2017,Shanghai
875,恩替卡韦分散片,安徽贝克生物制药有限公司,111.65,0.5mg,14,7.975,2017,Shanghai
876,恩替卡韦分散片,安徽贝克生物制药有限公司,57.26,0.5mg,7,8.18,2017,Shanghai
877,氟康唑氯化钠注射液,安徽环球药业股份有限公司,3.83,200mg,1,3.83,2017,Shanghai
878,厄贝沙坦片,安徽环球药业股份有限公司,34.72,75mg,36,0.964444444444444,2017,Shanghai
879,氟康唑氯化钠注射液,安徽双鹤药业有限责任公司,4.3,200mg,1,4.3,2017,Shanghai
880,氟康唑氯化钠注射液,安徽双鹤药业有限责任公司,2.82,200mg,1,2.82,2017,Shanghai
881,阿卡波糖片,拜耳医药保健有限公司,64.45,50mg,30,2.14833333333333,2017,Shanghai
882,盐酸特比萘芬片,保定天浩制药有限公司,51.82,125mg,14,3.70142857142857,2017,Shanghai
883,盐酸特比萘芬片,保定天浩制药有限公司,22.91,125mg,6,3.81833333333333,2017,Shanghai
884,碘海醇注射液,北京北陆药业股份有限公司,186.6,100ml,1,186.6,2017,Shanghai
885,碘海醇注射液,北京北陆药业股份有限公司,113.13,50ml,1,113.13,2017,Shanghai
886,瑞格列奈片,北京北陆药业股份有限公司,16.9,0.5mg,30,0.563333333333333,2017,Shanghai
887,碘克沙醇注射液,北京北陆药业股份有限公司,358.39,50ml,1,358.39,2017,Shanghai
888,瑞格列奈片,北京北陆药业股份有限公司,32.95,0.5mg,60,0.549166666666667,2017,Shanghai
889,伏立康唑片,北京博康健基因科技有限公司,402.62,50mg,10,40.262,2017,Shanghai
890,苯磺酸氨氯地平片,北京红林制药有限公司,4.48,5mg,28,0.16,2017,Shanghai
