"","Name","Firm","Price","Volume","Count","unit_price","Year"
"451","泮托拉唑钠肠溶片","山东罗欣药业集团股份有限公司",30.32,"40mg",7,4.33142857142857,2015
"452","泮托拉唑钠肠溶片","山东罗欣药业集团股份有限公司",42.75,"40mg",10,4.275,2015
"453","泮托拉唑钠肠溶片","山东罗欣药业集团股份有限公司",59.12,"40mg",14,4.22285714285714,2015
"454","泮托拉唑钠肠溶片","沈阳圣元药业有限公司",40.81,"40mg",14,2.915,2015
"455","泮托拉唑钠肠溶片","沈阳圣元药业有限公司",20.93,"40mg",7,2.99,2015
"456","泮托拉唑钠肠溶片","沈阳圣元药业有限公司",29.51,"40mg",10,2.951,2015
"457","泮托拉唑钠肠溶片","世贸天阶制药（江苏）有限责任公司",12.2,"40mg",7,1.74285714285714,2015
"458","泮托拉唑钠肠溶片","世贸天阶制药（江苏）有限责任公司",21,"40mg",12,1.75,2015
"459","泮托拉唑钠肠溶片","印度瑞迪博士实验室有限公司（印度瑞迪博士实验室有限公司）",35.5,"20mg",20,1.775,2015
"460","泮托拉唑钠肠溶片","印度瑞迪博士实验室有限公司（印度瑞迪博士实验室有限公司）",57.55,"40mg",20,2.8775,2015
"461","注射用泮托拉唑钠","Takeda GmbH(Takeda GmbH Manufacturing site Singen)",108.7,"40mg",1,108.7,2015
"462","注射用泮托拉唑钠","辰欣药业股份有限公司",22.38,"40mg",1,22.38,2015
"463","注射用泮托拉唑钠","成都百裕科技制药有限公司",63.13,"80mg",1,63.13,2015
"464","注射用泮托拉唑钠","成都天台山制药有限公司",26,"42.3mg",1,26,2015
"465","注射用泮托拉唑钠","大连美罗大药厂",44.13,"80mg",1,44.13,2015
"466","注射用泮托拉唑钠","福建省闽东力捷迅药业有限公司",16.43,"40mg",1,16.43,2015
"467","注射用泮托拉唑钠","广东宏远集团药业有限公司",13.94,"40mg",1,13.94,2015
"468","注射用泮托拉唑钠","哈尔滨三联药业股份有限公司",18.65,"40mg",1,18.65,2015
"469","注射用泮托拉唑钠","哈尔滨誉衡药业股份有限公司",15,"40mg",1,15,2015
"470","注射用泮托拉唑钠","哈药集团三精加滨药业有限公司",29.74,"60mg",1,29.74,2015
"471","注射用泮托拉唑钠","海口奇力制药股份有限公司",17.04,"40mg",1,17.04,2015
"472","注射用泮托拉唑钠","海南皇隆制药股份有限公司",12.38,"40mg",1,12.38,2015
"473","注射用泮托拉唑钠","海南锦瑞制药股份有限公司",10.03,"40mg",1,10.03,2015
"474","注射用泮托拉唑钠","海南锦瑞制药股份有限公司",27.9,"80mg",1,27.9,2015
"475","注射用泮托拉唑钠","海南灵康制药有限公司",16.23,"40mg",1,16.23,2015
"476","注射用泮托拉唑钠","海南灵康制药有限公司",27.18,"80mg",1,27.18,2015
"477","注射用泮托拉唑钠","海南双成药业股份有限公司",15.01,"40mg",1,15.01,2015
"478","注射用泮托拉唑钠","海南卫康制药（潜山）有限公司",33.04,"60mg",1,33.04,2015
"479","注射用泮托拉唑钠","海南卫康制药（潜山）有限公司",54.58,"80mg",1,54.58,2015
"480","注射用泮托拉唑钠","海南中化联合制药工业股份有限公司",17.91,"40mg",1,17.91,2015
"481","注射用泮托拉唑钠","杭州中美华东制药有限公司",39.04,"40mg",1,39.04,2015
"482","注射用泮托拉唑钠","杭州中美华东制药有限公司",33.04,"80mg",1,33.04,2015
"483","注射用泮托拉唑钠","河北一品制药有限公司",18.75,"40mg",1,18.75,2015
"484","注射用泮托拉唑钠","河北智同生物制药有限公司",33,"80mg",1,33,2015
"485","注射用泮托拉唑钠","河南辅仁怀庆堂制药有限公司",17.91,"40mg",1,17.91,2015
"486","注射用泮托拉唑钠","湖南恒生制药股份有限公司",10.03,"40mg",1,10.03,2015
"487","注射用泮托拉唑钠","湖南五洲通药业有限责任公司",28.82,"60mg",1,28.82,2015
"488","注射用泮托拉唑钠","湖南五洲通药业有限责任公司",17.18,"40mg",1,17.18,2015
"489","注射用泮托拉唑钠","华北制药股份有限公司",33.39,"40mg",1,33.39,2015
"490","注射用泮托拉唑钠","华润双鹤药业股份有限公司",15.43,"40mg",1,15.43,2015
"491","注射用泮托拉唑钠","江苏奥  康药业股份有限公司",30.36,"40mg",1,30.36,2015
"492","注射用泮托拉唑钠","江苏奥  康药业股份有限公司",37.06,"80mg",1,37.06,2015
"493","注射用泮托拉唑钠","江苏奥  康药业股份有限公司",33,"60mg",1,33,2015
"494","注射用泮托拉唑钠","江苏康缘药业股份有限公司",12.38,"40mg",1,12.38,2015
"495","注射用泮托拉唑钠","锦州九泰药业有限责任公司",16.42,"40mg",1,16.42,2015
"496","注射用泮托拉唑钠","锦州九泰药业有限责任公司",27.9,"80mg",1,27.9,2015
"497","注射用泮托拉唑钠","开封康诺药业有限公司",9.89,"40mg",1,9.89,2015
"498","注射用泮托拉唑钠","辽宁诺维诺制药股份有限公司",17.91,"40mg",1,17.91,2015
"499","注射用泮托拉唑钠","辽宁诺维诺制药股份有限公司",33,"80mg",1,33,2015
"500","注射用泮托拉唑钠","马鞍山丰原制药有限公司",17.91,"40mg",1,17.91,2015
"501","注射用泮托拉唑钠","马鞍山丰原制药有限公司",26.4,"60mg",1,26.4,2015
"502","注射用泮托拉唑钠","马鞍山丰原制药有限公司",38.64,"80mg",1,38.64,2015
"503","注射用泮托拉唑钠","南京长澳制药有限公司",28.42,"40mg",1,28.42,2015
"504","注射用泮托拉唑钠","南京正大天晴制药有限公司",16,"60mg",1,16,2015
"505","注射用泮托拉唑钠","南京正大天晴制药有限公司",19.48,"80mg",1,19.48,2015
"506","注射用泮托拉唑钠","青岛国大生物制药股份有限公司",17.9,"40mg",1,17.9,2015
"507","注射用泮托拉唑钠","瑞阳制药有限公司",28.57,"40mg",1,28.57,2015
"508","注射用泮托拉唑钠","山东罗欣药业集团股份有限公司",17.14,"40mg",1,17.14,2015
"509","注射用泮托拉唑钠","山东绿叶制药有限公司",64.9,"80mg",1,64.9,2015
"510","注射用泮托拉唑钠","山东绿叶制药有限公司",33,"60mg",1,33,2015
"511","注射用泮托拉唑钠","山东绿叶制药有限公司",17.91,"40mg",1,17.91,2015
"512","注射用泮托拉唑钠","山西威奇达光明制药有限公司",27.35,"40mg",1,27.35,2015
"513","注射用泮托拉唑钠","山西威奇达光明制药有限公司",31.28,"60mg",1,31.28,2015
"514","注射用泮托拉唑钠","山西威奇达光明制药有限公司",46.31,"80mg",1,46.31,2015
"515","注射用泮托拉唑钠","山西振东泰盛制药有限公司",15.77,"40mg",1,15.77,2015
"516","注射用泮托拉唑钠","上海新亚药业有限公司",17.83,"40mg",1,17.83,2015
"517","注射用泮托拉唑钠","沈阳光大制药有限公司",23.62,"40mg",1,23.62,2015
"518","注射用泮托拉唑钠","沈阳光大制药有限公司",25.97,"80mg",1,25.97,2015
"519","注射用泮托拉唑钠","沈阳药大雷允上药业有限责任公司",28.85,"80mg",1,28.85,2015
"520","注射用泮托拉唑钠","武汉普生制药有限公司",41.84,"80mg",1,41.84,2015
"521","注射用泮托拉唑钠","武汉人福药业有限责任公司",14.46,"40mg",1,14.46,2015
"522","注射用泮托拉唑钠","扬子江药业集团有限公司",39.04,"40mg",1,39.04,2015
"523","注射用泮托拉唑钠","浙江震元制药有限公司",20.28,"40mg",1,20.28,2015
"524","注射用泮托拉唑钠","浙江震元制药有限公司",26.75,"60mg",1,26.75,2015
"525","羟苯磺酸钙胶囊","Ebewe Pharma Ges.m.b.H.Nfg.KG (Ebewe Pharma Ges.m.b.H.Nfg.KG)",232.35,"0.5g",60,3.8725,2015
"526","羟苯磺酸钙胶囊","Ebewe Pharma Ges.m.b.H.Nfg.KG (Ebewe Pharma Ges.m.b.H.Nfg.KG)",78.43,"0.5g",20,3.9215,2015
"527","羟苯磺酸钙胶囊","北京京丰制药集团有限公司",36.42,"0.5g",20,1.821,2015
"528","羟苯磺酸钙胶囊","贵州天安药业股份有限公司",31.61,"0.5g",18,1.75611111111111,2015
"529","羟苯磺酸钙胶囊","贵州天安药业股份有限公司",47.85,"0.25g",48,0.996875,2015
"530","羟苯磺酸钙胶囊","贵州天安药业股份有限公司",24.45,"0.25g",24,1.01875,2015
"531","羟苯磺酸钙胶囊","宁夏康亚药业有限公司",52.49,"0.25g",48,1.09354166666667,2015
"532","羟苯磺酸钙胶囊","宁夏康亚药业有限公司",45.76,"0.5g",24,1.90666666666667,2015
"533","羟苯磺酸钙胶囊","宁夏康亚药业有限公司",26.92,"0.25g",24,1.12166666666667,2015
"534","羟苯磺酸钙胶囊","宁夏康亚药业有限公司",39.78,"0.25g",36,1.105,2015
"535","羟苯磺酸钙胶囊","上海朝晖药业有限公司",39.89,"0.5g",20,1.9945,2015
"536","羟苯磺酸钙胶囊","上海海虹实业（集团）巢湖今辰药业有限公司",46.15,"0.25g",48,0.961458333333333,2015
"537","羟苯磺酸钙胶囊","西安利君制药有限责任公司",39.51,"0.5g",20,1.9755,2015
"538","羟苯磺酸钙胶囊","西安利君制药有限责任公司",27.7,"0.25g",24,1.15416666666667,2015
"539","羟苯磺酸钙片","南京长澳制药有限公司",38.53,"0.5g",20,1.9265,2015
"540","盐酸曲美他嗪片","江苏吴中医药集团有限公司苏州制药厂",28.52,"20mg",30,0.950666666666667,2015
"541","盐酸曲美他嗪片","南京恒生制药有限公司",28.95,"20mg",30,0.965,2015
"542","盐酸曲美他嗪片","瑞阳制药有限公司",33.91,"20mg",30,1.13033333333333,2015
"543","盐酸曲美他嗪片","瑞阳制药有限公司",17.39,"20mg",15,1.15933333333333,2015
"544","盐酸曲美他嗪片","山西仟源医药集团股份有限公司",16.61,"20mg",15,1.10733333333333,2015
"545","盐酸曲美他嗪片","山西仟源医药集团股份有限公司",32.38,"20mg",30,1.07933333333333,2015
"546","盐酸曲美他嗪片","远大医药（中国）有限公司",21.31,"20mg",20,1.0655,2015
"547","盐酸曲美他嗪片","远大医药（中国）有限公司",31.5,"20mg",30,1.05,2015
"548","盐酸曲美他嗪片","涿州东乐制药有限公司",28.52,"20mg",30,0.950666666666667,2015
"549","瑞格列奈片","北京北陆药业股份有限公司",17.83,"0.5mg",30,0.594333333333333,2015
"550","瑞格列奈片","北京北陆药业股份有限公司",34.76,"0.5mg",60,0.579333333333333,2015
"551","瑞格列奈片","北京万生药业有限责任公司",20.43,"0.5mg",30,0.681,2015
"552","瑞格列奈片","北京万生药业有限责任公司",36.35,"1mg",30,1.21166666666667,2015
"553","瑞格列奈片","天津市康瑞药业有限公司",36.34,"1mg",30,1.21133333333333,2015
"554","瑞格列奈片","天津市康瑞药业有限公司",53.74,"1mg",45,1.19422222222222,2015
"555","瑞舒伐他汀钙片","IPR Pharmaceuticals, INC.(阿斯利康制药有限公司分装)",54.22,"10mg",7,7.74571428571429,2015
"556","瑞舒伐他汀钙片","IPR Pharmaceuticals, INC.(阿斯利康制药有限公司分装)",32.09,"5mg",7,4.58428571428571,2015
"557","瑞舒伐他汀钙片","鲁南贝特制药有限公司",50.87,"5mg",14,3.63357142857143,2015
"558","瑞舒伐他汀钙片","鲁南贝特制药有限公司",44.35,"10mg",7,6.33571428571429,2015
"559","瑞舒伐他汀钙片","南京先声东元制药有限公司",35.52,"10mg",7,5.07428571428571,2015
"560","瑞舒伐他汀钙片","南京先声东元制药有限公司",21.7,"5mg",7,3.1,2015
"561","瑞舒伐他汀钙片","南京正大天晴制药有限公司",40.99,"10mg",7,5.85571428571429,2015
"562","瑞舒伐他汀钙片","南京正大天晴制药有限公司",26.09,"5mg",7,3.72714285714286,2015
"563","瑞舒伐他汀钙片","浙江海正药业股份有限公司",35.52,"10mg",7,5.07428571428571,2015
"564","瑞舒伐他汀钙片","浙江海正药业股份有限公司",50.09,"10mg",10,5.009,2015
"565","瑞舒伐他汀钙片","浙江海正药业股份有限公司",42.32,"5mg",14,3.02285714285714,2015
"566","瑞舒伐他汀钙片","浙江海正药业股份有限公司",21.7,"5mg",7,3.1,2015
"567","瑞舒伐他汀钙片","浙江京新药业股份有限公司",37.42,"5mg",12,3.11833333333333,2015
"568","瑞舒伐他汀钙片","浙江京新药业股份有限公司",19.19,"5mg",6,3.19833333333333,2015
"569","瑞舒伐他汀钙片","浙江京新药业股份有限公司",63,"10mg",12,5.25,2015
"570","瑞舒伐他汀钙片","浙江京新药业股份有限公司",58.25,"20mg",6,9.70833333333333,2015
"571","瑞舒伐他汀钙片","浙江京新药业股份有限公司",113.6,"20mg",12,9.46666666666667,2015
"572","瑞舒伐他汀钙片","浙江京新药业股份有限公司",32.31,"10mg",6,5.385,2015
"573","塞来昔布胶囊","Pfizer Pharmaceuticals LLC（辉瑞制药有限公司进口分装）",36.52,"200mg",6,6.08666666666667,2015
"574","吸入用硫酸沙丁胺醇溶液","GlaxoSmithKline Australia Pty Ltd(GlaxoSmithKline Australia Pty Ltd)",26.69,"2.5ml",1,26.69,2015
"575","盐酸舍曲林片","成都恒瑞制药有限公司",38.39,"50mg",14,2.74214285714286,2015
"576","盐酸舍曲林片","成都利尔药业有限公司",40.31,"50mg",14,2.87928571428571,2015
"577","盐酸舍曲林片","广东逸舒制药有限公司",38.39,"50mg",14,2.74214285714286,2015
"578","盐酸舍曲林片","华夏药业集团有限公司",43.57,"50mg",14,3.11214285714286,2015
"579","盐酸舍曲林片","山西仟源医药集团股份有限公司",19.79,"50mg",7,2.82714285714286,2015
"580","盐酸舍曲林片","山西仟源医药集团股份有限公司",38.59,"50mg",14,2.75642857142857,2015
"581","盐酸舍曲林片","天津华津制药有限公司",45.06,"50mg",14,3.21857142857143,2015
"582","盐酸舍曲林片","万特制药（海南）有限公司",40.22,"50mg",14,2.87285714285714,2015
"583","盐酸舍曲林片","浙江华海药业股份有限公司",38.39,"50mg",14,2.74214285714286,2015
"584","盐酸舍曲林片","浙江华海药业股份有限公司",74.87,"50mg",28,2.67392857142857,2015
"585","盐酸舍曲林片","浙江京新药业股份有限公司",45.15,"50mg",14,3.225,2015
"586","盐酸舍曲林片","浙江新东港药业股份有限公司",43.5,"50mg",14,3.10714285714286,2015
"587","盐酸特拉唑嗪胶囊","哈药集团制药总厂",8.61,"2mg",10,0.861,2015
"588","盐酸特拉唑嗪胶囊","齐鲁制药有限公司",15.2,"2mg",24,0.633333333333333,2015
"589","盐酸特拉唑嗪胶囊","齐鲁制药有限公司",8.66,"1mg",24,0.360833333333333,2015
"590","盐酸特拉唑嗪胶囊","世贸天阶制药（江苏）有限责任公司",8.12,"2mg",12,0.676666666666667,2015
"591","盐酸特拉唑嗪胶囊","天津中天制药有限公司",10,"2mg",12,0.833333333333333,2015
"592","盐酸特拉唑嗪胶囊","扬子江药业集团江苏制药股份有限公司",13.58,"2mg",12,1.13166666666667,2015
"593","盐酸特拉唑嗪胶囊","扬子江药业集团江苏制药股份有限公司",51.64,"2mg",48,1.07583333333333,2015
"594","盐酸特拉唑嗪胶囊","扬子江药业集团江苏制药股份有限公司",7.66,"1mg",12,0.638333333333333,2015
"595","盐酸特拉唑嗪胶囊","浙江诚意药业股份有限公司",10,"2mg",14,0.714285714285714,2015
"596","盐酸特拉唑嗪胶囊","重庆华森制药有限公司",16,"2mg",20,0.8,2015
"597","盐酸特拉唑嗪胶囊","淄博万杰制药有限公司",9.04,"2mg",14,0.645714285714286,2015
"598","盐酸特拉唑嗪片","常州制药厂有限公司",13.06,"2mg",20,0.653,2015
"599","盐酸特拉唑嗪片","海南碧凯药业有限公司",9.73,"2mg",16,0.608125,2015
"600","盐酸特拉唑嗪片","上海雅培制药有限公司",35.56,"2mg",14,2.54,2015
"601","盐酸特拉唑嗪片","上海雅培制药有限公司",69.3,"2mg",28,2.475,2015
"602","盐酸特拉唑嗪片","上海长城药业有限公司",11.5,"2mg",14,0.821428571428571,2015
"603","盐酸特拉唑嗪片","天津金世制药有限公司",8.56,"2mg",14,0.611428571428571,2015
"604","盐酸特拉唑嗪片","武汉东信医药科技有限责任公司",7.8,"2mg",14,0.557142857142857,2015
"605","盐酸特拉唑嗪片","浙江亚太药业股份有限公司",10,"2mg",14,0.714285714285714,2015
"606","盐酸特拉唑嗪片","浙江亚太药业股份有限公司",19.5,"2mg",28,0.696428571428571,2015
"607","玻璃酸钠滴眼液","EUSAN GmbH（URSAHARM Arzneimittel GmbH）",57.5,"10ml",1,57.5,2015
"608","玻璃酸钠滴眼液","参天制药株式会社（参天制药（中国）有限公司分装）",39.56,"5ml",1,39.56,2015
"609","玻璃酸钠滴眼液","齐鲁制药有限公司",33.9,"0.4ml",1,33.9,2015
"610","玻璃酸钠滴眼液","千寿制药株式会社（千寿制药株式会社 福崎工厂）Senju Pharmaceutical Co.，Ltd.(Senju Pharmaceutical Co.，Ltd. Pukusaki Plant)",26.09,"5ml",1,26.09,2015
"611","玻璃酸钠滴眼液","山东博士伦福瑞达制药有限公司",43.13,"0.4ml",1,43.13,2015
"612","玻璃酸钠滴眼液","山东博士伦福瑞达制药有限公司",32.78,"0.8ml",1,32.78,2015
"613","玻璃酸钠滴眼液","浙江尖峰药业有限公司",23.99,"5ml",1,23.99,2015
"614","盐酸文拉法辛缓释胶囊","Pfizer Ireland Pharmaceuticals （惠氏制药有限公司分装）",117.48,"75mg",14,8.39142857142857,2015
"615","盐酸文拉法辛缓释胶囊","Pfizer Ireland Pharmaceuticals （惠氏制药有限公司分装）",158.94,"150mg",14,11.3528571428571,2015
"616","盐酸文拉法辛缓释胶囊","北京万生药业有限责任公司",102.35,"75mg",14,7.31071428571429,2015
"617","盐酸文拉法辛缓释片","成都康弘药业集团股份有限公司",104.35,"75mg",14,7.45357142857143,2015
"618","氢溴酸西酞普兰片","Hexal AG (Salutas Pharma GmbH)",58.5,"20mg",14,4.17857142857143,2015
"619","氢溴酸西酞普兰片","丹麦H. Lundbeck A/S（西安杨森制药有限公司分装）",126.96,"20mg",14,9.06857142857143,2015
"620","氢溴酸西酞普兰片","东北制药集团沈阳第一制药有限公司",58.52,"20mg",14,4.18,2015
"621","氢溴酸西酞普兰片","江苏恩华药业股份有限公司",50,"20mg",12,4.16666666666667,2015
"622","氢溴酸西酞普兰片","昆明积大制药股份有限公司",50.43,"20mg",12,4.2025,2015
"623","氢溴酸西酞普兰片","四川科伦药业股份有限公司",52.59,"20mg",14,3.75642857142857,2015
"624","氢溴酸西酞普兰片","四川科伦药业股份有限公司",102.54,"20mg",28,3.66214285714286,2015
"625","氢溴酸西酞普兰片","四川科伦药业股份有限公司",26.97,"20mg",7,3.85285714285714,2015
"626","氢溴酸西酞普兰片","太阳石（唐山）药业有限公司",49.2,"20mg",12,4.1,2015
"627","缬沙坦胶囊","北京诺华制药有限公司",64.35,"160mg",7,9.19285714285714,2015
"628","缬沙坦胶囊","湖南千金湘江药业股份有限公司",54.87,"80mg",28,1.95964285714286,2015
"629","缬沙坦胶囊","华润  科药业有限责任公司",25.46,"80mg",12,2.12166666666667,2015
"630","缬沙坦胶囊","丽珠集团丽珠制药厂",14.98,"80mg",7,2.14,2015
"631","缬沙坦胶囊","天大药业（珠海）有限公司",16.67,"80mg",7,2.38142857142857,2015
"632","辛伐他汀片","北京万生药业有限责任公司",36.7,"40mg",10,3.67,2015
"633","辛伐他汀片","成都华宇制药有限公司",8.45,"10mg",10,0.845,2015
"634","辛伐他汀片","成都华宇制药有限公司",8.5,"5mg",20,0.425,2015
"635","辛伐他汀片","成都华宇制药有限公司",17.8,"20mg",14,1.27142857142857,2015
"636","辛伐他汀片","贵州天安药业股份有限公司",14.54,"10mg",28,0.519285714285714,2015
"637","辛伐他汀片","国药集团容生制药有限公司",2.11,"10mg",10,0.211,2015
"638","辛伐他汀片","国药集团容生制药有限公司",4.21,"10mg",20,0.2105,2015
"639","辛伐他汀片","海正辉瑞制药有限公司",6.9,"10mg",10,0.69,2015
"640","辛伐他汀片","海正辉瑞制药有限公司",13.43,"20mg",10,1.343,2015
"641","辛伐他汀片","湖北广济药业股份有限公司",8.03,"20mg",7,1.14714285714286,2015
"642","辛伐他汀片","湖北广济药业股份有限公司",9.13,"20mg",8,1.14125,2015
"643","辛伐他汀片","湖北广济药业股份有限公司",15.65,"20mg",14,1.11785714285714,2015
"644","辛伐他汀片","湖北广济药业股份有限公司",17.8,"20mg",16,1.1125,2015
"645","辛伐他汀片","江苏福邦药业有限公司",13.9,"10mg",20,0.695,2015
"646","辛伐他汀片","江苏福邦药业有限公司",6.98,"10mg",10,0.698,2015
"647","辛伐他汀片","江苏黄河药业股份有限公司",7.74,"10mg",10,0.774,2015
"648","辛伐他汀片","江苏黄河药业股份有限公司",9.22,"10mg",12,0.768333333333333,2015
"649","辛伐他汀片","江苏康缘药业股份有限公司",2.18,"10mg",10,0.218,2015
"650","辛伐他汀片","江苏联环药业股份有限公司",12.8,"10mg",10,1.28,2015
"651","辛伐他汀片","江苏联环药业股份有限公司",25.1,"20mg",10,2.51,2015
"652","辛伐他汀片","江苏平光制药（焦作）有限公司",7.8,"",1,7.8,2015
"653","辛伐他汀片","鲁南贝特制药有限公司",21.89,"5mg",24,0.912083333333333,2015
"654","辛伐他汀片","山德士（中国）制药有限公司",8,"20mg",10,0.8,2015
"655","辛伐他汀片","山德士（中国）制药有限公司",8.78,"40mg",10,0.878,2015
"656","辛伐他汀片","山东方明药业集团股份有限公司",7.74,"10mg",10,0.774,2015
"657","辛伐他汀片","山东方明药业集团股份有限公司",9.22,"10mg",12,0.768333333333333,2015
"658","辛伐他汀片","山东方明药业集团股份有限公司",10.7,"10mg",14,0.764285714285714,2015
"659","辛伐他汀片","山东方明药业集团股份有限公司",20.78,"10mg",28,0.742142857142857,2015
"660","辛伐他汀片","山东凤凰制药股份有限公司",9.94,"10mg",14,0.71,2015
"661","辛伐他汀片","山东凤凰制药股份有限公司",14.02,"10mg",20,0.701,2015
"662","辛伐他汀片","山东罗欣药业集团股份有限公司",5.39,"10mg",10,0.539,2015
"663","辛伐他汀片","山东罗欣药业集团股份有限公司",12.61,"20mg",10,1.261,2015
"664","辛伐他汀片","山东罗欣药业集团股份有限公司司",6.26,"5mg",20,0.313,2015
"665","辛伐他汀片","山西云鹏制药有限公司",10.51,"10mg",20,0.5255,2015
"666","辛伐他汀片","国药集团汕头金石制药有限公司",7.74,"10mg",10,0.774,2015
"667","辛伐他汀片","国药集团汕头金石制药有限公司",13.13,"20mg",10,1.313,2015
"668","辛伐他汀片","上海天赐福生物工程有限公司",32.88,"40mg",12,2.74,2015
"669","辛伐他汀片","上海信谊万象药业股份有限公司",9.9,"10mg",10,0.99,2015
"670","辛伐他汀片","上海信谊万象药业股份有限公司",18.78,"20mg",14,1.34142857142857,2015
"671","辛伐他汀片","世贸天阶制药（江苏）有限责任公司",6.72,"10mg",10,0.672,2015
"672","辛伐他汀片","苏州第壹制药有限公司",15.6,"20mg",20,0.78,2015
"673","辛伐他汀片","苏州俞氏药业有限公司",8,"20mg",14,0.571428571428571,2015
"674","辛伐他汀片","天方药业有限公司",5,"10mg",10,0.5,2015
"675","辛伐他汀片","天方药业有限公司",8,"20mg",10,0.8,2015
"676","辛伐他汀片","天津怀仁制药有限公司",16.35,"20mg",21,0.778571428571429,2015
"677","辛伐他汀片","天津怀仁制药有限公司",11.06,"20mg",14,0.79,2015
"678","辛伐他汀片","遂成药业股份有限公司",5.39,"10mg",10,0.539,2015
"679","辛伐他汀片","烟台只楚药业有限公司",2.8,"10mg",10,0.28,2015
"680","辛伐他汀片","浙江贝得药业有限公司",3.1,"10mg",20,0.155,2015
"681","辛伐他汀片","浙江贝得药业有限公司",1.8,"10mg",10,0.18,2015
"682","辛伐他汀片","浙江贝得药业有限公司",2.55,"10mg",14,0.182142857142857,2015
"683","辛伐他汀片","浙江京新药业股份有限公司",20.4,"40mg",7,2.91428571428571,2015
"684","辛伐他汀片","浙江京新药业股份有限公司",18.78,"20mg",14,1.34142857142857,2015
"685","辛伐他汀片","浙江京新药业股份有限公司",9.63,"20mg",7,1.37571428571429,2015
"686","辛伐他汀片","浙江京新药业股份有限公司",10.7,"10mg",14,0.764285714285714,2015
"687","辛伐他汀片","浙江京新药业股份有限公司",5.48,"10mg",7,0.782857142857143,2015
"688","辛伐他汀片","浙江南洋药业有限公司",6.43,"10mg",12,0.535833333333333,2015
"689","辛伐他汀片","浙江天瑞药业有限公司",7.46,"10mg",14,0.532857142857143,2015
"690","辛伐他汀片","涿州东乐制药有限公司",26.65,"40mg",10,2.665,2015
"691","注射用胸腺法新","SciClone Pharmaceuticals Italy S.R.L(Patheon Italia S.p.A.)",567,"1.6mg",1,567,2015
"692","注射用胸腺法新","成都地奥九泓制药厂",127.38,"1.6mg",1,127.38,2015
"693","注射用胸腺法新","成都圣诺生物制药有限公司",106.92,"1.6mg",1,106.92,2015
"694","注射用胸腺法新","哈药集团生物工程有限公司",120.98,"1.6mg",1,120.98,2015
"695","注射用胸腺法新","海南双成药业股份有限公司",123.8,"1.6mg",1,123.8,2015
"696","注射用胸腺法新","海南中和药业有限公司",122.48,"1.6mg",1,122.48,2015
"697","注射用胸腺法新","上海第一生化药业有限公司",127.12,"1.6mg",1,127.12,2015
"698","注射用胸腺法新","苏州天马医药集团天吉生物制药有限公司",106.92,"1.6mg",1,106.92,2015
"699","吸入用异丙托溴铵溶液","Boehringer Ingelheim Pharma GmbH & Co. KG(Laboratoire Unither)",38.26,"2ml",1,38.26,2015
"700","吸入用异丙托溴铵溶液","Boehringer Ingelheim Pharma GmbH & Co. KG(Laboratoire Unither)",50.09,"2ml",1,50.09,2015
"701","脂肪乳氨基酸（17）葡萄糖（11%）注射液","华瑞制药有限公司",305.22,"1440ml",1,305.22,2015
"702","脂肪乳氨基酸（17）葡萄糖（11%）注射液","华瑞制药有限公司",345.22,"1920ml",1,345.22,2015
"703","阿托伐他汀钙片","浙江新东港药业股份有限公司",42.74,"10mg",14,3.05285714285714,2016
"704","苯磺酸氨氯地平片","北京红林制药有限公司",7.12,"5mg",28,0.254285714285714,2016
"705","玻璃酸钠滴眼液","参天制药株式会社（参天制药（中国）有限公司分装）",4.8,"0.4ml",1,4.8,2016
"706","玻璃酸钠滴眼液","千寿制药株式会社（千寿制药株式会社 福崎工厂）Senju Pharmaceutical Co.，Ltd.(Senju Pharmaceutical Co.，Ltd. Pukusaki Plant)",22.89,"5mg",1,22.89,2016
"707","单硝酸异山梨酯缓释片","乐普药业股份有限公司",22.86,"40mg",24,0.9525,2016
"708","厄贝沙坦氢氯噻嗪片","浙江华圣爱诺药业有限公司",28.91,"150mg",12,2.40916666666667,2016
"709","厄贝沙坦氢氯噻嗪片","浙江华圣爱诺药业有限公司",33.54,"150mg",14,2.39571428571429,2016
"710","恩替卡韦分散片","安徽贝克生物制药有限公司",185.37,"0.5mg",14,13.2407142857143,2016
"711","恩替卡韦分散片","安徽贝克生物制药有限公司",92.71,"0.5mg",7,13.2442857142857,2016
"712","氟康唑片","乐普药业股份有限公司",11.65,"100mg",6,1.94166666666667,2016
"713","氟康唑片","乐普药业股份有限公司",6.09,"50mg",6,1.015,2016
"714","格列齐特缓释片","LES LABORATOIRES SERVIER INDUSTRIE （施维雅天津制药有限公司分装）",39.95,"60mg",15,2.66333333333333,2016
"715","卡培他滨片","齐鲁制药有限公司",77.37,"0.15g",10,7.737,2016
"716","克拉霉素片","杭州中美华东制药有限公司",9.3,"0.25g",6,1.55,2016
"717","利奈唑胺葡萄糖注射液","江苏豪森药业股份有限公司",92.17,"100ml",1,92.17,2016
"718","硫酸氢氯吡格雷片","深圳信立泰药业股份有限公司",68.55,"25mg",20,3.4275,2016
"719","瑞格列奈片","北京万生药业有限责任公司",18.22,"0.5mg",30,0.607333333333333,2016
"720","瑞格列奈片","北京万生药业有限责任公司",32.42,"1.0mg",30,1.08066666666667,2016
"721","盐酸氨基葡萄糖片","四川绿叶宝光药业股份有限公司",35.09,"0.24g",30,1.16966666666667,2016
