Name,Firm,Price,Volume,Count
注射用果糖二磷酸钠,海口奇力制药股份有限公司,8.57,5g,1
注射用单磷酸阿糖腺苷,海口奇力制药股份有限公司,18.65,100mg,1
奥美拉唑肠溶胶囊,海口奇力制药股份有限公司,1.4,20mg,14
紫杉醇注射液,海口奇力制药股份有限公司,107.84,30mg,1
更昔洛韦分散片,海口奇力制药股份有限公司,61.12,250mg,12
注射用氨曲南,海口市制药厂有限公司,7.49,0.5g,1
注射用头孢他啶,海口市制药厂有限公司,5.65,1.5g,1
注射用氨曲南,海口市制药厂有限公司,10.61,1.0g,1
枫蓼肠胃康片,海口市制药厂有限公司,8.5,0.24g,24
枫蓼肠胃康片,海口市制药厂有限公司,12.56,0.24g,36
注射用维生素C,海口市制药厂有限公司,1.57,1g,1
注射用头孢呋辛钠,海口市制药厂有限公司,4.74,1.0g,1
注射用头孢唑肟钠,海口市制药厂有限公司,26.56,1.0g,1
注射用头孢唑肟钠,海口市制药厂有限公司,16.54,0.5g,1
注射用头孢西丁钠,海口市制药厂有限公司,14.04,0.5g,1
注射用头孢呋辛钠,海口市制药厂有限公司,4.47,2g,1
注射用头孢他啶,海口市制药厂有限公司,3.1,1.0g,1
注射用头孢西丁钠,海口市制药厂有限公司,47.08,2.0g,1
盐酸米诺环素胶囊,海口市制药厂有限公司,16.12,50mg,10
注射用头孢噻吩钠,海口市制药厂有限公司,8.82,1.0g,1
注射用头孢西丁钠,海口市制药厂有限公司,28.62,1.0g,1
注射用头孢哌酮钠舒巴坦钠,海口市制药厂有限公司,1.73,1.0g,1
注射用维生素C,海口市制药厂有限公司,1.4,0.5g,1
紫杉醇注射液,海口市制药厂有限公司,182.49,30mg,1
注射用美罗培南,海口市制药厂有限公司,87.96,0.5g,1
硫酸依替米星氯化钠注射液,海南爱科制药有限公司,96.7,300mg,1
缬沙坦胶囊,海南澳美华制药有限公司,22.52,160mg,7
前列地尔注射液,海南碧凯药业有限公司,76.34,2ml,1
奥扎格雷钠注射液,海南碧凯药业有限公司,17.22,80mg,1
奥扎格雷钠注射液,海南碧凯药业有限公司,10.62,40mg,1
盐酸特拉唑嗪片,海南碧凯药业有限公司,9.18,2mg,16
龙血竭散,海南博大制药厂,45.65,1.2g,16
舒尔经胶囊,海南博大制药厂,36.77,0.5g,16
舒尔经胶囊,海南博大制药厂,45.59,0.5g,20
舒尔经胶囊,海南博大制药厂,27.87,0.5g,12
奥美拉唑肠溶胶囊,海南海力制药有限公司,29.77,40mg,24
利福昔明胶囊,海南海灵化学制药有限公司,13.48,0.1g,12
法罗培南钠片,海南海灵化学制药有限公司,66.14,100mg,12
注射用盐酸头孢吡肟,海南海灵化学制药有限公司,10.14,1.0g,1
注射用乳糖酸阿奇霉素,海南海灵化学制药有限公司,5.52,125mg,1
注射用乳糖酸阿奇霉素,海南海灵化学制药有限公司,15.2,500mg,1
注射用拉氧头孢钠,海南海灵化学制药有限公司,88.53,1000mg,1
注射用阿莫西林钠克拉维酸钾,海南海灵化学制药有限公司,12.96,1.2g,1
注射用硫酸头孢匹罗,海南海灵化学制药有限公司,21.24,1.0g,1
注射用拉氧头孢钠,海南海灵化学制药有限公司,51.95,500mg,1
注射用甲磺酸帕珠沙星,海南海灵化学制药有限公司,23.5,300mg,1
那格列奈胶囊,海南海灵化学制药有限公司,17.95,30mg,36
辛伐他汀片,海南海灵化学制药有限公司,4.82,10mg,20
辛伐他汀片,海南海灵化学制药有限公司,7.29,20mg,20
法罗培南钠片,海南海灵化学制药有限公司,33.92,100mg,6
注射用磺苄西林钠,"海南海灵化学制药有限公司（海口奇力制药股份有
限公司受委托生产）",52.18,2.0g,1
注射用磺苄西林钠,"海南海灵化学制药有限公司（海口奇力制药股份有
限公司受委托生产）",31.18,1.0g,1
复方益肝灵胶囊,海南海神同洲制药有限公司,16.11,0.3g,12
谷氨酰胺散,海南海神同洲制药有限公司,56.83,2.5g,12
独一味软胶囊,海南海神同洲制药有限公司,14.38,0.64g,24
八正颗粒,海南海神同洲制药有限公司,19.76,2.2g,12
复方益肝灵胶囊,海南海神同洲制药有限公司,31.4,0.3g,24
独一味软胶囊,海南海神同洲制药有限公司,21.26,0.64g,36
独一味软胶囊,海南葫芦娃药业集团股份有限公司,20.93,0.65g,24
注射用盐酸溴己新,海南葫芦娃药业集团股份有限公司,12.8,4mg,1
注射用氨曲南,海南葫芦娃药业集团股份有限公司,41.55,1.0g,1
注射用奥美拉唑钠,海南葫芦娃药业集团股份有限公司,22.97,60mg,1
独一味软胶囊,海南葫芦娃药业集团股份有限公司,23.45,0.65g,27
注射用克林霉素磷酸酯,海南葫芦娃药业集团股份有限公司,7.98,0.25g,1
奥美拉唑肠溶胶囊,海南葫芦娃药业集团股份有限公司,16.5,40mg,14
注射用利巴韦林,海南葫芦娃药业集团股份有限公司,2.14,250mg,1
注射用利巴韦林,海南葫芦娃药业集团股份有限公司,3.59,500mg,1
注射用法莫替丁,海南葫芦娃药业集团股份有限公司,2.34,20mg,1
奥美拉唑肠溶胶囊,海南葫芦娃药业集团股份有限公司,32.17,40mg,28
注射用头孢西丁钠,海南葫芦娃制药有限公司,36.38,2.0g,1
注射用氨茶碱,海南葫芦娃制药有限公司,2.34,0.25g,1
头孢克肟分散片,海南葫芦娃制药有限公司,16.94,100mg,12
注射用曲克芦丁,海南葫芦娃制药有限公司,3.73,0.3g,1
注射用头孢呋辛钠,海南葫芦娃制药有限公司,4.09,0.25g,1
注射用磷酸川芎嗪,海南葫芦娃制药有限公司,4.06,100mg,1
注射用曲克芦丁,海南葫芦娃制药有限公司,3.27,0.15g,1
注射用头孢米诺钠,海南葫芦娃制药有限公司,25.49,1.5g,1
氟康唑氯化钠注射液,海南华拓天涯制药有限公司,17.31,400mg,1
注射用环磷腺苷,海南皇隆制药股份有限公司,7.13,20mg,1
注射用氨曲南,海南皇隆制药股份有限公司,19.65,0.5g,1
联苯苄唑乳膏,海南皇隆制药股份有限公司,4.29,15g,1
注射用吡拉西坦,海南皇隆制药股份有限公司,3.3,4g,1
氟康唑分散片,海南皇隆制药股份有限公司,5.12,150mg,1
注射用吡拉西坦,海南皇隆制药股份有限公司,5.02,8g,1
缬沙坦分散片,海南皇隆制药股份有限公司,21.72,80mg,14
注射用奥美拉唑钠,海南皇隆制药股份有限公司,7.51,40mg,1
注射用呋塞米,海南皇隆制药股份有限公司,3.89,40mg,1
氟康唑分散片,海南皇隆制药股份有限公司,7.41,50mg,3
注射用泮托拉唑钠,海南皇隆制药股份有限公司,9.77,40mg,1
注射用果糖二磷酸钠,海南皇隆制药股份有限公司,29.78,10g,1
注射用呋塞米,海南皇隆制药股份有限公司,2.15,20mg,1
注射用转化糖,海南皇隆制药股份有限公司,25.51,6.25g,1
注射用果糖,海南皇隆制药股份有限公司,40.91,25g,1
缬沙坦分散片,海南皇隆制药股份有限公司,30.63,80mg,20
缬沙坦分散片,海南皇隆制药股份有限公司,45.27,80mg,30
注射用果糖,海南皇隆制药股份有限公司,23.96,12.5g,1
注射用转化糖,海南皇隆制药股份有限公司,41.74,12.5g,1
注射用单磷酸阿糖腺苷,海南皇隆制药股份有限公司,23.79,100mg,1
注射用氨曲南,海南皇隆制药股份有限公司,32.44,1.0g,1
注射用奥美拉唑钠,海南惠普森医药生物技术有限公司,6.17,40mg,1
盐酸格拉司琼注射液,海南惠普森医药生物技术有限公司,7.87,1ml,1
注射用奥扎格雷钠,海南惠普森医药生物技术有限公司,10.54,80mg,1
硫普罗宁肠溶胶囊,海南惠普森医药生物技术有限公司,28.49,0.1g,24
坎地沙坦酯片,海南惠普森医药生物技术有限公司,14.87,8mg,7
注射用布美他尼,海南惠普森医药生物技术有限公司,7.85,0.5mg,1
盐酸格拉司琼注射液,海南惠普森医药生物技术有限公司,12.12,3ml,1
克拉霉素颗粒,海南惠普森医药生物技术有限公司,8.09,125mg,9
注射用奥扎格雷钠,海南惠普森医药生物技术有限公司,6.84,20mg,1
天麻素注射液,海南惠普森医药生物技术有限公司,4.52,200mg,1
硫普罗宁肠溶胶囊,海南惠普森医药生物技术有限公司,14.61,0.1g,12
注射用克林霉素磷酸酯,海南锦瑞制药有限公司,4.07,0.3g,1
注射用奥沙利铂,海南锦瑞制药有限公司,167.14,100mg,1
注射用克林霉素磷酸酯,海南锦瑞制药有限公司,8.89,0.6g,1
盐酸伊立替康注射液,海南锦瑞制药有限公司,434.17,2ml,1
注射用单磷酸阿糖腺苷,海南锦瑞制药有限公司,19.76,0.1g,1
注射用单磷酸阿糖腺苷,海南锦瑞制药有限公司,38.1,0.2g,1
注射用奥美拉唑钠,海南锦瑞制药有限公司,25.16,60mg,1
注射用培美曲塞二钠,海南锦瑞制药有限公司,1088.2,100mg,1
注射用异环磷酰胺,海南锦瑞制药有限公司,64.54,1.0g,1
注射用奥沙利铂,海南锦瑞制药有限公司,72.2,50mg,1
注射用氯诺昔康,海南锦瑞制药有限公司,12.08,8mg,1
注射用培美曲塞二钠,海南锦瑞制药有限公司,3517.85,500mg,1
裸花紫珠片,海南九芝堂药业有限公司,31.66,0.5g,36
氢溴酸加兰他敏分散片,海南凯健制药有限公司,44.41,4mg,14
注射用甲硫氨酸维B1,海南利能康泰制药有限公司,7.27,40mg,1
注射用卡络磺钠,海南利能康泰制药有限公司,7.32,20mg,1
注射用硫普罗宁,海南利能康泰制药有限公司,11.16,0.1g,1
注射用奥扎格雷钠,海南利能康泰制药有限公司,12.77,40mg,1
注射用奥美拉唑钠,海南利能康泰制药有限公司,5.28,40mg,1
天麻素注射液,海南利能康泰制药有限公司,7.61,2ml,1
注射用甲硫氨酸维B1,海南利能康泰制药有限公司,11.72,100mg,1
盐酸昂丹司琼注射液,海南利能康泰制药有限公司,10.32,4mg,1
注射用奥扎格雷钠,海南利能康泰制药有限公司,19.14,80mg,1
盐酸昂丹司琼注射液,海南利能康泰制药有限公司,11.78,8mg,1
注射用硫普罗宁,海南利能康泰制药有限公司,16.25,0.2g,1
注射用奥扎格雷钠,海南利能康泰制药有限公司,7.45,20mg,1
注射用法莫替丁,海南利能康泰制药有限公司,2.85,20mg,1
天麻素注射液,海南利能康泰制药有限公司,5.02,1ml,1
羟苯磺酸钙分散片,海南林恒制药股份有限公司,31.25,0.25g,24
螺旋藻胶囊,海南林恒制药股份有限公司,49.75,0.35g,100
螺旋藻胶囊,海南林恒制药股份有限公司,18.59,0.35g,36
注射用头孢唑肟钠,海南灵康制药有限公司,14.27,0.5g,1
注射用甲硫氨酸维B1,海南灵康制药有限公司,6.93,40mg,1
注射用盐酸纳洛酮,海南灵康制药有限公司,23.71,2mg,1
注射用头孢米诺钠,海南灵康制药有限公司,15.65,0.5g,1
注射用头孢米诺钠,海南灵康制药有限公司,21.95,1.0g,1
注射用盐酸拉贝洛尔,海南灵康制药有限公司,35.7,50mg,1
注射用硫普罗宁,海南灵康制药有限公司,10.54,0.1g,1
注射用盐酸纳洛酮,海南灵康制药有限公司,53.52,4mg,1
注射用转化糖,海南灵康制药有限公司,27.67,6.25g,1
注射用泮托拉唑钠,海南灵康制药有限公司,15.3,40mg,1
注射用盐酸拉贝洛尔,海南灵康制药有限公司,21.37,25mg,1
注射用转化糖,海南灵康制药有限公司,46.86,12.5g,1
注射用头孢唑肟钠,海南灵康制药有限公司,37.52,1.5g,1
注射用头孢唑肟钠,海南灵康制药有限公司,20.71,0.75g,1
注射用头孢唑肟钠,海南灵康制药有限公司,28.08,1.0g,1
注射用甲硫氨酸维B1,海南灵康制药有限公司,10.64,100mg,1
注射用头孢唑肟钠,海南灵康制药有限公司,46.71,2.0g,1
注射用头孢硫脒,海南灵康制药有限公司,33.73,2.0g,1
注射用头孢硫脒,海南灵康制药有限公司,11.68,0.5g,1
注射用硫酸头孢匹罗,海南灵康制药有限公司,18.0,0.5g,1
注射用头孢米诺钠,海南灵康制药有限公司,9.53,0.25g,1
注射用头孢米诺钠,海南灵康制药有限公司,24.92,1.5g,1
注射用头孢米诺钠,海南灵康制药有限公司,31.92,2.0g,1
注射用克林霉素磷酸酯,海南灵康制药有限公司,10.32,900mg,1
注射用头孢呋辛钠,海南灵康制药有限公司,14.89,1.75g,1
注射用氨曲南,海南灵康制药有限公司,13.77,0.5g,1
注射用氨曲南,海南灵康制药有限公司,32.43,1.0g,1
注射用奥美拉唑钠,海南灵康制药有限公司,14.28,20mg,1
注射用盐酸甲氯芬酯,海南灵康制药有限公司,13.79,200mg,1
注射用果糖二磷酸钠,海南灵康制药有限公司,25.25,10g,1
注射用果糖二磷酸钠,海南灵康制药有限公司,9.4,2.5g,1
注射用泮托拉唑钠,海南灵康制药有限公司,23.4,80mg,1
注射用奥美拉唑钠,海南灵康制药有限公司,29.61,60mg,1
环磷腺苷注射液,海南灵康制药有限公司,7.69,2ml,1
注射用果糖二磷酸钠,海南灵康制药有限公司,14.13,5g,1
注射用盐酸托烷司琼,海南灵康制药有限公司,58.43,5mg,1
注射用转化糖,海南灵康制药有限公司,46.86,12.5g,1
注射用果糖,海南灵康制药有限公司,26.61,12.5g,1
注射用盐酸托烷司琼,海南灵康制药有限公司,33.37,2mg,1
氟马西尼注射液,海南灵康制药有限公司,20.24,0.2mg,1
氟马西尼注射液,海南灵康制药有限公司,39.94,0.5mg,1
注射用丙氨酰谷氨酰胺,海南灵康制药有限公司,67.73,10g,1
注射用盐酸纳洛酮,海南灵康制药有限公司,13.72,1mg,1
注射用甲硝唑磷酸二钠,海南灵康制药有限公司,6.39,0.915g,1
注射用氯化钾,海南灵康制药有限公司,2.05,1g,10
氟马西尼注射液,海南灵康制药有限公司,57.31,1.0mg,1
注射用盐酸纳洛酮,海南灵康制药有限公司,14.7,0.8mg,1
注射用转化糖,海南灵康制药有限公司,27.67,6.25g,1
注射用盐酸纳洛酮,海南灵康制药有限公司,18.53,1.2mg,1
注射用氯膦酸二钠,海南灵康制药有限公司,103.2,0.3g,1
注射用头孢米诺钠,海南美好西林生物制药有限公司,37.88,2.0g,1
注射用阿洛西林钠,海南美好西林生物制药有限公司,7.1,1.0g,1
注射用阿洛西林钠,海南美好西林生物制药有限公司,9.88,1.5g,1
注射用阿莫西林钠克拉维酸钾,海南美好西林生物制药有限公司,6.87,0.6g,1
注射用阿莫西林钠克拉维酸钾,海南美好西林生物制药有限公司,10.88,1.2g,1
注射用阿洛西林钠,海南美好西林生物制药有限公司,3.87,0.5g,1
注射用头孢米诺钠,海南美好西林生物制药有限公司,27.0,1.5g,1
注射用阿莫西林钠克拉维酸钾,海南美好西林生物制药有限公司,2.88,0.3g,1
阿奇霉素干混悬剂,海南普利制药股份有限公司,15.94,100mg,10
马来酸曲美布汀片,海南普利制药股份有限公司,19.48,100mg,40
积雪苷霜软膏,海南普利制药股份有限公司,27.92,20g,1
注射用头孢美唑钠,海南全星制药有限公司,7.28,0.25g,1
注射用头孢呋辛钠,海南全星制药有限公司,10.33,2.25g,1
注射用盐酸头孢替安,海南全星制药有限公司,20.89,1.0g,1
注射用卡络磺钠,海南全星制药有限公司,15.87,60mg,1
注射用头孢美唑钠,海南全星制药有限公司,12.36,0.5g,1
阿奇霉素干混悬剂,海南全星制药有限公司,13.21,100mg,15
注射用盐酸头孢替安,海南全星制药有限公司,13.34,0.5g,1
注射用氨曲南,海南全星制药有限公司,12.85,1.0g,1
注射用盐酸甲氯芬酯,海南全星制药有限公司,16.1,250mg,1
注射用头孢美唑钠,海南全星制药有限公司,63.96,2.0g,1
联苯苄唑乳膏,海南全星制药有限公司,5.84,20g,1
注射用盐酸头孢替安,海南全星制药有限公司,7.96,0.25g,1
注射用头孢美唑钠,海南全星制药有限公司,21.03,1.0g,1
紫杉醇注射液,海南全星制药有限公司,238.75,100mg,1
紫杉醇注射液,海南全星制药有限公司,41.2,30mg,1
更昔洛韦分散片,海南全星制药有限公司,66.12,250mg,12
注射用硫普罗宁,海南全星制药有限公司,13.86,0.2g,1
注射用盐酸甲氯芬酯,海南全星制药有限公司,11.2,100mg,1
阿奇霉素干混悬剂,海南全星制药有限公司,14.22,250mg,6
美洛昔康分散片,海南全星制药有限公司,7.87,7.5mg,6
阿奇霉素干混悬剂,海南全星制药有限公司,10.57,100mg,12
注射用盐酸头孢替安,海南全星制药有限公司,62.1,2.0g,1
注射用肌苷,海南双成药业股份有限公司,2.12,0.2g,1
注射用环磷腺苷,海南双成药业股份有限公司,6.56,20mg,1
注射用泮托拉唑钠,海南双成药业股份有限公司,12.65,40mg,1
注射用生长抑素,海南双成药业股份有限公司,67.76,3mg,1
注射用奥美拉唑钠,海南双成药业股份有限公司,6.38,40mg,1
注射用法莫替丁,海南双成药业股份有限公司,2.06,20mg,1
注射用盐酸克林霉素,海南双成药业股份有限公司,6.99,750mg,1
注射用盐酸克林霉素,海南双成药业股份有限公司,3.2,300mg,1
注射用盐酸克林霉素,海南双成药业股份有限公司,6.55,600mg,1
注射用盐酸克林霉素,海南双成药业股份有限公司,5.43,450mg,1
注射用丁溴东莨菪碱,海南双成药业股份有限公司,11.67,20mg,1
注射用左卡尼汀,海南双成药业股份有限公司,10.8,0.5g,1
注射用左卡尼汀,海南双成药业股份有限公司,14.83,1g,1
注射用胸腺法新,海南双成药业股份有限公司,97.74,1.6mg,1
注射用维库溴铵,海南斯达制药有限公司,9.1,4mg,1
注射用盐酸头孢吡肟,海南斯达制药有限公司,11.23,0.5g,1
注射用盐酸头孢吡肟,海南斯达制药有限公司,19.08,1.0g,1
注射用氨曲南,海南斯达制药有限公司,14.03,0.5g,1
注射用门冬氨酸阿奇霉素,海南斯达制药有限公司,14.96,500mg,1
注射用头孢哌酮钠舒巴坦钠,海南斯达制药有限公司,7.85,2.0g,1
注射用头孢西丁钠,海南斯达制药有限公司,17.13,1.0g,1
注射用氨曲南,海南斯达制药有限公司,23.86,1.0g,1
注射用长春西汀,海南斯达制药有限公司,20.95,20mg,1
注射用长春西汀,海南斯达制药有限公司,8.38,10mg,1
甲钴胺片,海南斯达制药有限公司,27.55,0.5mg,60
注射用水溶性维生素,海南斯达制药有限公司,5.33,,1
甲钴胺片,海南斯达制药有限公司,9.47,0.5mg,24
甲钴胺注射液,海南斯达制药有限公司,3.57,0.5mg,1
注射用腺苷钴胺,海南斯达制药有限公司,17.39,0.5mg,1
注射用亚叶酸钙,海南斯达制药有限公司,16.38,200mg,1
甲磺酸罗哌卡因注射液,海南斯达制药有限公司,15.01,10ml,1
注射用头孢西丁钠,海南天煌制药有限公司,18.9,0.5g,1
注射用头孢西丁钠,海南天煌制药有限公司,63.0,2.0g,1
注射用头孢西丁钠,海南天煌制药有限公司,79.69,3.0g,1
注射用美洛西林钠,海南通用康力制药有限公司,5.26,1.0g,1
紫杉醇注射液,海南通用康力制药有限公司,403.4,100mg,1
注射用哌拉西林钠舒巴坦钠,海南通用康力制药有限公司,18.88,1.25g,1
注射用硫酸奈替米星,海南通用康力制药有限公司,10.08,200mg,1
紫杉醇注射液,海南通用康力制药有限公司,92.11,30mg,1
注射用酒石酸美托洛尔,海南通用康力制药有限公司,22.28,5mg,1
注射用丙氨酰谷氨酰胺,海南通用康力制药有限公司,68.48,10g,1
注射用重酒石酸长春瑞滨,海南通用康力制药有限公司,165.35,15mg,1
注射用哌拉西林钠舒巴坦钠,海南通用康力制药有限公司,34.61,2.5g,1
注射用哌拉西林钠他唑巴坦钠,海南通用康力制药有限公司,14.38,2.25g,1
注射用单硝酸异山梨酯,海南通用康力制药有限公司,17.31,25mg,1
注射用果糖,海南通用康力制药有限公司,23.87,12.5g,1
注射用硫酸奈替米星,海南通用康力制药有限公司,11.14,125mg,1
注射用重酒石酸长春瑞滨,海南通用康力制药有限公司,117.4,10mg,1
注射用哌拉西林钠他唑巴坦钠,海南通用康力制药有限公司,11.18,1.125g,1
注射用赖氨匹林,海南通用康力制药有限公司,2.47,0.9g,1
注射用利巴韦林,海南通用康力制药有限公司,1.94,125mg,1
注射用克林霉素磷酸酯,海南通用康力制药有限公司,13.79,0.5g,1
注射用克林霉素磷酸酯,海南通用康力制药有限公司,22.7,0.75g,1
注射用果糖二磷酸钠,海南通用康力制药有限公司,16.29,10g,1
注射用左卡尼汀,海南通用康力制药有限公司,14.6,1g,1
注射用左卡尼汀,海南通用康力制药有限公司,8.65,0.5g,1
氨甲环酸注射液,海南通用康力制药有限公司,2.1,200mg,1
氨甲环酸注射液,海南通用康力制药有限公司,1.56,250mg,1
氨甲环酸注射液,海南通用康力制药有限公司,3.19,500mg,1
氟马西尼注射液,海南通用康力制药有限公司,65.51,1.0mg,1
注射用头孢哌酮钠舒巴坦钠,海南通用三洋药业有限公司,9.04,1.5g,1
注射用头孢唑肟钠,海南通用三洋药业有限公司,19.88,0.75g,1
尼麦角林胶囊,海南通用三洋药业有限公司,99.22,30mg,20
"注射用哌拉西林钠他唑巴坦钠
（4：1）",海南通用三洋药业有限公司,57.72,1.25g,1
注射用头孢米诺钠,海南通用三洋药业有限公司,25.21,1.0g,1
"注射用哌拉西林钠他唑巴坦钠
（4：1）",海南通用三洋药业有限公司,96.38,2.5g,1
注射用盐酸甲氯芬酯,海南通用三洋药业有限公司,18.92,250mg,1
"注射用哌拉西林钠他唑巴坦钠
（8:1）",海南通用三洋药业有限公司,8.64,0.5625g,1
瑞舒伐他汀钙胶囊,海南通用三洋药业有限公司,47.42,5mg,14
注射用头孢米诺钠,海南通用三洋药业有限公司,13.23,0.5g,1
注射用赖氨匹林,海南通用三洋药业有限公司,2.02,0.5g,1
注射用头孢唑肟钠,海南通用三洋药业有限公司,14.27,0.5g,1
注射用美洛西林钠,海南通用三洋药业有限公司,8.05,1.0g,1
注射用替卡西林钠克拉维酸钾,海南通用三洋药业有限公司,33.14,3.2g,1
"注射用哌拉西林钠他唑巴坦钠
（8:1）",海南通用三洋药业有限公司,15.29,1.125g,1
注射用美洛西林钠,海南通用三洋药业有限公司,24.09,4.0g,1
注射用阿洛西林钠,海南通用三洋药业有限公司,13.29,2.0g,1
注射用美洛西林钠舒巴坦钠,海南通用三洋药业有限公司,26.03,1.25g,1
注射用美洛西林钠舒巴坦钠,海南通用三洋药业有限公司,17.99,0.625g,1
注射用美洛西林钠,海南通用三洋药业有限公司,11.39,2.0g,1
注射用硫酸头孢匹罗,海南通用三洋药业有限公司,17.79,0.5g,1
注射用美洛西林钠,海南通用三洋药业有限公司,11.19,1.5g,1
注射用氨苄西林钠舒巴坦钠,海南通用三洋药业有限公司,8.37,2.25g,1
注射用阿洛西林钠,海南通用三洋药业有限公司,7.47,1.0g,1
注射用美洛西林钠,海南通用三洋药业有限公司,17.53,3.0g,1
注射用替卡西林钠克拉维酸钾,海南通用三洋药业有限公司,19.56,1.6g,1
注射用美洛西林钠舒巴坦钠,海南通用三洋药业有限公司,42.07,2.5g,1
"注射用哌拉西林钠他唑巴坦钠
（8:1）",海南通用三洋药业有限公司,24.67,2.25g,1
注射用甲硝唑磷酸二钠,海南通用三洋药业有限公司,6.89,0.915g,1
注射用硫酸头孢匹罗,海南通用三洋药业有限公司,20.47,1.0g,1
注射用头孢唑肟钠,海南通用三洋药业有限公司,24.57,1.0g,1
注射用美洛西林钠舒巴坦钠,海南通用三洋药业有限公司,61.77,3.75g,1
注射用头孢唑肟钠,海南通用三洋药业有限公司,36.72,1.5g,1
注射用果糖二磷酸钠,海南通用三洋药业有限公司,33.85,10g,1
更昔洛韦注射液,海南通用同盟药业有限公司,10.22,125mg,1
"注射用重组人粒细胞巨噬细胞刺
激因子",海南通用同盟药业有限公司,67.76,,1
注射用酒石酸长春瑞滨,海南通用同盟药业有限公司,116.99,10mg,1
"注射用重组人粒细胞巨噬细胞刺
激因子",海南通用同盟药业有限公司,46.4,,1
注射用重组人干扰素α2b,海南通用同盟药业有限公司,13.25,,1
注射用法莫替丁,海南通用同盟药业有限公司,1.65,20mg,1
阿奇霉素分散片,海南通用同盟药业有限公司,5.39,100mg,6
注射用磷酸川芎嗪,海南通用同盟药业有限公司,1.88,50mg,1
去氧氟尿苷胶囊,海南通用同盟药业有限公司,80.0,200mg,20
依西美坦片,海南通用同盟药业有限公司,78.69,25mg,10
注射用替卡西林钠克拉维酸钾,海南卫康制药(潜山)有限公司,20.57,1.6g,1
注射用替卡西林钠克拉维酸钾,海南卫康制药(潜山)有限公司,37.04,3.2g,1
注射用头孢呋辛钠,海南卫康制药(潜山)有限公司,18.0,2.25g,1
注射用阿莫西林钠克拉维酸钾,海南卫康制药(潜山)有限公司,15.89,1.2g,1
注射用阿莫西林钠克拉维酸钾,海南卫康制药(潜山)有限公司,9.3,0.6g,1
注射用头孢呋辛钠,海南卫康制药(潜山)有限公司,27.34,2.5g,1
注射用泮托拉唑钠,海南卫康制药（潜山）有限公司,38.69,60mg,1
注射用盐酸氨溴索,海南卫康制药（潜山）有限公司,8.99,30mg,1
注射用维生素B6,海南卫康制药（潜山）有限公司,2.07,0.1g,1
注射用复方甘草酸单铵S,海南卫康制药（潜山）有限公司,19.84,80mg,1
注射用泮托拉唑钠,海南卫康制药（潜山）有限公司,47.6,80mg,1
注射用头孢唑肟钠,海南新世通制药有限公司,17.61,1.0g,1
注射用头孢呋辛钠,海南新世通制药有限公司,4.36,1.0g,1
注射用头孢哌酮钠舒巴坦钠,海南新世通制药有限公司,4.13,1.0g,1
注射用甲磺酸左氧氟沙星,海南新世通制药有限公司,2.69,200mg,1
注射用头孢呋辛钠,海南新世通制药有限公司,3.1,0.75g,1
注射用头孢西丁钠,海南新世通制药有限公司,13.84,1.0g,1
注射用头孢他啶,海南新世通制药有限公司,2.33,0.5g,1
注射用头孢米诺钠,海南新世通制药有限公司,11.36,1.0g,1
注射用甲磺酸左氧氟沙星,海南新世通制药有限公司,4.79,300mg,1
注射用头孢西丁钠,海南新世通制药有限公司,25.18,2.0g,1
氟康唑胶囊,海南新中正制药有限公司,10.65,150mg,6
注射用单硝酸异山梨酯,海南新中正制药有限公司,26.75,50mg,1
注射用维生素C,海南伊顺药业有限公司,2.3,0.125g,1
注射用维生素C,海南伊顺药业有限公司,2.34,1g,1
注射用甲磺酸培氟沙星,海南伊顺药业有限公司,4.49,400mg,1
注射用维生素B6,海南伊顺药业有限公司,1.7,50mg,1
尼麦角林片,海南赞邦制药有限公司,22.62,10mg,18
精氨酸布洛芬颗粒,海南赞邦制药有限公司,44.57,0.6g,12
恩替卡韦胶囊,海南中和药业股份有限公司,68.91,0.5mg,7
醋酸奥曲肽注射液,海南中和药业股份有限公司,21.76,0.05mg,1
醋酸奥曲肽注射液,海南中和药业股份有限公司,53.07,0.3mg,1
恩替卡韦分散片,海南中和药业股份有限公司,114.99,0.5mg,14
醋酸去氨加压素片,海南中和药业股份有限公司,30.25,0.1mg,7
恩替卡韦分散片,海南中和药业股份有限公司,58.97,0.5mg,7
醋酸奥曲肽注射液,海南中和药业股份有限公司,21.15,0.1mg,1
恩替卡韦胶囊,海南中和药业股份有限公司,134.37,0.5mg,14
注射用胸腺法新,海南中和药业股份有限公司,101.13,1.6mg,1
醋酸去氨加压素注射液,海南中和药业股份有限公司,19.98,1ml,1
醋酸去氨加压素注射液,海南中和药业股份有限公司,54.19,1ml,1
注射用头孢美唑钠,海南中化联合制药工业股份有限公司,11.57,0.5g,1
注射用头孢呋辛钠,海南中化联合制药工业股份有限公司,6.0,1.0g,1
注射用头孢美唑钠,海南中化联合制药工业股份有限公司,18.61,1.0g,1
依诺沙星胶囊,海南中化联合制药工业股份有限公司,16.99,200mg,12
注射用头孢呋辛钠,海南中化联合制药工业股份有限公司,4.85,0.75g,1
裸花紫珠胶囊,海南中盛合美生物制药有限公司,34.27,0.3g,60
紫杉醇注射液,海南卓泰制药有限公司,84.93,30mg,1
紫杉醇注射液,海南卓泰制药有限公司,136.16,60mg,1
注射用氨曲南,海南卓泰制药有限公司,12.15,0.5g,1
注射用氨曲南,海南卓泰制药有限公司,29.14,2.0g,1
