Name,Firm,Price,Volume,Count
复方甘草酸苷片,西安利君制药有限责任公司,65.68,,60
复方甘草酸苷片,西安利君制药有限责任公司,107.45,,100
复方甘草酸苷片,新疆特丰药业股份有限公司,22.96,,21
复方甘草酸苷片,新疆特丰药业股份有限公司,52.96,,50
复方甘草酸苷片,新疆特丰药业股份有限公司,103.27,,100
复方甘草酸苷注射液,北京凯因科技股份有限公司,11.89,20ml,1
复方甘草酸苷注射液,辰欣药业股份有限公司,13.13,20ml,1
复方甘草酸苷注射液,华北制药股份有限公司,10.8,20ml,1
复方甘草酸苷注射液,日本米诺发源制药株式会社（卫材（中国）药业有限公司分装）,18.02,20ml,1
复方甘草酸苷注射液,山西普德药业股份有限公司,11.16,20ml,1
复方甘草酸苷注射液,石药集团欧意药业有限公司,12.43,20ml,1
复方甘草酸苷注射液,西安利君制药有限责任公司,13,20ml,1
复方甘草酸苷注射液,扬州中宝制药有限公司,10.98,20ml,1
注射用复方甘草酸苷,安徽宏业药业有限公司,14.37,40mg,1
注射用复方甘草酸苷,成都苑东药业有限公司（成都通德药业有限公司受委托生产）,9.91,20mg,1
注射用复方甘草酸苷,成都苑东药业有限公司（成都通德药业有限公司受委托生产）,15.3,40mg,1
注射用复方甘草酸苷,成都苑东药业有限公司（成都通德药业有限公司受委托生产）,24.43,80mg,1
注射用复方甘草酸苷,福建省闽东力捷迅药业有限公司,15.3,40mg,1
注射用复方甘草酸苷,福建省闽东力捷迅药业有限公司,24.43,80mg,1
注射用复方甘草酸苷,哈尔滨三联药业股份有限公司,24.43,80mg,1
注射用复方甘草酸苷,哈尔滨三联药业股份有限公司,15.3,40mg,1
注射用复方甘草酸苷,哈尔滨三联药业股份有限公司,30.43,120mg,1
注射用复方甘草酸苷,瑞阳制药有限公司,24.43,80mg,1
注射用复方甘草酸苷,瑞阳制药有限公司,15.3,40mg,1
注射用复方甘草酸苷,瑞阳制药有限公司,9.91,20mg,1
注射用复方甘草酸苷,石药集团欧意药业有限公司,15.3,40mg,1
复方谷氨酰胺肠溶胶囊,地奥集团成都药业股份有限公司,40.05,,36
复方红豆杉胶囊,重庆  诺生物药业股份有限公司,578.59,0.3g,24
复方红豆杉胶囊,重庆  诺生物药业股份有限公司,296.71,0.3g,12
复方猴头颗粒,上海世康特制药有限公司,15.18,5g,12
复方磺胺嘧啶锌凝胶,成都第一药业有限公司,114.16,250g,1
复方磺胺嘧啶锌凝胶,成都第一药业有限公司,36.52,50g,1
复方活脑舒胶囊,吉林省辉南长龙生化药业股份有限公司,35.39,0.25g,24
复方甲硝唑阴道栓,河北三石药业股份有限公司,45.39,0.45g,10
复方甲硝唑阴道栓,河北三石药业股份有限公司,62.78,0.45g,14
复方甲硝唑阴道栓,河北万通金牛药业有限公司,44,3g,14
复方甲硝唑阴道栓,药都制药集团股份有限公司,19.78,3g,6
复方角菜酸酯栓,西安杨森制药有限公司,26.61,3.4g,12
复方克霉唑乳膏（Ⅱ）,澳美制药厂,14.56,20g,1
复方苦参注射液,山西振东制药股份有限公司,32,5ml,1
复方雷尼替丁胶囊,苏州东瑞制药有限公司,20.79,0.26g,12
复方雷尼替丁胶囊,苏州东瑞制药有限公司,40.54,0.26g,24
复方磷酸可待因口服溶液,澳美制药厂,19.74,10ml,15
复方磷酸可待因口服溶液,南京星银药业集团有限公司,12.78,120ml,1
复方磷酸可待因口服溶液,上海长城药业有限公司,12.78,120ml,1
复方磷酸可待因溶液,南昌立健药业有限公司,1.46,10ml,1
复方芦荟维U片,通化兴华药业有限责任公司,31.74,,1
复方罗布麻颗粒,广东环球制药有限公司,26.64,15g,12
复方罗布麻颗粒,吉林紫鑫药业股份有限公司,38.63,6g,12
复方铝酸铋颗粒,辽宁奥达制药有限公司,34.18,1.3g,36
复方铝酸铋颗粒,辽宁奥达制药有限公司,17.09,1.3g,18
复方铝酸铋颗粒,辽宁奥达制药有限公司,26.58,1.3g,28
复方氯化钠注射液,安徽丰原药业股份有限公司,4,500ml,1
复方氯化钠注射液,安徽丰原药业股份有限公司,1.3,500ml,1
复方氯化钠注射液,安徽丰原药业股份有限公司,3.53,500ml,1
复方氯化钠注射液,安徽环球药业股份有限公司,2.54,500ml,1
复方氯化钠注射液,辰欣药业股份有限公司,5.9,500ml,1
复方氯化钠注射液,辰欣药业股份有限公司,6.09,500ml,1
复方氯化钠注射液,贵州科伦药业有限公司,3.5,500ml,1
复方氯化钠注射液,贵州科伦药业有限公司,3.83,500ml,1
复方氯化钠注射液,杭州民生药业有限公司,5.45,500ml,1
复方氯化钠注射液,杭州民生药业有限公司,6.12,500ml,1
复方氯化钠注射液,湖北科伦药业有限公司,1.5,500ml,1
复方氯化钠注射液,湖南金健药业有限责任公司,2.8,500ml,1
复方氯化钠注射液,湖南金健药业有限责任公司,4.04,500ml,1
复方氯化钠注射液,湖南康源制药有限公司,4.71,500ml,1
复方氯化钠注射液,湖南康源制药有限公司,2.95,500ml,1
复方氯化钠注射液,湖南科伦制药有限公司,3.92,500ml,1
复方氯化钠注射液,湖南科伦制药有限公司,3.74,500ml,1
复方氯化钠注射液,华仁药业（日照）有限公司,2.76,500ml,1
复方氯化钠注射液,华仁药业（日照）有限公司,6.09,500ml,1
复方氯化钠注射液,华仁药业股份有限公司,5.48,500ml,1
复方氯化钠注射液,华润双鹤药业股份有限公司,4.12,500ml,1
复方氯化钠注射液,华润双鹤药业股份有限公司,6.09,500ml,1
复方氯化钠注射液,江西科伦药业有限公司,1.8,500ml,1
复方氯化钠注射液,江西科伦药业有限公司,2.5,500ml,1
复方氯化钠注射液,山东华鲁制药有限公司,4.05,500ml,1
复方氯化钠注射液,山东华鲁制药有限公司,3.83,500ml,1
复方氯化钠注射液,山东齐都药业有限公司,3.83,500ml,1
复方氯化钠注射液,山东齐都药业有限公司,3.83,500ml,1
复方氯化钠注射液,山东威高药业股份有限公司,6,500ml,1
复方氯化钠注射液,山东威高药业股份有限公司,6,500ml,1
复方氯化钠注射液,石家庄四药有限公司,6.59,1000ml,1
复方氯化钠注射液,石家庄四药有限公司,3.92,500ml,1
复方氯化钠注射液,石家庄四药有限公司,2.2,500ml,1
复方氯化钠注射液,石家庄四药有限公司,4.09,500ml,1
复方氯化钠注射液,石家庄四药有限公司,4.09,500ml,1
复方氯化钠注射液,石家庄四药有限公司,6.09,500ml,1
复方氯化钠注射液,石家庄四药有限公司,3.92,500ml,1
复方氯化钠注射液,四川科伦药业股份有限公司,3.83,500ml,1
复方氯化钠注射液,四川科伦药业股份有限公司,4.63,500ml,1
复方氯化钠注射液,四川科伦药业股份有限公司,4.63,500ml,1
复方氯化钠注射液,四川科伦药业股份有限公司,3.91,500ml,1
复方氯化钠注射液,天津百特医疗用品有限公司,7.13,500ml,1
复方氯化钠注射液,浙江国镜药业有限公司,2.52,500ml,1
复方氯化钠注射液,浙江国镜药业有限公司,3.92,500ml,1
复方氯化钠注射液,浙江济民制药股份有限公司,4.12,500ml,1
复方氯化钠注射液,浙江济民制药股份有限公司,5.5,500ml,1
复方氯化钠注射液,浙江济民制药股份有限公司,5.5,500ml,1
复方氯化钠注射液,浙江巨能乐斯药业有限公司,1.96,500ml,1
复方氯化钠注射液,浙江巨能乐斯药业有限公司,3.5,500ml,1
复方氯化钠注射液,浙江康乐药业股份有限公司,2.6,500ml,1
复方氯化钠注射液,浙江莎普爱思药业股份有限公司,3.8,500ml,1
复方氯化钠注射液,浙江天瑞药业有限公司,2.88,500ml,1
复方氯化钠注射液,浙江天瑞药业有限公司,3.9,500ml,1
复方氯己定含漱液,哈尔滨乐泰药业有限公司,19.5,300ml,1
复方氯己定含漱液,江苏晨牌邦德药业有限公司,9.36,150ml,1
复方氯己定含漱液,江苏晨牌邦德药业有限公司,23.83,200ml,2
复方氯己定含漱液,江苏晨牌邦德药业有限公司,17.79,300ml,1
复方氯己定含漱液,江苏晨牌邦德药业有限公司,12.22,200ml,1
复方氯己定含漱液,锦州本天药业有限公司,13.58,200ml,1
复方氯唑沙宗胶囊,万特制药（海南）有限公司,10.08,125mg,24
复方氯唑沙宗片,南京中山制药有限公司,17.91,125mg,24
复方氯唑沙宗片,上海复旦复华药业有限公司,9.2,125mg,24
复方木尼孜其颗粒,新疆维吾尔药业有限责任公司,46.69,12g,6
复方木尼孜其颗粒,新疆维吾尔药业有限责任公司,43.14,6g,9
复方南星止痛膏,江苏康缘阳光药业有限公司,37.83,,78
复方尿囊素片,江苏正大丰海制药有限公司,20.87,55mg,30
复方尿囊素片,江苏正大丰海制药有限公司,40.7,55mg,60
复方尿囊素片,上海信谊天平药业有限公司,54.39,55mg,80
复方尿囊素片,上海信谊天平药业有限公司,27.89,55mg,40
复方尿囊素片,武汉中联集团四药药业有限公司,19.2,55mg,24
复方青黛胶囊,陕西医药控股集团天宁制药有限责任公司,34.91,0.5g,48
复方青黛片,长春海外制药集团有限公司,40.75,0.48g,48
复方青黛丸（浓缩丸）,山东仙河药业有限公司,39.3,0.2g,120
复方氢溴酸右美沙芬糖浆,湖北凤凰白云山药业有限公司,23.48,100ml,1
复方清带灌注液,陕西康惠制药股份有限公司,20.61,50ml,1
复方乳酸钠葡萄糖注射液,广东大冢制药有限公司,6,500ml,1
复方乳酸钠葡萄糖注射液,四川科伦药业股份有限公司,5.71,500ml,1
复方乳酸钠葡萄糖注射液,四川科伦药业股份有限公司,7.62,500ml,1
复方乳酸钠葡萄糖注射液,四川科伦药业股份有限公司,6.47,500ml,1
复方乳酸钠葡萄糖注射液,天津金耀集团湖北天药药业股份有限公司,5.8,500ml,1
复方乳酸钠葡萄糖注射液,浙江济民制药股份有限公司,5.11,500ml,1
复方乳酸钠葡萄糖注射液,浙江济民制药股份有限公司,6.47,500ml,1
复方乳酸钠葡萄糖注射液,中国大冢制药有限公司,7.35,500ml,1
复方伤痛胶囊,甘肃省西峰制药有限责任公司,43.48,0.3g,24
复方石淋通胶囊,湖南德康制药股份有限公司,33.47,0.25g,36
复方石淋通胶囊,内蒙古天奇中蒙制药股份有限公司,33.48,0.32g,36
复方嗜酸乳杆菌片,通化金马药业集团股份有限公司,37.27,0.5g,18
复方嗜酸乳杆菌片,通化金马药业集团股份有限公司,49.14,0.5g,24
复方双花颗粒,安徽精方药业股份有限公司,12.3,6g,6
复方双花口服液,北京康益药业有限公司,36.17,10ml,24
复方双花片,陕西康惠制药股份有限公司,27.77,0.62g,36
复方水杨酸甲酯苯海拉明喷雾剂,广东同德药业有限公司,17.39,50ml,1
复方水杨酸甲酯苯海拉明喷雾剂,江苏天济药业有限公司,19.61,60ml,1
复方田七胃痛胶囊,桂林三金药业股份有限公司,20.64,0.5g,40
复方酮康唑乳膏,安徽新和成皖南药业有限公司,1.82,,1
复方酮康唑乳膏,广东华润顺峰药业有限公司,4,20g,1
复方酮康唑乳膏,湖北人福成田药业有限公司,4.02,15g,1
复方酮康唑乳膏,上海宝龙药业有限公司,9.2,15g,1
复方酮康唑乳膏,沈阳圣元药业有限公司,8.04,15g,2
复方酮康唑乳膏,沈阳圣元药业有限公司,4.02,15g,1
复方酮康唑软膏,国药集团三益药业（芜湖）有限公司,2.45,10g,1
复方酮康唑软膏,上海宝龙药业有限公司,3.29,7g,1
复方酮康唑软膏,上海朝晖药业有限公司,2.45,10g,1
复方酮康唑软膏,上海朝晖药业有限公司,1.79,7g,1
复方酮康唑软膏,上海世康特制药有限公司,0.97,7g,1
复方酮康唑软膏,上海通用药业股份有限公司,2,7g,1
复方酮康唑软膏,上海新亚药业闵行有限公司,1.55,7g,1
复方酮康唑软膏,上海新亚药业闵行有限公司,7.84,15g,1
复方土槿皮酊,湖北东信药业有限公司,1.89,15ml,1
复方托吡卡胺滴眼液,参天制药株式会社（参天制药（中国）有限公司分装）,14.78,10ml,1
复方托吡卡胺滴眼液,邯郸康业制药有限公司,7.85,5ml,1
复方托吡卡胺滴眼液,沈阳圣元药业有限公司,7.85,5ml,1
复方托吡卡胺滴眼液,沈阳兴齐眼药股份有限公司,8.03,5ml,1
复方托吡卡胺滴眼液,沈阳兴齐眼药股份有限公司,2.87,1ml,1
复方托吡卡胺滴眼液,永光制药有限公司,8.37,5ml,1
复方维A酸凝胶,上海现代制药股份有限公司,26.48,10g,1
复方维U颠茄铋铝片,广州白云山制药股份有限公司广州白云山制药总厂,33.97,,60
复方维U颠茄铋铝片,上海青平药业有限公司,28.13,,45
复方维生素（3）注射液,山西普德药业股份有限公司,92.18,5ml,1
复方维生素注射液（4）,成都平原药业有限公司,15.58,2ml,1
复方维生素注射液（4）,上海第一生化药业有限公司,15.66,2ml,1
复方维生素注射液（4）,天津金耀集团湖北天药药业股份有限公司,15.15,2ml,1
注射用复方维生素（3）,河北爱尔海泰制药有限公司,94.78,10mg,1
注射用复方维生素（3）,辽宁海思科制药有限公司,94.78,10mg,1
注射用复方维生素（3）,山西普德药业股份有限公司,94.78,10mg,1
复方鲜竹沥液,杭州天目山药业股份有限公司,5.78,100ml,1
复方鲜竹沥液,江西南昌济生制药厂,7.2,10ml,10
复方鲜竹沥液,江西天施康中药股份有限公司,8.61,10ml,12
复方鲜竹沥液,浙江泰康药业集团有限公司,7.11,10ml,10
复方鲜竹沥液（含糖）,江西南昌济生制药厂,8.7,20ml,6
复方消化酶片,"Daewoong Pharmaceutical Co.,Ltd（Daewoong Pharmaceutical Co.,Ltd）",65.22,,20
消化酶片,西南药业股份有限公司,37.46,,30
消化酶片,西南药业股份有限公司,73.04,,60
复方消化酶胶囊,"Hanlim Pharmaceutical Co., Ltd.(Hanlim Pharmaceutical Co., Ltd.)",38.13,,20
复方消化酶胶囊,广东星昊药业有限公司（北京星昊医药股份有限公司受委托生产）,36.28,,20
复方消化酶胶囊（Ⅱ）,常州千红生化制药股份有限公司,39.6,,20
复方锌布颗粒,神威药业集团有限公司,8,5g,10
复方锌布颗粒,先声药业有限公司,8.74,0.252g,12
复方锌布颗粒剂,河北万通金牛药业有限公司,5.16,,10
复方锌布颗粒剂,南京臣功制药股份有限公司,9.6,0.252g,12
复方雪莲胶囊,国药集团新疆制药有限公司,56.52,0.3g,24
吸入用复方异丙托溴铵溶液,SCS Boehringer Ingelheim Comm.V （Laboratoire Unither）,54.78,2.5ml,10
复方益肝灵胶囊,广东罗浮山国药股份有限公司,49.3,0.2g,48
复方益肝灵胶囊,海南海神同洲制药有限公司,24.1,0.3g,12
复方益肝灵胶囊,海南海神同洲制药有限公司,47,0.3g,24
复方益肝灵胶囊,湖南千金湘江药业股份有限公司,48.09,0.37g,36
复方益肝灵胶囊,湖南千金湘江药业股份有限公司,32.54,0.37g,24
复方益肝灵胶囊,湖南天地恒一制药有限公司,35.22,0.3g,36
复方益肝灵胶囊,湖南天地恒一制药有限公司,57.61,0.3g,60
复方益肝灵胶囊,湖南天地恒一制药有限公司,112.35,0.3g,120
复方益母胶囊,翔宇药业股份有限公司,31.15,0.42g,45
复方益母胶囊,翔宇药业股份有限公司,21.07,0.42g,30
复方益母颗粒,江苏康缘药业股份有限公司,29.12,10g,6
复方益母片,辽宁奥达制药有限公司,37.49,0.51g,48
复方银翘氨敏胶囊,吉林省集安益盛药业股份有限公司,21.87,,24
复方银翘氨敏胶囊,四川彩虹制药有限公司（四川恩威制药有限公司受委托生产）,28.28,,36
复方皂矾丸,陕西郝其军制药股份有限公司,129.37,0.2g,170
复方皂矾丸,陕西郝其军制药股份有限公司,54.79,0.2g,72
复方珍珠口疮颗粒,四川美大康华康药业有限公司,24.23,10g,10
复方紫荆消伤巴布膏,上海雷允上药业有限公司,45.22,,72
复合磷酸氢钾注射液,安徽恒星制药有限公司,40.5,2ml,1
复合磷酸氢钾注射液,山西普德药业股份有限公司,36.7,2ml,1
复合磷酸氢钾注射液,苏州天马医药集团天吉生物制药有限公司,36.7,2ml,1
复合磷酸氢钾注射液,天津金耀药业有限公司,38.13,2ml,1
复合乳酸菌胶囊,江苏美通制药有限公司,23.38,0.33g,12
复合乳酸菌胶囊,江苏美通制药有限公司,34.55,0.33g,18
复合乳酸菌胶囊,江苏美通制药有限公司,19.61,0.33g,10
注射用复合维生素B,无锡凯夫制药有限公司,15.04,,1
复明片,西安碑林药业股份有限公司,28.9,0.31g,90
复明片,西安碑林药业股份有限公司,26.61,0.3g,90
富马酸酮替芬滴鼻液,辰欣药业股份有限公司,7.32,10ml,1
富马酸酮替芬分散片,山东绿因药业有限公司,19.48,1mg,24
腹膜透析液（乳酸盐）,华仁药业股份有限公司,27.14,2000ml,1
腹膜透析液（乳酸盐）,华仁药业股份有限公司,31.13,2500ml,1
腹膜透析液（乳酸盐）,华仁药业股份有限公司,27.5,2000ml,1
腹膜透析液（乳酸盐）,华仁药业股份有限公司,31.13,2500ml,1
腹膜透析液（乳酸盐）（低钙）,天津金耀集团湖北天药药业股份有限公司,28.8,2000ml,1
钆贝葡胺注射液,上海博莱科信谊药业有限责任公司,159.13,10ml,1
钆贝葡胺注射液,上海博莱科信谊药业有限责任公司,217.39,15ml,1
钆贝葡胺注射液,上海博莱科信谊药业有限责任公司,271.3,20ml,1
钆喷酸葡胺注射液,Bayer Pharma AG（拜耳医药保健有限公司广州分公司分装）,123.48,10ml,1
钆喷酸葡胺注射液,Bayer Pharma AG（拜耳医药保健有限公司广州分公司分装）,168.7,15ml,1
钆喷酸葡胺注射液,Bayer Pharma AG（拜耳医药保健有限公司广州分公司分装）,210.43,20ml,1
钆喷酸葡胺注射液,北京北陆药业股份有限公司,91.4,10ml,1
钆喷酸葡胺注射液,北京北陆药业股份有限公司,100.34,12ml,1
钆喷酸葡胺注射液,北京北陆药业股份有限公司,121.09,15ml,1
钆喷酸葡胺注射液,北京北陆药业股份有限公司,156.52,20ml,1
钆喷酸葡胺注射液,广州康臣药业有限公司,89.01,10ml,1
钆喷酸葡胺注射液,广州康臣药业有限公司,148.79,20ml,1
钆喷酸葡胺注射液,广州康臣药业有限公司,103.39,12ml,1
钆喷酸葡胺注射液,广州康臣药业有限公司,118.88,15ml,1
钆喷酸葡胺注射液,上海旭东海普药业有限公司,124.5,15ml,1
钆双胺注射液,GE Healthcare Ireland（通用电气药业（上海）有限公司分装）,141.74,10ml,1
钆双胺注射液,GE Healthcare Ireland（通用电气药业（上海）有限公司分装）,193.04,15ml,1
钆双胺注射液,GE Healthcare Ireland（通用电气药业（上海）有限公司分装）,240.87,20ml,1
钆特酸葡胺注射液,Guerbet（Guerbet）,210.43,15ml,1
甘草酸二铵胶囊,济南利民制药有限责任公司,13.74,50mg,24
甘草酸二铵胶囊,世贸天阶制药（江苏）有限责任公司,13.74,50mg,24
甘草酸二铵胶囊,四川升和药业股份有限公司,12,50mg,24
甘草酸二铵注射液,辰欣药业股份有限公司,2.42,10ml,1
甘草酸二铵注射液,湖北兴华制药有限公司,1.66,10ml,1
甘草酸二铵注射液,济南利民制药有限责任公司,2.1,10ml,1
甘草酸二铵注射液,江西银涛药业有限公司,2.49,10ml,1
甘草酸二铵注射液,上海现代哈森（商丘）药业有限公司,1.96,10ml,1
甘草酸二铵注射液,石药集团欧意药业有限公司,2.54,10ml,1
甘草酸二铵注射液,天津金耀集团湖北天药药业股份有限公司,1.66,10ml,1
甘草酸二铵注射液,浙江天瑞药业有限公司,2.1,10ml,1
甘草酸二铵注射液,正大天晴药业集团股份有限公司,3.86,10ml,1
甘草酸二铵注射液,重庆莱美药业股份有限公司,1.79,10ml,1
注射用甘草酸二铵,北京四环科宝制药有限公司,8.27,0.15g,1
注射用甘草酸二铵,广东宏远集团药业有限公司,8.26,0.15g,1
注射用甘草酸二铵,广州一品红制药有限公司,7.63,0.15g,1
注射用甘草酸二铵,海口奇力制药股份有限公司,7.3,0.15g,1
注射用甘草酸二铵,湖北华世通潜龙药业有限公司,7.9,0.15g,1
注射用甘草酸二铵,华北制药股份有限公司,8.26,0.15g,1
注射用甘草酸二铵,武汉普生制药有限公司,8.26,0.15g,1
甘桔冰梅片,重庆华森制药有限公司,28.1,0.2g,36
甘油磷酸钠注射液,华瑞制药有限公司,7.35,10ml,1
肝达康胶囊,吉林敖东延边药业股份有限公司,34.2,0.3g,100
肝达康颗粒,佛山德众药业有限公司,44.78,4g,9
肝达康片,佛山德众药业有限公司,44.96,0.3g,90
肝复乐胶囊,湖南九典制药股份有限公司,130.66,0.5g,72
肝复乐胶囊,康普药业股份有限公司,162,0.5g,90
肝复乐胶囊,康普药业股份有限公司,109.61,0.5g,60
肝复乐片,康哲冷水江制药有限公司,77.61,0.5g,36
肝复乐片,康哲冷水江制药有限公司,126.96,0.5g,60
肝苏胶囊,成都永康制药有限公司,21.22,0.5g,36
肝苏胶囊,四川绿叶宝光药业股份有限公司,28.26,0.42g,48
肝苏胶囊,四川宇妥藏药药业有限责任公司,28.26,0.42g,48
肝苏颗粒,四川古蔺肝苏药业有限公司,40.72,3g,18
肝苏颗粒,四川古蔺肝苏药业有限公司,20.36,3g,9
肝苏片,四川古蔺肝苏药业有限公司,33.87,0.3g,90
肝苏片,四川古蔺肝苏药业有限公司,44.69,0.3g,120
肝素钙注射液,天津生物化学制药有限公司,11.94,1ml,1
肝素钠封管注射液,山东省惠诺药业有限公司,4.17,5ml,1
肝素钠注射液,常州千红生化制药股份有限公司,9.19,2ml,1
肝素钠注射液,辰欣药业股份有限公司,6.83,2ml,1
肝素钠注射液,成都市海通药业有限公司,10.17,2ml,1
肝素钠注射液,成都市海通药业有限公司,3.92,2ml,1
肝素钠注射液,国药集团容生制药有限公司,8.9,2ml,1
肝素钠注射液,华北制药股份有限公司,3.82,2ml,1
肝素钠注射液,江苏万邦生化医药股份有限公司,7.7,2ml,1
肝素钠注射液,马鞍山丰原制药有限公司,9.48,2ml,1
肝素钠注射液,马鞍山丰原制药有限公司,4.17,2ml,1
肝素钠注射液,南京新百药业有限公司,8,2ml,1
肝素钠注射液,上海第一生化药业有限公司,9.52,2ml,1
肝泰舒胶囊,青海晶珠藏药高新技术产业股份有限公司,102.31,0.4g,60
肝泰舒胶囊,青海晶珠藏药高新技术产业股份有限公司,35.5,0.4g,20
肝炎灵注射液,常熟雷允上制药有限公司,2.96,2ml,1
感咳双清胶囊,四川济生堂药业有限公司,19.7,0.3g,24
感冒疏风胶囊,吉林龙鑫药业有限公司,27.3,0.3g,36
感冒疏风颗粒,云南康恩贝植物药有限公司,22.32,10g,10
感冒退热颗粒,云南永安制药有限公司,9.9,4.5g,10
感冒退热颗粒（无糖型）,江西品信药业有限公司,13.43,4.5g,12
肛安栓,烟台荣昌制药股份有限公司,18.2,1g,6
肛泰软膏,烟台荣昌制药股份有限公司,26.1,10g,2
高锰酸钾外用片,济南康福生制药有限公司,29.87,0.1g,72
高渗氯化钠羟乙基淀粉40注射液,上海长征富民金山制药有限公司,115.9,100ml,1
高渗氯化钠羟乙基淀粉40注射液,上海长征富民金山制药有限公司,239.6,250ml,1
注射用盐酸高血糖素,深圳翰宇药业股份有限公司,127.08,1mg,1
注射用戈那瑞林,马鞍山丰原制药有限公司,13.06,,1
醋酸戈舍瑞林缓释植入剂,Astrazeneca UK Limited (阿斯利康制药有限公司分装）,1914.03,3.6mg,1
醋酸戈舍瑞林缓释植入剂,Astrazeneca UK Limited (阿斯利康制药有限公司分装）,4697.2,10.8mg,1
盐酸格拉司琼分散片,广西浦北制药厂,42.27,1mg,4
盐酸格拉司琼胶囊,山东淄博新达制药有限公司,52.08,1mg,6
盐酸格拉司琼氯化钠注射液,安徽双鹤药业有限责任公司,21.38,50ml,1
盐酸格拉司琼氯化钠注射液,辰欣药业股份有限公司,24.61,100ml,1
盐酸格拉司琼氯化钠注射液,辰欣药业股份有限公司,26.78,100ml,1
盐酸格拉司琼氯化钠注射液,福州海王福药制药有限公司,26.78,100ml,1
盐酸格拉司琼氯化钠注射液,华仁药业（日照）有限公司,22.83,50ml,1
盐酸格拉司琼氯化钠注射液,华仁药业（日照）有限公司,23.19,50ml,1
盐酸格拉司琼片,成都恒瑞制药有限公司,66,1mg,8
盐酸格拉司琼片,宁波天衡药业股份有限公司,18.09,1mg,2
盐酸格拉司琼片,山东方明药业集团股份有限公司,52.09,1mg,6
盐酸格拉司琼葡萄糖注射液,江苏晨牌药业集团股份有限公司,21.86,50ml,1
盐酸格拉司琼葡萄糖注射液,山东华鲁制药有限公司,24.35,50ml,1
盐酸格拉司琼葡萄糖注射液,山东齐都药业有限公司,22.86,50ml,1
盐酸格拉司琼葡萄糖注射液,山东齐都药业有限公司,25.24,50ml,1
盐酸格拉司琼葡萄糖注射液,山东新时代药业有限公司,24.35,50ml,1
盐酸格拉司琼葡萄糖注射液,扬子江药业集团有限公司,24.35,50ml,1
盐酸格拉司琼注射液,北大医药股份有限公司,20.43,3ml,1
盐酸格拉司琼注射液,北京双鹭药业股份有限公司,19.26,3ml,1
盐酸格拉司琼注射液,北京协和药厂,8.78,1ml,1
盐酸格拉司琼注射液,北京协和药厂,14,3ml,1
盐酸格拉司琼注射液,国药集团国瑞药业有限公司,20.43,3ml,1
盐酸格拉司琼注射液,国药集团容生制药有限公司,12.01,3ml,1
盐酸格拉司琼注射液,海南惠普森医药生物技术有限公司,8.78,1ml,1
盐酸格拉司琼注射液,海南惠普森医药生物技术有限公司,19.2,3ml,1
盐酸格拉司琼注射液,河北一品制药有限公司,16.57,3ml,1
盐酸格拉司琼注射液,济南利民制药有限责任公司,18.38,3ml,1
盐酸格拉司琼注射液,宁波天衡药业股份有限公司,46.87,3ml,1
盐酸格拉司琼注射液,齐鲁制药有限公司,20.43,3ml,1
盐酸格拉司琼注射液,山西普德药业股份有限公司,17.39,3ml,1
盐酸格拉司琼注射液,四川升和药业股份有限公司,20.43,3ml,1
盐酸格拉司琼注射液,太极集团四川太极制药有限公司,20.03,3mg,1
盐酸格拉司琼注射液,悦康药业集团有限公司,20.43,3ml,1
注射用盐酸格拉司琼,北京四环科宝制药有限公司,22.6,3mg,1
注射用盐酸格拉司琼,国药集团国瑞药业有限公司,22.61,3mg,1
注射用盐酸格拉司琼,山东罗欣药业集团股份有限公司,21.12,3mg,1
注射用盐酸格拉司琼,新乡东升制药有限公司,17.77,3mg,1
格列吡嗪分散片,华夏药业集团有限公司,19,5mg,40
格列吡嗪控释片,淄博万杰制药有限公司,37.4,5mg,24
格列吡嗪控释片,淄博万杰制药有限公司,19.18,5mg,12
葛根芩连口服液,江西心正药业有限责任公司,35.18,10ml,10
葛根芩连片,南宁市冠峰制药有限公司,20,0.3g,80
葛根芩连片,太极集团四川绵阳制药有限公司,27.28,,1
葛根汤颗粒,瑞阳制药有限公司,18.67,6g,6
葛根汤颗粒,瑞阳制药有限公司,28.09,6g,9
葛根汤片,瑞阳制药有限公司,16.78,0.4g,36
葛兰心宁软胶囊,西安千禾药业有限责任公司,35.82,0.58g,24
葛兰心宁软胶囊,西安千禾药业有限责任公司,52.94,0.58g,36
更昔洛韦眼用凝胶,湖北科益药业股份有限公司,23.67,5g,1
宫瘤宁胶囊,吉林省东北亚药业股份有限公司,26.85,0.45g,24
宫瘤宁胶囊,吉林省东北亚药业股份有限公司,39.69,0.45g,36
宫瘤宁胶囊,江苏晨牌药业集团股份有限公司,46.7,0.45g,48
宫瘤宁胶囊,康县独一味生物制药有限公司,48,0.3g,54
宫瘤宁片,甘肃泰康制药有限责任公司,31.09,0.315g,36
宫瘤宁片,甘肃泰康制药有限责任公司,59.13,0.3g,72
宫瘤宁片,甘肃泰康制药有限责任公司,30.34,0.3g,36
宫瘤清胶囊,四川升和药业股份有限公司,46.18,0.37g,60
宫瘤消胶囊,山东步长神州制药有限公司,55.8,0.5g,60
狗皮膏,贵阳济仁堂药业有限公司,25.4,15g,10
狗皮膏（改进型）,锦州紫金药业有限公司,30.78,,24
狗皮膏（改进型）,锦州紫金药业有限公司,20.52,,16
枸橼酸铋雷尼替丁胶囊,常州兰陵制药有限公司,28,0.2g,14
