"","StockCode","EndDate.x","EndDate.y","ShortName","RDPerson","RDSpendSum","RDSpendSumRatio","RDInvest"
"18671","002821","2018-12-31","2016-12-31","凯莱英",1468,155177743.99,8.46,0
"18674","002821","2016-06-30","2016-12-31","凯莱英",553,32007800,6.8,NA
"18675","002821","2019-12-31","2016-12-31","凯莱英",1838,192521782.74,7.83,0
"18725","002826","2018-12-31","2016-12-31","易明医药",55,18844946.49,3.86,12898713.9
"18727","002826","2020-12-31","2016-12-31","易明医药",51,9521061.03,1.58,2673152.11
"18728","002826","2022-12-31","2016-12-31","易明医药",46,13953738.55,1.63,0
"18729","002826","2016-06-30","2016-12-31","易明医药",40,1445300,0.73,NA
"18730","002826","2019-12-31","2016-12-31","易明医药",50,9320170.13,1.68,4683430.24
"18731","002826","2017-12-31","2016-12-31","易明医药",54,10784896.31,2.84,4905086.43
"18733","002826","2023-12-31","2016-12-31","易明医药",41,12075151.59,1.81,0
"18734","002826","2016-12-31","2016-12-31","易明医药",45,3787199.62,0.84,1610198.05
"18735","002826","2021-12-31","2016-12-31","易明医药",50,9313942.01,1.28,0
"19092","002864","2018-12-31","2017-12-31","盘龙药业",NA,8290622.32,2.24,0
"19093","002864","2016-12-31","2017-12-31","盘龙药业",NA,5415287.66,NA,NA
"19095","002864","2021-12-31","2017-12-31","盘龙药业",67,14026426.59,1.58,0
"19096","002864","2019-12-31","2017-12-31","盘龙药业",62,13078072.06,2.14,0
"19098","002864","2023-12-31","2017-12-31","盘龙药业",69,20256386.31,2.07,0
"19099","002864","2022-12-31","2017-12-31","盘龙药业",69,18233617.47,1.87,0
"19100","002864","2020-12-31","2017-12-31","盘龙药业",51,12970834.41,1.94,0
"19101","002864","2017-06-30","2017-12-31","盘龙药业",57,2746087.7,NA,NA
"19102","002864","2017-12-31","2017-12-31","盘龙药业",49,7228662.57,1.92,0
"19132","002868","2016-12-31","2017-12-31","绿康生化",47,NA,NA,NA
"19133","002868","2020-12-31","2017-12-31","绿康生化",67,19913133.94,6.46,0
"19136","002868","2019-12-31","2017-12-31","绿康生化",63,18549953.82,6.11,0
"19137","002868","2023-12-31","2017-12-31","绿康生化",164,27530726.83,5.43,0
"19138","002868","2022-12-31","2017-12-31","绿康生化",86,21824916.67,6.62,0
"19140","002868","2017-12-31","2017-12-31","绿康生化",53,14106896.1,3.76,0
"19142","002868","2021-12-31","2017-12-31","绿康生化",82,24821183.37,6.83,0
"19144","002868","2018-12-31","2017-12-31","绿康生化",59,14566625.09,4.23,0
"19177","002872","2016-12-31","2023-12-31","ST 天圣",79,35118400,5.75,NA
"19178","002872","2022-12-31","2023-12-31","ST 天圣",71,34269392.62,5.65,0
"19179","002872","2021-12-31","2023-12-31","ST 天圣",71,29246325.1,3.97,0
"19180","002872","2023-12-31","2023-12-31","ST 天圣",65,30916051.19,5.34,0
"19182","002872","2020-12-31","2023-12-31","ST 天圣",55,22456265.11,1.87,0
"19183","002872","2019-12-31","2023-12-31","ST 天圣",74,49277833.93,2.94,0
"19184","002872","2017-12-31","2023-12-31","ST 天圣",94,33857937.24,1.5,0
"19186","002872","2018-12-31","2023-12-31","ST 天圣",90,39782371.67,1.83,0
"19187","002873","2021-12-31","2017-12-31","新天药业",142,28889535.84,2.98,8512930.57
"19188","002873","2023-12-31","2017-12-31","新天药业",213,56610394.85,5.93,18475798.65
"19189","002873","2017-12-31","2017-12-31","新天药业",136,23595669.15,3.46,512799
"19190","002873","2020-12-31","2017-12-31","新天药业",144,28430751.42,3.79,15135456
"19191","002873","2022-12-31","2017-12-31","新天药业",173,34450753.48,3.17,12865890.59
"19192","002873","2016-12-31","2017-12-31","新天药业",NA,20145200,3.18,NA
"19193","002873","2019-12-31","2017-12-31","新天药业",131,30823012.06,3.99,9722446.34
"19196","002873","2018-12-31","2017-12-31","新天药业",154,31968464.18,4.6,135028.14
"19249","002880","2018-12-31","2017-12-31","卫光生物",47,36817234.62,5.35,13115662.78
"19250","002880","2023-12-31","2017-12-31","卫光生物",89,77896582.44,7.43,14280362.15
"19251","002880","2019-12-31","2017-12-31","卫光生物",39,41530079.54,5.06,1365205.92
"19252","002880","2017-12-31","2017-12-31","卫光生物",54,25626115.53,4.11,0
"19253","002880","2016-12-31","2017-12-31","卫光生物",273,24774200,4.38,NA
"19256","002880","2021-12-31","2017-12-31","卫光生物",70,47795916.52,5.27,0
"19257","002880","2020-12-31","2017-12-31","卫光生物",65,45096657.99,4.99,0
"19258","002880","2022-12-31","2017-12-31","卫光生物",83,40820206.51,6.11,4954294.56
"19423","002898","2020-12-31","2017-12-31","赛隆药业",67,32307377.93,26.77,6634807.12
"19425","002898","2017-06-30","2017-12-31","赛隆药业",33,10760300,7.52,NA
"19426","002898","2019-12-31","2017-12-31","赛隆药业",76,31426346.77,10.71,13844624.09
"19427","002898","2016-12-31","2017-12-31","赛隆药业",NA,28805400,11.26,NA
"19428","002898","2018-12-31","2017-12-31","赛隆药业",48,25930425.61,5.94,9691946.88
"19430","002898","2023-12-31","2017-12-31","赛隆药业",81,42641319.22,13.73,15112093.33
"19431","002898","2021-12-31","2017-12-31","赛隆药业",72,31601901.36,12.79,10190322.03
"19432","002898","2022-12-31","2017-12-31","赛隆药业",78,28136219.86,10.65,4634745.28
"19433","002898","2017-12-31","2017-12-31","赛隆药业",42,20770377.46,5.7,0
"19445","002900","2017-12-31","2017-12-31","哈三联",227,69352369.13,6.04,0
"19447","002900","2022-12-31","2017-12-31","哈三联",300,99836960.26,9.71,10568155.52
"19448","002900","2019-12-31","2017-12-31","哈三联",347,112448442.13,5.35,0
"19449","002900","2016-12-31","2017-12-31","哈三联",NA,49035500,6.44,NA
"19450","002900","2017-06-30","2017-12-31","哈三联",208,30346900,7.95,NA
"19451","002900","2020-12-31","2017-12-31","哈三联",295,112019203.81,8.37,0
"19453","002900","2023-12-31","2017-12-31","哈三联",306,140758736.13,11.86,27952874.57
"19454","002900","2018-12-31","2017-12-31","哈三联",280,79006367.32,3.64,0
"19455","002900","2021-12-31","2017-12-31","哈三联",290,99921817.05,10.56,0
"19503","002907","2020-12-31","2017-12-31","华森制药",255,52120418.49,5.91,3348145.36
"19504","002907","2018-12-31","2017-12-31","华森制药",140,26216233.85,3.73,8e+06
"19505","002907","2022-12-31","2017-12-31","华森制药",297,93267542.12,11.88,25158716.77
"19507","002907","2017-06-30","2017-12-31","华森制药",104,5129400,1.8,NA
"19509","002907","2019-12-31","2017-12-31","华森制药",230,34974095.34,4.15,9416438.01
"19510","002907","2017-12-31","2017-12-31","华森制药",112,11475990.52,1.94,2771843.84
"19511","002907","2016-12-31","2017-12-31","华森制药",NA,19034600,3.45,NA
"19512","002907","2021-12-31","2017-12-31","华森制药",291,93663512.07,11.07,33638020.05
"19513","002907","2023-12-31","2017-12-31","华森制药",326,117741527.93,17.03,53719261.78
"19674","002923","2017-12-31","2018-12-31","润都股份",160,44692614.86,5.73,0
"19676","002923","2017-06-30","2018-12-31","润都股份",NA,16534154.91,NA,NA
"19678","002923","2016-12-31","2018-12-31","润都股份",NA,30050130.07,NA,NA
"19679","002923","2022-12-31","2018-12-31","润都股份",237,95590525.16,6.97,0
"19680","002923","2023-12-31","2018-12-31","润都股份",281,129443236.42,10.02,0
"19681","002923","2019-12-31","2018-12-31","润都股份",215,114541213.74,8.42,0
"19682","002923","2018-12-31","2018-12-31","润都股份",195,66023227.66,6.32,0
"19683","002923","2021-12-31","2018-12-31","润都股份",229,92139638.34,7.74,0
"19684","002923","2020-12-31","2018-12-31","润都股份",245,102465687.77,8.18,0
"19739","002932","2016-12-31","2018-12-31","明德生物",269,20981000,14.88,NA
"19740","002932","2022-12-31","2018-12-31","明德生物",344,388360167.34,3.69,0
"19741","002932","2020-12-31","2018-12-31","明德生物",229,69931601.11,7.29,0
"19742","002932","2019-12-31","2018-12-31","明德生物",171,36955855.51,20.4,0
"19743","002932","2021-12-31","2018-12-31","明德生物",251,132744887.84,4.69,0
"19744","002932","2017-12-31","2018-12-31","明德生物",109,25613500,15.51,NA
"19745","002932","2023-12-31","2018-12-31","明德生物",345,141415136.54,18.87,0
"19746","002932","2018-12-31","2018-12-31","明德生物",126,27103503.46,15.37,0
"19788","002940","2018-12-31","2018-12-31","昂利康",83,46209487.45,3.68,0
"19789","002940","2016-12-31","2018-12-31","昂利康",NA,46835900,6.97,NA
"19790","002940","2022-12-31","2018-12-31","昂利康",167,112621640.27,7.18,0
"19791","002940","2017-12-31","2018-12-31","昂利康",65,40965300,4.69,NA
"19793","002940","2019-12-31","2018-12-31","昂利康",79,37347141.06,2.67,0
"19794","002940","2020-12-31","2018-12-31","昂利康",83,43877077.63,3.4,0
"19795","002940","2023-12-31","2018-12-31","昂利康",198,172368619.45,10.6,2.9e+07
"19796","002940","2018-06-30","2018-12-31","昂利康",NA,11605800,1.89,NA
"19797","002940","2021-12-31","2018-12-31","昂利康",102,52553078.23,3.81,0
"19862","002950","2017-12-31","2023-12-31","奥美医疗",NA,45411800,3.4,NA
"19863","002950","2018-09-30","2023-12-31","奥美医疗",NA,30136500,2.78,NA
"19864","002950","2018-12-31","2023-12-31","奥美医疗",391,49738691.35,2.45,0
"19866","002950","2019-12-31","2023-12-31","奥美医疗",391,59712943.48,2.54,0
"19867","002950","2021-12-31","2023-12-31","奥美医疗",459,94577732.16,3.23,0
"19868","002950","2022-12-31","2023-12-31","奥美医疗",473,107735053.2,2.56,0
"19870","002950","2016-12-31","2023-12-31","奥美医疗",NA,38374800,3.35,NA
"19871","002950","2023-12-31","2023-12-31","奥美医疗",460,77366283.59,2.81,0
"19872","002950","2020-12-31","2023-12-31","奥美医疗",390,118126622.52,3.08,0
"20733","300006","2021-12-31","2009-12-31","莱美药业",119,117973974.19,9.63,17774478.64
"20735","300006","2024-12-31","2009-12-31","莱美药业",74,94990480.97,11.94,30258073.35
"20736","300006","2020-12-31","2009-12-31","莱美药业",124,73853905.55,4.66,16152111.78
"20739","300006","2022-12-31","2009-12-31","莱美药业",119,102161660.16,11.55,21514335.28
"20741","300006","2023-12-31","2009-12-31","莱美药业",81,113500891.4,12.67,13690400.18
"20749","300006","2018-12-31","2009-12-31","莱美药业",112,66700688.69,4.27,23962728.26
"20750","300006","2019-12-31","2009-12-31","莱美药业",110,58297006.69,3.14,14403161.91
"20751","300006","2016-12-31","2009-12-31","莱美药业",84,54979639.57,5.55,28321568.29
"20752","300006","2017-12-31","2009-12-31","莱美药业",113,54850755.17,4.28,21133957.6
"20788","300009","2020-12-31","2009-12-31","安科生物",538,212449405.37,12.49,83688171.32
"20789","300009","2018-12-31","2009-12-31","安科生物",420,167954022.15,11.49,80635044.32
"20790","300009","2021-12-31","2009-12-31","安科生物",412,211214613.72,9.74,52417152.47
"20791","300009","2019-12-31","2009-12-31","安科生物",533,252095983.51,14.72,132005232.08
"20793","300009","2017-12-31","2009-12-31","安科生物",332,130725058.86,11.92,60555821.88
"20797","300009","2022-12-31","2009-12-31","安科生物",470,196615094.2,8.43,40602952.65
"20798","300009","2024-12-31","2009-12-31","安科生物",374,189502031.56,7.47,13429812.57
"20800","300009","2016-12-31","2009-12-31","安科生物",306,77964341.88,9.18,26188062.03
"20803","300009","2023-12-31","2009-12-31","安科生物",479,257743838.56,8.99,43063953.39
"20912","300016","2023-12-31","2009-12-31","北陆药业",226,122328869.24,13.73,0
"20914","300016","2021-12-31","2009-12-31","北陆药业",132,51593248.72,6.11,4366175.61
"20916","300016","2018-12-31","2009-12-31","北陆药业",71,25958965.59,4.27,8665985.89
"20917","300016","2017-12-31","2009-12-31","北陆药业",58,22246705.6,4.26,11133228.21
"20918","300016","2022-12-31","2009-12-31","北陆药业",173,99764743.4,13.03,755858.06
"20921","300016","2020-12-31","2009-12-31","北陆药业",107,60023311.56,7.25,8303560.07
"20923","300016","2016-12-31","2009-12-31","北陆药业",53,29935431.93,6,11150031.12
"20931","300016","2019-12-31","2009-12-31","北陆药业",88,59452593.13,7.26,9518458.78
"21095","300026","2021-12-31","2009-12-31","红日药业",962,292124381.18,3.81,88766363.61
"21096","300026","2022-12-31","2009-12-31","红日药业",1143,334488261.22,5.03,97803132.87
"21099","300026","2016-12-31","2009-12-31","红日药业",672,163651126.53,4.23,45412987.45
"21100","300026","2017-12-31","2009-12-31","红日药业",592,165903190.03,4.92,56674486.73
"21101","300026","2023-12-31","2009-12-31","红日药业",1039,300736365.63,4.92,85149791.8
"21103","300026","2018-12-31","2009-12-31","红日药业",686,193911245.05,4.59,51867674.68
"21104","300026","2019-12-31","2009-12-31","红日药业",863,237658443.89,4.75,55131419.25
"21105","300026","2020-12-31","2009-12-31","红日药业",909,254913022.41,3.93,74757429.62
"21319","300039","2019-12-31","2010-12-31","上海凯宝",511,54563083.16,3.85,0
"21320","300039","2021-12-31","2010-12-31","上海凯宝",450,79319562.82,7.21,0
"21330","300039","2018-12-31","2010-12-31","上海凯宝",503,47499765.92,3.17,0
"21332","300039","2017-12-31","2010-12-31","上海凯宝",515,77448777.57,4.93,0
"21333","300039","2023-12-31","2010-12-31","上海凯宝",409,95871852.02,6.01,0
"21334","300039","2016-12-31","2010-12-31","上海凯宝",525,53389339.63,3.57,0
"21336","300039","2022-12-31","2010-12-31","上海凯宝",442,52965567.16,4.73,0
"21337","300039","2020-12-31","2010-12-31","上海凯宝",470,59118892.81,6.51,0
"21512","300049","2022-12-31","2010-12-31","福瑞股份",82,102552713.02,10.17,32289705.26
"21513","300049","2016-12-31","2010-12-31","福瑞股份",116,66049313.59,7.99,20128662.99
"21514","300049","2021-12-31","2010-12-31","福瑞股份",77,98668071.46,10.98,34233043.47
"21515","300049","2020-12-31","2010-12-31","福瑞股份",82,101669971.81,12.59,35845274.48
"21518","300049","2023-12-31","2010-12-31","福瑞股份",86,126155994.57,10.93,43687991.47
"21527","300049","2019-12-31","2010-12-31","福瑞股份",117,103029933.22,12.39,42280783.81
"21529","300049","2017-12-31","2010-12-31","福瑞股份",133,86113094.43,10.13,25807588.99
"21530","300049","2018-12-31","2010-12-31","福瑞股份",97,104705096.95,12.08,39979198.21
"22150","300086","2019-12-31","2010-12-31","康芝药业",399,22460168.03,2.23,5263947
"22151","300086","2020-12-31","2010-12-31","康芝药业",404,19462659.92,2.11,2889617.86
"22152","300086","2021-12-31","2010-12-31","康芝药业",110,20782367.88,2.48,6077708.27
"22155","300086","2017-12-31","2010-12-31","康芝药业",155,10371068.27,2.16,1319891.39
"22156","300086","2016-12-31","2010-12-31","康芝药业",140,14231533.8,3.02,1913696.79
"22157","300086","2022-12-31","2010-12-31","康芝药业",134,30258990.77,5.65,1816537.75
"22158","300086","2018-12-31","2010-12-31","康芝药业",552,34509144.11,3.91,6466489.54
"22165","300086","2023-12-31","2010-12-31","康芝药业",111,24972251.84,3.38,6292603.07
"22531","300108","2018-12-31","2022-12-31","*ST 吉药",139,17838280.13,1.89,0
"22547","300108","2023-12-31","2022-12-31","*ST 吉药",137,12944883.74,3.74,0
"22551","300108","2017-12-31","2022-12-31","*ST 吉药",120,20220062.06,2.89,0
"22563","300108","2016-12-31","2022-12-31","*ST 吉药",81,16937980.15,2.27,0
"22567","300108","2019-12-31","2022-12-31","*ST 吉药",173,90937988.2,8.53,0
"22571","300108","2020-12-31","2022-12-31","*ST 吉药",147,15330316.67,2.36,0
"22579","300108","2021-12-31","2022-12-31","*ST 吉药",136,11264141.84,1.64,0
"22583","300108","2022-12-31","2022-12-31","*ST 吉药",127,17997376.97,3.68,0
"22613","300110","2023-12-31","2010-12-31","华仁药业",319,90326325.72,5.52,21644922.73
"22615","300110","2022-12-31","2010-12-31","华仁药业",327,63010087.16,3.89,7708566.17
"22618","300110","2019-12-31","2010-12-31","华仁药业",271,62700402.22,4.29,270167.49
"22623","300110","2020-12-31","2010-12-31","华仁药业",315,55217072.93,3.42,0
"22628","300110","2021-12-31","2010-12-31","华仁药业",354,67104533.55,4.3,3428166.52
"22629","300110","2017-12-31","2010-12-31","华仁药业",278,49821214.75,3.8,1237988.37
"22630","300110","2016-12-31","2010-12-31","华仁药业",351,52831559.68,4.23,31015.65
"22631","300110","2018-12-31","2010-12-31","华仁药业",293,56020108.97,4.05,0
"22632","300111","2020-12-31","2020-12-31","向日葵",57,11336940.57,3.95,280943.4
"22633","300111","2019-12-31","2020-12-31","向日葵",155,26103529.59,3.12,119622.64
"22634","300111","2022-12-31","2020-12-31","向日葵",73,14193070.42,4.23,0
"22639","300111","2021-12-31","2020-12-31","向日葵",63,12267865.82,4.13,0
"22640","300111","2017-12-31","2020-12-31","向日葵",149,41276682.75,2.7,0
"22641","300111","2016-12-31","2020-12-31","向日葵",132,58170159.92,3.63,0
"22644","300111","2018-12-31","2020-12-31","向日葵",73,18211803.12,2.77,0
"22645","300111","2023-12-31","2020-12-31","向日葵",69,19106671.48,5.65,3156276.42
"22782","300119","2020-12-31","2010-12-31","瑞普生物",360,154563262,7.73,43034086.96
"22786","300119","2017-12-31","2010-12-31","瑞普生物",281,108941440.44,10.4,23640995.77
"22787","300119","2018-12-31","2010-12-31","瑞普生物",311,98322661.67,8.26,18627930.3
"22789","300119","2016-12-31","2010-12-31","瑞普生物",294,105897181.79,10.92,30953799.99
"22793","300119","2021-12-31","2010-12-31","瑞普生物",365,151631979.07,7.55,33944416.19
"22794","300119","2022-12-31","2010-12-31","瑞普生物",324,168372422.9,8.08,35693964.48
"22795","300119","2023-12-31","2010-12-31","瑞普生物",331,232833363.76,10.35,59891502.96
"22797","300119","2019-12-31","2010-12-31","瑞普生物",290,114361258.76,7.8,19568894.89
"22798","300119","2024-12-31","2010-12-31","瑞普生物",343,238352186.07,7.76,41814440.46
"22836","300122","2017-12-31","2010-12-31","智飞生物",246,93641062.79,6.97,14693636.5
"22842","300122","2021-12-31","2010-12-31","智飞生物",566,813971655.07,2.66,261346111.73
"22843","300122","2019-12-31","2010-12-31","智飞生物",328,258903384.5,2.45,89352106.1
"22844","300122","2018-12-31","2010-12-31","智飞生物",271,169517024.19,3.24,26575426.53
"22845","300122","2023-12-31","2010-12-31","智飞生物",927,1345164387.14,2.54,376692834.11
"22847","300122","2016-12-31","2010-12-31","智飞生物",206,75622937.02,16.96,16729000.69
"22848","300122","2022-12-31","2010-12-31","智飞生物",807,1113371642.56,2.91,259210307.22
"22850","300122","2020-12-31","2010-12-31","智飞生物",414,480550074.99,3.16,180899724.78
"23199","300142","2020-12-31","2010-12-31","沃森生物",164,315851619.04,10.75,139358833.22
"23200","300142","2016-12-31","2010-12-31","沃森生物",210,310949356.81,52.61,183729704.38
"23202","300142","2018-12-31","2010-12-31","沃森生物",140,380197773.19,43.25,254713965.3
"23203","300142","2019-12-31","2010-12-31","沃森生物",139,258498428.83,23.06,193688212.05
"23205","300142","2017-12-31","2010-12-31","沃森生物",217,333235028.54,49.87,234228378.92
"23208","300142","2023-12-31","2010-12-31","沃森生物",216,910610389.88,22.14,134185126.96
"23211","300142","2021-12-31","2010-12-31","沃森生物",175,753888828.16,21.77,132396192.22
"23214","300142","2022-12-31","2010-12-31","沃森生物",179,1052809554.89,20.7,151475045.18
"23218","300143","2021-12-31","2017-12-31","星普医科",46,28863569.44,2.65,0
"23221","300143","2016-12-31","2017-12-31","星普医科",50,14194748.84,3.28,0
"23222","300143","2023-12-31","2017-12-31","星普医科",120,52238723.57,3.55,0
"23225","300143","2017-12-31","2017-12-31","星普医科",10,7735428.55,2.35,704747.63
"23227","300143","2024-12-31","2017-12-31","星普医科",129,54522538.13,3.5,0
"23228","300143","2018-12-31","2017-12-31","星普医科",15,10107183.65,2.01,2852328.97
"23231","300143","2020-12-31","2017-12-31","星普医科",36,17813202.02,2.69,815524.69
"23232","300143","2019-12-31","2017-12-31","星普医科",19,11232849.38,1.96,214427.85
"23234","300143","2022-12-31","2017-12-31","星普医科",111,28032252.26,2.42,0
"23286","300147","2020-12-31","2010-12-31","香雪制药",627,143513169.17,4.67,76523259.02
"23289","300147","2021-12-31","2010-12-31","香雪制药",606,136635079.2,4.6,46031441.92
"23290","300147","2016-12-31","2010-12-31","香雪制药",607,105009703.75,5.64,71722140.57
"23293","300147","2017-12-31","2010-12-31","香雪制药",631,102971208.17,4.71,62923647.68
"23297","300147","2019-12-31","2010-12-31","香雪制药",577,110818384.08,3.98,49549984.36
"23299","300147","2023-12-31","2010-12-31","香雪制药",187,123323635.2,5.36,33567678.03
"23301","300147","2022-12-31","2010-12-31","香雪制药",203,133932747.77,6.12,39139979.16
"23302","300147","2018-12-31","2010-12-31","香雪制药",634,112868911.75,4.51,74198122.51
"23472","300158","2021-12-31","2011-12-31","振东制药",332,258078185.52,5.07,39348260.34
"23473","300158","2017-12-31","2011-12-31","振东制药",225,155544359.09,4.17,37611878.24
"23474","300158","2023-12-31","2011-12-31","振东制药",375,200276926.52,5.52,9261480.76
"23477","300158","2020-12-31","2011-12-31","振东制药",319,182784953.78,3.77,46594723.03
"23483","300158","2022-12-31","2011-12-31","振东制药",338,202661932.59,5.44,24554540.08
"23484","300158","2018-12-31","2011-12-31","振东制药",251,151917396.91,4.44,28741326
"23486","300158","2016-12-31","2011-12-31","振东制药",162,87380645.82,2.66,6128053.92
"23488","300158","2019-12-31","2011-12-31","振东制药",293,179321673.6,4.08,34010579.48
"23885","300181","2023-12-31","2011-12-31","佐力药业",253,83377709.76,4.29,3995829.54
"23886","300181","2021-12-31","2011-12-31","佐力药业",230,45633291.42,3.13,0
"23887","300181","2019-12-31","2011-12-31","佐力药业",152,27157823.2,2.98,0
"23889","300181","2018-12-31","2011-12-31","佐力药业",138,35219711.14,4.82,8280979.13
"23890","300181","2020-12-31","2011-12-31","佐力药业",222,30386918.42,2.79,0
"23897","300181","2022-12-31","2011-12-31","佐力药业",237,65356875.08,3.62,925178.52
"23899","300181","2017-12-31","2011-12-31","佐力药业",161,26187844.92,3.3,4855438.63
"23901","300181","2016-12-31","2011-12-31","佐力药业",152,22480878.01,2.68,0
"24114","300194","2021-12-31","2011-12-31","福安药业",555,181692740.7,7.41,76660770.01
"24115","300194","2020-12-31","2011-12-31","福安药业",391,119746652.74,5.06,40003044.5
"24117","300194","2022-12-31","2011-12-31","福安药业",565,165218332.43,6.82,50913196.28
"24119","300194","2016-12-31","2011-12-31","福安药业",316,78298468.6,6.04,22239045.57
"24120","300194","2023-12-31","2011-12-31","福安药业",626,178094283.82,6.73,47215961.04
"24123","300194","2017-12-31","2011-12-31","福安药业",389,95565986.85,4.57,8080299.04
"24125","300194","2019-12-31","2011-12-31","福安药业",414,138200290.29,4.97,44981003.07
"24127","300194","2018-12-31","2011-12-31","福安药业",403,106888798.53,4,16222528.99
"24195","300199","2018-12-31","2011-12-31","翰宇药业",307,191215472.53,15.12,96321306.55
"24196","300199","2017-12-31","2011-12-31","翰宇药业",236,89416514.34,7.17,13194386.79
"24197","300199","2021-12-31","2011-12-31","翰宇药业",217,132564030.61,18.01,26884646.6
"24198","300199","2016-12-31","2011-12-31","翰宇药业",254,60364304.84,7.06,28864408.29
"24201","300199","2019-12-31","2011-12-31","翰宇药业",314,261109938.45,42.51,80798623.54
"24203","300199","2022-12-31","2011-12-31","翰宇药业",203,187143774.58,26.57,28467102.21
"24204","300199","2020-12-31","2011-12-31","翰宇药业",241,124250407.38,17.22,46795651.5
"24208","300199","2023-12-31","2011-12-31","翰宇药业",191,193936703.04,44.96,32441085.11
"24274","300204","2018-12-31","2011-12-31","舒泰神",238,129960757.79,16.12,8542031.39
"24277","300204","2016-12-31","2011-12-31","舒泰神",185,75331703.58,5.37,0
"24278","300204","2023-12-31","2011-12-31","舒泰神",122,448003437.75,123.02,35739856.76
"24279","300204","2024-12-31","2011-12-31","舒泰神",104,162294653.09,49.97,55186988
"24280","300204","2022-12-31","2011-12-31","舒泰神",262,384445863.53,70.03,21633323.93
"24281","300204","2021-12-31","2011-12-31","舒泰神",316,347489749.17,59.47,-15016188.13
"24282","300204","2019-12-31","2011-12-31","舒泰神",273,165772564.77,25.06,5036822.23
"24283","300204","2020-12-31","2011-12-31","舒泰神",299,250229643.03,58.85,6550336.77
"24284","300204","2017-12-31","2011-12-31","舒泰神",183,92134151.49,6.64,0
"24739","300233","2016-12-31","2012-12-31","金城医药",338,59424078.05,4.18,0
"24740","300233","2023-12-31","2012-12-31","金城医药",540,278349568.48,7.87,146585594.8
"24741","300233","2018-12-31","2012-12-31","金城医药",461,301244556.04,10.01,83137455.68
"24743","300233","2020-12-31","2012-12-31","金城医药",497,264086365.35,8.92,108836577.77
"24745","300233","2021-12-31","2012-12-31","金城医药",516,251343751.56,8.01,100798961.11
"24747","300233","2017-12-31","2012-12-31","金城医药",416,149063677.92,5.35,4554194.57
"24748","300233","2024-12-31","2012-12-31","金城医药",535,191485323.72,5.68,66088973.22
"24751","300233","2019-12-31","2012-12-31","金城医药",467,386884819.71,13.84,137358171.73
"24752","300233","2022-12-31","2012-12-31","金城医药",525,252126641.05,7.19,111346445.83
"24836","300239","2023-12-31","2011-12-31","东宝生物",138,41573155.78,4.27,1438217.38
"24837","300239","2020-12-31","2011-12-31","东宝生物",72,15147258.13,3.37,3446643.2
"24839","300239","2018-12-31","2011-12-31","东宝生物",71,16790489.92,3.71,19960
"24844","300239","2022-12-31","2011-12-31","东宝生物",154,39472620.22,4.18,2727757.74
"24845","300239","2019-12-31","2011-12-31","东宝生物",73,17330078.65,3.52,1560931.62
"24848","300239","2017-12-31","2011-12-31","东宝生物",68,14400074.2,4.04,2450612.27
"24849","300239","2021-12-31","2011-12-31","东宝生物",73,24077103.34,3.93,4798642.59
"24850","300239","2016-12-31","2011-12-31","东宝生物",67,12877789.63,4.07,1265065.28
"25078","300254","2018-12-31","2014-12-31","仟源医药",282,70118942.07,6.17,16578273.7
"25090","300254","2017-12-31","2014-12-31","仟源医药",278,45398642.06,4.84,1953985.57
"25092","300254","2021-12-31","2014-12-31","仟源医药",222,68432605.01,7.36,11605020.96
"25094","300254","2023-12-31","2014-12-31","仟源医药",233,61296694.55,7.67,11326373.68
"25098","300254","2016-12-31","2014-12-31","仟源医药",267,38416576.09,5.15,4621945.44
"25100","300254","2022-12-31","2014-12-31","仟源医药",202,58244213.95,7.03,3723048.66
"25102","300254","2020-12-31","2014-12-31","仟源医药",226,63494151.55,7.49,7643804.71
"25106","300254","2019-12-31","2014-12-31","仟源医药",227,55908002.87,4.94,6956590.08
"25108","300255","2018-12-31","2011-12-31","常山药业",185,119067025.6,7.2,20179921.87
"25109","300255","2023-12-31","2011-12-31","常山药业",218,234390329.02,16.62,75565881.84
"25110","300255","2022-12-31","2011-12-31","常山药业",237,210080300.23,8.99,65066127.64
"25111","300255","2016-12-31","2011-12-31","常山药业",110,69189584.24,6.19,14054651.55
"25118","300255","2020-12-31","2011-12-31","常山药业",197,169625399,7.18,42081985.97
"25119","300255","2017-12-31","2011-12-31","常山药业",103,92585624.98,6.52,16663911.07
"25121","300255","2021-12-31","2011-12-31","常山药业",247,219515411.99,7.4,68888749.87
"25123","300255","2019-12-31","2011-12-31","常山药业",194,163347552.04,7.89,27435970.24
"25314","300267","2021-12-31","2011-12-31","尔康制药",159,49018677.67,2.19,0
"25316","300267","2019-12-31","2011-12-31","尔康制药",131,55119667.28,2.01,0
"25317","300267","2018-12-31","2011-12-31","尔康制药",135,56474771.11,2.4,0
"25318","300267","2023-12-31","2011-12-31","尔康制药",173,57437725.13,3.22,0
"25319","300267","2017-12-31","2011-12-31","尔康制药",135,78901667.89,2.79,0
"25320","300267","2020-12-31","2011-12-31","尔康制药",158,48067842.73,2.02,0
"25321","300267","2022-12-31","2011-12-31","尔康制药",167,48146348.68,2.57,0
"25322","300267","2016-12-31","2011-12-31","尔康制药",215,96528348.76,3.26,5589587.83
"25679","300289","2024-12-31","2012-12-31","利德曼",71,32953580.96,8.9,0
