"","StockCode","EndDate.x","EndDate.y","ShortName","RDPerson","RDSpendSum","RDSpendSumRatio","RDInvest"
"34199","301207","2019-12-31","2022-12-31","华兰疫苗",NA,73042000,6.96,NA
"34200","301207","2022-12-31","2022-12-31","华兰疫苗",174,136276778.35,7.46,1636905.35
"34201","301207","2018-12-31","2022-12-31","华兰疫苗",NA,52976500,6.6,NA
"34202","301207","2021-12-31","2022-12-31","华兰疫苗",194,147073764.22,8.04,2945577.41
"34203","301207","2020-12-31","2022-12-31","华兰疫苗",NA,110937500,4.57,NA
"34204","301207","2021-06-30","2022-12-31","华兰疫苗",202,79317400,727.3,NA
"34205","301207","2024-12-31","2022-12-31","华兰疫苗",150,164162920.16,14.56,1522642.42
"34206","301207","2023-12-31","2022-12-31","华兰疫苗",159,93213263.95,3.87,2104794.85
"34221","301211","2021-12-31","2021-12-31","亨迪药业",105,18281035.54,3.38,0
"34222","301211","2021-06-30","2021-12-31","亨迪药业",116,7856800,2.84,NA
"34223","301211","2020-12-31","2021-12-31","亨迪药业",NA,22975600,3.87,NA
"34224","301211","2019-12-31","2021-12-31","亨迪药业",NA,24994700,3.79,NA
"34225","301211","2018-12-31","2021-12-31","亨迪药业",NA,20870300,4.04,NA
"34226","301211","2022-12-31","2021-12-31","亨迪药业",111,19844831.98,3.85,0
"34227","301211","2023-12-31","2021-12-31","亨迪药业",131,52774555.54,7.96,0
"34382","301246","2022-12-31","2023-12-31","宏源药业",188,64009857.78,3.1,0
"34383","301246","2020-12-31","2023-12-31","宏源药业",NA,44535600,3.42,NA
"34384","301246","2023-12-31","2023-12-31","宏源药业",201,68816103.15,3.35,0
"34385","301246","2021-12-31","2023-12-31","宏源药业",NA,48712300,3.09,NA
"34386","301246","2022-06-30","2023-12-31","宏源药业",182,25925000,2.88,NA
"34387","301246","2019-12-31","2023-12-31","宏源药业",NA,53873300,3.36,NA
"34422","301258","2021-06-30","2022-12-31","富士莱",77,14349200,5.57,NA
"34423","301258","2023-12-31","2022-12-31","富士莱",105,40702734.1,8.32,0
"34424","301258","2020-12-31","2022-12-31","富士莱",NA,22875500,4.8,NA
"34425","301258","2018-12-31","2022-12-31","富士莱",NA,20743500,5.53,NA
"34426","301258","2019-12-31","2022-12-31","富士莱",NA,18385500,4.06,NA
"34427","301258","2022-12-31","2022-12-31","富士莱",106,41367939.55,7.28,0
"34428","301258","2021-12-31","2022-12-31","富士莱",79,28514243.16,5.47,0
"34506","301277","2024-12-31","2022-12-31","新天地",236,55488674.72,7.64,0
"34507","301277","2022-06-30","2022-12-31","新天地",122,12304700,3.54,NA
"34508","301277","2022-12-31","2022-12-31","新天地",152,30002237.05,4.78,0
"34509","301277","2020-12-31","2022-12-31","新天地",106,20619300,4.76,NA
"34510","301277","2021-12-31","2022-12-31","新天地",95,20589200,4.01,NA
"34511","301277","2019-12-31","2022-12-31","新天地",77,17123600,4.21,NA
"34512","301277","2023-12-31","2022-12-31","新天地",240,51962017.16,7.98,0
"34532","301281","2023-12-31","2023-12-31","科源制药",57,43859260.03,9.8,0
"34533","301281","2021-12-31","2023-12-31","科源制药",NA,24427900,5.8,NA
"34534","301281","2019-12-31","2023-12-31","科源制药",NA,31089700,10,NA
"34535","301281","2022-12-31","2023-12-31","科源制药",36,26967172.89,6.09,0
"34536","301281","2020-12-31","2023-12-31","科源制药",NA,27844700,7.59,NA
"34537","301281","2022-06-30","2023-12-31","科源制药",34,10170400,4.54,NA
"34618","301301","2023-12-31","2022-12-31","川宁生物",148,55258054.34,1.15,0
"34619","301301","2019-12-31","2022-12-31","川宁生物",NA,35656500,1.13,17478000
"34620","301301","2022-06-30","2022-12-31","川宁生物",119,18403300,0.93,NA
"34621","301301","2021-12-31","2022-12-31","川宁生物",NA,45473400,1.41,12521400
"34622","301301","2022-12-31","2022-12-31","川宁生物",132,35381740.73,0.93,0
"34623","301301","2020-12-31","2022-12-31","川宁生物",NA,38821200,1.06,13773500
"34758","301331","2022-12-31","2022-12-31","恩威医药",37,7516973.88,1.09,0
"34759","301331","2021-12-31","2022-12-31","恩威医药",NA,4324800,0.64,NA
"34760","301331","2020-12-31","2022-12-31","恩威医药",NA,4842300,0.76,NA
"34761","301331","2023-12-31","2022-12-31","恩威医药",32,16816103.7,2.14,0
"34762","301331","2019-12-31","2022-12-31","恩威医药",NA,4402600,0.71,NA
"35135","301507","2020-12-31","2023-12-31","民生健康",NA,17295900,3.94,NA
"35136","301507","2022-12-31","2023-12-31","民生健康",61,27170100,4.97,NA
"35137","301507","2023-12-31","2023-12-31","民生健康",61,29556457.21,5.08,0
"35138","301507","2021-12-31","2023-12-31","民生健康",NA,24068200,4.92,NA
"35144","301509","2022-12-31","2023-12-31","金凯生科",97,25995000,3.63,NA
"35145","301509","2021-12-31","2023-12-31","金凯生科",87,24628100,4.48,NA
"35146","301509","2023-12-31","2023-12-31","金凯生科",104,30040192.48,3.92,0
"35147","301509","2020-12-31","2023-12-31","金凯生科",97,21172200,4.56,NA
"35419","430017","2023-12-31","2023-12-31","星昊医药",74,73184198.6,10.14,0
"35420","430047","2023-12-31","2020-12-31","诺思兰德",57,43492883.81,72.88,0
"35421","430047","2022-12-31","2020-12-31","诺思兰德",47,56404780.15,87.24,0
"35422","430047","2020-12-31","2020-12-31","诺思兰德",41,24144415.66,58.27,0
"35423","430047","2018-12-31","2020-12-31","诺思兰德",NA,20353464.23,197.75,NA
"35424","430047","2021-12-31","2020-12-31","诺思兰德",44,43199324.65,75.98,0
"35427","430047","2019-12-31","2020-12-31","诺思兰德",NA,33023658,455.39,NA
"35429","430047","2017-12-31","2020-12-31","诺思兰德",NA,16585969.44,NA,NA
"35481","430478","2022-12-31","2023-12-31","峆一药业",69,16630553.45,6.43,NA
"35483","430478","2023-12-31","2023-12-31","峆一药业",78,15818099.64,6.99,NA
"35845","600056","2016-12-31","2013-12-31","中国医药",158,91792414.1,0.36,22001838.87
"35847","600056","2017-12-31","2013-12-31","中国医药",531,114453064.12,0.38,32160892.7
"35848","600056","2023-12-31","2013-12-31","中国医药",312,275513877.89,0.71,159976556.75
"35850","600056","2019-12-31","2013-12-31","中国医药",353,198171952.21,0.56,90628294.9
"35854","600056","2021-12-31","2013-12-31","中国医药",563,180360295.31,0.5,122978313.94
"35855","600056","2018-12-31","2013-12-31","中国医药",593,174099209.49,0.56,88102130.43
"35856","600056","2020-12-31","2013-12-31","中国医药",296,199475024.14,0.51,115676682.16
"35857","600056","2022-12-31","2013-12-31","中国医药",493,202571141.05,0.54,125242181.2
"35919","600062","2021-12-31","2012-12-31","华润双鹤",660,639743817.02,7.02,230151276.05
"35921","600062","2016-12-31","2012-12-31","华润双鹤",381,171641811.24,3.12,63344266.85
"35923","600062","2024-12-31","2012-12-31","华润双鹤",1120,795689239.71,7.1,240498282.1
"35925","600062","2022-12-31","2012-12-31","华润双鹤",807,722402633.53,7.65,247683269.14
"35927","600062","2023-12-31","2012-12-31","华润双鹤",965,822591542.26,8.05,261132448.82
"35931","600062","2017-12-31","2012-12-31","华润双鹤",377,246336876.37,3.83,94140508.69
"35939","600062","2019-12-31","2012-12-31","华润双鹤",464,347995352.1,3.71,145988633.11
"35943","600062","2018-12-31","2012-12-31","华润双鹤",413,279524866.19,3.4,134784226.03
"35947","600062","2020-12-31","2012-12-31","华润双鹤",540,411119151.66,4.83,120100988.32
"36133","600079","2019-12-31","2010-12-31","人福医药",1678,759262845.94,3.48,168098424.17
"36135","600079","2023-12-31","2010-12-31","人福医药",1857,1541312551.35,6.28,137349152.57
"36137","600079","2022-12-31","2010-12-31","人福医药",1758,1133976652.49,5.08,167120960.27
"36139","600079","2020-12-31","2010-12-31","人福医药",1682,936610745.05,4.6,171656880.63
"36143","600079","2018-12-31","2010-12-31","人福医药",1542,760495990.26,4.08,276371228.24
"36149","600079","2021-12-31","2010-12-31","人福医药",1732,1054404338.81,5.16,249597676.5
"36155","600079","2017-12-31","2010-12-31","人福医药",1245,602515217.92,3.9,204039782.14
"36159","600079","2016-12-31","2010-12-31","人福医药",1287,502151158.3,4.07,180281672.34
"36166","600080","2020-12-31","2008-12-31","ST 金花",93,24874235.23,3.72,4802717.62
"36172","600080","2017-12-31","2008-12-31","ST 金花",46,17047358.6,2.25,5807134.52
"36175","600080","2019-12-31","2008-12-31","ST 金花",95,21413354.13,2.84,3242775.51
"36181","600080","2021-12-31","2008-12-31","ST 金花",96,22484077.16,4.21,6828300.96
"36190","600080","2018-12-31","2008-12-31","ST 金花",50,18120953.51,2.43,3344451.4
"36193","600080","2016-12-31","2008-12-31","ST 金花",46,16300927.58,2.45,8681855.69
"36205","600080","2023-12-31","2008-12-31","ST 金花",84,18999060.91,3.36,3909295.87
"36208","600080","2022-12-31","2008-12-31","ST 金花",109,21653688.71,3.74,6160537.58
"36250","600085","2016-12-31","1997-12-31","同仁堂",650,202183408.68,1.67,0
"36256","600085","2020-12-31","1997-12-31","同仁堂",499,258011578.2,2.01,NA
"36258","600085","2018-12-31","1997-12-31","同仁堂",535,233972402.54,1.65,NA
"36262","600085","2023-12-31","1997-12-31","同仁堂",508,383045446.41,2.14,NA
"36266","600085","2017-12-31","1997-12-31","同仁堂",591,218966430.02,1.64,0
"36268","600085","2021-12-31","1997-12-31","同仁堂",510,319725654.4,2.19,NA
"36270","600085","2019-12-31","1997-12-31","同仁堂",501,241183217.41,1.82,NA
"36272","600085","2022-12-31","1997-12-31","同仁堂",502,366083080.17,2.38,NA
"36642","600129","2023-12-31","1997-12-31","太极集团",943,291350151.52,1.86,57726202.71
"36643","600129","2020-12-31","1997-12-31","太极集团",740,126586221.99,1.13,30077531.44
"36644","600129","2016-12-31","1997-12-31","太极集团",309,53119771.93,0.68,NA
"36645","600129","2024-12-31","1997-12-31","太极集团",965,281907011.78,2.28,2336764.44
"36647","600129","2019-12-31","1997-12-31","太极集团",744,176470491.27,1.52,109295581.81
"36651","600129","2022-12-31","1997-12-31","太极集团",891,161055946.44,1.15,55277493.15
"36652","600129","2018-12-31","1997-12-31","太极集团",725,121511610.9,1.14,79429238.78
"36653","600129","2017-12-31","1997-12-31","太极集团",316,67686388.25,0.77,18610200
"36654","600129","2021-12-31","1997-12-31","太极集团",732,145662042.78,1.2,43107981.02
"36902","600161","2018-12-31","1998-12-31","天坛生物",153,105363479.87,3.59,0
"36903","600161","2020-12-31","1998-12-31","天坛生物",233,238357715.83,6.92,118482824.67
"36906","600161","2024-12-31","1998-12-31","天坛生物",382,316525590.73,5.25,192404726.86
"36907","600161","2019-12-31","1998-12-31","天坛生物",158,156321550.77,4.76,37644996.61
"36908","600161","2021-12-31","1998-12-31","天坛生物",281,322059434.95,7.83,188849774.54
"36909","600161","2016-12-31","1998-12-31","天坛生物",162,142546419.66,6.8,0
"36910","600161","2023-12-31","1998-12-31","天坛生物",353,261289396.05,5.04,150551111.99
"36912","600161","2022-12-31","1998-12-31","天坛生物",364,280247355.71,6.58,158232415.02
"36913","600161","2017-12-31","1998-12-31","天坛生物",95,72786064.95,4.12,NA
"37193","600195","2019-12-31","2009-12-31","中牧股份",724,263061339.17,6.39,90104480.41
"37194","600195","2017-12-31","2009-12-31","中牧股份",607,177984055.89,4.37,62504925.61
"37195","600195","2020-12-31","2009-12-31","中牧股份",696,228766287.06,4.58,58901419.53
"37198","600195","2018-12-31","2009-12-31","中牧股份",623,280832771.1,6.33,114241950
"37199","600195","2022-12-31","2009-12-31","中牧股份",437,186357574.6,3.16,43090569.28
"37200","600195","2023-12-31","2009-12-31","中牧股份",479,204974225.79,3.79,82125460.92
"37203","600195","2016-12-31","2009-12-31","中牧股份",593,231786308.92,5.83,124117029.43
"37204","600195","2021-12-31","2009-12-31","中牧股份",547,195020502.83,3.68,32448207.11
"37207","600196","2024-12-31","2004-12-31","复星医药",3047,5.554e+09,13.52,1.91e+09
"37211","600196","2019-12-31","2004-12-31","复星医药",2147,3.463e+09,12.12,1.422e+09
"37213","600196","2023-12-31","2004-12-31","复星医药",3491,5.937e+09,14.34,1.591e+09
"37219","600196","2016-12-31","2004-12-31","复星医药",986,1106117800,7.6,391368700
"37227","600196","2017-12-31","2004-12-31","复星医药",3796,1529291700,8.3,502753800
"37229","600196","2021-12-31","2004-12-31","复星医药",2849,4.975e+09,12.75,1.141e+09
"37231","600196","2018-12-31","2004-12-31","复星医药",4464,2506835500,10.1,1027223200
"37233","600196","2020-12-31","2004-12-31","复星医药",2258,4.003e+09,13.21,1.208e+09
"37237","600196","2022-12-31","2004-12-31","复星医药",3646,5.885e+09,13.39,1.583e+09
"37292","600200","2017-12-31","1999-12-31","江苏吴中",182,49434700,1.67,24358300
"37298","600200","2023-12-31","1999-12-31","江苏吴中",123,54637455.12,2.44,15362428.04
"37300","600200","2021-12-31","1999-12-31","江苏吴中",104,36028323.06,2.03,14936274.99
"37302","600200","2018-12-31","1999-12-31","江苏吴中",197,40414843.77,2.38,13455910.52
"37306","600200","2016-12-31","1999-12-31","江苏吴中",169,26260000,0.66,10742300
"37308","600200","2022-12-31","1999-12-31","江苏吴中",110,50345888.79,2.48,21789976.79
"37312","600200","2019-12-31","1999-12-31","江苏吴中",178,49701410.69,2.36,36101373.84
"37314","600200","2020-12-31","1999-12-31","江苏吴中",104,26761866.04,1.43,6514615.08
"37322","600201","2019-12-31","2015-12-31","生物股份",260,153072165.37,13.58,66410669.41
"37324","600201","2018-12-31","2015-12-31","生物股份",210,167417541.28,8.83,59985653.88
"37326","600201","2021-12-31","2015-12-31","生物股份",339,267233676.59,15.04,101293702.1
"37330","600201","2017-12-31","2015-12-31","生物股份",79,172553735.9,9.08,100904750.62
"37332","600201","2020-12-31","2015-12-31","生物股份",269,206997240.33,13.09,76168422.62
"37334","600201","2022-12-31","2015-12-31","生物股份",330,203388773.72,13.3,69609841.81
"37338","600201","2023-12-31","2015-12-31","生物股份",362,229909528.5,14.39,86438282.05
"37344","600201","2016-12-31","2015-12-31","生物股份",66,91588525.08,6.04,38180000
"37428","600211","2023-12-31","2006-12-31","S 藏药业",50,17389358.24,0.55,39016.51
"37430","600211","2018-12-31","2006-12-31","S 藏药业",25,10211158.6,0.99,2003469.34
"37436","600211","2021-12-31","2006-12-31","S 藏药业",68,84684823.43,3.96,44822359.35
"37440","600211","2016-12-31","2006-12-31","S 藏药业",22,7802548.83,0.98,319016.17
"37442","600211","2020-12-31","2006-12-31","S 藏药业",46,9560730.79,0.7,2101440.6
"37444","600211","2019-12-31","2006-12-31","S 藏药业",46,14602600.99,1.16,3528229.55
"37448","600211","2017-12-31","2006-12-31","S 藏药业",24,6617283.42,0.72,2458901.67
"37452","600211","2022-12-31","2006-12-31","S 藏药业",37,44577905.88,1.74,37550.28
"37456","600211","2024-12-31","2006-12-31","S 藏药业",56,28963046.8,1.03,25360.39
"37478","600216","2019-12-31","1999-12-31","浙江医药",1078,450424835.63,6.39,0
"37483","600216","2018-12-31","1999-12-31","浙江医药",1023,321556410.38,4.69,0
"37484","600216","2020-12-31","1999-12-31","浙江医药",1106,546091345.82,7.45,0
"37485","600216","2017-12-31","1999-12-31","浙江医药",1002,257545760.49,4.52,0
"37486","600216","2016-12-31","1999-12-31","浙江医药",996,217780375.31,4.13,0
"37487","600216","2023-12-31","1999-12-31","浙江医药",866,860072434.06,11.03,0
"37489","600216","2021-12-31","1999-12-31","浙江医药",981,806858993.14,8.84,0
"37490","600216","2022-12-31","1999-12-31","浙江医药",991,809279317.22,9.97,0
"37538","600222","2017-12-31","2006-12-31","太龙药业",233,43552885.49,3.73,2904010.62
"37544","600222","2018-12-31","2006-12-31","太龙药业",431,41210570.55,3.45,969407.68
"37550","600222","2023-12-31","2006-12-31","太龙药业",772,132753193.15,6.41,5038828.8
"37559","600222","2019-12-31","2006-12-31","太龙药业",490,59557237.49,4.54,171533.82
"37562","600222","2022-12-31","2006-12-31","太龙药业",832,124726111.43,6.36,8206416.78
"37568","600222","2021-12-31","2006-12-31","太龙药业",473,56919933.86,3.55,423802.64
"37571","600222","2016-12-31","2006-12-31","太龙药业",222,39559616.78,4.15,16890594.54
"37580","600222","2020-12-31","2006-12-31","太龙药业",339,63803884.08,4.5,139296.02
"37599","600226","2023-12-31","2009-12-31","升华拜克",47,17541740.41,2.71,0
"37600","600226","2021-12-31","2009-12-31","升华拜克",53,19556095.55,2.87,0
"37601","600226","2019-12-31","2009-12-31","升华拜克",208,49987882.48,6.21,6508927.55
"37602","600226","2016-12-31","2009-12-31","升华拜克",193,31689810.57,3.15,0
"37603","600226","2022-12-31","2009-12-31","升华拜克",50,13156334.23,2.19,0
"37606","600226","2020-12-31","2009-12-31","升华拜克",69,176761402.84,31.81,0
"37607","600226","2017-12-31","2009-12-31","升华拜克",257,55604110.61,4.22,28545105.27
"37608","600226","2018-12-31","2009-12-31","升华拜克",209,105958920.21,10.79,50729734.85
"37614","600227","2022-12-31","2018-12-31","圣济堂",186,97195156.52,3.86,503848.03
"37618","600227","2018-12-31","2018-12-31","圣济堂",113,55148999.15,2.27,619747.69
"37620","600227","2020-12-31","2018-12-31","圣济堂",148,91489980.14,4.75,19055004.17
"37622","600227","2023-12-31","2018-12-31","圣济堂",104,103989235.75,4.63,1398918.53
"37624","600227","2021-12-31","2018-12-31","圣济堂",148,97907255.58,4.49,2281455.27
"37626","600227","2016-12-31","2018-12-31","圣济堂",123,28792100.3,1.01,1217806.81
"37628","600227","2017-12-31","2018-12-31","圣济堂",104,28262634.81,1.67,2120752.38
"37630","600227","2019-12-31","2018-12-31","圣济堂",141,77740096.17,3.84,4263811.89
"37836","600252","2024-12-31","2009-12-31","中恒集团",332,147759494.39,6.51,30258073.35
"37838","600252","2023-12-31","2009-12-31","中恒集团",361,167415987.69,5.41,13690400.18
"37841","600252","2019-12-31","2009-12-31","中恒集团",156,63965530.79,1.68,NA
"37843","600252","2016-12-31","2009-12-31","中恒集团",55,62347834.78,3.73,NA
"37845","600252","2021-12-31","2009-12-31","中恒集团",405,215436698.5,6.81,17774478.64
"37847","600252","2022-12-31","2009-12-31","中恒集团",423,156369907.54,5.76,21514335.28
"37848","600252","2020-12-31","2009-12-31","中恒集团",379,98011072.52,2.67,16152111.78
"37849","600252","2017-12-31","2009-12-31","中恒集团",54,46941914.25,2.29,NA
"37852","600252","2018-12-31","2009-12-31","中恒集团",65,44744887.77,1.36,NA
"37951","600267","2019-12-31","2000-12-31","海正药业",684,813581001.58,7.35,384300170.59
"37954","600267","2018-12-31","2000-12-31","海正药业",1180,1033912700,10.15,531081300
"37956","600267","2024-12-31","2000-12-31","海正药业",478,415505765.73,4.25,57817081.05
"37958","600267","2017-12-31","2000-12-31","海正药业",1127,844193229.72,7.99,404729219.65
"37959","600267","2023-12-31","2000-12-31","海正药业",506,393644738.06,3.79,1691553.33
"37960","600267","2016-12-31","2000-12-31","海正药业",1048,775039628.05,7.96,364002341.78
"37961","600267","2021-12-31","2000-12-31","海正药业",526,440326604.79,3.63,67530503.88
"37963","600267","2022-12-31","2000-12-31","海正药业",496,442222181.3,3.67,13528669.77
"37964","600267","2020-12-31","2000-12-31","海正药业",620,459088460.04,4.04,82663265.6
"38032","600276","2020-12-31","2000-12-31","恒瑞医药",4721,4988958232.35,17.99,0
"38033","600276","2016-12-31","2000-12-31","恒瑞医药",2142,1184348307.16,10.68,0
"38036","600276","2022-12-31","2000-12-31","恒瑞医药",5015,6345561313.78,29.83,1459008662.46
"38037","600276","2019-12-31","2000-12-31","恒瑞医药",3442,3896335998.91,16.73,NA
"38038","600276","2023-12-31","2000-12-31","恒瑞医药",5110,6150007119.05,26.95,1196120013.89
"38041","600276","2018-12-31","2000-12-31","恒瑞医药",3116,2670480550.84,15.33,0
"38043","600276","2021-12-31","2000-12-31","恒瑞医药",5478,6203288327.17,23.95,259982322.06
"38044","600276","2024-12-31","2000-12-31","恒瑞医药",5598,8227838456.69,29.4,1644922911.82
"38045","600276","2017-12-31","2000-12-31","恒瑞医药",2167,1759131107.89,12.71,0
"38109","600285","2020-12-31","2000-12-31","羚锐股份",360,84868050.71,3.64,1431992.89
"38117","600285","2021-12-31","2000-12-31","羚锐股份",240,87801538.63,3.26,1595291.49
"38119","600285","2016-12-31","2000-12-31","羚锐股份",308,48730262.7,3.39,10670771.32
"38121","600285","2018-12-31","2000-12-31","羚锐股份",399,62689760.34,3.05,7240951.19
"38127","600285","2023-12-31","2000-12-31","羚锐股份",210,106976818.37,3.23,6913268
"38129","600285","2017-12-31","2000-12-31","羚锐股份",358,60771301.33,3.29,4336254.92
"38131","600285","2022-12-31","2000-12-31","羚锐股份",246,113880291.15,3.79,9655719.27
"38133","600285","2019-12-31","2000-12-31","羚锐股份",403,80752236.46,3.74,2080854.96
"38227","600297","2016-12-31","2000-12-31","美罗药业",83,77854995.98,0.06,77854995.98
"38228","600297","2017-12-31","2000-12-31","美罗药业",65,60872198.54,0.04,60872198.54
"38229","600297","2018-12-31","2000-12-31","美罗药业",62,9526348.2,0.01,9526348.2
"38250","600299","2023-12-31","2016-12-31","安迪苏",288,518242447,3.93,42509795
"38252","600299","2018-12-31","2016-12-31","安迪苏",179,402731508,3.53,18293514
"38253","600299","2019-12-31","2016-12-31","安迪苏",184,353844079,3.18,4177602
"38260","600299","2016-12-31","2016-12-31","安迪苏",145,245649340,2.3,2437345
"38261","600299","2020-12-31","2016-12-31","安迪苏",204,367449915,3.09,0
"38262","600299","2024-12-31","2016-12-31","安迪苏",316,562662650,3.62,64308945
"38263","600299","2017-12-31","2016-12-31","安迪苏",181,300228195,2.9,1624189
"38264","600299","2022-12-31","2016-12-31","安迪苏",211,470034898,3.24,46322954
"38265","600299","2021-12-31","2016-12-31","安迪苏",210,405633246,3.15,5256834
"38512","600329","2021-12-31","2001-12-31","中新药业",98,146770700,2.12,4720300
"38515","600329","2020-12-31","2001-12-31","中新药业",705,126492800,1.92,0
"38518","600329","2024-12-31","2001-12-31","中新药业",102,191628232.62,2.62,29250000
"38521","600329","2022-12-31","2001-12-31","中新药业",100,150624000,1.83,6282000
"38527","600329","2016-12-31","2001-12-31","中新药业",307,95655400,1.55,0
"38530","600329","2019-12-31","2001-12-31","中新药业",695,139756600,2,0
"38536","600329","2017-12-31","2001-12-31","中新药业",486,95695000,1.68,0
"38539","600329","2023-12-31","2001-12-31","中新药业",101,184652300,2.25,2073600
"38551","600329","2018-12-31","2001-12-31","中新药业",543,128831100,2.03,0
"38583","600332","2024-12-31","2001-12-31","广州药业",542,828407000,4.26,64637000
"38589","600332","2020-12-31","2001-12-31","广州药业",556,618859000,1,6924000
"38595","600332","2022-12-31","2001-12-31","广州药业",491,1064624000,1.5,250456000
"38597","600332","2023-12-31","2001-12-31","广州药业",535,852193000,1.13,70049000
"38599","600332","2021-12-31","2001-12-31","广州药业",520,879109000,1.27,10427000
"38603","600332","2017-12-31","2001-12-31","广州药业",699,373288000,1.78,NA
"38609","600332","2019-12-31","2001-12-31","广州药业",586,591786000,0.91,15275000
"38611","600332","2018-12-31","2001-12-31","广州药业",709,585497705,1.39,NA
"38613","600332","2016-12-31","2001-12-31","广州药业",674,330368000,1.65,0
"38759","600351","2023-12-31","2002-12-31","亚宝药业",330,157594563.06,5.42,44392247.24
"38761","600351","2019-12-31","2002-12-31","亚宝药业",154,165588224.45,5.44,53157962.8
"38762","600351","2017-12-31","2002-12-31","亚宝药业",547,181903629.45,7.11,5730162.43
"38763","600351","2021-12-31","2002-12-31","亚宝药业",357,208065122.25,7.53,52048913.39
"38764","600351","2018-12-31","2002-12-31","亚宝药业",615,125236868.99,4.29,21550824.93
"38767","600351","2020-12-31","2002-12-31","亚宝药业",139,175158261.97,6.73,44566285.63
"38768","600351","2016-12-31","2002-12-31","亚宝药业",462,147856386.21,8.19,9070341.46
"38775","600351","2022-12-31","2002-12-31","亚宝药业",352,174650405.79,6.43,45038870.02
"39086","600380","2020-12-31","2001-12-31","太太药业",1557,1260526659.94,9.32,188814677.99
"39088","600380","2022-12-31","2001-12-31","太太药业",1717,1758662010.92,10.26,175159872.18
"39090","600380","2019-12-31","2001-12-31","太太药业",1177,1066026293.26,8.9,129074558.52
"39094","600380","2018-12-31","2001-12-31","太太药业",1160,853581083.48,7.62,99390136.7
"39098","600380","2021-12-31","2001-12-31","太太药业",1615,1849815579.59,11.63,452684306.26
"39104","600380","2023-12-31","2001-12-31","太太药业",1740,1631857415.9,9.8,274513905.45
"39114","600380","2016-12-31","2001-12-31","太太药业",718,608638900,6.26,21193600
"39118","600380","2017-12-31","2001-12-31","太太药业",1008,704577277.53,6.54,51702799.35
"39140","600385","2020-12-31","2001-12-31","山东金泰",8,1049913.5,2.14,NA
"39143","600385","2019-12-31","2001-12-31","山东金泰",7,992348.45,1.38,NA
"39146","600385","2021-12-31","2001-12-31","山东金泰",6,1048605.51,1.72,0
"39475","600420","2022-12-31","2004-12-31","现代制药",1083,615306386.58,4.75,94383751.41
"39477","600420","2023-12-31","2004-12-31","现代制药",1165,694671246.74,5.76,151970184.39
"39481","600420","2021-12-31","2004-12-31","现代制药",1096,595002962.34,4.27,34648826.52
"39483","600420","2024-12-31","2004-12-31","现代制药",1428,674510524.59,6.17,98580841.25
"39487","600420","2020-12-31","2004-12-31","现代制药",1129,482153621.47,3.84,21006355.12
"39489","600420","2019-12-31","2004-12-31","现代制药",1111,406820448.95,3.33,26986979.32
"39491","600420","2016-12-31","2004-12-31","现代制药",406,365289758.82,4,33416572.94
"39499","600420","2018-12-31","2004-12-31","现代制药",942,400805534.15,3.54,39992693.94
"39505","600420","2017-12-31","2004-12-31","现代制药",908,337838198.71,3.97,29302704.62
"39509","600421","2020-12-31","2004-12-31","春天股份",31,6783873.17,4.84,0
"39519","600421","2023-12-31","2004-12-31","春天股份",24,5873892.98,4.81,0
"39534","600421","2022-12-31","2004-12-31","春天股份",24,5414004.45,4.32,0
"39539","600421","2021-12-31","2004-12-31","春天股份",33,5976361.29,4.58,0
"39544","600421","2019-12-31","2004-12-31","春天股份",NA,1021816.68,NA,NA
"39551","600422","2018-12-31","2000-12-31","昆明制药",NA,64229500,2.75,NA
"39553","600422","2022-12-31","2000-12-31","昆明制药",NA,121741495.25,1.47,54402532.42
"39557","600422","2020-12-31","2000-12-31","昆明制药",223,132107323.6,1.71,16216855.5
"39563","600422","2023-12-31","2000-12-31","昆明制药",NA,89351100,7.83,NA
"39565","600422","2017-12-31","2000-12-31","昆明制药",NA,73242300,4.17,NA
"39569","600422","2024-12-31","2000-12-31","昆明制药",NA,94254700,10.98,NA
"39575","600422","2021-12-31","2000-12-31","昆明制药",220,136041332.3,1.65,48864264.06
"39585","600422","2016-12-31","2000-12-31","昆明制药",159,99195657.02,1.94,10721084.64
"39593","600422","2019-12-31","2000-12-31","昆明制药",183,126814894.11,1.56,49222064.52
"39703","600436","2019-12-31","2003-12-31","片仔癀",146,119432087.35,2.09,0
"39708","600436","2017-12-31","2003-12-31","片仔癀",118,69904343.21,1.88,0
"39711","600436","2016-12-31","2003-12-31","片仔癀",112,66945255.78,2.9,0
"39712","600436","2023-12-31","2003-12-31","片仔癀",237,232354284.97,2.31,0
"39713","600436","2020-12-31","2003-12-31","片仔癀",151,97551620.76,1.5,0
"39717","600436","2018-12-31","2003-12-31","片仔癀",129,100814212.73,2.12,0
"39718","600436","2021-12-31","2003-12-31","片仔癀",199,199510670.32,2.49,0
"39719","600436","2022-12-31","2003-12-31","片仔癀",242,230034488.96,2.65,0
"39899","600466","2022-12-31","2001-12-31","迪康药业",37,28261813.21,0.15,3583058.43
"39903","600466","2020-12-31","2001-12-31","迪康药业",60,122649309.39,0.29,61289136.45
"39907","600466","2019-12-31","2001-12-31","迪康药业",122,112364405.51,0.29,40531166.47
"39915","600466","2018-12-31","2001-12-31","迪康药业",158,104707331.65,0.34,34557164.93
"39919","600466","2017-12-31","2001-12-31","迪康药业",84,55943893.5,0.23,18444199.74
