,Symbol,EndDate,Source,StateTypeCode,RDPerson,RDPersonRatio,RDSpendSum,RDSpendSumRatio,RDExpenses,RDInvest,RDInvestRatio,RDInvestNetprofitRatio,Currency
14296,2562,2017-12-31,0,1,334.0,19.03,66441922.9,4.25,,0.0,0.0,,CNY
14297,2562,2018-12-31,0,1,336.0,15.26,78276272.75,5.53,,0.0,0.0,,CNY
14298,2562,2019-12-31,0,1,306.0,12.85,70394161.42,5.6,,0.0,0.0,,CNY
14299,2562,2020-12-31,0,1,317.0,11.98,69771942.03,3.64,,0.0,0.0,,CNY
14300,2562,2021-12-31,0,1,325.0,12.17,116001793.49,4.24,,0.0,0.0,,CNY
14301,2562,2022-12-31,0,1,338.0,11.47,141241088.27,4.14,,0.0,0.0,,CNY
14302,2562,2023-12-31,0,1,354.0,11.6,133725257.66,4.74,,0.0,0.0,,CNY
14353,2566,2008-12-31,1,1,,,15398000.0,4.94,,,,,CNY
14354,2566,2009-12-31,1,1,,,19361100.0,4.67,,,,,CNY
14355,2566,2010-12-31,1,1,62.0,3.49,23160000.0,4.49,,,,,CNY
14356,2566,2011-12-31,0,1,,,21659705.88,4.1,,,,,CNY
14357,2566,2012-12-31,0,1,,,22549063.68,3.76,,,,,CNY
14358,2566,2013-12-31,0,1,,,28644843.95,4.45,,,,,CNY
14359,2566,2014-12-31,0,1,,,27794722.17,3.53,,,,,CNY
14360,2566,2015-12-31,0,1,245.0,13.59,31679103.69,3.87,,0.0,0.0,,CNY
14361,2566,2016-12-31,0,1,252.0,13.84,27088085.2,2.88,,0.0,0.0,,CNY
14362,2566,2017-12-31,0,1,247.0,13.2,33437616.45,3.23,,0.0,0.0,,CNY
14363,2566,2018-12-31,0,1,231.0,13.22,35023788.55,3.59,,0.0,0.0,,CNY
14364,2566,2019-12-31,0,1,248.0,13.66,35501524.36,3.51,,0.0,0.0,,CNY
14365,2566,2020-12-31,0,1,237.0,13.59,33226923.58,3.94,,0.0,0.0,,CNY
14366,2566,2021-12-31,0,1,241.0,14.08,37584947.77,4.28,,0.0,0.0,,CNY
14367,2566,2022-12-31,0,1,248.0,14.06,29634086.66,3.57,,0.0,0.0,,CNY
14368,2566,2023-12-31,0,1,238.0,14.18,31797266.64,3.72,,0.0,0.0,,CNY
14587,2581,2007-12-31,1,1,,,4975494.73,3.32,,,,,CNY
14588,2581,2008-12-31,1,1,,,5956767.48,3.36,,,,,CNY
14589,2581,2009-12-31,1,1,,,9684999.46,4.53,,,,,CNY
14590,2581,2010-09-30,1,1,24.0,,7867969.77,4.5,,,,,CNY
14591,2581,2012-12-31,0,1,,,11492410.21,4.03,,,,,CNY
14592,2581,2013-12-31,0,1,,,12011925.98,3.79,,,,,CNY
14593,2581,2014-12-31,0,1,,,12201207.26,3.82,,,,,CNY
14594,2581,2015-12-31,0,1,88.0,9.39,29443823.19,3.43,,0.0,0.0,,CNY
14595,2581,2016-12-31,0,1,112.0,10.84,43994427.19,3.48,,0.0,0.0,,CNY
14596,2581,2017-12-31,0,1,125.0,13.68,39018965.93,3.36,,0.0,0.0,,CNY
14597,2581,2018-12-31,0,1,108.0,11.46,45953359.21,6.91,,0.0,0.0,,CNY
14598,2581,2019-12-31,0,1,101.0,13.15,58572777.53,10.32,,0.0,0.0,,CNY
14599,2581,2020-12-31,0,1,99.0,12.87,49295829.47,17.81,,0.0,0.0,,CNY
14600,2581,2021-12-31,0,1,95.0,14.55,38438103.02,9.54,,0.0,0.0,,CNY
14601,2581,2022-12-31,0,1,73.0,10.96,27289010.45,7.64,,0.0,0.0,,CNY
14602,2581,2023-12-31,0,1,51.0,10.28,59799105.9,13.91,,0.0,0.0,,CNY
14919,2603,2008-12-31,1,1,,,36053300.0,3.84,,,,,CNY
14920,2603,2009-12-31,1,1,,,68912000.0,4.22,,,,,CNY
14921,2603,2010-12-31,1,1,410.0,11.09,67254600.0,4.08,,,,,CNY
14922,2603,2011-12-31,0,1,,,82174300.0,4.21,,,,,CNY
14923,2603,2012-12-31,0,1,,,111051200.0,6.74,,,,,CNY
14924,2603,2013-12-31,0,1,,,156391000.0,6.28,,,,,CNY
14925,2603,2014-12-31,0,1,,,168320000.0,5.76,,,,,CNY
14926,2603,2015-12-31,0,1,616.0,13.13,217589975.68,6.83,,62959061.74,28.62,,CNY
14927,2603,2016-12-31,0,1,667.0,13.4,239711560.86,6.27,,51986641.76,21.69,,CNY
14928,2603,2017-12-31,0,1,706.0,13.48,256681564.26,6.29,,39240445.39,15.29,,CNY
14929,2603,2018-12-31,0,1,737.0,14.12,356800871.59,7.41,,40091143.51,11.24,,CNY
14930,2603,2019-12-31,0,1,1573.0,16.35,515024117.08,8.84,,124278364.73,24.13,,CNY
14931,2603,2020-12-31,0,1,1996.0,14.75,736937059.75,8.39,,82548021.37,11.2,,CNY
14932,2603,2021-12-31,0,1,1989.0,13.12,837931419.91,8.28,,45768715.06,5.46,,CNY
14933,2603,2022-12-31,0,1,1908.0,12.66,895472221.11,7.15,,17016888.42,1.9,,CNY
14934,2603,2023-12-31,0,1,1807.0,12.95,745889900.0,9.06,,81742159.78,8.74,,CNY
15537,2644,2008-12-31,1,1,,,6241800.0,2.85,,,,,CNY
15538,2644,2009-12-31,1,1,,,7662900.0,3.3,,,,,CNY
15539,2644,2010-12-31,1,1,,,8134600.0,3.1,,,,,CNY
15540,2644,2011-06-30,1,1,,,4538900.0,3.6,,,,,CNY
15541,2644,2011-12-31,0,1,,,7464405.08,,7464405.08,,,,CNY
15542,2644,2012-12-31,0,1,,,9890472.52,3.71,,,,,CNY
15543,2644,2013-12-31,0,1,,,10904411.6,3.74,,,,,CNY
15544,2644,2014-12-31,0,1,,,10104546.46,2.53,,,,,CNY
15545,2644,2015-12-31,0,1,115.0,8.69,10009339.91,3.06,,0.0,0.0,,CNY
15546,2644,2016-12-31,0,1,141.0,10.55,13485059.29,3.71,,0.0,0.0,,CNY
15547,2644,2017-12-31,0,1,148.0,10.03,17397882.86,3.47,,0.0,0.0,,CNY
15548,2644,2018-12-31,0,1,153.0,10.17,19517245.1,3.58,,0.0,0.0,,CNY
15549,2644,2019-12-31,0,1,152.0,10.4,20645052.06,3.28,,0.0,0.0,,CNY
15550,2644,2020-12-31,0,1,153.0,10.84,15382727.22,2.3,,0.0,0.0,,CNY
15551,2644,2021-12-31,0,1,164.0,12.66,19357135.92,2.37,,0.0,0.0,,CNY
15552,2644,2022-12-31,0,1,189.0,15.99,23555522.2,2.31,,0.0,0.0,,CNY
15553,2644,2023-12-31,0,1,196.0,16.58,30926615.07,2.66,,0.0,0.0,,CNY
15696,2653,2008-12-31,1,1,,,10090000.0,2.81,,,,,CNY
15697,2653,2009-12-31,1,1,,,23850000.0,5.01,,,,,CNY
15698,2653,2010-12-31,1,1,,,26110000.0,4.49,,,,,CNY
15699,2653,2011-06-30,1,1,120.0,14.56,15330000.0,5.96,,,,,CNY
15700,2653,2011-12-31,0,1,,,33601849.45,5.56,,,,,CNY
15701,2653,2012-12-31,0,1,,,64905200.0,8.09,,,,,CNY
15702,2653,2013-12-31,0,1,,,109074800.0,10.99,,,,,CNY
15703,2653,2014-12-31,0,1,,,169346700.0,13.99,,,,,CNY
15704,2653,2015-12-31,0,1,497.0,26.24,191178021.44,15.77,,35817059.69,18.73,,CNY
15705,2653,2016-12-31,0,1,336.0,17.99,173660653.57,33.78,,58656178.37,33.78,,CNY
15706,2653,2017-12-31,0,1,337.0,17.34,244824461.97,13.19,,125623249.58,51.31,,CNY
15707,2653,2018-12-31,0,1,390.0,17.64,334356505.03,9.76,,173314051.68,51.84,,CNY
15708,2653,2019-12-31,0,1,590.0,16.59,525683466.28,13.35,,313926164.43,59.72,,CNY
15709,2653,2020-12-31,0,1,727.0,19.3,708583974.69,21.28,,349504664.26,49.32,,CNY
15710,2653,2021-12-31,0,1,885.0,20.83,814816938.75,29.38,,420018861.2,51.55,,CNY
15711,2653,2022-12-31,0,1,947.0,20.04,958011187.36,31.77,,512989333.0,53.55,,CNY
15712,2653,2023-12-31,0,1,898.0,16.48,875249365.98,26.09,,358757805.4,40.99,,CNY
16019,2675,2009-12-31,1,1,,,13139600.0,3.49,,,,,CNY
16020,2675,2010-12-31,1,1,,,22522300.0,3.39,,,,,CNY
16021,2675,2011-12-31,1,1,30.0,7.73,30915700.0,3.61,,,,,CNY
16022,2675,2012-12-31,0,1,,,30276375.7,5.15,,,,,CNY
16023,2675,2013-12-31,0,1,,,37353848.92,4.82,,,,,CNY
16024,2675,2014-12-31,0,1,,,3883331.51,,,,,,CNY
16025,2675,2015-12-31,0,1,90.0,8.87,39285289.77,4.94,,11958166.1,30.44,,CNY
16026,2675,2016-12-31,0,1,146.0,10.47,70577487.14,6.09,,28400075.8,40.24,,CNY
16027,2675,2017-12-31,0,1,122.0,8.43,68865975.96,4.32,,11349429.93,16.48,,CNY
16028,2675,2018-12-31,0,1,205.0,11.03,85420789.81,3.66,,20636167.32,24.16,,CNY
16029,2675,2019-12-31,0,1,212.0,10.97,96174330.86,3.21,,8819306.09,9.17,,CNY
16030,2675,2020-12-31,0,1,221.0,11.05,125708668.41,3.68,,16321785.19,12.98,,CNY
16031,2675,2021-12-31,0,1,232.0,11.0,168571661.66,4.31,,31014043.79,18.4,,CNY
16032,2675,2022-12-31,0,1,394.0,18.12,176684914.04,4.93,,13164421.52,7.45,,CNY
16033,2675,2023-12-31,0,1,392.0,16.8,313138464.19,9.56,,115915200.43,37.02,,CNY
16034,2675,2024-12-31,0,1,480.0,19.44,431090434.57,15.03,,139179198.02,32.29,,CNY
16085,2680,2009-12-31,1,1,,,22597400.0,10.19,,,,,CNY
16086,2680,2010-12-31,1,1,,,13560200.0,4.61,,,,,CNY
16087,2680,2011-12-31,1,1,76.0,13.1,14211300.0,3.6,,,,,CNY
16088,2680,2012-12-31,0,1,,,19302585.56,5.31,,,,,CNY
16089,2680,2013-12-31,0,1,,,8141915.7,4.06,,,,,CNY
16090,2680,2014-12-31,0,1,,,4526605.55,4.23,,,,,CNY
16091,2680,2015-12-31,0,1,150.0,13.57,18378250.46,2.31,,0.0,0.0,,CNY
16092,2680,2016-12-31,0,1,150.0,14.4,43336036.76,4.26,,21973050.22,50.7,,CNY
16093,2680,2017-12-31,0,1,153.0,14.96,122213262.81,7.87,,79425735.12,64.99,,CNY
16193,2688,2009-12-31,1,1,,,28601300.0,6.23,,,,,CNY
16194,2688,2010-12-31,1,1,,,34890700.0,5.91,,,,,CNY
16195,2688,2011-12-31,1,1,,,20728800.0,2.88,,,,,CNY
16196,2688,2012-12-31,0,1,,,5638600.0,0.73,,,,,CNY
16197,2688,2013-12-31,0,1,,,5783000.0,0.78,,,,,CNY
16198,2688,2014-12-31,0,1,,,14074700.0,1.68,,,,,CNY
16199,2688,2015-12-31,0,1,196.0,11.26,27478870.72,2.2,,3954348.4,14.39,,CNY
16200,2688,2016-12-31,0,1,253.0,12.25,47263597.15,3.16,,29938849.94,63.34,,CNY
16201,2688,2017-12-31,0,1,252.0,11.5,66236960.59,4.54,,32711438.64,49.39,,CNY
16202,2688,2018-12-31,0,1,233.0,10.75,67437574.0,4.14,,26925508.55,39.93,,CNY
16203,2688,2019-12-31,0,1,202.0,9.65,83125940.19,4.66,,22423351.13,26.98,,CNY
16204,2688,2020-12-31,0,1,250.0,11.89,79499200.0,4.38,,13141172.38,16.53,,CNY
16205,2688,2021-12-31,0,1,242.0,11.08,87289569.25,4.2,,15039061.51,17.23,,CNY
16206,2688,2022-12-31,0,1,252.0,11.28,122010847.05,5.75,,41726251.18,34.2,,CNY
16207,2688,2023-12-31,0,1,265.0,11.44,115265443.63,5.3,,41262464.88,35.8,,CNY
16270,2693,2009-12-31,1,1,,,7142400.0,8.1,,,,,CNY
16271,2693,2010-12-31,1,1,,,7713900.0,6.83,,,,,CNY
16272,2693,2011-12-31,1,1,65.0,19.94,7897100.0,5.92,,,,,CNY
16273,2693,2012-12-31,0,1,,,18330831.83,14.14,,,,,CNY
16274,2693,2013-12-31,0,1,,,10247046.89,6.85,,,,,CNY
16275,2693,2014-12-31,0,1,,,17578947.77,10.91,,,,,CNY
16276,2693,2015-12-31,0,1,66.0,11.32,34739232.6,15.04,,23415551.47,67.4,,CNY
16277,2693,2016-12-31,0,1,73.0,12.87,46057639.67,31.73,,12817635.73,27.83,,CNY
16278,2693,2017-12-31,0,1,62.0,12.84,20566623.03,8.33,,5974806.86,29.05,,CNY
16279,2693,2018-12-31,0,1,56.0,14.21,20482203.1,6.07,,5950203.71,29.05,,CNY
16280,2693,2019-12-31,0,1,59.0,19.03,49949821.4,14.41,,36809214.48,73.69,,CNY
16281,2693,2020-12-31,0,1,71.0,21.85,62342434.06,23.14,,50165473.16,80.47,,CNY
16282,2693,2021-12-31,0,1,95.0,22.84,35493819.15,11.08,,24874375.84,70.08,,CNY
16283,2693,2022-12-31,0,1,72.0,17.02,37216294.81,13.55,,22622271.68,60.79,,CNY
16284,2693,2023-12-31,0,1,75.0,15.5,34110034.71,14.46,,26154638.74,76.68,,CNY
16716,2728,2011-12-31,1,1,,,15625100.0,,,,,,CNY
16717,2728,2012-12-31,1,1,,,16322300.0,,,,,,CNY
16718,2728,2013-12-31,1,1,,,16831000.0,,,,,,CNY
16719,2728,2014-12-31,0,1,,,17982787.22,5.22,,,,,CNY
16720,2728,2015-12-31,0,1,113.0,11.08,28444418.43,5.51,,0.0,0.0,,CNY
16721,2728,2016-12-31,0,1,128.0,10.58,53338323.68,8.13,,0.0,0.0,,CNY
16722,2728,2017-12-31,0,1,143.0,12.03,48437354.6,7.05,,0.0,0.0,,CNY
16723,2728,2018-12-31,0,1,182.0,14.22,53299384.34,6.02,,6673207.49,12.52,,CNY
16724,2728,2019-12-31,0,1,195.0,14.33,74767372.32,8.12,,30384339.51,40.64,,CNY
16725,2728,2020-12-31,0,1,201.0,16.37,41592661.04,6.57,,5093203.02,12.25,,CNY
16726,2728,2021-12-31,0,1,199.0,16.58,45522741.03,6.0,,7746132.07,17.02,,CNY
16727,2728,2022-12-31,0,1,191.0,15.37,43401780.87,4.9,,5391984.34,12.42,,CNY
16728,2728,2023-12-31,0,1,213.0,15.82,53167141.27,4.98,,10103085.67,19.0,,CNY
16832,2737,2011-12-31,1,1,,,27115600.0,1.74,,,,,CNY
16833,2737,2012-12-31,1,1,,,29035600.0,1.64,,,,,CNY
16834,2737,2013-12-31,1,1,,,31329400.0,1.44,,,,,CNY
16835,2737,2014-06-30,1,1,320.0,7.25,18878400.0,1.5,,,,,CNY
16836,2737,2014-12-31,0,1,,,39676701.26,1.46,,,,,CNY
16837,2737,2015-12-31,0,1,484.0,8.75,47982374.83,1.58,,0.0,0.0,,CNY
16838,2737,2016-12-31,0,1,497.0,8.95,62053236.11,1.84,,0.0,0.0,,CNY
16839,2737,2017-12-31,0,1,650.0,11.2,103534773.71,2.69,,0.0,0.0,,CNY
16840,2737,2018-12-31,0,1,657.0,11.06,121913564.33,2.73,,0.0,0.0,,CNY
16841,2737,2019-12-31,0,1,654.0,11.33,118251842.36,2.71,,0.0,0.0,,CNY
16842,2737,2020-12-31,0,1,560.0,9.96,113563500.26,3.28,,0.0,0.0,,CNY
16843,2737,2021-12-31,0,1,535.0,9.49,132065176.99,2.96,,0.0,0.0,,CNY
16844,2737,2022-12-31,0,1,448.0,8.49,94614417.97,1.86,,0.0,0.0,,CNY
16845,2737,2023-12-31,0,1,447.0,7.74,128647229.2,2.26,,0.0,0.0,,CNY
16983,2750,2011-12-31,1,2,,,7204300.0,5.3,,,,,CNY
16984,2750,2012-12-31,1,2,,,6986600.0,4.58,,,,,CNY
16985,2750,2013-12-31,1,2,,,7703100.0,4.75,,,,,CNY
16986,2750,2014-09-30,1,2,68.0,25.85,5143000.0,4.19,,,,,CNY
16987,2750,2014-12-31,0,1,,,9463700.0,5.05,,,,,CNY
16988,2750,2015-12-31,0,1,45.0,14.8,9536359.39,5.26,,0.0,0.0,,CNY
16989,2750,2016-12-31,0,1,42.0,18.92,21082194.09,9.43,,0.0,0.0,,CNY
16990,2750,2017-12-31,0,1,41.0,17.98,27205327.32,8.94,,0.0,0.0,,CNY
16991,2750,2018-12-31,0,1,39.0,16.38,37051152.43,11.03,,4753149.27,12.83,,CNY
16992,2750,2019-12-31,0,1,48.0,15.48,29300459.07,10.64,,8617089.76,29.41,,CNY
16993,2750,2020-12-31,0,1,56.0,13.3,20708234.07,8.15,,1108813.32,5.35,,CNY
16994,2750,2021-12-31,0,1,62.0,12.0,24950735.61,3.55,,5363597.67,21.5,,CNY
16995,2750,2022-12-31,0,1,67.0,25.57,28775619.4,23.4,,3825582.72,13.29,,CNY
16996,2750,2023-12-31,0,1,67.0,23.51,33699485.26,38.9,,11478379.35,34.06,,CNY
17028,2755,2012-12-31,1,1,,,16230600.0,,,,,,CNY
17029,2755,2013-12-31,1,1,,,19445400.0,,,,,,CNY
17030,2755,2014-12-31,1,1,,,13292900.0,,,,,,CNY
17031,2755,2015-12-31,0,1,173.0,48.2,20976300.08,7.54,,2788200.7,13.13,,CNY
17032,2755,2016-12-31,0,1,125.0,31.81,8928957.89,5.01,,2005920.91,22.47,,CNY
17033,2755,2017-12-31,0,1,148.0,27.77,21276496.04,5.81,,2245775.01,10.56,,CNY
17034,2755,2018-12-31,0,1,360.0,22.99,290268335.99,7.38,,0.0,0.0,,CNY
17035,2755,2019-12-31,0,1,461.0,22.5,392569048.35,8.69,,82465000.19,21.01,,CNY
17036,2755,2020-12-31,0,1,435.0,27.15,407998104.44,10.79,,152106702.11,37.28,,CNY
17037,2755,2021-12-31,0,1,375.0,27.82,414122833.37,13.33,,89675429.9,21.65,,CNY
17038,2755,2022-12-31,0,1,372.0,30.62,722965350.17,38.61,,134126985.1,18.55,,CNY
17039,2755,2023-12-31,0,1,339.0,34.63,594041323.09,41.15,,122033546.86,20.54,,CNY
17224,2773,2012-12-31,1,1,,,85842800.0,6.45,,,,,CNY
17225,2773,2013-12-31,1,1,,,79526600.0,5.39,,,,,CNY
17226,2773,2014-12-31,1,1,,,84143300.0,5.02,,,,,CNY
17227,2773,2014-12-31,1,2,295.0,8.16,,,,,,,CNY
17228,2773,2015-12-31,0,1,273.0,7.38,115449480.69,5.57,,16060170.68,13.91,,CNY
17229,2773,2016-12-31,0,1,362.0,8.18,146269610.42,5.76,,24036169.27,16.43,,CNY
17230,2773,2017-12-31,0,1,407.0,9.04,349853881.36,12.56,,157920878.55,45.14,,CNY
17231,2773,2018-12-31,0,1,433.0,9.88,348861949.84,11.96,,118496177.71,33.97,,CNY
17232,2773,2019-12-31,0,1,485.0,11.54,787522114.7,24.18,,500579246.67,63.56,,CNY
17233,2773,2020-12-31,0,1,534.0,13.76,954922362.28,28.98,,12154975.68,1.27,,CNY
17234,2773,2021-12-31,0,1,534.0,13.88,1028734679.69,28.53,,20369787.93,1.98,,CNY
17235,2773,2022-12-31,0,1,507.0,12.53,435006851.08,12.84,,61009243.44,14.02,,CNY
17236,2773,2023-12-31,0,1,569.0,13.5,452483880.84,11.43,,30805837.81,6.81,,CNY
17437,2793,2013-12-31,1,1,,,16389600.0,3.46,,,,,CNY
17438,2793,2014-12-31,1,1,,,21564600.0,4.01,,,,,CNY
17439,2793,2015-12-31,1,1,111.0,11.68,22302600.0,3.82,,,,,CNY
17440,2793,2016-12-31,0,1,121.0,10.58,24294613.32,3.81,,0.0,0.0,,CNY
17441,2793,2017-12-31,0,1,140.0,11.39,30948100.7,3.74,,0.0,0.0,,CNY
17442,2793,2018-12-31,0,1,143.0,10.17,33353721.78,3.57,,0.0,0.0,,CNY
17443,2793,2019-12-31,0,1,502.0,6.99,485845847.0,6.4,,65850977.1,13.55,,CNY
17444,2793,2020-12-31,0,1,454.0,7.28,463020085.52,7.6,,101752530.34,21.98,,CNY
17445,2793,2021-12-31,0,1,378.0,5.91,407615796.81,6.29,,86669886.25,21.26,,CNY
17446,2793,2022-12-31,0,1,135.0,2.95,330541402.11,9.21,,125816001.96,38.06,,CNY
17447,2793,2023-12-31,0,1,113.0,3.34,233924322.23,9.9,,121655684.86,52.01,,CNY
17654,2817,2013-12-31,1,1,,,6734100.0,,,,,,CNY
17655,2817,2014-12-31,1,1,,,7973500.0,,,,,,CNY
17656,2817,2015-12-31,1,1,,,9453500.0,,,,,,CNY
17657,2817,2016-06-30,1,1,,,2638600.0,,,,,,CNY
17658,2817,2016-12-31,0,1,65.0,10.0,8964112.42,3.16,,0.0,0.0,,CNY
17659,2817,2017-12-31,0,1,73.0,10.34,10374490.95,3.63,,0.0,0.0,,CNY
17660,2817,2018-12-31,0,1,72.0,10.88,13139290.57,4.46,,0.0,0.0,,CNY
17661,2817,2019-12-31,0,1,70.0,10.51,12774858.8,3.92,,0.0,0.0,,CNY
17662,2817,2020-12-31,0,1,72.0,10.3,9348494.75,2.93,,0.0,0.0,,CNY
17663,2817,2021-12-31,0,1,85.0,11.35,13439131.79,3.54,,0.0,0.0,,CNY
17664,2817,2022-12-31,0,1,81.0,11.95,14980970.94,3.5,,0.0,0.0,,CNY
17665,2817,2023-12-31,0,1,76.0,11.86,15766550.47,3.41,,0.0,0.0,,CNY
17666,2817,2024-12-31,0,1,70.0,10.92,14006494.69,2.96,,0.0,0.0,,CNY
17696,2821,2013-12-31,1,1,,,44243300.0,8.15,,,,,CNY
17697,2821,2014-12-31,1,1,,,52742900.0,7.36,,,,,CNY
17698,2821,2015-12-31,1,1,,,65095200.0,7.84,,,,,CNY
17699,2821,2016-06-30,1,1,553.0,32.13,32007800.0,6.8,,,,,CNY
17700,2821,2016-12-31,0,1,834.0,40.88,70479976.69,6.39,,0.0,0.0,,CNY
17701,2821,2017-12-31,0,1,1164.0,43.37,97236584.82,6.83,,0.0,0.0,,CNY
17702,2821,2018-12-31,0,1,1468.0,44.61,155177743.99,8.46,,0.0,0.0,0.0,CNY
17703,2821,2019-12-31,0,1,1838.0,47.86,192521782.74,7.83,,0.0,0.0,,CNY
17704,2821,2020-12-31,0,1,2607.0,47.6,258934279.73,8.22,,0.0,0.0,,CNY
17705,2821,2021-12-31,0,1,3381.0,47.45,387478327.6,8.35,,0.0,0.0,,CNY
17706,2821,2022-12-31,0,1,4656.0,47.91,708890862.87,6.91,,0.0,0.0,,CNY
17707,2821,2023-12-31,0,1,4752.0,48.55,707863601.38,9.05,,0.0,0.0,,CNY
17708,2821,2024-12-31,0,1,4653.0,48.49,614490327.59,10.59,,0.0,0.0,,CNY
17757,2826,2013-12-31,1,1,,,11137600.0,5.05,11137600.0,,,,CNY
17758,2826,2014-12-31,1,1,,,16409000.0,5.68,7472200.0,8936800.0,,,CNY
17759,2826,2015-12-31,1,1,,,5541400.0,1.6,5541400.0,,,,CNY
17760,2826,2016-06-30,1,1,40.0,4.74,1445300.0,0.73,1445300.0,,,,CNY
17761,2826,2016-12-31,0,1,45.0,6.04,3787199.62,0.84,,1610198.05,42.52,,CNY
17762,2826,2017-12-31,0,1,54.0,7.39,10784896.31,2.84,,4905086.43,45.48,,CNY
17763,2826,2018-12-31,0,1,55.0,14.59,18844946.49,3.86,,12898713.9,68.45,,CNY
17764,2826,2019-12-31,0,1,50.0,11.88,9320170.13,1.68,,4683430.24,50.25,,CNY
17765,2826,2020-12-31,0,1,51.0,11.59,9521061.03,1.58,,2673152.11,28.08,,CNY
17766,2826,2021-12-31,0,1,50.0,11.63,9313942.01,1.28,,0.0,0.0,,CNY
17767,2826,2022-12-31,0,1,46.0,10.29,13953738.55,1.63,,0.0,0.0,,CNY
17768,2826,2023-12-31,0,1,41.0,9.34,12075151.59,1.81,,0.0,0.0,,CNY
18125,2864,2014-12-31,1,1,,,8027604.51,,,,,,CNY
18126,2864,2015-12-31,1,1,,,7729805.82,,,,,,CNY
18127,2864,2016-12-31,1,1,,,5415287.66,,,,,,CNY
18128,2864,2017-06-30,1,1,57.0,10.16,2746087.7,,,,,,CNY
18129,2864,2017-12-31,0,1,49.0,10.0,7228662.57,1.92,,0.0,0.0,,CNY
18130,2864,2018-12-31,0,1,55.0,10.28,8290622.32,1.69,,0.0,0.0,,CNY
18131,2864,2018-12-31,0,2,,,8290622.32,2.24,,0.0,0.0,,CNY
18132,2864,2019-12-31,0,1,62.0,10.2,13078072.06,2.14,,0.0,0.0,,CNY
18133,2864,2020-12-31,0,1,51.0,8.13,12970834.41,1.94,,0.0,0.0,,CNY
18134,2864,2021-12-31,0,1,67.0,10.57,14026426.59,1.58,,0.0,0.0,,CNY
18135,2864,2022-12-31,0,1,69.0,10.82,18233617.47,1.87,,0.0,0.0,,CNY
18136,2864,2023-12-31,0,1,69.0,10.83,20256386.31,2.07,,0.0,0.0,,CNY
18165,2868,2014-12-31,1,2,,,11770500.0,4.18,,,,,CNY
18166,2868,2014-12-31,1,1,54.0,,,,,,,,CNY
18167,2868,2015-12-31,1,1,50.0,,,,,,,,CNY
18168,2868,2015-12-31,1,2,,,13015600.0,3.48,,,,,CNY
18169,2868,2016-12-31,1,2,,,13171300.0,3.36,,,,,CNY
18170,2868,2016-12-31,1,1,47.0,9.55,,,,,,,CNY
18171,2868,2017-12-31,0,1,53.0,10.58,14106896.1,3.76,,0.0,0.0,,CNY
18172,2868,2018-12-31,0,1,59.0,11.22,14566625.09,4.23,,0.0,0.0,,CNY
18173,2868,2019-12-31,0,1,63.0,10.96,18549953.82,6.11,,0.0,0.0,,CNY
18174,2868,2020-12-31,0,1,67.0,10.21,19913133.94,6.46,,0.0,0.0,,CNY
18175,2868,2021-12-31,0,1,82.0,11.19,24821183.37,6.83,,0.0,0.0,,CNY
18176,2868,2022-12-31,0,1,86.0,10.91,21824916.67,6.62,,0.0,0.0,,CNY
18177,2868,2023-12-31,0,1,164.0,16.53,27530726.83,5.43,,0.0,0.0,,CNY
18210,2872,2014-12-31,1,1,47.0,2.18,19126300.0,4.08,,,,,CNY
18211,2872,2015-12-31,1,1,55.0,2.68,21179100.0,3.69,,,,,CNY
18212,2872,2016-12-31,1,1,79.0,3.85,35118400.0,5.75,,,,,CNY
18213,2872,2017-12-31,0,1,94.0,3.63,33857937.24,1.5,,0.0,0.0,,CNY
18214,2872,2018-12-31,0,1,90.0,3.62,39782371.67,1.83,,0.0,0.0,,CNY
18215,2872,2019-12-31,0,1,74.0,3.42,49277833.93,2.94,,0.0,0.0,,CNY
18216,2872,2020-12-31,0,1,55.0,3.12,22456265.11,1.87,,0.0,0.0,,CNY
18217,2872,2021-12-31,0,1,71.0,5.43,29246325.1,3.97,,0.0,0.0,,CNY
18218,2872,2022-12-31,0,1,71.0,5.34,34269392.62,5.65,,0.0,0.0,,CNY
18219,2872,2023-12-31,0,1,65.0,5.04,30916051.19,5.34,,0.0,0.0,,CNY
18220,2873,2014-12-31,1,1,,,15622000.0,3.44,,,,,CNY
18221,2873,2015-12-31,1,1,,,15822800.0,3.03,,,,,CNY
18222,2873,2016-12-31,1,1,,,20145200.0,3.18,,,,,CNY
18223,2873,2017-12-31,0,1,136.0,10.82,23595669.15,3.46,,512799.0,2.17,,CNY
18224,2873,2018-12-31,0,1,154.0,10.12,31968464.18,4.6,,135028.14,0.42,,CNY
18225,2873,2019-12-31,0,1,131.0,11.32,30823012.06,3.99,,9722446.34,31.54,,CNY
18226,2873,2020-12-31,0,1,144.0,13.66,28430751.42,3.79,,15135456.0,53.24,,CNY
18227,2873,2021-12-31,0,1,142.0,13.94,28889535.84,2.98,,8512930.57,29.47,,CNY
18228,2873,2022-12-31,0,1,173.0,18.62,34450753.48,3.17,,12865890.59,37.35,,CNY
18229,2873,2023-12-31,0,1,213.0,10.88,56610394.85,5.93,,18475798.65,32.64,,CNY
18282,2880,2014-12-31,1,1,244.0,,13778900.0,3.04,,,,,CNY
18283,2880,2015-12-31,1,1,250.0,,19779200.0,3.95,,,,,CNY
