"","StockCode","EndDate.x","StateTypeCode","Area","ApplyTypeCode","ApplyType","Patents","Invention","UtilityModel","ShortName","IndustryCode","IndustryName","EndDate.y"
"16352","002773","2018-12-31","1","1","S5203","已授权","29",NA,NA,"康弘药业","C27","医药制造业","2015-12-31"
"16353","002773","2023-12-31","1","2","S5206","截止报告期末累计已授权",NA,"105",NA,"康弘药业","C27","医药制造业","2015-12-31"
"16362","002773","2016-12-31","1","1","S5204","截至报告期末累计获得","72",NA,NA,"康弘药业","C27","医药制造业","2015-12-31"
"16503","002793","2018-12-31","1","1","S5204","截至报告期末累计获得","59",NA,NA,"罗欣药业","C27","医药制造业","2020-12-31"
"16504","002793","2016-12-31","1","1","S5204","截至报告期末累计获得","62",NA,NA,"罗欣药业","C27","医药制造业","2020-12-31"
"16505","002793","2017-12-31","1","1","S5204","截至报告期末累计获得","42",NA,NA,"罗欣药业","C27","医药制造业","2020-12-31"
"16660","002817","2016-12-31","1","1","S5201","已申请","11","4",NA,"黄山胶囊","C27","医药制造业","2016-12-31"
"16661","002817","2023-12-31","1","1","S5201","已申请",NA,"2","2","黄山胶囊","C27","医药制造业","2016-12-31"
"16662","002817","2022-12-31","1","1","S5204","截至报告期末累计获得",NA,"36",NA,"黄山胶囊","C27","医药制造业","2016-12-31"
"16663","002817","2018-12-31","1","1","S5202","已获得",NA,"7","2","黄山胶囊","C27","医药制造业","2016-12-31"
"16664","002817","2021-12-31","1","1","S5201","已申请",NA,"7",NA,"黄山胶囊","C27","医药制造业","2016-12-31"
"16665","002817","2020-12-31","1","1","S5203","已授权","8",NA,NA,"黄山胶囊","C27","医药制造业","2016-12-31"
"16667","002817","2017-12-31","1","1","S5202","已获得",NA,"3",NA,"黄山胶囊","C27","医药制造业","2016-12-31"
"16669","002817","2019-12-31","1","1","S5203","已授权",NA,NA,"2","黄山胶囊","C27","医药制造业","2016-12-31"
"16684","002821","2016-12-31","1","1","S5201","已申请","11",NA,NA,"凯莱英","C27","医药制造业","2016-12-31"
"16687","002821","2023-12-31","1","2","S5206","截止报告期末累计已授权","64",NA,NA,"凯莱英","C27","医药制造业","2016-12-31"
"16690","002821","2019-12-31","1","1","S5205","截止报告期末累计已被受理","245",NA,NA,"凯莱英","C27","医药制造业","2016-12-31"
"16691","002821","2018-12-31","1","1","S5206","截止报告期末累计已授权","73",NA,NA,"凯莱英","C27","医药制造业","2016-12-31"
"16692","002821","2017-12-31","1","2","S5206","截止报告期末累计已授权",NA,"7",NA,"凯莱英","C27","医药制造业","2016-12-31"
"16696","002821","2020-12-31","1","1","S5206","截止报告期末累计已授权","133",NA,NA,"凯莱英","C27","医药制造业","2016-12-31"
"16699","002821","2021-12-31","1","1","S5201","已申请","25",NA,NA,"凯莱英","C27","医药制造业","2016-12-31"
"16748","002826","2022-12-31","1","1","S5204","截至报告期末累计获得",NA,"31","20","易明医药","C27","医药制造业","2016-12-31"
"16749","002826","2020-12-31","1","1","S5204","截至报告期末累计获得",NA,"29",NA,"易明医药","C27","医药制造业","2016-12-31"
"16750","002826","2019-12-31","1","1","S5204","截至报告期末累计获得",NA,"29",NA,"易明医药","C27","医药制造业","2016-12-31"
"16751","002826","2023-12-31","1","1","S5204","截至报告期末累计获得",NA,"29","21","易明医药","C27","医药制造业","2016-12-31"
"16999","002864","2019-12-31","1","1","S5201","已申请",NA,"6",NA,"盘龙药业","C27","医药制造业","2017-12-31"
"17000","002864","2021-12-31","1","1","S5203","已授权",NA,"3",NA,"盘龙药业","C27","医药制造业","2017-12-31"
"17002","002864","2022-12-31","1","1","S5201","已申请",NA,"12",NA,"盘龙药业","C27","医药制造业","2017-12-31"
"17003","002864","2020-12-31","1","1","S5204","截至报告期末累计获得","40","19","0","盘龙药业","C27","医药制造业","2017-12-31"
"17007","002864","2023-12-31","1","1","S5206","截止报告期末累计已授权","65","29","0","盘龙药业","C27","医药制造业","2017-12-31"
"17017","002868","2023-12-31","1","1","S5204","截至报告期末累计获得",NA,"22","15","绿康生化","C27","医药制造业","2017-12-31"
"17018","002868","2020-12-31","1","1","S5204","截至报告期末累计获得",NA,"14","15","绿康生化","C27","医药制造业","2017-12-31"
"17019","002868","2021-12-31","1","2","S5203","已授权",NA,"1",NA,"绿康生化","C27","医药制造业","2017-12-31"
"17020","002868","2019-12-31","1","1","S5204","截至报告期末累计获得",NA,"10","15","绿康生化","C27","医药制造业","2017-12-31"
"17021","002868","2022-12-31","1","1","S5204","截至报告期末累计获得",NA,"19","15","绿康生化","C27","医药制造业","2017-12-31"
"17055","002873","2018-12-31","1","1","S5204","截至报告期末累计获得","46","40","1","新天药业","C27","医药制造业","2017-12-31"
"17056","002873","2020-12-31","1","1","S5204","截至报告期末累计获得","47","36","1","新天药业","C27","医药制造业","2017-12-31"
"17057","002873","2021-12-31","1","1","S5204","截至报告期末累计获得","51","36","2","新天药业","C27","医药制造业","2017-12-31"
"17058","002873","2023-12-31","1","1","S5204","截至报告期末累计获得","44","29","2","新天药业","C27","医药制造业","2017-12-31"
"17059","002873","2017-12-31","1","1","S5204","截至报告期末累计获得","41","39","1","新天药业","C27","医药制造业","2017-12-31"
"17060","002873","2019-12-31","1","1","S5204","截至报告期末累计获得",NA,"36",NA,"新天药业","C27","医药制造业","2017-12-31"
"17061","002873","2022-12-31","1","1","S5204","截至报告期末累计获得","45","30","2","新天药业","C27","医药制造业","2017-12-31"
"17087","002880","2022-12-31","1","1","S5206","截止报告期末累计已授权","41","17","24","卫光生物","C27","医药制造业","2017-12-31"
"17088","002880","2019-12-31","1","1","S5204","截至报告期末累计获得","36",NA,NA,"卫光生物","C27","医药制造业","2017-12-31"
"17089","002880","2021-12-31","1","1","S5206","截止报告期末累计已授权","37","15","22","卫光生物","C27","医药制造业","2017-12-31"
"17090","002880","2023-12-31","1","1","S5206","截止报告期末累计已授权","57","21","36","卫光生物","C27","医药制造业","2017-12-31"
"17091","002880","2020-12-31","1","1","S5204","截至报告期末累计获得","36",NA,NA,"卫光生物","C27","医药制造业","2017-12-31"
"17195","002898","2020-12-31","1","1","S5202","已获得",NA,"3",NA,"赛隆药业","C27","医药制造业","2017-12-31"
"17196","002898","2019-12-31","1","1","S5202","已获得",NA,"8",NA,"赛隆药业","C27","医药制造业","2017-12-31"
"17217","002900","2022-12-31","1","2","S5206","截止报告期末累计已授权","8",NA,NA,"哈三联","C27","医药制造业","2017-12-31"
"17218","002900","2020-12-31","1","1","S5206","截止报告期末累计已授权","115",NA,NA,"哈三联","C27","医药制造业","2017-12-31"
"17219","002900","2021-12-31","1","1","S5206","截止报告期末累计已授权","121",NA,NA,"哈三联","C27","医药制造业","2017-12-31"
"17220","002900","2023-12-31","1","1","S5203","已授权","14",NA,NA,"哈三联","C27","医药制造业","2017-12-31"
"17221","002900","2018-12-31","1","1","S5206","截止报告期末累计已授权","91",NA,NA,"哈三联","C27","医药制造业","2017-12-31"
"17224","002900","2019-12-31","1","1","S5203","已授权","17",NA,NA,"哈三联","C27","医药制造业","2017-12-31"
"17263","002907","2020-12-31","1","2","S5204","截至报告期末累计获得","1",NA,NA,"华森制药","C27","医药制造业","2017-12-31"
"17264","002907","2023-12-31","1","1","S5204","截至报告期末累计获得","71",NA,NA,"华森制药","C27","医药制造业","2017-12-31"
"17265","002907","2018-12-31","1","2","S5204","截至报告期末累计获得","1",NA,NA,"华森制药","C27","医药制造业","2017-12-31"
"17266","002907","2017-12-31","1","1","S5204","截至报告期末累计获得","48",NA,NA,"华森制药","C27","医药制造业","2017-12-31"
"17267","002907","2022-12-31","1","1","S5204","截至报告期末累计获得","67",NA,NA,"华森制药","C27","医药制造业","2017-12-31"
"17269","002907","2019-12-31","1","1","S5204","截至报告期末累计获得","56",NA,NA,"华森制药","C27","医药制造业","2017-12-31"
"17270","002907","2021-12-31","1","1","S5204","截至报告期末累计获得","67",NA,NA,"华森制药","C27","医药制造业","2017-12-31"
"17404","002923","2018-12-31","1","1","S5203","已授权","10","1","7","润都股份","C27","医药制造业","2018-12-31"
"17405","002923","2017-12-31","1","1","S5203","已授权",NA,"1",NA,"润都股份","C27","医药制造业","2018-12-31"
"17406","002923","2023-12-31","1","1","S5203","已授权","55","40","12","润都股份","C27","医药制造业","2018-12-31"
"17407","002923","2020-12-31","1","1","S5204","截至报告期末累计获得","65","33",NA,"润都股份","C27","医药制造业","2018-12-31"
"17409","002923","2022-12-31","1","1","S5203","已授权","43","18","20","润都股份","C27","医药制造业","2018-12-31"
"17412","002923","2021-12-31","1","1","S5203","已授权","30","6","16","润都股份","C27","医药制造业","2018-12-31"
"17456","002932","2021-12-31","1","1","S5204","截至报告期末累计获得","81","16",NA,"明德生物","C27","医药制造业","2018-12-31"
"17457","002932","2020-12-31","1","1","S5204","截至报告期末累计获得","69","15","30","明德生物","C27","医药制造业","2018-12-31"
"17458","002932","2019-12-31","1","1","S5204","截至报告期末累计获得","59","13","23","明德生物","C27","医药制造业","2018-12-31"
"17459","002932","2018-12-31","1","1","S5204","截至报告期末累计获得","49","10","21","明德生物","C27","医药制造业","2018-12-31"
"17461","002932","2022-12-31","1","1","S5204","截至报告期末累计获得","99","22",NA,"明德生物","C27","医药制造业","2018-12-31"
"17462","002932","2023-12-31","1","1","S5204","截至报告期末累计获得","113","25",NA,"明德生物","C27","医药制造业","2018-12-31"
"17503","002940","2021-12-31","1","1","S5203","已授权","1",NA,NA,"昂利康","C27","医药制造业","2018-12-31"
"17504","002940","2020-12-31","1","1","S5203","已授权","1","1","0","昂利康","C27","医药制造业","2018-12-31"
"17505","002940","2019-12-31","1","1","S5201","已申请","1",NA,NA,"昂利康","C27","医药制造业","2018-12-31"
"17506","002940","2018-12-31","1","1","S5203","已授权","1","1","0","昂利康","C27","医药制造业","2018-12-31"
"17508","002940","2023-12-31","1","1","S5203","已授权",NA,"16","3","昂利康","C27","医药制造业","2018-12-31"
"17566","002950","2019-12-31","1","1","S5203","已授权","24",NA,NA,"奥美医疗","C27","医药制造业","2023-12-31"
"17567","002950","2018-12-31","1","1","S5203","已授权","20","1","16","奥美医疗","C27","医药制造业","2023-12-31"
"17568","002950","2023-12-31","1","1","S5206","截止报告期末累计已授权",NA,"44","258","奥美医疗","C27","医药制造业","2023-12-31"
"17571","002950","2020-12-31","1","1","S5204","截至报告期末累计获得","155",NA,NA,"奥美医疗","C27","医药制造业","2023-12-31"
"17573","002950","2021-12-31","1","1","S5204","截至报告期末累计获得","218",NA,NA,"奥美医疗","C27","医药制造业","2023-12-31"
"17574","002950","2022-12-31","1","1","S5206","截止报告期末累计已授权","309","25","210","奥美医疗","C27","医药制造业","2023-12-31"
"18195","300006","2016-12-31","1","1","S5202","已获得","13","6","7","莱美药业","C27","医药制造业","2009-12-31"
"18202","300006","2017-12-31","1","1","S5202","已获得",NA,"2",NA,"莱美药业","C27","医药制造业","2009-12-31"
"18275","300009","2020-12-31","1","1","S5203","已授权","23","8","14","安科生物","C27","医药制造业","2009-12-31"
"18278","300009","2019-12-31","1","1","S5203","已授权","20","7","13","安科生物","C27","医药制造业","2009-12-31"
"18282","300009","2021-12-31","1","1","S5203","已授权","15","12","2","安科生物","C27","医药制造业","2009-12-31"
"18284","300009","2017-12-31","1","1","S5202","已获得","17","10","7","安科生物","C27","医药制造业","2009-12-31"
"18285","300009","2016-12-31","1","1","S5203","已授权",NA,"14",NA,"安科生物","C27","医药制造业","2009-12-31"
"18288","300009","2022-12-31","1","1","S5203","已授权","14","9","4","安科生物","C27","医药制造业","2009-12-31"
"18289","300009","2023-12-31","1","1","S5203","已授权","30","19","11","安科生物","C27","医药制造业","2009-12-31"
"18291","300009","2018-12-31","1","1","S5203","已授权","14","9","5","安科生物","C27","医药制造业","2009-12-31"
"18408","300016","2017-12-31","1","1","S5203","已授权",NA,"2",NA,"北陆药业","C27","医药制造业","2009-12-31"
"18409","300016","2018-12-31","1","1","S5204","截至报告期末累计获得","16",NA,NA,"北陆药业","C27","医药制造业","2009-12-31"
"18410","300016","2016-12-31","1","1","S5203","已授权","11",NA,NA,"北陆药业","C27","医药制造业","2009-12-31"
"18686","300026","2022-12-31","1","1","S5203","已授权",NA,"4",NA,"红日药业","C27","医药制造业","2009-12-31"
"18986","300039","2016-12-31","1","1","S5204","截至报告期末累计获得",NA,"10",NA,"上海凯宝","C27","医药制造业","2010-12-31"
"18987","300039","2023-12-31","1","2","S5202","已获得","3",NA,NA,"上海凯宝","C27","医药制造业","2010-12-31"
"18989","300039","2022-12-31","1","2","S5202","已获得","3",NA,NA,"上海凯宝","C27","医药制造业","2010-12-31"
"18993","300039","2021-12-31","1","1","S5202","已获得","20","4","11","上海凯宝","C27","医药制造业","2010-12-31"
"18999","300039","2020-12-31","1","1","S5202","已获得","7","5","1","上海凯宝","C27","医药制造业","2010-12-31"
"19000","300039","2019-12-31","1","1","S5202","已获得","18","5","10","上海凯宝","C27","医药制造业","2010-12-31"
"19004","300039","2018-12-31","1","1","S5202","已获得",NA,"1",NA,"上海凯宝","C27","医药制造业","2010-12-31"
"20282","300086","2019-12-31","2","1","S5204","截至报告期末累计获得","26","16","2","康芝药业","C27","医药制造业","2010-12-31"
"20284","300086","2018-12-31","2","2","S5203","已授权",NA,"1",NA,"康芝药业","C27","医药制造业","2010-12-31"
"20286","300086","2016-12-31","1","1","S5206","截止报告期末累计已授权","6","6",NA,"康芝药业","C27","医药制造业","2010-12-31"
"20287","300086","2020-12-31","2","1","S5204","截至报告期末累计获得","25","16","1","康芝药业","C27","医药制造业","2010-12-31"
"20288","300086","2023-12-31","1","1","S5204","截至报告期末累计获得","22","19","0","康芝药业","C27","医药制造业","2010-12-31"
"20290","300086","2021-12-31","2","1","S5204","截至报告期末累计获得","26","19","1","康芝药业","C27","医药制造业","2010-12-31"
"20294","300086","2022-12-31","2","2","S5203","已授权",NA,"1",NA,"康芝药业","C27","医药制造业","2010-12-31"
"20303","300086","2017-12-31","1","1","S5205","截止报告期末累计已被受理",NA,"12",NA,"康芝药业","C27","医药制造业","2010-12-31"
"20817","300108","2017-12-31","1","1","S5204","截至报告期末累计获得",NA,"4",NA,"吉药控股","C27","医药制造业","2017-12-31"
"20875","300110","2019-12-31","1","1","S5206","截止报告期末累计已授权","345","48","288","华仁药业","C27","医药制造业","2010-12-31"
"20877","300110","2016-12-31","1","1","S5203","已授权","45",NA,NA,"华仁药业","C27","医药制造业","2010-12-31"
"20881","300110","2023-12-31","1","1","S5206","截止报告期末累计已授权","334","98","220","华仁药业","C27","医药制造业","2010-12-31"
"20882","300110","2020-12-31","1","1","S5203","已授权","37","8","20","华仁药业","C27","医药制造业","2010-12-31"
"20884","300110","2021-12-31","1","1","S5202","已获得","56",NA,NA,"华仁药业","C27","医药制造业","2010-12-31"
"20900","300110","2022-12-31","1","1","S5204","截至报告期末累计获得","503",NA,NA,"华仁药业","C27","医药制造业","2010-12-31"
"20904","300111","2020-12-31","1","1","S5202","已获得",NA,NA,"5","向日葵","C27","医药制造业","2020-12-31"
"20905","300111","2016-12-31","1","1","S5204","截至报告期末累计获得","15","6","9","向日葵","C27","医药制造业","2020-12-31"
"20913","300111","2017-12-31","1","1","S5204","截至报告期末累计获得","15","6","9","向日葵","C27","医药制造业","2020-12-31"
"20914","300111","2022-12-31","1","1","S5206","截止报告期末累计已授权","43","3","40","向日葵","C27","医药制造业","2020-12-31"
"21112","300119","2020-12-31","2","1","S5203","已授权","1","1","0","瑞普生物","C27","医药制造业","2010-12-31"
"21114","300119","2023-12-31","1","1","S5203","已授权","42",NA,NA,"瑞普生物","C27","医药制造业","2010-12-31"
"21115","300119","2018-12-31","1","1","S5203","已授权","18","13","5","瑞普生物","C27","医药制造业","2010-12-31"
"21118","300119","2022-12-31","1","1","S5202","已获得",NA,"20","15","瑞普生物","C27","医药制造业","2010-12-31"
"21120","300119","2016-12-31","1","1","S5203","已授权","19","10","8","瑞普生物","C27","医药制造业","2010-12-31"
"21122","300119","2021-12-31","2","1","S5203","已授权","5","5","0","瑞普生物","C27","医药制造业","2010-12-31"
"21129","300119","2017-12-31","1","1","S5202","已获得",NA,"20",NA,"瑞普生物","C27","医药制造业","2010-12-31"
"21138","300119","2019-12-31","1","1","S5203","已授权","19","14","4","瑞普生物","C27","医药制造业","2010-12-31"
"21188","300122","2023-12-31","1","2","S5204","截至报告期末累计获得","1",NA,NA,"智飞生物","C27","医药制造业","2010-12-31"
"21190","300122","2016-12-31","1","1","S5204","截至报告期末累计获得","15","15",NA,"智飞生物","C27","医药制造业","2010-12-31"
"21192","300122","2019-12-31","1","1","S5202","已获得","24",NA,NA,"智飞生物","C27","医药制造业","2010-12-31"
"21193","300122","2022-12-31","1","1","S5204","截至报告期末累计获得","42",NA,NA,"智飞生物","C27","医药制造业","2010-12-31"
"21195","300122","2017-12-31","1","1","S5205","截止报告期末累计已被受理","12",NA,NA,"智飞生物","C27","医药制造业","2010-12-31"
"21200","300122","2021-12-31","1","1","S5204","截至报告期末累计获得","31","26","5","智飞生物","C27","医药制造业","2010-12-31"
"21208","300122","2020-12-31","1","1","S5204","截至报告期末累计获得",NA,"27",NA,"智飞生物","C27","医药制造业","2010-12-31"
"21680","300142","2023-12-31","1","1","S5204","截至报告期末累计获得",NA,"75",NA,"沃森生物","C27","医药制造业","2010-12-31"
"21682","300142","2020-12-31","1","1","S5204","截至报告期末累计获得",NA,"65",NA,"沃森生物","C27","医药制造业","2010-12-31"
"21685","300142","2016-12-31","1","1","S5206","截止报告期末累计已授权","57",NA,NA,"沃森生物","C27","医药制造业","2010-12-31"
"21690","300142","2019-12-31","1","1","S5204","截至报告期末累计获得",NA,"59",NA,"沃森生物","C27","医药制造业","2010-12-31"
"21692","300142","2021-12-31","1","1","S5204","截至报告期末累计获得",NA,"68",NA,"沃森生物","C27","医药制造业","2010-12-31"
"21694","300142","2017-12-31","1","1","S5206","截止报告期末累计已授权",NA,"68",NA,"沃森生物","C27","医药制造业","2010-12-31"
"21701","300142","2018-12-31","1","1","S5204","截至报告期末累计获得",NA,"53",NA,"沃森生物","C27","医药制造业","2010-12-31"
"21702","300142","2022-12-31","1","1","S5204","截至报告期末累计获得","74",NA,NA,"沃森生物","C27","医药制造业","2010-12-31"
"21711","300143","2023-12-31","1","1","S5203","已授权","17",NA,NA,"星普医科","C27","医药制造业","2017-12-31"
"21715","300143","2016-12-31","1","2","S5204","截至报告期末累计获得","3",NA,NA,"星普医科","C27","医药制造业","2017-12-31"
"21717","300143","2022-12-31","1","1","S5204","截至报告期末累计获得","64",NA,NA,"星普医科","C27","医药制造业","2017-12-31"
"21789","300147","2017-12-31","1","2","S5202","已获得",NA,"2",NA,"香雪制药","C27","医药制造业","2010-12-31"
"21790","300147","2018-12-31","1","1","S5202","已获得",NA,"17",NA,"香雪制药","C27","医药制造业","2010-12-31"
"21792","300147","2016-12-31","1","1","S5202","已获得","16","12","3","香雪制药","C27","医药制造业","2010-12-31"
"21793","300147","2020-12-31","1","1","S5201","已申请","23","16","1","香雪制药","C27","医药制造业","2010-12-31"
"22026","300158","2019-12-31","1","1","S5202","已获得","21","13","8","振东制药","C27","医药制造业","2011-12-31"
"22027","300158","2021-12-31","1","1","S5202","已获得","16","6","10","振东制药","C27","医药制造业","2011-12-31"
"22028","300158","2016-12-31","1","2","S5202","已获得","2",NA,NA,"振东制药","C27","医药制造业","2011-12-31"
"22040","300158","2018-12-31","1","1","S5202","已获得","8","4","0","振东制药","C27","医药制造业","2011-12-31"
"22043","300158","2020-12-31","1","1","S5201","已申请",NA,"34",NA,"振东制药","C27","医药制造业","2011-12-31"
"22045","300158","2017-12-31","1","1","S5202","已获得",NA,"5",NA,"振东制药","C27","医药制造业","2011-12-31"
"22539","300181","2023-12-31","2","1","S5202","已获得","1","1","0","佐力药业","C27","医药制造业","2011-12-31"
"22543","300181","2016-12-31","1","1","S5204","截至报告期末累计获得","42",NA,NA,"佐力药业","C27","医药制造业","2011-12-31"
"22544","300181","2017-12-31","1","1","S5204","截至报告期末累计获得",NA,"39",NA,"佐力药业","C27","医药制造业","2011-12-31"
"22547","300181","2022-12-31","1","1","S5202","已获得","2","1","0","佐力药业","C27","医药制造业","2011-12-31"
"22862","300199","2020-12-31","2","1","S5206","截止报告期末累计已授权","224","218",NA,"翰宇药业","C27","医药制造业","2011-12-31"
"22868","300199","2019-12-31","1","2","S5203","已授权",NA,"1",NA,"翰宇药业","C27","医药制造业","2011-12-31"
"22869","300199","2022-12-31","2","1","S5203","已授权","11","11","0","翰宇药业","C27","医药制造业","2011-12-31"
"22870","300199","2023-12-31","2","2","S5203","已授权","1","1","0","翰宇药业","C27","医药制造业","2011-12-31"
"22871","300199","2021-12-31","2","1","S5206","截止报告期末累计已授权","255","249",NA,"翰宇药业","C27","医药制造业","2011-12-31"
"22874","300199","2016-12-31","1","1","S5203","已授权","33","33",NA,"翰宇药业","C27","医药制造业","2011-12-31"
"22877","300199","2018-12-31","1","1","S5206","截止报告期末累计已授权","255",NA,NA,"翰宇药业","C27","医药制造业","2011-12-31"
"22900","300199","2017-12-31","1","2","S5202","已获得",NA,"3",NA,"翰宇药业","C27","医药制造业","2011-12-31"
"23035","300204","2024-12-31","1","1","S5204","截至报告期末累计获得","47",NA,NA,"舒泰神","C27","医药制造业","2011-12-31"
"23037","300204","2023-12-31","1","1","S5206","截止报告期末累计已授权","79",NA,NA,"舒泰神","C27","医药制造业","2011-12-31"
"23039","300204","2017-12-31","1","1","S5204","截至报告期末累计获得","50",NA,NA,"舒泰神","C27","医药制造业","2011-12-31"
"23040","300204","2022-12-31","1","2","S5204","截至报告期末累计获得","32",NA,NA,"舒泰神","C27","医药制造业","2011-12-31"
"23042","300204","2020-12-31","1","1","S5204","截至报告期末累计获得","67",NA,NA,"舒泰神","C27","医药制造业","2011-12-31"
"23043","300204","2016-12-31","1","1","S5206","截止报告期末累计已授权","46",NA,NA,"舒泰神","C27","医药制造业","2011-12-31"
"23045","300204","2021-12-31","1","1","S5204","截至报告期末累计获得","72",NA,NA,"舒泰神","C27","医药制造业","2011-12-31"
"23046","300204","2019-12-31","1","2","S5204","截至报告期末累计获得","25",NA,NA,"舒泰神","C27","医药制造业","2011-12-31"
"23062","300204","2018-12-31","1","1","S5206","截止报告期末累计已授权",NA,"51",NA,"舒泰神","C27","医药制造业","2011-12-31"
"23828","300233","2017-12-31","1","1","S5204","截至报告期末累计获得",NA,"48",NA,"金城医药","C27","医药制造业","2012-12-31"
"23830","300233","2022-12-31","1","1","S5203","已授权",NA,"41","14","金城医药","C27","医药制造业","2012-12-31"
"23833","300233","2020-12-31","1","1","S5202","已获得","30","15","15","金城医药","C27","医药制造业","2012-12-31"
"23836","300233","2019-12-31","1","1","S5203","已授权","20","17","3","金城医药","C27","医药制造业","2012-12-31"
"23838","300233","2021-12-31","1","1","S5201","已申请","39","34","5","金城医药","C27","医药制造业","2012-12-31"
"23842","300233","2023-12-31","1","2","S5202","已获得","1",NA,NA,"金城医药","C27","医药制造业","2012-12-31"
"23850","300233","2018-12-31","1","1","S5203","已授权","26","19","7","金城医药","C27","医药制造业","2012-12-31"
"23859","300233","2016-12-31","1","1","S5201","已申请","20","19","1","金城医药","C27","医药制造业","2012-12-31"
"24014","300239","2021-12-31","1","1","S5204","截至报告期末累计获得","39","21","10","东宝生物","C27","医药制造业","2011-12-31"
"24015","300239","2017-12-31","1","1","S5204","截至报告期末累计获得","15","9","1","东宝生物","C27","医药制造业","2011-12-31"
"24016","300239","2018-12-31","1","1","S5204","截至报告期末累计获得","18","10","1","东宝生物","C27","医药制造业","2011-12-31"
"24019","300239","2023-12-31","1","2","S5204","截至报告期末累计获得","1","1","0","东宝生物","C27","医药制造业","2011-12-31"
"24020","300239","2020-12-31","1","1","S5203","已授权",NA,"3",NA,"东宝生物","C27","医药制造业","2011-12-31"
"24022","300239","2016-12-31","1","1","S5203","已授权",NA,"3",NA,"东宝生物","C27","医药制造业","2011-12-31"
"24024","300239","2019-12-31","1","1","S5203","已授权",NA,"3",NA,"东宝生物","C27","医药制造业","2011-12-31"
"24035","300239","2022-12-31","1","2","S5204","截至报告期末累计获得","1","1","0","东宝生物","C27","医药制造业","2011-12-31"
"24316","300254","2016-12-31","1","1","S5204","截至报告期末累计获得","60",NA,NA,"仟源医药","C27","医药制造业","2014-12-31"
"24318","300254","2022-12-31","2","1","S5202","已获得",NA,"1",NA,"仟源医药","C27","医药制造业","2014-12-31"
"24320","300254","2023-12-31","2","1","S5202","已获得","1","1","0","仟源医药","C27","医药制造业","2014-12-31"
"24328","300254","2017-12-31","1","1","S5204","截至报告期末累计获得","62",NA,NA,"仟源医药","C27","医药制造业","2014-12-31"
"24332","300254","2019-12-31","1","1","S5202","已获得","22","4","16","仟源医药","C27","医药制造业","2014-12-31"
"24344","300254","2020-12-31","1","1","S5202","已获得","26","11","15","仟源医药","C27","医药制造业","2014-12-31"
"24350","300254","2021-12-31","1","1","S5202","已获得",NA,"6","3","仟源医药","C27","医药制造业","2014-12-31"
"24363","300255","2016-12-31","1","1","S5203","已授权","3","3",NA,"常山药业","C27","医药制造业","2011-12-31"
"24646","300267","2023-12-31","1","1","S5203","已授权","6",NA,NA,"尔康制药","C27","医药制造业","2011-12-31"
"24647","300267","2016-12-31","1","1","S5205","截止报告期末累计已被受理","151","133","11","尔康制药","C27","医药制造业","2011-12-31"
"24657","300267","2018-12-31","1","1","S5204","截至报告期末累计获得","158","131","14","尔康制药","C27","医药制造业","2011-12-31"
"24659","300267","2019-12-31","1","1","S5204","截至报告期末累计获得","157","133","14","尔康制药","C27","医药制造业","2011-12-31"
"24663","300267","2017-12-31","1","2","S5204","截至报告期末累计获得","9","9","0","尔康制药","C27","医药制造业","2011-12-31"
"24665","300267","2022-12-31","1","2","S5204","截至报告期末累计获得","11",NA,NA,"尔康制药","C27","医药制造业","2011-12-31"
"24672","300267","2020-12-31","1","1","S5204","截至报告期末累计获得","160",NA,NA,"尔康制药","C27","医药制造业","2011-12-31"
"24676","300267","2021-12-31","1","1","S5204","截至报告期末累计获得","173",NA,NA,"尔康制药","C27","医药制造业","2011-12-31"
"25173","300289","2023-12-31","1","1","S5202","已获得","13","9","4","利德曼","C27","医药制造业","2012-12-31"
"25175","300289","2017-12-31","1","1","S5202","已获得","3","3","0","利德曼","C27","医药制造业","2012-12-31"
"25176","300289","2019-12-31","1","1","S5203","已授权","10","6","3","利德曼","C27","医药制造业","2012-12-31"
"25181","300289","2022-12-31","1","1","S5204","截至报告期末累计获得","92","61","27","利德曼","C27","医药制造业","2012-12-31"
"25182","300289","2020-12-31","1","1","S5202","已获得","3","3","0","利德曼","C27","医药制造业","2012-12-31"
"25183","300289","2016-12-31","1","1","S5204","截至报告期末累计获得","72","44","24","利德曼","C27","医药制造业","2012-12-31"
"25184","300289","2018-12-31","1","1","S5202","已获得","3","3","0","利德曼","C27","医药制造业","2012-12-31"
"25186","300289","2021-12-31","1","1","S5201","已申请","7","6","1","利德曼","C27","医药制造业","2012-12-31"
"25241","300294","2021-12-31","1","1","S5204","截至报告期末累计获得","215","36","149","博雅生物","C27","医药制造业","2012-12-31"
"25244","300294","2017-12-31","1","2","S5202","已获得",NA,"1",NA,"博雅生物","C27","医药制造业","2012-12-31"
"25246","300294","2022-12-31","1","1","S5204","截至报告期末累计获得","220","41","149","博雅生物","C27","医药制造业","2012-12-31"
"25247","300294","2020-12-31","1","1","S5206","截止报告期末累计已授权","177","33","109","博雅生物","C27","医药制造业","2012-12-31"
"25249","300294","2023-12-31","1","1","S5204","截至报告期末累计获得","200",NA,NA,"博雅生物","C27","医药制造业","2012-12-31"
"25252","300294","2024-12-31","1","1","S5204","截至报告期末累计获得","200",NA,NA,"博雅生物","C27","医药制造业","2012-12-31"
"26385","300357","2017-12-31","1","2","S5202","已获得","3",NA,NA,"我武生物","C27","医药制造业","2014-12-31"
