"","StockCode","EndDate.x","StateTypeCode","Area","ApplyTypeCode","ApplyType","Patents","Invention","UtilityModel","ShortName","IndustryCode","IndustryName","EndDate.y"
"30349","300685","2019-12-31","1","1","S5202","已获得",NA,"6",NA,"艾德生物","C27","医药制造业","2017-12-31"
"30351","300685","2020-12-31","1","1","S5206","截止报告期末累计已授权","38","35","3","艾德生物","C27","医药制造业","2017-12-31"
"30352","300685","2022-12-31","1","1","S5203","已授权",NA,"5",NA,"艾德生物","C27","医药制造业","2017-12-31"
"30355","300685","2021-12-31","1","1","S5202","已获得","50","44","6","艾德生物","C27","医药制造业","2017-12-31"
"30518","300702","2019-12-31","1","1","S5203","已授权",NA,"2",NA,"天宇股份","C27","医药制造业","2017-12-31"
"30519","300702","2020-12-31","1","1","S5201","已申请",NA,"10",NA,"天宇股份","C27","医药制造业","2017-12-31"
"30523","300702","2022-12-31","1","1","S5203","已授权",NA,"2",NA,"天宇股份","C27","医药制造业","2017-12-31"
"30525","300702","2017-12-31","1","1","S5204","截至报告期末累计获得",NA,"13",NA,"天宇股份","C27","医药制造业","2017-12-31"
"30528","300702","2018-12-31","1","2","S5204","截至报告期末累计获得","2",NA,NA,"天宇股份","C27","医药制造业","2017-12-31"
"30541","300705","2022-12-31","2","1","S5202","已获得",NA,"13",NA,"九典制药","C27","医药制造业","2017-12-31"
"30542","300705","2023-12-31","1","1","S5204","截至报告期末累计获得","130","51","8","九典制药","C27","医药制造业","2017-12-31"
"30543","300705","2021-12-31","2","1","S5202","已获得","16","3","0","九典制药","C27","医药制造业","2017-12-31"
"30545","300705","2017-12-31","1","1","S5204","截至报告期末累计获得","25","19","0","九典制药","C27","医药制造业","2017-12-31"
"30547","300705","2019-12-31","1","1","S5204","截至报告期末累计获得","33","18","0","九典制药","C27","医药制造业","2017-12-31"
"30548","300705","2018-12-31","1","1","S5204","截至报告期末累计获得","23","17","0","九典制药","C27","医药制造业","2017-12-31"
"30551","300705","2020-12-31","1","1","S5204","截至报告期末累计获得","71","20","51","九典制药","C27","医药制造业","2017-12-31"
"30714","300723","2020-12-31","1","1","S5203","已授权","8","2",NA,"一品红","C27","医药制造业","2017-12-31"
"30715","300723","2019-12-31","1","1","S5203","已授权","1","1","0","一品红","C27","医药制造业","2017-12-31"
"30717","300723","2018-12-31","1","1","S5202","已获得",NA,"4",NA,"一品红","C27","医药制造业","2017-12-31"
"30718","300723","2022-12-31","1","1","S5202","已获得",NA,"9",NA,"一品红","C27","医药制造业","2017-12-31"
"30720","300723","2023-12-31","1","2","S5204","截至报告期末累计获得","9",NA,NA,"一品红","C27","医药制造业","2017-12-31"
"30722","300723","2017-12-31","1","1","S5202","已获得",NA,"9",NA,"一品红","C27","医药制造业","2017-12-31"
"30725","300723","2021-12-31","1","1","S5204","截至报告期末累计获得","109",NA,NA,"一品红","C27","医药制造业","2017-12-31"
"31463","300832","2022-12-31","1","1","S5204","截至报告期末累计获得","306","135","124","新产业","C27","医药制造业","2020-12-31"
"31464","300832","2021-12-31","1","1","S5204","截至报告期末累计获得","246","90","115","新产业","C27","医药制造业","2020-12-31"
"31465","300832","2023-12-31","1","1","S5204","截至报告期末累计获得","335","142","133","新产业","C27","医药制造业","2020-12-31"
"31466","300832","2020-12-31","1","1","S5204","截至报告期末累计获得","198","66","101","新产业","C27","医药制造业","2020-12-31"
"31687","300871","2021-12-31","1","1","S5203","已授权",NA,"7",NA,"回盛生物","C27","医药制造业","2020-12-31"
"31688","300871","2020-12-31","1","1","S5203","已授权",NA,"6",NA,"回盛生物","C27","医药制造业","2020-12-31"
"31712","300878","2022-12-31","1","1","S5202","已获得","6","3","3","维康药业","C27","医药制造业","2020-12-31"
"31714","300878","2023-12-31","1","1","S5204","截至报告期末累计获得","108","37","47","维康药业","C27","医药制造业","2020-12-31"
"31717","300878","2021-12-31","1","1","S5204","截至报告期末累计获得","87","28","35","维康药业","C27","医药制造业","2020-12-31"
"31719","300878","2020-12-31","2","1","S5202","已获得",NA,"2","3","维康药业","C27","医药制造业","2020-12-31"
"32036","300942","2020-12-31","1","1","S5202","已获得","24","6","8","易瑞生物","C27","医药制造业","2021-12-31"
"32037","300942","2022-12-31","1","1","S5203","已授权","16","10","6","易瑞生物","C27","医药制造业","2021-12-31"
"32040","300942","2023-12-31","1","1","S5203","已授权","20","7","7","易瑞生物","C27","医药制造业","2021-12-31"
"32041","300942","2021-12-31","1","1","S5203","已授权","18","5",NA,"易瑞生物","C27","医药制造业","2021-12-31"
"32148","300966","2022-12-31","1","1","S5206","截止报告期末累计已授权","31","7","24","共同药业","C27","医药制造业","2021-12-31"
"32149","300966","2023-12-31","1","1","S5206","截止报告期末累计已授权","42","9","33","共同药业","C27","医药制造业","2021-12-31"
"32466","301075","2022-12-31","1","1","S5204","截至报告期末累计获得","46","12","32","多瑞医药","C27","医药制造业","2021-12-31"
"32467","301075","2023-12-31","1","1","S5204","截至报告期末累计获得","53","13","38","多瑞医药","C27","医药制造业","2021-12-31"
"32468","301075","2021-12-31","1","1","S5204","截至报告期末累计获得","48","10","36","多瑞医药","C27","医药制造业","2021-12-31"
"32495","301089","2023-12-31","1","1","S5204","截至报告期末累计获得",NA,"25",NA,"拓新药业","C27","医药制造业","2021-12-31"
"32559","301111","2023-12-31","1","1","S5206","截止报告期末累计已授权","24","6","6","粤万年青","C27","医药制造业","2021-12-31"
"32562","301111","2021-12-31","1","1","S5204","截至报告期末累计获得","22","4","6","粤万年青","C27","医药制造业","2021-12-31"
"32778","301201","2023-12-31","1","1","S5204","截至报告期末累计获得","45","19","26","诚达药业","C27","医药制造业","2022-12-31"
"32780","301201","2022-12-31","1","2","S5204","截至报告期末累计获得","5",NA,NA,"诚达药业","C27","医药制造业","2022-12-31"
"32781","301201","2021-12-31","1","1","S5204","截至报告期末累计获得","32","9","23","诚达药业","C27","医药制造业","2022-12-31"
"32792","301211","2023-12-31","1","1","S5203","已授权","1",NA,NA,"亨迪药业","C27","医药制造业","2021-12-31"
"32866","301258","2021-12-31","1","1","S5203","已授权",NA,"9",NA,"富士莱","C27","医药制造业","2022-12-31"
"32869","301258","2023-12-31","1","1","S5204","截至报告期末累计获得","45","44","1","富士莱","C27","医药制造业","2022-12-31"
"32870","301258","2022-12-31","1","1","S5204","截至报告期末累计获得","41","40","1","富士莱","C27","医药制造业","2022-12-31"
"32894","301277","2023-12-31","1","2","S5203","已授权",NA,"1",NA,"新天地","C27","医药制造业","2022-12-31"
"32896","301277","2024-12-31","1","1","S5204","截至报告期末累计获得",NA,"13","131","新天地","C27","医药制造业","2022-12-31"
"32897","301277","2022-12-31","1","1","S5204","截至报告期末累计获得",NA,"7","104","新天地","C27","医药制造业","2022-12-31"
"32941","301301","2022-12-31","1","1","S5204","截至报告期末累计获得","64","30",NA,"川宁生物","C27","医药制造业","2022-12-31"
"32942","301301","2023-12-31","1","1","S5206","截止报告期末累计已授权","72","32","40","川宁生物","C27","医药制造业","2022-12-31"
"33114","301507","2023-12-31","1","1","S5204","截至报告期末累计获得","61",NA,NA,"民生健康","C27","医药制造业","2023-12-31"
"33155","430017","2023-12-31","1","1","S5204","截至报告期末累计获得","40","34",NA,"星昊医药","C27","医药制造业","2023-12-31"
"33156","430047","2020-12-31","1","2","S5203","已授权","5",NA,NA,"诺思兰德","C27","医药制造业","2020-12-31"
"33159","430047","2018-12-31","1","1","S5201","已申请",NA,"7",NA,"诺思兰德","C27","医药制造业","2020-12-31"
"33160","430047","2019-12-31","1","1","S5203","已授权",NA,"2",NA,"诺思兰德","C27","医药制造业","2020-12-31"
"33162","430047","2022-12-31","1","1","S5203","已授权",NA,"7",NA,"诺思兰德","C27","医药制造业","2020-12-31"
"33163","430047","2023-12-31","1","1","S5204","截至报告期末累计获得","30","22",NA,"诺思兰德","C27","医药制造业","2020-12-31"
"33166","430047","2021-12-31","1","1","S5206","截止报告期末累计已授权","16","11","4","诺思兰德","C27","医药制造业","2020-12-31"
"33170","430047","2017-12-31","1","1","S5206","截止报告期末累计已授权",NA,"12",NA,"诺思兰德","C27","医药制造业","2020-12-31"
"33264","430478","2023-12-31","1","1","S5204","截至报告期末累计获得","27","8",NA,"峆一药业","C27","医药制造业","2023-12-31"
"33265","430478","2022-12-31","1","1","S5204","截至报告期末累计获得","25","6","19","峆一药业","C27","医药制造业","2023-12-31"
"33583","600056","2018-12-31","1","1","S5203","已授权",NA,"6",NA,"中国医药","C27","医药制造业","2013-12-31"
"33584","600056","2017-12-31","1","1","S5201","已申请",NA,"12",NA,"中国医药","C27","医药制造业","2013-12-31"
"33585","600056","2016-12-31","1","1","S5203","已授权","13",NA,NA,"中国医药","C27","医药制造业","2013-12-31"
"33588","600056","2019-12-31","1","1","S5201","已申请",NA,"24",NA,"中国医药","C27","医药制造业","2013-12-31"
"33589","600056","2021-12-31","1","1","S5203","已授权",NA,"16",NA,"中国医药","C27","医药制造业","2013-12-31"
"33590","600056","2020-12-31","1","1","S5203","已授权",NA,"7",NA,"中国医药","C27","医药制造业","2013-12-31"
"33621","600062","2018-12-31","1","1","S5201","已申请","5",NA,NA,"双鹤药业","C27","医药制造业","1997-12-31"
"33623","600062","2016-12-31","1","1","S5202","已获得","29",NA,NA,"双鹤药业","C27","医药制造业","1997-12-31"
"33625","600062","2020-12-31","1","1","S5201","已申请","22",NA,NA,"双鹤药业","C27","医药制造业","1997-12-31"
"33627","600062","2017-12-31","1","1","S5201","已申请","7",NA,NA,"双鹤药业","C27","医药制造业","1997-12-31"
"33635","600062","2024-12-31","1","1","S5202","已获得","703","290","393","双鹤药业","C27","医药制造业","1997-12-31"
"33637","600062","2019-12-31","1","1","S5203","已授权","7",NA,NA,"双鹤药业","C27","医药制造业","1997-12-31"
"33794","600079","2022-12-31","1","1","S5203","已授权","147",NA,NA,"人福科技","C27","医药制造业","2009-12-31"
"33796","600079","2021-12-31","1","1","S5203","已授权","88",NA,NA,"人福科技","C27","医药制造业","2009-12-31"
"33798","600079","2020-12-31","1","1","S5201","已申请","97",NA,NA,"人福科技","C27","医药制造业","2009-12-31"
"33806","600079","2023-12-31","1","1","S5203","已授权","138",NA,NA,"人福科技","C27","医药制造业","2009-12-31"
"34143","600129","2023-12-31","1","1","S5203","已授权","27","2",NA,"太极集团","C27","医药制造业","1997-12-31"
"34144","600129","2019-12-31","1","1","S5204","截至报告期末累计获得","175",NA,NA,"太极集团","C27","医药制造业","1997-12-31"
"34145","600129","2018-12-31","1","1","S5203","已授权","14",NA,NA,"太极集团","C27","医药制造业","1997-12-31"
"34146","600129","2022-12-31","1","1","S5203","已授权","47","8",NA,"太极集团","C27","医药制造业","1997-12-31"
"34148","600129","2016-12-31","1","1","S5202","已获得","85",NA,NA,"太极集团","C27","医药制造业","1997-12-31"
"34152","600129","2017-12-31","1","1","S5203","已授权","1",NA,NA,"太极集团","C27","医药制造业","1997-12-31"
"34155","600129","2021-12-31","1","1","S5201","已申请","14","5",NA,"太极集团","C27","医药制造业","1997-12-31"
"34172","600129","2020-12-31","1","1","S5204","截至报告期末累计获得","210",NA,NA,"太极集团","C27","医药制造业","1997-12-31"
"34428","600161","2022-12-31","1","1","S5203","已授权","13","3","10","天坛生物","C27","医药制造业","1998-12-31"
"34429","600161","2023-12-31","1","1","S5203","已授权","22","7","15","天坛生物","C27","医药制造业","1998-12-31"
"34430","600161","2019-12-31","1","1","S5203","已授权","18","5","13","天坛生物","C27","医药制造业","1998-12-31"
"34432","600161","2020-12-31","1","1","S5203","已授权","19","2","15","天坛生物","C27","医药制造业","1998-12-31"
"34433","600161","2021-12-31","1","1","S5203","已授权","19","7","10","天坛生物","C27","医药制造业","1998-12-31"
"34726","600195","2017-12-31","1","1","S5201","已申请","27",NA,NA,"中牧股份","C27","医药制造业","2009-12-31"
"34727","600195","2016-12-31","1","1","S5201","已申请","43",NA,NA,"中牧股份","C27","医药制造业","2009-12-31"
"34733","600195","2021-12-31","1","1","S5203","已授权",NA,"29",NA,"中牧股份","C27","医药制造业","2009-12-31"
"34734","600196","2017-12-31","1","1","S5201","已申请","58",NA,NA,"复星医药","C27","医药制造业","2004-12-31"
"34736","600196","2016-12-31","1","2","S5203","已授权","2","2",NA,"复星医药","C27","医药制造业","2004-12-31"
"34740","600196","2019-12-31","1","2","S5201","已申请","29",NA,NA,"复星医药","C27","医药制造业","2004-12-31"
"34746","600196","2018-12-31","1","2","S5201","已申请","24",NA,NA,"复星医药","C27","医药制造业","2004-12-31"
"34826","600200","2016-12-31","1","1","S5204","截至报告期末累计获得","4",NA,NA,"江苏吴中","C27","医药制造业","1999-12-31"
"34836","600201","2016-12-31","1","1","S5201","已申请","28",NA,NA,"金宇集团","C27","医药制造业","1999-12-31"
"34838","600201","2023-12-31","1","1","S5204","截至报告期末累计获得",NA,"31",NA,"金宇集团","C27","医药制造业","1999-12-31"
"34840","600201","2017-12-31","1","1","S5203","已授权","7",NA,NA,"金宇集团","C27","医药制造业","1999-12-31"
"34844","600201","2020-12-31","1","1","S5201","已申请",NA,"12","1","金宇集团","C27","医药制造业","1999-12-31"
"34846","600201","2019-12-31","1","1","S5201","已申请",NA,"8","2","金宇集团","C27","医药制造业","1999-12-31"
"34848","600201","2018-12-31","1","1","S5201","已申请",NA,"20",NA,"金宇集团","C27","医药制造业","1999-12-31"
"34850","600201","2022-12-31","1","1","S5202","已获得",NA,"9",NA,"金宇集团","C27","医药制造业","1999-12-31"
"34860","600201","2021-12-31","1","1","S5202","已获得",NA,"13","3","金宇集团","C27","医药制造业","1999-12-31"
"34998","600211","2017-12-31","1","1","S5201","已申请",NA,"8",NA,"S 藏药业","C27","医药制造业","2006-12-31"
"35016","600216","2023-12-31","1","1","S5201","已申请","15","13","2","浙江医药","C27","医药制造业","1999-12-31"
"35017","600216","2022-12-31","1","1","S5206","截止报告期末累计已授权","196",NA,NA,"浙江医药","C27","医药制造业","1999-12-31"
"35018","600216","2021-12-31","1","1","S5206","截止报告期末累计已授权",NA,"179",NA,"浙江医药","C27","医药制造业","1999-12-31"
"35033","600216","2019-12-31","1","1","S5203","已授权",NA,"21",NA,"浙江医药","C27","医药制造业","1999-12-31"
"35035","600216","2018-12-31","1","1","S5203","已授权",NA,"11",NA,"浙江医药","C27","医药制造业","1999-12-31"
"35040","600216","2017-12-31","1","1","S5201","已申请",NA,"27",NA,"浙江医药","C27","医药制造业","1999-12-31"
"35041","600216","2020-12-31","1","1","S5205","截止报告期末累计已被受理",NA,"644",NA,"浙江医药","C27","医药制造业","1999-12-31"
"35051","600216","2016-12-31","1","1","S5201","已申请",NA,"27",NA,"浙江医药","C27","医药制造业","1999-12-31"
"35111","600222","2017-12-31","1","1","S5204","截至报告期末累计获得",NA,"3",NA,"竹林众生","C27","医药制造业","2002-12-31"
"35123","600222","2023-12-31","1","1","S5203","已授权","19","9","10","竹林众生","C27","医药制造业","2002-12-31"
"35143","600226","2016-12-31","1","1","S5205","截止报告期末累计已被受理","70",NA,NA,"升华拜克","C27","医药制造业","2009-12-31"
"35163","600227","2019-12-31","1","1","S5203","已授权",NA,NA,"1","赤天化","C27","医药制造业","2017-12-31"
"35167","600227","2016-12-31","1","1","S5203","已授权","4","1","2","赤天化","C27","医药制造业","2017-12-31"
"35169","600227","2018-12-31","1","1","S5201","已申请","4","1","3","赤天化","C27","医药制造业","2017-12-31"
"35173","600227","2017-12-31","1","1","S5203","已授权","8","0","6","赤天化","C27","医药制造业","2017-12-31"
"35175","600227","2020-12-31","1","1","S5202","已获得","4",NA,NA,"赤天化","C27","医药制造业","2017-12-31"
"35179","600227","2023-12-31","1","1","S5203","已授权","1","0","1","赤天化","C27","医药制造业","2017-12-31"
"35181","600227","2022-12-31","1","1","S5202","已获得","40",NA,NA,"赤天化","C27","医药制造业","2017-12-31"
"35201","600227","2021-12-31","1","1","S5201","已申请","25","1","24","赤天化","C27","医药制造业","2017-12-31"
"35297","600252","2016-12-31","1","1","S5201","已申请",NA,"54",NA,"中恒集团","C27","医药制造业","2009-12-31"
"35298","600252","2019-12-31","1","1","S5203","已授权","13","12","1","中恒集团","C27","医药制造业","2009-12-31"
"35302","600252","2023-12-31","1","1","S5204","截至报告期末累计获得","354",NA,NA,"中恒集团","C27","医药制造业","2009-12-31"
"35303","600252","2017-12-31","2","1","S5203","已授权","8","5","0","中恒集团","C27","医药制造业","2009-12-31"
"35371","600267","2019-12-31","1","2","S5201","已申请","13","13","0","海正药业","C27","医药制造业","2000-12-31"
"35374","600267","2016-12-31","1","1","S5201","已申请","51","51",NA,"海正药业","C27","医药制造业","2000-12-31"
"35378","600267","2020-12-31","1","2","S5201","已申请","12",NA,NA,"海正药业","C27","医药制造业","2000-12-31"
"35381","600267","2022-12-31","1","1","S5203","已授权","43","41","2","海正药业","C27","医药制造业","2000-12-31"
"35391","600267","2021-12-31","1","2","S5201","已申请","32","32","0","海正药业","C27","医药制造业","2000-12-31"
"35393","600267","2023-12-31","1","1","S5204","截至报告期末累计获得","435","372","59","海正药业","C27","医药制造业","2000-12-31"
"35401","600267","2018-12-31","1","1","S5203","已授权","48","48","0","海正药业","C27","医药制造业","2000-12-31"
"35410","600267","2017-12-31","1","1","S5206","截止报告期末累计已授权","306",NA,NA,"海正药业","C27","医药制造业","2000-12-31"
"35499","600276","2021-12-31","1","2","S5203","已授权","117",NA,NA,"恒瑞医药","C27","医药制造业","2000-12-31"
"35507","600276","2022-12-31","1","2","S5201","已申请","89",NA,NA,"恒瑞医药","C27","医药制造业","2000-12-31"
"35521","600276","2020-12-31","1","1","S5203","已授权","64",NA,NA,"恒瑞医药","C27","医药制造业","2000-12-31"
"35525","600276","2023-12-31","1","1","S5204","截至报告期末累计获得",NA,"545",NA,"恒瑞医药","C27","医药制造业","2000-12-31"
"35533","600276","2019-12-31","1","1","S5203","已授权","38",NA,NA,"恒瑞医药","C27","医药制造业","2000-12-31"
"35552","600276","2018-12-31","1","1","S5201","已申请","144",NA,NA,"恒瑞医药","C27","医药制造业","2000-12-31"
"35563","600276","2016-12-31","1","1","S5206","截止报告期末累计已授权","21",NA,NA,"恒瑞医药","C27","医药制造业","2000-12-31"
"35564","600276","2017-12-31","1","1","S5203","已授权","23",NA,NA,"恒瑞医药","C27","医药制造业","2000-12-31"
"35774","600299","2022-12-31","2","1","S5201","已申请","7",NA,NA,"安迪苏","C27","医药制造业","2016-12-31"
"36028","600329","2016-12-31","1","1","S5201","已申请","56","38","9","*ST 中新","C27","医药制造业","2008-12-31"
"36031","600329","2021-12-31","1","1","S5206","截止报告期末累计已授权",NA,"252",NA,"*ST 中新","C27","医药制造业","2008-12-31"
"36034","600329","2017-12-31","1","1","S5205","截止报告期末累计已被受理","1201","722",NA,"*ST 中新","C27","医药制造业","2008-12-31"
"36037","600329","2018-12-31","1","1","S5203","已授权",NA,"8",NA,"*ST 中新","C27","医药制造业","2008-12-31"
"36043","600329","2022-12-31","1","1","S5203","已授权","40",NA,NA,"*ST 中新","C27","医药制造业","2008-12-31"
"36085","600329","2019-12-31","1","1","S5201","已申请","31","9",NA,"*ST 中新","C27","医药制造业","2008-12-31"
"36091","600329","2020-12-31","1","1","S5203","已授权","30","4",NA,"*ST 中新","C27","医药制造业","2008-12-31"
"36196","600332","2024-12-31","1","1","S5203","已授权","123","78","18","白云山","C27","医药制造业","2013-12-31"
"36198","600332","2019-12-31","1","1","S5203","已授权",NA,"17","8","白云山","C27","医药制造业","2013-12-31"
"36200","600332","2018-12-31","1","1","S5203","已授权","52","27","7","白云山","C27","医药制造业","2013-12-31"
"36204","600332","2020-12-31","1","1","S5201","已申请","85","71","14","白云山","C27","医药制造业","2013-12-31"
"36218","600332","2021-12-31","1","1","S5201","已申请","144",NA,NA,"白云山","C27","医药制造业","2013-12-31"
"36234","600332","2023-12-31","1","1","S5206","截止报告期末累计已授权","89","67","22","白云山","C27","医药制造业","2013-12-31"
"36236","600332","2022-12-31","1","1","S5201","已申请","88","73","15","白云山","C27","医药制造业","2013-12-31"
"36242","600332","2016-12-31","1","1","S5203","已授权","68","48","2","白云山","C27","医药制造业","2013-12-31"
"36256","600332","2017-12-31","1","1","S5203","已授权","39","35","4","白云山","C27","医药制造业","2013-12-31"
"36388","600351","2016-12-31","1","1","S5203","已授权","4","4","0","亚宝药业","C27","医药制造业","2002-12-31"
"36389","600351","2017-12-31","1","1","S5202","已获得",NA,"7",NA,"亚宝药业","C27","医药制造业","2002-12-31"
"36393","600351","2022-12-31","1","1","S5206","截止报告期末累计已授权","247","110","75","亚宝药业","C27","医药制造业","2002-12-31"
"36394","600351","2021-12-31","1","1","S5201","已申请","201",NA,NA,"亚宝药业","C27","医药制造业","2002-12-31"
"36395","600351","2020-12-31","1","1","S5205","截止报告期末累计已被受理","193",NA,NA,"亚宝药业","C27","医药制造业","2002-12-31"
"36398","600351","2023-12-31","1","1","S5203","已授权","19",NA,NA,"亚宝药业","C27","医药制造业","2002-12-31"
"36406","600351","2019-12-31","1","1","S5205","截止报告期末累计已被受理","167",NA,NA,"亚宝药业","C27","医药制造业","2002-12-31"
"36418","600351","2018-12-31","1","1","S5203","已授权",NA,"3",NA,"亚宝药业","C27","医药制造业","2002-12-31"
"36642","600380","2018-12-31","1","2","S5201","已申请","3",NA,NA,"健康元","C27","医药制造业","2003-12-31"
"36644","600380","2020-12-31","1","1","S5206","截止报告期末累计已授权","558","320",NA,"健康元","C27","医药制造业","2003-12-31"
"36646","600380","2017-12-31","1","2","S5201","已申请","6",NA,NA,"健康元","C27","医药制造业","2003-12-31"
"36648","600380","2019-12-31","1","2","S5201","已申请","3",NA,NA,"健康元","C27","医药制造业","2003-12-31"
"36650","600380","2023-12-31","1","1","S5206","截止报告期末累计已授权",NA,"4","4","健康元","C27","医药制造业","2003-12-31"
"36656","600380","2016-12-31","1","2","S5206","截止报告期末累计已授权","3",NA,NA,"健康元","C27","医药制造业","2003-12-31"
"36658","600380","2021-12-31","1","2","S5205","截止报告期末累计已被受理","84",NA,NA,"健康元","C27","医药制造业","2003-12-31"
"36672","600380","2022-12-31","1","1","S5201","已申请","99","59","31","健康元","C27","医药制造业","2003-12-31"
"36927","600420","2017-12-31","1","1","S5203","已授权","24",NA,NA,"国药现代","C27","医药制造业","2021-12-31"
"36935","600420","2018-12-31","1","1","S5201","已申请","54","28",NA,"国药现代","C27","医药制造业","2021-12-31"
"36941","600420","2023-12-31","1","1","S5201","已申请","39","27",NA,"国药现代","C27","医药制造业","2021-12-31"
"36949","600420","2019-12-31","1","1","S5201","已申请","17","12",NA,"国药现代","C27","医药制造业","2021-12-31"
"36961","600420","2022-12-31","1","1","S5201","已申请","41","29",NA,"国药现代","C27","医药制造业","2021-12-31"
"36963","600420","2021-12-31","1","1","S5201","已申请","44","17",NA,"国药现代","C27","医药制造业","2021-12-31"
"36965","600420","2016-12-31","1","1","S5203","已授权","46","36","10","国药现代","C27","医药制造业","2021-12-31"
"36977","600420","2020-12-31","1","1","S5201","已申请","53","23",NA,"国药现代","C27","医药制造业","2021-12-31"
"36991","600422","2022-12-31","1","1","S5203","已授权","20","7",NA,"昆明制药","C27","医药制造业","2000-12-31"
"36993","600422","2024-12-31","1","2","S5203","已授权","5","5","0","昆明制药","C27","医药制造业","2000-12-31"
"36995","600422","2021-12-31","1","2","S5203","已授权","2",NA,NA,"昆明制药","C27","医药制造业","2000-12-31"
"36997","600422","2023-12-31","1","1","S5203","已授权","21","12","6","昆明制药","C27","医药制造业","2000-12-31"
"37005","600422","2017-12-31","1","1","S5203","已授权",NA,"22",NA,"昆明制药","C27","医药制造业","2000-12-31"
"37007","600422","2018-12-31","1","1","S5204","截至报告期末累计获得",NA,"166",NA,"昆明制药","C27","医药制造业","2000-12-31"
"37023","600422","2020-12-31","1","1","S5203","已授权",NA,"21",NA,"昆明制药","C27","医药制造业","2000-12-31"
"37029","600422","2016-12-31","1","1","S5204","截至报告期末累计获得","136","136","0","昆明制药","C27","医药制造业","2000-12-31"
"37037","600422","2019-12-31","1","1","S5203","已授权",NA,"24",NA,"昆明制药","C27","医药制造业","2000-12-31"
"37137","600436","2022-12-31","1","1","S5202","已获得","165","101",NA,"片仔癀","C27","医药制造业","2003-12-31"
"37139","600436","2018-12-31","1","1","S5206","截止报告期末累计已授权",NA,"7","6","片仔癀","C27","医药制造业","2003-12-31"
"37141","600436","2023-12-31","1","1","S5203","已授权",NA,"26","4","片仔癀","C27","医药制造业","2003-12-31"
"37142","600436","2019-12-31","1","1","S5201","已申请",NA,"10",NA,"片仔癀","C27","医药制造业","2003-12-31"
"37143","600436","2021-12-31","1","1","S5202","已获得",NA,"1",NA,"片仔癀","C27","医药制造业","2003-12-31"
"37147","600436","2020-12-31","1","1","S5205","截止报告期末累计已被受理","43","36",NA,"片仔癀","C27","医药制造业","2003-12-31"
"37158","600436","2016-12-31","1","1","S5204","截至报告期末累计获得","15","15","0","片仔癀","C27","医药制造业","2003-12-31"
"37338","600466","2016-12-31","1","1","S5205","截止报告期末累计已被受理","74",NA,NA,"*ST 迪康","C27","医药制造业","2007-12-31"
"37539","600479","2016-12-31","1","1","S5204","截至报告期末累计获得","215",NA,NA,"千金药业","C27","医药制造业","2004-12-31"
"37540","600479","2019-12-31","1","1","S5204","截至报告期末累计获得","342","119",NA,"千金药业","C27","医药制造业","2004-12-31"
"37541","600479","2018-12-31","2","2","S5201","已申请",NA,"1",NA,"千金药业","C27","医药制造业","2004-12-31"
"37542","600479","2017-12-31","1","1","S5204","截至报告期末累计获得","201","37",NA,"千金药业","C27","医药制造业","2004-12-31"
"37544","600479","2021-12-31","1","1","S5204","截至报告期末累计获得","401","167","44","千金药业","C27","医药制造业","2004-12-31"
"37548","600479","2023-12-31","1","1","S5204","截至报告期末累计获得","441","214","68","千金药业","C27","医药制造业","2004-12-31"
"37553","600479","2022-12-31","1","1","S5204","截至报告期末累计获得","416","199","59","千金药业","C27","医药制造业","2004-12-31"
"37557","600479","2020-12-31","1","1","S5204","截至报告期末累计获得","388","139","38","千金药业","C27","医药制造业","2004-12-31"
"37727","600488","2016-12-31","1","1","S5204","截至报告期末累计获得","12",NA,NA,"天药股份","C27","医药制造业","2001-12-31"
"37730","600488","2019-12-31","1","1","S5201","已申请",NA,"3","5","天药股份","C27","医药制造业","2001-12-31"
"37739","600488","2024-12-31","1","1","S5201","已申请","18",NA,NA,"天药股份","C27","医药制造业","2001-12-31"
"37742","600488","2017-12-31","1","1","S5204","截至报告期末累计获得","12",NA,NA,"天药股份","C27","医药制造业","2001-12-31"
"38066","600513","2022-12-31","1","2","S5204","截至报告期末累计获得",NA,"3",NA,"联环药业","C27","医药制造业","2003-12-31"
"38068","600513","2021-12-31","1","1","S5201","已申请",NA,"4","5","联环药业","C27","医药制造业","2003-12-31"
"38073","600513","2023-12-31","1","1","S5204","截至报告期末累计获得","131","28","87","联环药业","C27","医药制造业","2003-12-31"
"38075","600513","2016-12-31","1","1","S5201","已申请","2","2","0","联环药业","C27","医药制造业","2003-12-31"
"38113","600518","2016-12-31","1","1","S5203","已授权","13","13","0","康美药业","C27","医药制造业","2001-12-31"
"38133","600518","2017-12-31","1","1","S5203","已授权","54","5","28","康美药业","C27","医药制造业","2001-12-31"
"38141","600518","2020-12-31","1","1","S5203","已授权","25","7",NA,"康美药业","C27","医药制造业","2001-12-31"
"38145","600518","2023-12-31","1","1","S5204","截至报告期末累计获得","570",NA,NA,"康美药业","C27","医药制造业","2001-12-31"
"38149","600518","2021-12-31","1","1","S5203","已授权",NA,"25","7","康美药业","C27","医药制造业","2001-12-31"
"38207","600521","2021-12-31","1","1","S5201","已申请",NA,"2",NA,"G 华海","C27","医药制造业","2005-12-31"
"38209","600521","2020-12-31","1","2","S5204","截至报告期末累计获得","58",NA,NA,"G 华海","C27","医药制造业","2005-12-31"
